Canonical_SMILES,Drug_Type,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,antibiotic,4.257881058611586,1.1425269279139416,2.0185282799002606,6.497233837322911,5.522286589084579e-05,3.182483514669337e-07,0.009582343170488332,0.14033273,0.0073577054,0.94042456,0.123737596,0.32907495,0.41012973,2.5671122,0.11788815,0.006784212,0.003199039,0.0011212757,0.038749233,0.0024059578,0.027916595,0.008141415,0.0010617682,0.010839062,0.051237673,0.0022563362,0.06614292,0.0018854797,-6.300859,0.033864237,0.001347214,0.42215785,0.0008618411,0.01974262,0.04868359,0.039059345,0.000490812,0.0037480344,0.05453386,0.0010307481
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,antibiotic,4.250074675607026,1.1393778917292035,2.0168940078177875,6.483255343396264,5.622446406330461e-05,3.286583394216211e-07,0.009618469942886445,0.59842,0.12331216,0.0045056534,0.014708795,0.00048121676,0.49921918,1.0730557,0.030410046,0.008422996,0.00019202835,0.0047052214,0.01292294,0.03378105,0.14993969,0.0012701803,0.009666261,0.059369188,0.2837649,3.190361e-05,0.04385832,0.00043004687,-7.534217,0.0018182211,0.0014770355,0.04137333,7.812394e-06,0.009079253,2.736068e-05,0.00029398286,0.009187344,0.0043963743,0.02239303,0.00041690483
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,antibiotic,4.249555379523224,1.140427806162036,2.0143168794456336,6.484793879600815,5.629173318145663e-05,3.2749609084029294e-07,0.009675716178601914,0.4874671,0.21563828,0.7481555,0.32671785,0.034027882,0.17224367,2.7132227,0.011376815,0.009617855,0.00013924378,0.0030309977,0.03794764,0.007701247,0.07196547,0.020346882,0.0017689068,0.0075493036,0.07023955,0.00037561625,0.11957568,0.005424443,-6.11011,0.55694646,0.04662321,0.84301776,0.00576146,0.005913974,0.0072395876,0.0036474825,0.014880238,0.0053872955,0.14681551,0.004672575
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,antibiotic,4.249307649320134,1.1391971874472837,2.0164811619234575,6.48213413671681,5.632385226454399e-05,3.295079242447044e-07,0.009627617730862993,0.012573816,0.08797394,0.8274215,0.08846592,0.16920404,0.12209801,1.8468256,0.018074863,0.0019562705,0.002531811,0.005279832,0.004246994,0.003271243,0.019878173,0.015335396,0.005315603,0.0039556283,0.04308858,0.00075020734,0.51243985,0.0058608064,-5.2224755,0.99930465,0.58610857,0.948486,0.013910035,0.031046037,0.3009399,0.027554322,0.06878057,0.014004037,0.26801172,0.03172405
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,antibiotic,4.243115306004136,1.1426133542607562,2.003593131653054,6.482637480355218,5.713269281562149e-05,3.2912624856423155e-07,0.009917606397555812,0.3955756,0.0062357066,0.91167223,0.012239267,0.22267306,0.6542524,2.4560866,0.18103334,0.0063432693,0.0087566385,0.0008953029,0.060973972,0.011181368,0.008299174,0.00026204588,0.0024428884,0.0062867366,0.033570103,0.010172807,0.14426951,0.0037565273,-5.99846,0.39976257,0.077545166,0.6684534,0.00012870601,0.016088132,0.0872488,0.007109682,0.0020648462,0.0013302665,0.22441146,0.0035852366
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,antibiotic,4.240331240472984,1.1411885778159587,2.0036016279537048,6.477060852992263,5.750012112335583e-05,3.3337969659639605e-07,0.009917412376804992,0.21632755,0.022078315,0.9488891,0.13169841,0.21697733,0.35712323,2.1653953,0.09142198,0.013584805,0.005835046,0.0047261016,0.059996016,0.006175731,0.039065264,0.02193217,0.002926643,0.011390499,0.06876409,0.0038993317,0.14033237,0.0057479506,-5.940326,0.38852122,0.013711898,0.6763896,0.0014368327,0.009071849,0.09140875,0.014646819,0.0035022392,0.0028590553,0.11226431,0.0029396282
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,antibiotic,4.214533678300408,1.143208364574702,1.9738452837339922,6.455222072866825,6.1019173617829755e-05,3.505725657504204e-07,0.010620738508253857,0.42208022,0.02209559,0.6695859,0.077588186,0.3287913,0.626406,2.254546,0.13583927,0.008199392,0.0072321445,0.00042495233,0.05389757,0.015194485,0.016023653,0.00026178677,0.0015657761,0.017613372,0.06595953,0.00680584,0.0869244,0.0024119248,-6.9706597,0.049289826,0.0028933391,0.4393041,0.00014732638,0.024858061,0.03449807,0.0106273005,0.0008186304,0.030260134,0.13896167,0.0034688725
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,antibiotic,4.21199106695309,1.1436585330309643,1.9704203422123996,6.4535617916937795,6.137746298270928e-05,3.5191534822405234e-07,0.01070482711596712,0.19040562,0.02746674,0.9569744,0.10357939,0.17379877,0.30181253,2.2605991,0.078489535,0.010895172,0.0052315956,0.0037962329,0.0630799,0.006418032,0.038094707,0.009585729,0.004360829,0.009956718,0.06828928,0.0054351306,0.09605917,0.009228369,-5.871402,0.42106706,0.017273454,0.73433936,0.0005754741,0.008629699,0.110395655,0.014035702,0.0044570332,0.0021430168,0.12758952,0.007208894
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,antibiotic,4.198860134373194,1.139575545376627,1.9652920654350052,6.4324282033113835,6.326155539983142e-05,3.6946371830725026e-07,0.010831982122471379,0.044082116,0.061209094,0.8681782,0.059316773,0.15682916,0.18242618,1.9485509,0.017880097,0.0023911751,0.0021489882,0.0032984086,0.0041524316,0.0051117097,0.0275868,0.017072938,0.004939669,0.0025632982,0.042949222,0.00077801273,0.6871427,0.008127923,-4.9814067,0.99966824,0.7310052,0.96096814,0.026258443,0.037656084,0.35822827,0.026213223,0.09027744,0.0036735255,0.32777643,0.035103936
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,antibiotic,4.184977680152646,1.1399671033386483,1.9506421576088955,6.419313202696397,6.531641200756838e-05,3.807911069922679e-07,0.011203606384718031,0.4308855,0.015679386,0.7356867,0.06457968,0.39223686,0.6571207,2.15064,0.20484522,0.010292443,0.01086192,0.00060184393,0.06566001,0.01385734,0.0149331,0.0002591723,0.0021990086,0.023858665,0.08664833,0.0073278123,0.098919936,0.0026331278,-7.0929413,0.011438255,0.001798988,0.29668778,0.00011748271,0.030352687,0.041189548,0.010233672,0.00043854062,0.017709011,0.10557397,0.0018045574
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,antibiotic,4.177377473772456,1.1393648610941192,1.9442223460279822,6.4105326015169295,6.646951749556938e-05,3.8856832790288165e-07,0.011370450031115462,0.155884,0.028366113,0.24242818,0.13141881,0.13473964,0.42531538,1.7968671,0.046097893,0.0069860197,0.0062598647,0.0010571228,0.024487345,0.021010691,0.04582245,0.0054773777,0.002026671,0.02219398,0.08777022,0.0045130993,0.26302567,0.0027795203,-5.7637076,0.29036945,0.026292806,0.5900278,0.002180856,0.012374839,0.046731047,0.0075942343,0.018597666,0.017982641,0.10195619,0.0017403623
Cc1ncc([N+](=O)[O-])n1CCO,antibiotic,4.172154909690427,1.139387882015285,1.9389546609404684,6.405355158440385,6.727366532004059e-05,3.9322836864023546e-07,0.011509205353730304,0.9524226,0.03560568,0.5708873,0.050029308,0.5152188,0.908065,1.7857258,0.0631639,0.0032506592,0.0072002606,0.0013306562,0.017665323,0.007968578,0.003108127,0.0042426647,0.0010316325,0.0026604221,0.047455706,0.0012389885,0.968057,0.00076665456,-4.503249,0.99805355,0.8327222,0.94346,0.0141097205,0.011693771,0.14781022,0.0009316465,0.08018117,0.0029765596,0.49461013,0.00061863376
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,antibiotic,4.172054517318277,1.1399588917357515,1.9377350895162042,6.40637394512035,6.728921823123998e-05,3.9230699773379826e-07,0.011541570546350093,0.0086218435,0.13000765,0.9655792,0.06211614,0.13596763,0.060687184,1.8646387,0.019188212,0.0028037007,0.0014590938,0.007387954,0.0030771792,0.0008491477,0.011085758,0.05124725,0.006812294,0.0015590747,0.029434294,0.00025757335,0.52680403,0.006318651,-5.105523,0.9999747,0.77308196,0.9682417,0.086440444,0.07467286,0.33343711,0.08497481,0.066561,0.0071500414,0.38991007,0.14263323
CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,antibiotic,4.165955874482014,1.1419025654340342,1.9278268462313073,6.404084902732722,6.824080251582564e-05,3.943801948798819e-07,0.011807913248337059,0.028336797,0.0029995535,0.82027453,0.045501444,0.16525538,0.2585656,2.0030024,0.035007305,0.0016833993,0.0007985858,0.00010922835,0.010605117,0.001744332,0.024010994,0.0005786461,0.0005011231,0.0047639916,0.050672024,0.0017315705,0.065863796,0.0020279218,-6.079409,0.07028113,0.0017968144,0.6738456,9.3939154e-05,0.012648878,0.04927058,0.010472489,0.00036386552,0.00092173426,0.03861053,0.00022311593
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,antibiotic,4.16230810660313,1.1420783931853697,1.9238344559598057,6.400781757246454,6.881639109690824e-05,3.9739119732378426e-07,0.011916961713029871,0.22500412,0.004316067,0.91768026,0.046353526,0.15447596,0.4773315,2.4732788,0.05841422,0.004350663,0.0013594835,0.0004372256,0.024537925,0.0025307443,0.022136321,0.00028293667,0.00087845634,0.008747326,0.0699645,0.0020483914,0.058123063,0.00071461604,-6.6685157,0.025254216,0.0014259742,0.4953974,3.1303207e-05,0.010849507,0.029765662,0.004316598,0.0001273102,0.0028581754,0.048140187,0.0003171436
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,antibiotic,4.161873743808371,1.1423594800020784,1.9228491630042974,6.400898324612445,6.888525274305807e-05,3.972845493442338e-07,0.011944028664863706,0.49557456,0.14700742,0.7990275,0.057330064,0.08132623,0.2806018,2.718142,0.3616845,0.032934,0.020311814,0.01769779,0.19377074,0.047194697,0.050064974,0.0013768962,0.046248477,0.01828486,0.068187326,0.021626627,0.09724797,0.22691365,-5.970309,0.68393785,0.09020652,0.54140085,6.782643e-05,0.028812299,0.044970393,0.030737188,0.0059874547,0.0059960773,0.50617325,0.36076444
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,antibiotic,4.160342096888938,1.1400684307675517,1.9258079725845363,6.394876221193339,6.912862252623596e-05,4.0283182956297524e-07,0.011862931629705654,0.48703098,0.12686065,0.0005315625,0.0035649177,0.00018213122,0.43412274,1.6288627,0.047585525,0.0037173335,1.959296e-05,0.0009663608,0.0030280647,0.011673334,0.10439972,0.0004938223,0.006240729,0.089498274,0.32317528,4.763476e-06,0.024179783,2.8343089e-05,-9.61053,9.7683e-06,4.2633987e-05,0.0028193293,6.9924718e-06,0.047526583,3.8065025e-07,0.00042389863,0.00097417244,0.0065321624,0.0022890975,0.00037122166
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,antibiotic,4.151628374613425,1.1442402886579968,1.9089174088437515,6.394339340383099,7.052963322437398e-05,4.033301237453704e-07,0.012333393589776016,0.2616081,0.027640203,0.95339453,0.10965826,0.20073745,0.3626271,2.1222885,0.12218193,0.015931744,0.008708065,0.00540842,0.08707233,0.010022644,0.044039104,0.010571504,0.005718867,0.013272268,0.07822837,0.0066982694,0.11551962,0.014516497,-5.815229,0.3603037,0.017480126,0.6633547,0.0009651539,0.012383299,0.10225803,0.01946731,0.0038995272,0.0050031035,0.14778927,0.009118831
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,antibiotic,4.130391860663924,1.1400498400345984,1.8958941741961106,6.364889547131737,7.406416642841407e-05,4.3162883779223026e-07,0.012708837474330955,0.23273718,0.7730301,0.092272446,0.2583837,0.0072757765,0.30765876,2.0061522,0.1748386,0.015539223,0.042581223,0.13649699,0.051093005,0.073374346,0.13608672,0.0115742665,0.04606106,0.057814218,0.09806631,0.008757198,0.676849,0.49432284,-5.2511754,0.99948406,0.87731075,0.6725094,0.0010989029,0.024218816,0.041703857,0.029278431,0.29390144,0.070067905,0.75829285,0.5351285
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,antibiotic,4.128513198840249,1.1428020180151077,1.888621243530638,6.36840515414986,7.438524558072348e-05,4.2814891309220907e-07,0.01292345861663529,0.25548637,0.010235375,0.9878124,0.055911142,0.19037957,0.35430303,2.2806077,0.10181067,0.0066589094,0.0024737944,0.0013449772,0.068552695,0.0038407953,0.025165325,0.0029025855,0.0015768979,0.004032786,0.044084005,0.0015175287,0.060902745,0.008073728,-6.7022514,0.17942894,0.004686781,0.5926003,0.00017695277,0.0035388533,0.06128662,0.01103741,0.000609992,0.0011211133,0.10294318,0.0050858306
Cc1ncc([N+](=O)[O-])n1CC(C)O,antibiotic,4.120905361683056,1.1392560330202548,1.887963536963357,6.353847186402756,7.569978365502548e-05,4.4274413170213516e-07,0.01294304505716845,0.9207714,0.06501492,0.52303326,0.055460293,0.5207633,0.89520437,1.8901552,0.070696495,0.003689026,0.009038983,0.0027035014,0.01696515,0.007729086,0.0029224707,0.0048078387,0.0018113405,0.0041194214,0.057903994,0.0017516625,0.9627975,0.0016490351,-4.534276,0.9988756,0.8855284,0.9409922,0.023533087,0.03447365,0.16248228,0.0025387257,0.10632907,0.008016417,0.5455839,0.0012274651
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,antibiotic,4.09325753692341,1.1402549256355765,1.85835788267768,6.32815719116914,8.06756481230354e-05,4.697240630675761e-07,0.013856135360762821,0.2529831,0.05615717,0.71204376,0.18383023,0.17744361,0.3595926,2.4861097,0.07575909,0.021631332,0.011560457,0.0047560106,0.06192503,0.035047073,0.085905634,0.013160715,0.008947739,0.024721418,0.1266907,0.016024437,0.22851697,0.02048206,-5.9124784,0.5032106,0.041617278,0.71653163,0.004783043,0.019604446,0.1295304,0.021297947,0.017582739,0.012152072,0.17898576,0.011946596
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,antibiotic,4.090267839056738,1.1421743342249377,1.85160614397586,6.3289295341376155,8.123293800709677e-05,4.6888945499639274e-07,0.014073232287374844,0.27522728,0.13400562,0.03181266,0.0011378382,0.11158116,0.49983358,2.266935,0.033574127,0.003678678,0.00010040391,0.00021809684,0.0042377682,0.011513497,0.10211468,0.002717176,0.0009300299,0.040180366,0.113774575,1.8191331e-06,0.0075748637,6.211287e-05,-7.1140327,8.87776e-06,6.4300446e-05,0.008695698,0.0009807651,0.041332714,6.183517e-05,0.012618119,0.00023013118,0.021484755,0.0017856652,0.04403559
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,antibiotic,4.076851052818534,1.1401095826784855,1.8422362707687023,6.311465834868366,8.37816573413228e-05,4.881284998899539e-07,0.014380160364414925,0.75710535,0.2081515,0.006121847,0.022746671,0.0011658218,0.6194696,1.5142832,0.028571421,0.011017145,0.0003079176,0.0038487106,0.019679422,0.03499727,0.17378883,0.0048631234,0.008510565,0.04555516,0.26240474,2.0350426e-05,0.038972136,0.00045015942,-7.5052032,0.004809644,0.0042834054,0.06916779,1.663643e-05,0.0066451184,4.0073668e-05,0.0002613137,0.026440257,0.006864379,0.022376886,0.001223069
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,antibiotic,4.072432490013692,1.1429214983661333,1.8323063532160706,6.312558626811313,8.463841268683097e-05,4.869017922875852e-07,0.014712742930129002,0.34551448,0.0073597683,0.9612815,0.02125613,0.12148148,0.52042997,2.237675,0.11032387,0.009502144,0.0028520776,0.0011050368,0.0678898,0.0075814216,0.02492644,0.00019955906,0.0018578817,0.008928328,0.05829789,0.0035893046,0.037177123,0.004823682,-6.699559,0.053392183,0.0046599405,0.52279466,2.2365779e-05,0.00671398,0.027390396,0.0043509817,0.0002350936,0.0018511132,0.10297094,0.0021030612
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,antibiotic,4.070983025468333,1.1397743950307448,1.8370252112080734,6.304940839728593,8.492136661616101e-05,4.955176863992815e-07,0.014553745922492447,0.0082859,0.061634254,0.8764807,0.084273055,0.20426695,0.10793583,1.7470543,0.014298138,0.0015043877,0.0023968748,0.003515356,0.0033879043,0.0021431954,0.014331092,0.014394405,0.0048039025,0.0028804522,0.041638322,0.0005180593,0.49854153,0.0029899443,-5.224021,0.99937165,0.48379144,0.9510447,0.018203247,0.03158968,0.3119313,0.024242807,0.043307163,0.0096165035,0.20264955,0.020823615
Nc1ccc(S(N)(=O)=O)cc1,antibiotic,4.062536756144647,1.139834677340866,1.8284607885565496,6.2966127237327445,8.65891036306324e-05,5.051115232044058e-07,0.014843598934333313,0.12257445,0.027278041,0.64596784,0.057488132,0.37211388,0.34740588,1.8546045,0.012339992,0.0014560586,0.0023368953,0.0015993768,0.002927668,0.0067456327,0.020429406,0.0116222,0.0016767407,0.0020798265,0.049942147,0.0004430487,0.8178297,0.0015459976,-5.022259,0.99817467,0.57843435,0.94491756,0.031917743,0.0074186986,0.23323917,0.003618403,0.10294618,0.0049878038,0.16135286,0.0023641572
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,4.062529848323248,1.1425951499420894,1.8230433544367526,6.302016342209743,8.659048091458358e-05,4.988657151249267e-07,0.015029919190059427,0.10332964,0.09289007,0.91015327,0.080854766,0.26165855,0.31086302,2.483753,0.17962725,0.03613624,0.017108496,0.03239616,0.10223512,0.016147172,0.062081933,0.0074047744,0.030136615,0.033800244,0.11983184,0.117127776,0.10723424,0.118764,-5.495392,0.53342247,0.05946331,0.7751937,0.0035420228,0.099805936,0.17379475,0.124659404,0.006668146,0.011506276,0.2601666,0.043136556
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,antibiotic,4.0620065580748035,1.1408985644407104,1.825845371771011,6.2981677443785955,8.669487842773383e-05,5.033061713927215e-07,0.01493326005679939,0.008626317,0.032288767,0.94735926,0.047281407,0.16799216,0.0883409,1.9226013,0.009918464,0.0010235168,0.0014268026,0.0012634468,0.001794637,0.0008994491,0.008005729,0.014027147,0.002997116,0.001014742,0.026991824,0.0001735734,0.5189428,0.001476206,-5.2174935,0.9998978,0.5066467,0.95424986,0.020032514,0.020717015,0.29958895,0.024261476,0.02780808,0.0021201498,0.20340073,0.018992897
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,antibiotic,4.061047543798566,1.142594681477099,1.8215619681034516,6.30053311949368,8.688653062303205e-05,5.005723771972443e-07,0.015081274052667891,0.23653062,0.031919196,0.8243208,0.08577829,0.2892513,0.50203884,2.128394,0.1413739,0.018521506,0.017056245,0.0035670158,0.06901803,0.02172232,0.042273857,0.0063691223,0.007587292,0.021963801,0.09300483,0.030467968,0.20237198,0.018420707,-5.5399375,0.35361117,0.038714983,0.68071055,0.0049336376,0.04509815,0.16350813,0.043474283,0.008984929,0.014891761,0.18699922,0.009500182
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,antibiotic,4.059663027770633,1.1428161692048517,1.819743336129124,6.299582719412143,8.71639639146228e-05,5.016690177983523e-07,0.01514456012980957,0.21453635,0.016076759,0.9086393,0.101995036,0.20103161,0.38930452,2.1748319,0.070587635,0.010216846,0.0056175776,0.0016990375,0.043285586,0.009415248,0.044738837,0.0051944507,0.0026672047,0.011891787,0.085605465,0.005515559,0.15529333,0.0060584047,-5.918092,0.30013353,0.013933164,0.6863708,0.00085091154,0.010377752,0.112106524,0.010625001,0.0038878308,0.004108702,0.11202427,0.002526428
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,antibiotic,4.046721348847045,1.1421017854852653,1.808201849295925,6.285240848398166,8.980047857242929e-05,5.185124057161324e-07,0.01555242625429516,0.07563187,0.07182625,0.8921331,0.12612008,0.26125956,0.24982122,1.9208702,0.11025336,0.011559633,0.0137912985,0.0032084,0.053993724,0.011425325,0.035845302,0.010015829,0.01174021,0.01483087,0.06831073,0.019382,0.1360417,0.039389946,-5.6880426,0.5961577,0.05722227,0.7329159,0.0038083703,0.062058557,0.2466151,0.09835453,0.0113657415,0.011539469,0.215904,0.097776055
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,antibiotic,4.037104095796286,1.1407726169880064,1.8011897664997933,6.273018425092778,9.181125082455736e-05,5.333122690512002e-07,0.01580557258314366,0.31191006,0.005425857,0.95118713,0.020473588,0.335712,0.60122144,2.0541725,0.19276504,0.004947398,0.0077465414,0.0005012342,0.06774339,0.0077818483,0.008936646,0.00018123607,0.0017274842,0.0057408432,0.033667658,0.00787322,0.122137725,0.002777956,-6.2670846,0.12926763,0.015201457,0.6035453,6.269496e-05,0.0071271295,0.087710194,0.004276327,0.00077106303,0.0019552044,0.14785512,0.0018511027
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,antibiotic,4.036619903220821,1.1404789309378678,1.8012811985826,6.271958607859041,9.191366777435275e-05,5.346153105803516e-07,0.015802245383812974,0.0053806175,0.035646364,0.9581984,0.0758553,0.19195487,0.05589072,1.5769925,0.008167929,0.0011506497,0.0009948586,0.0010836888,0.00226831,0.0010490359,0.0103242425,0.011100068,0.0024922732,0.0012468458,0.02558504,0.00024563857,0.3887766,0.0011872178,-5.1386685,0.99932206,0.4025442,0.9675741,0.010372868,0.0120513635,0.3417617,0.016948104,0.02627762,0.0021096792,0.18385,0.012950094
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,antibiotic,4.032263052068199,1.1418589668348254,1.7942194770719415,6.270306627064457,9.28403882423852e-05,5.36652766995186e-07,0.016061293669010608,0.2499597,0.13355863,0.6986778,0.13644242,0.19291225,0.29806635,2.3100371,0.08153447,0.014357907,0.008562114,0.004836198,0.07711703,0.019823413,0.049908154,0.0057874992,0.0074641155,0.022562854,0.093033046,0.0036585126,0.079872124,0.008952012,-5.9942694,0.10482261,0.0064007575,0.42573795,0.0008670913,0.020157937,0.023295395,0.019285906,0.0035898103,0.04782484,0.11492966,0.027145013
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,antibiotic,4.027867880355044,1.1396387519422957,1.794175926548144,6.261559834161943,9.378472723581396e-05,5.475706551763998e-07,0.01606290435681315,0.07298763,0.004427232,0.74524695,0.07754028,0.1653386,0.301724,1.8915966,0.043575283,0.004424637,0.0013314757,0.00018472383,0.019624049,0.004389561,0.030977776,0.001062946,0.00069794926,0.009649166,0.06714592,0.002180682,0.08148356,0.0015373778,-6.118007,0.04018172,0.0013722932,0.557411,0.00014667923,0.0116601605,0.03485896,0.009729268,0.0004224481,0.0013353212,0.04434643,0.00018122287
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,4.022005010998946,1.1440648814542833,1.7796378433485507,6.2643721786493405,9.505938254023976e-05,5.440362286501323e-07,0.01660971408347669,0.10655892,0.068584695,0.94297266,0.13075726,0.24155554,0.25661004,2.0448203,0.10930766,0.02778762,0.007964001,0.01807475,0.07455609,0.013060567,0.06950758,0.02618377,0.018133417,0.022919478,0.10494711,0.04724057,0.117286645,0.0659555,-5.4070034,0.64243835,0.05828631,0.8472103,0.008342253,0.05603543,0.21539514,0.08831517,0.01088396,0.007322313,0.19569965,0.015320765
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,antibiotic,4.014159096537075,1.1417693762952408,1.7762911189984028,6.252027074075746,9.67923208788255e-05,5.597227070905938e-07,0.016738204940456598,0.2055283,0.0067492635,0.80061424,0.14792612,0.18641123,0.4138775,2.3522232,0.07483306,0.009132884,0.0044733025,0.0007402796,0.037044626,0.0051632635,0.03526882,0.0045566466,0.00089049834,0.011844149,0.05790775,0.0015251271,0.08597796,0.0014291601,-6.36336,0.028424691,0.001302497,0.3710999,0.00028105787,0.007111666,0.025433883,0.009460505,0.0005303557,0.0030845883,0.049781196,0.0005498566
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,antibiotic,4.002229429730672,1.1405127641312292,1.766824412033463,6.237634447427881,9.948797019817753e-05,5.785828448862845e-07,0.01710706824724262,0.24201843,0.023880001,0.9587015,0.04992173,0.105349265,0.3498664,2.0846038,0.07305658,0.010724068,0.00392593,0.0043446254,0.064014,0.006036108,0.029249828,0.0013283878,0.004876244,0.012175151,0.06981174,0.0046857344,0.027079102,0.0052994885,-6.8688917,0.1770146,0.0059363153,0.5851495,0.00010625341,0.011192851,0.045045782,0.011917166,0.0006299694,0.004389168,0.12354573,0.011625793
