SMILES,isStarter,molFormula,molWeight,numHeavyAtoms
*C(=O)[C@H](C)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21,False,C19H21*N3O11P,498.0914,34
*C(=O)[C@H](C)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O,False,C19H23*N3O11P,500.107,34
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,False,C23H38N7O17P3S,809.1258,51
C#[O+],False,CHO+,29.0022,2
O=C=O,False,CO2,43.9898,3
O=C(O)O,False,CH2O3,62.0004,4
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,False,C21H36N7O16P3S,767.1152,48
[H+],False,H+,1.0073,0
OO,False,H2O2,34.0055,2
Br,False,HBr,79.9262,1
C#N,False,CHN,27.0109,2
Cl,False,HCl,35.9767,1
F,False,HF,20.0062,1
I,False,HI,127.9123,1
N,False,H3N,17.0265,1
O=O,False,O2,31.9898,2
O=P(O)(O)O,False,H3O4P,97.9769,5
O=S(=O)(O)O,False,H2O4S,97.9674,5
O=S(O)O,False,H2O3S,81.9725,4
O,False,H2O,18.0106,1
C=C1C=C(CCCCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CC(C)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
C=C1C=C(CCC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(CC(CC)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CCC(C)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
C=C1C=C(C(CCC)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CCCC1=C(C)C(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCC1=C(CC)C(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCCC1=C(C)C(=O)OC1=CCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CCCCC1=CC(=O)OC1=CCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CCCC)=C1CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CCCC1=CC(=C(C)CNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCC1=CC(=C(CC)CNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCCC(CNC(N)=[NH2+])=C1C=C(C)C(=O)O1,False,C11H18N3O2+,224.1394,16
CCCCC(CNC(N)=[NH2+])=C1C=CC(=O)O1,False,C11H18N3O2+,224.1394,16
CCCC1=CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCC1=CC(=CC(CC)NC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCCC(C=C1C=C(C)C(=O)O1)NC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CCCCC(C=C1C=CC(=O)O1)NC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CCCCc1cc2oc1=NC(=[NH2+])NCC=2,False,C11H16N3O+,206.1288,15
CCCCc1cc2oc1=[N+]=C(N)NCC=2,False,C11H16N3O+,206.1288,15
CCCCC1=CC(=CCN(C)C(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCCC1=CC(=CCNC(=[NH2+])NC)OC1=O,False,C12H20N3O2+,238.155,17
CCCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CC(C)CCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCC(C)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCC(C)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCCC1=CC(=C(C)CNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCCC1=CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCCC1=CC(=CCN(C(N)=[NH2+])C(C)=O)OC1=O,False,C13H20N3O3+,266.1499,19
CCCCC1=CC(=CCN(C(N)=[NH2+])C(N)=O)OC1=O,False,C12H19N4O3+,267.1452,19
NC(=[NH2+])NCC=C1C=C(CCCCO)C(=O)O1,False,C11H18N3O3+,240.1343,17
CC(O)CCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CCC(O)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CCCC(O)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CCCCC1=CC(=C(O)CNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CCCCC1=CC(=CC(O)NC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CCCCC1=CC2(OC1=O)OC2CNC(N)=[NH2+],False,C11H18N3O3+,240.1343,17
CCCCC1=CC(O)(CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
NC(=[NH2+])NCC=C1C=C(CCCCO)C(O)O1,False,C11H20N3O3+,242.1499,17
CC(O)CCC1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CCC(O)CC1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CCCC(O)C1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CCCCC1=CC(=C(O)CNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CCCCC1=CC(=CC(O)NC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CCCCC(=CC(=O)CCNC(N)=[NH2+])C(=O)O,False,C11H20N3O3+,242.1499,17
CCCCC1=CC(=CCNC(N)=O)OC1=O,False,C11H16N2O3,224.1161,16
[NH4+],False,H4N+,18.0338,1
CCCCC1=CC(=CC=O)OC1=O,False,C10H12O3,180.0786,13
NC(N)=[NH2+],False,CH6N3+,60.0556,4
CCCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C10H16N3O2+,210.1237,15
CCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C9H14N3O2+,196.1081,14
CCCCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C8H12N3O2+,182.0924,13
CCCCCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCC(C)CCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCC(C)CCC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCC(CC)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCC(CC)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCCC(CC)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCC(CCC)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCCCC1=C(C)C(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CCCCC1=C(CC)C(=CCNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCCC1=C(CCC)C(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCCCC1=CC(=C(CC)CNC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCCC1=CC(=C(CCC)CNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCCCC1=CC(=CC(CC)NC(N)=[NH2+])OC1=O,False,C13H22N3O2+,252.1707,18
CCCCC1=CC(=CC(CCC)NC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CCCC1=CC(=CCCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CCC1=CC(=CCCCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CC1=CC(=CCCCCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
NC(=[NH2+])NCCCCCC=C1C=CC(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(CCCC(C)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(CCC(CC)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(CC(CCC)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(CC(C)CCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(C(CC)CCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(C(C)CCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CCC)=C1CCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CC)=C1CCCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(C)=C1CCCCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C=C1CCCCCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=c1cc2c(o1)=NC(=[NH2+])NCCCCC2,False,C11H16N3O+,206.1288,15
C=c1cc2c(o1)=[N+]=C(N)NCCCCC2,False,C11H16N3O+,206.1288,15
C=C1C=C(CCCCCN(C)C(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCCCCNC(=[NH2+])NC)C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCCC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCCCC(C)NC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(C)CCNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(C)CCCNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(C(C)CCCCNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCCCCN(C(N)=[NH2+])C(C)=O)C(=O)O1,False,C13H20N3O3+,266.1499,19
C=C1C=C(CCCCCN(C(N)=[NH2+])C(N)=O)C(=O)O1,False,C12H19N4O3+,267.1452,19
C=C1C=C(CCCC(O)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCCCC(O)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCC(O)CCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CC(O)CCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(C(O)CCCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCCC(O)CNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCCCC(O)NC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCC(O)CCNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CC(O)CCCNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(C(O)CCCCNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
CC(=O)C=C(CCCCCNC(N)=[NH2+])C(=O)O,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCCCCNC(N)=O)C(=O)O1,False,C11H16N2O3,224.1161,16
C=C1C=C(CCCCC=O)C(=O)O1,False,C10H12O3,180.0786,13
C=C1C=C(CCCCCN(C(N)=[NH2+])C(N)=[NH2+])C(=O)O1,False,C12H21N5O2+2,267.1684,19
C=C1C=C(CCCCCN)C(=O)O1,False,C10H15NO2,181.1103,13
C=C1C=C(CC(C)(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(C(CNC(N)=[NH2+])C(C)C)C(=O)O1,False,C11H18N3O2+,224.1394,16
CC1=C(C(C)C)C(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CC(C)CC1=CC(=O)OC1=CCNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CC(C)C)=C1CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CC1=CC(=C(CNC(N)=[NH2+])C(C)C)OC1=O,False,C11H18N3O2+,224.1394,16
CC(C)CC(CNC(N)=[NH2+])=C1C=CC(=O)O1,False,C11H18N3O2+,224.1394,16
CC1=CC(=CC(NC(N)=[NH2+])C(C)C)OC1=O,False,C11H18N3O2+,224.1394,16
CC(C)CC(C=C1C=CC(=O)O1)NC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CC(C)Cc1cc2oc1=NC(=[NH2+])NCC=2,False,C11H16N3O+,206.1288,15
CC(C)Cc1cc2oc1=[N+]=C(N)NCC=2,False,C11H16N3O+,206.1288,15
CC(C)CC1=CC(=CCN(C)C(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CNC(=[NH2+])NCC=C1C=C(CC(C)C)C(=O)O1,False,C12H20N3O2+,238.155,17
CC(C)(C)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CC(C)C(C)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CC(CNC(N)=[NH2+])=C1C=C(CC(C)C)C(=O)O1,False,C12H20N3O2+,238.155,17
CC(C)CC1=CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C12H20N3O2+,238.155,17
CC(=O)N(CC=C1C=C(CC(C)C)C(=O)O1)C(N)=[NH2+],False,C13H20N3O3+,266.1499,19
CC(C)CC1=CC(=CCN(C(N)=[NH2+])C(N)=O)OC1=O,False,C12H19N4O3+,267.1452,19
CC(CO)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CC(C)(O)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CC(C)C(O)C1=CC(=CCNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CC(C)CC1=CC(=C(O)CNC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CC(C)CC1=CC(=CC(O)NC(N)=[NH2+])OC1=O,False,C11H18N3O3+,240.1343,17
CC(C)CC1=CC2(OC1=O)OC2CNC(N)=[NH2+],False,C11H18N3O3+,240.1343,17
CC(C)CC1=CC(O)(CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(CO)CC1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CC(C)(O)CC1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CC(C)C(O)C1=CC(=CCNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CC(C)CC1=CC(=C(O)CNC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CC(C)CC1=CC(=CC(O)NC(N)=[NH2+])OC1O,False,C11H20N3O3+,242.1499,17
CC(C)CC(=CC(=O)CCNC(N)=[NH2+])C(=O)O,False,C11H20N3O3+,242.1499,17
CC(C)CC1=CC(=CCNC(N)=O)OC1=O,False,C11H16N2O3,224.1161,16
CC(C)CC1=CC(=CC=O)OC1=O,False,C10H12O3,180.0786,13
CC(C)CC(C)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CC(C)C(C)(C)CC1=CC(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CC(C)C(C1=CC(=CCNC(N)=[NH2+])OC1=O)C(C)C,False,C14H24N3O2+,266.1863,19
CC1=C(CC(C)C)C(=O)OC1=CCNC(N)=[NH2+],False,C12H20N3O2+,238.155,17
CC(C)CC1=C(C(C)C)C(=CCNC(N)=[NH2+])OC1=O,False,C14H24N3O2+,266.1863,19
CC(C)CC1=CC(=C(CNC(N)=[NH2+])C(C)C)OC1=O,False,C14H24N3O2+,266.1863,19
CC(C)CC1=CC(=CC(NC(N)=[NH2+])C(C)C)OC1=O,False,C14H24N3O2+,266.1863,19
CC=C1C=C(CCCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CCC1=CC(=CC(C)CNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CC1=CC(=CCC(C)CNC(N)=[NH2+])OC1=O,False,C11H18N3O2+,224.1394,16
CC(CCC=C1C=CC(=O)O1)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1C=C(CC(NC(N)=[NH2+])C(C)C)C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1C=C(C(C)C(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CCCCNC(N)=[NH2+])=C1C,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CC)=C1C(C)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(C)=C1CC(C)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C=C1CCC(C)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=c1cc2c(o1)=NC(=[NH2+])NCC(C)CC2,False,C11H16N3O+,206.1288,15
C=c1cc2c(o1)=[N+]=C(N)NCC(C)CC2,False,C11H16N3O+,206.1288,15
C=C1C=C(CCC(C)CN(C)C(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(C)CNC(=[NH2+])NC)C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(C)(C)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(C)C(C)NC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(CC)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(C)C(C)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(C(C)CC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CCC(C)CN(C(N)=[NH2+])C(C)=O)C(=O)O1,False,C13H20N3O3+,266.1499,19
C=C1C=C(CCC(C)CN(C(N)=[NH2+])C(N)=O)C(=O)O1,False,C12H19N4O3+,267.1452,19
C=C1C=C(CCC(C)(O)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCC(C)C(O)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCC(CO)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CC(O)C(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(C(O)CC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CCC(C)(O)CNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCC(C)C(O)NC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCC(CO)CNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(CC(O)C(C)CNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
C=C1C=C(C(O)CC(C)CNC(N)=[NH2+])C(O)O1,False,C11H20N3O3+,242.1499,17
CC(=O)C=C(CCC(C)CNC(N)=[NH2+])C(=O)O,False,C11H20N3O3+,242.1499,17
C=C1C=C(CCC(C)CNC(N)=O)C(=O)O1,False,C11H16N2O3,224.1161,16
C=C1C=C(CCC(C)C=O)C(=O)O1,False,C10H12O3,180.0786,13
C=C1C=C(CCC(C)CN(C(N)=[NH2+])C(N)=[NH2+])C(=O)O1,False,C12H21N5O2+2,267.1684,19
C=C1C=C(CCC(C)CN)C(=O)O1,False,C10H15NO2,181.1103,13
C=C1C=C(CCCCNC(N)=[NH2+])C(=O)O1,False,C10H16N3O2+,210.1237,15
CC=C1C=C(CCC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1OC(=O)C(CCC(C)CNC(N)=[NH2+])=C1C,False,C12H20N3O2+,238.155,17
CCC=C1C=C(CCCNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CC=C1C=C(CC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
CCC(C=C1C=C(C)C(=O)O1)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
CCC(CC=C1C=CC(=O)O1)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1C=C(CC(C)C(C)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CCCNC(N)=[NH2+])=C1CC,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(CC(C)CNC(N)=[NH2+])=C1C,False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C(C)=C1C(CC)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=C1OC(=O)C=C1CC(CC)CNC(N)=[NH2+],False,C11H18N3O2+,224.1394,16
C=c1cc2c(o1)=NC(=[NH2+])NCC(CC)C2,False,C11H16N3O+,206.1288,15
C=c1cc2c(o1)=[N+]=C(N)NCC(CC)C2,False,C11H16N3O+,206.1288,15
C=C1C=C(CC(CC)CN(C)C(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(CC)CNC(=[NH2+])NC)C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(C)(CC)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(CC)C(C)NC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(CNC(N)=[NH2+])C(C)C)C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(C(C)C(CC)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(CCC)CNC(N)=[NH2+])C(=O)O1,False,C12H20N3O2+,238.155,17
C=C1C=C(CC(CC)CN(C(N)=[NH2+])C(C)=O)C(=O)O1,False,C13H20N3O3+,266.1499,19
C=C1C=C(CC(CC)CN(C(N)=[NH2+])C(N)=O)C(=O)O1,False,C12H19N4O3+,267.1452,19
C=C1C=C(CC(O)(CC)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CC(CC)C(O)NC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(CC(CNC(N)=[NH2+])C(C)O)C(=O)O1,False,C11H18N3O3+,240.1343,17
C=C1C=C(C(O)C(CC)CNC(N)=[NH2+])C(=O)O1,False,C11H18N3O3+,240.1343,17
