reactants,products,reactionString,ruleName
CC(C)(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O,CC(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1(C)O,CC(C)(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O >> CC(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1(C)O,rule0028_51
CC[C@H]1C(=O)OC(=Cc2cc(C)c[nH]2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1c[nH]c(C=C2OC(=O)[C@H](CCO)C2=O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC[C@H]1C(=O)OC(=Cc2cc(C)c[nH]2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1c[nH]c(C=C2OC(=O)[C@H](CCO)C2=O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
CC(C)c1c[nH]c(C=C2OC(=O)CC2=O)c1.O,CC(C)(O)c1c[nH]c(C=C2OC(=O)CC2O)c1,CC(C)c1c[nH]c(C=C2OC(=O)CC2=O)c1.O >> CC(C)(O)c1c[nH]c(C=C2OC(=O)CC2O)c1,rule0070_6
CCC[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,CC[C@H]1C(=O)OC(=Cc2ccc(C)[nH]2)C1=O,CCC[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O >> CC[C@H]1C(=O)OC(=Cc2ccc(C)[nH]2)C1=O,rule0028_51
CC(CO)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O,CC(=C1OC(=O)[C@H](CCO)C1O)c1ccc[nH]1,CC(CO)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O >> CC(=C1OC(=O)[C@H](CCO)C1O)c1ccc[nH]1,rule0028_51
CC(CO)[C@@H]1C(=O)C(=Cc2ccc[nH]2)OC1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C(=O)O)[C@@H]1C(=O)C(=Cc2ccc[nH]2)OC1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(CO)[C@@H]1C(=O)C(=Cc2ccc[nH]2)OC1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CC(C(=O)O)[C@@H]1C(=O)C(=Cc2ccc[nH]2)OC1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,rule0165_2
CCC[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O.O,CC(O)C[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O,CCC[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O.O >> CC(O)C[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1O,rule0070_6
CC[C@H]1C(=O)OC(=Cc2ccc(C)[nH]2)C1=O,CCc1ccc(C=C2OC(=O)[C@H](C)C2=O)[nH]1,CC[C@H]1C(=O)OC(=Cc2ccc(C)[nH]2)C1=O >> CCc1ccc(C=C2OC(=O)[C@H](C)C2=O)[nH]1,rule0028_51
CC(C)[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc[nH]1,CC(C(=O)O)[C@@H](C)C(=O)C(O)=Cc1ccc[nH]1,CC(C)[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc[nH]1 >> CC(C(=O)O)[C@@H](C)C(=O)C(O)=Cc1ccc[nH]1,rule0449_1
CC(C)(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,CC(C)(O)c1ccc(C=C2OC(=O)CC2=O)[nH]1,CC(C)(O)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O >> CC(C)(O)c1ccc(C=C2OC(=O)CC2=O)[nH]1,rule0028_50
