reactants,products,reactionString,ruleName
CCCCCC[C@H]1CC(=CC=O)OC1=O.O,O=C1OC(=CCO)C[C@@H]1CCCCCCO,CCCCCC[C@H]1CC(=CC=O)OC1=O.O >> O=C1OC(=CCO)C[C@@H]1CCCCCCO,rule0070_6
CCCCCC[C@H]1CC(=CC=O)OC1=O,CCCC(C=O)=C1C[C@H](CCC)C(=O)O1,CCCCCC[C@H]1CC(=CC=O)OC1=O >> CCCC(C=O)=C1C[C@H](CCC)C(=O)O1,rule0028_51
CCCCCC[C@H]1CC(=CCO)OC1=O.O=O,CCCCCC[C@H]1CC(=CC=O)OC1=O.OO,CCCCCC[C@H]1CC(=CCO)OC1=O.O=O >> CCCCCC[C@H]1CC(=CC=O)OC1=O.OO,rule0074_18
CCCCCC[C@H]1CC(=CCO)OC1=O,CCCCCCC1CC(=O)OC1=CCO,CCCCCC[C@H]1CC(=CCO)OC1=O >> CCCCCCC1CC(=O)OC1=CCO,rule0028_51
CCCCCC[C@H]1CC(=CCO)OC1=O,CCCCC[C@@]1(C)CC(=CCO)OC1=O,CCCCCC[C@H]1CC(=CCO)OC1=O >> CCCCC[C@@]1(C)CC(=CCO)OC1=O,rule0028_51
CCCCCC[C@H]1CC(=CC=O)OC1=O.O,CC(O)CCCC[C@H]1CC(=CCO)OC1=O,CCCCCC[C@H]1CC(=CC=O)OC1=O.O >> CC(O)CCCC[C@H]1CC(=CCO)OC1=O,rule0070_6
CCCCCC[C@H]1CC(=CC=O)OC1=O.N.OO,CCCCCC[C@H]1CC(=CCN)OC1=O.O.O=O,CCCCCC[C@H]1CC(=CC=O)OC1=O.N.OO >> CCCCCC[C@H]1CC(=CCN)OC1=O.O.O=O,rule0091_14
CCCCCC[C@H]1CC(=CC=O)OC1=O.N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CCCCCC[C@H]1CC(=CCN)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCCCCC[C@H]1CC(=CC=O)OC1=O.N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CCCCCC[C@H]1CC(=CCN)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0166_2
CCCCCC[C@H]1CC(=CC=O)OC1=O,CCCC(=O)C=C1C[C@H](CCC)C(=O)O1,CCCCCC[C@H]1CC(=CC=O)OC1=O >> CCCC(=O)C=C1C[C@H](CCC)C(=O)O1,rule0028_51
CCCCCC[C@H]1CC(=CC=O)OC1=O.N,CCCCCC[C@H]1CC(N)(CC=O)OC1=O,CCCCCC[C@H]1CC(=CC=O)OC1=O.N >> CCCCCC[C@H]1CC(N)(CC=O)OC1=O,rule0257_1
CCCCCC[C@H]1CC(=CCO)OC1=O.O,CCCCCC(O)[C@H]1CC(=CCO)OC1O,CCCCCC[C@H]1CC(=CCO)OC1=O.O >> CCCCCC(O)[C@H]1CC(=CCO)OC1O,rule0070_6
CCCCCC[C@H]1CC(=CCO)OC1=O.O,OCC=C1C[C@H](CCCCCCO)C(O)O1,CCCCCC[C@H]1CC(=CCO)OC1=O.O >> OCC=C1C[C@H](CCCCCCO)C(O)O1,rule0070_6
CCCCCC[C@H]1CC(=CC=O)OC1=O.O,CCCC(O)CC[C@H]1CC(=CC=O)OC1O,CCCCCC[C@H]1CC(=CC=O)OC1=O.O >> CCCC(O)CC[C@H]1CC(=CC=O)OC1O,rule0070_6
CCCCCC[C@H]1CC(=CCO)OC1=O,CCCCC[C@H]1CC(=CC(C)O)OC1=O,CCCCCC[C@H]1CC(=CCO)OC1=O >> CCCCC[C@H]1CC(=CC(C)O)OC1=O,rule0028_51
CCCCCC[C@H]1CC(=CC=O)OC1=O,C=C1OC(=O)[C@@H](CCCCCC)C1C=O,CCCCCC[C@H]1CC(=CC=O)OC1=O >> C=C1OC(=O)[C@@H](CCCCCC)C1C=O,rule0028_51
CCCCCC[C@H]1CC(=CCO)OC1=O,C=C1C[C@H](CCC(CO)CCC)C(=O)O1,CCCCCC[C@H]1CC(=CCO)OC1=O >> C=C1C[C@H](CCC(CO)CCC)C(=O)O1,rule0028_50
