,DrugBank ID,Drug Groups,Name,Formula,CAS Number,InChIKey,ChEMBL ID,SMILES,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
10,DB00206,approved; withdrawn,Reserpine,C33H40N2O9,50-55-5,QEVHRUUCFGRFIF-MDEJGZGSSA-N,CHEMBL772,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.16397037506103515,0.8660110354423523,0.8192436814308166,0.42258023023605346,0.02831226456910372,0.15625043213367462,3.000147982469315,0.3243659734725952,0.21378985345363616,0.038763155415654185,0.39768341183662415,0.23935138881206514,0.036830059811472894,0.039350494742393494,0.36931287348270414,0.09926950857043267,0.04196990355849266,0.06394367665052414,0.006202743761241436,0.7639818549156189,0.6632201910018921,-5.360462585738807,0.9914252281188964,0.8415111541748047,0.8247790932655334,0.09947489574551582,0.1945840001106262,0.07861061319708824,0.11452600657939911,0.2948285937309265,0.11668036580085754,0.8351243376731873,0.6931238293647766
11,DB00228,approved; vet_approved; withdrawn,Enflurane,C3H2ClF5O,13838-16-9,JPGQOUSTVILISH-UHFFFAOYSA-N,CHEMBL1257,FC(F)OC(F)(F)C(F)Cl,0.04228799585253,0.3154301724396646,0.3195811837911606,0.0005676268207025714,0.7505511343479156,0.540890833735466,1.5142154916493233,0.006828201274038293,0.001018080888024997,0.0041831381284282544,0.004385104798711836,0.003288807834906038,0.000979862571693957,0.008875444205477834,0.001341613510157913,0.0014710756790009328,0.0035252899222541602,0.05316229574382305,0.0004088878361017123,0.9995413422584534,0.006746254599420354,-4.4235679729915045,0.9999843120574952,0.9848521471023559,0.9468287587165832,0.2824405491352081,0.5712374687194824,0.21501526087522507,0.15031687766313553,0.11689807325601578,0.0014142737578367814,0.5445006042718887,0.00046393104130402205
12,DB00232,approved; withdrawn,Methyclothiazide,C9H11Cl2N3O4S2,135-07-9,CESYKOGBSMNBPD-UHFFFAOYSA-N,CHEMBL1577,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.06186608970165253,0.06128176329657435,0.9689415097236633,0.023301248112693428,0.8715117454528809,0.16649635881185532,2.5834523357332744,0.24759329557418824,0.002507462431094609,0.0075313820037990805,0.04530255701392889,0.016302032209932805,0.03068341501057148,0.024954576045274734,0.021415420295670628,0.007729476003441959,0.010995264491066336,0.06587460562586785,0.0019612239237176256,0.18926916867494584,0.06812839545309543,-5.361569512761392,0.9911686062812806,0.48331675827503207,0.7319751024246216,0.02314018029719591,0.05453795092180371,0.18594443053007126,0.00986372126499191,0.05484219864010811,0.011745959578547627,0.5178387999534607,0.039501397870481014
13,DB00234,approved; investigational; withdrawn,Reboxetine,C19H23NO3,71620-89-8,CBQGYUDMJHNJBX-RTBURBONSA-N,CHEMBL383921,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,0.4121547758579254,0.7285700559616088,0.37855725884437563,0.17358660697937012,0.11692172139883042,0.5572877943515777,2.4013015290448894,0.28113921284675597,0.011793033126741648,0.030231783166527748,0.055226635187864304,0.00857664099894464,0.0025986266206018626,0.01318383514881134,0.12248614430427551,0.11771353408694267,0.01453695772215724,0.15759182944893838,0.017286878451704978,0.9113277077674866,0.2750077053904533,-4.491945694572376,0.9998879551887512,0.9569697618484497,0.9444263815879822,0.4556415736675262,0.7176973581314087,0.18914250284433365,0.11917075142264366,0.5136792004108429,0.3104140222072601,0.5684244811534882,0.5858214378356934
14,DB00237,approved; illicit; withdrawn,Butabarbital,C10H16N2O3,125-40-6,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,CHEMBL449,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.07076697908341885,0.009485399845289066,0.7914518713951111,0.02764743911102414,0.35688866674900055,0.6989172101020813,3.365380957239715,0.016187175479717552,0.0009815616038395091,0.005541684804484248,0.007693150267004967,0.00871640294790268,0.0006842331393272616,0.01179397921077907,0.00974638881161809,0.008442026237025857,0.0023083622800186276,0.03329726383090019,0.0017848014831542969,0.9901398181915283,0.00040411105819657676,-4.366737540409486,0.999693489074707,0.7044675409793854,0.9558683872222901,0.010806635720655322,0.03436973914504051,0.3267545342445374,0.05287278331816196,0.01696375710889697,6.571698595507769e-05,0.22783906757831573,0.0006269947130931542
15,DB00247,approved; withdrawn,Methysergide,C21H27N3O2,361-37-5,KPJZHOPZRAFDTN-NQUBZZJWSA-N,CHEMBL485253,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0.6808712840080261,0.756631362438202,0.36922270357608794,0.49481937289237976,0.0845921091735363,0.35810361206531527,3.284196065700364,0.09206067137420178,0.02138564074411988,0.028497036173939706,0.09178987517952919,0.05884363651275635,0.04495784156024456,0.05456919223070145,0.5199173808097839,0.08605992496013641,0.029598605073988437,0.07460440695285797,0.0037584658013656734,0.9068353533744812,0.5200884997844696,-4.9846341037104995,0.9987365484237671,0.8192588806152343,0.6693753600120544,0.37740994691848756,0.11656445302069188,0.175973142683506,0.022803753893822432,0.43642316460609437,0.5481907904148102,0.7752292633056641,0.32698206305503846
16,DB00249,approved; withdrawn,Idoxuridine,C9H11IN2O5,54-42-2,XQFRJNBWHJMXHO-RRKCRQDMSA-N,CHEMBL788,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0.6727956414222718,0.034854641556739806,0.9265062212944031,0.20178312659263611,0.09874342381954193,0.5735067844390869,2.0423238569457194,0.08265716992318631,0.02321511823683977,0.018421075120568276,0.02810335750691593,0.4047967977821827,0.01762591553851962,0.015098103787750006,0.012327768746763468,0.02032520333305001,0.031124509405344725,0.15780396461486818,0.017880554794101045,0.4431900858879089,0.003083823248744011,-5.340029914515014,0.9194213271141052,0.07877714149653911,0.8427911043167114,0.009405855287332088,0.004889700608327985,0.1434101153165102,0.0033858254144433888,0.027758867805823685,0.0004405538937135134,0.1086311474442482,0.00022674232968711294
17,DB00255,approved; withdrawn,Diethylstilbestrol,C18H20O2,56-53-1,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0.12937598675489426,0.4368381381034851,0.4603631556034088,0.0037863274686969818,0.39075064584612845,0.9564123511314392,1.819715354455795,0.9584410071372986,0.16095826849341394,0.8986024498939514,0.9968224883079528,0.863801097869873,0.007670910283923149,0.01218419938813895,0.1819078207015991,0.6960724234580994,0.9250551581382751,0.912350869178772,0.262859845161438,0.11597219221293927,0.05003220476210117,-4.79923780873361,0.999731695652008,0.8461187958717347,0.250536585599184,0.9022996902465821,0.8924766659736634,0.1970118373632431,0.8943803429603576,0.07156208604574203,0.2146938383579254,0.7684255838394165,0.7952154636383056
18,DB00256,approved; investigational; withdrawn,Lymecycline,C29H38N4O10,992-21-2,AHEVKYYGXVEWNO-UEPZRUIBSA-N,CHEMBL2103929,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.37631948590278624,0.25183117389678955,0.4359899044036865,0.38490616977214814,0.08348873034119605,0.1550021469593048,2.266974691567102,0.031393245235085486,0.01618167571723461,0.00568635652307421,0.014216893818229437,0.016512532718479633,0.04078557547181845,0.06327001750469208,0.058407068997621533,0.01294596642255783,0.01519434959627688,0.05334986913949251,0.004437342006713152,0.09429444372653961,0.06272671297192574,-7.108207036206021,0.38159056603908537,0.07216549813747405,0.6218335330486298,0.006435406720265746,0.008620266383513809,0.07984343096613884,0.008623951976187528,0.04536805748939514,0.061456111073493955,0.5384255826473237,0.037326842360198495
19,DB00259,approved; withdrawn,Sulfanilamide,C6H8N2O2S,63-74-1,FDDDEECHVMSUSB-UHFFFAOYSA-N,CHEMBL21,Nc1ccc(S(N)(=O)=O)cc1,0.010978412427357398,0.01619446980766952,0.9525258064270019,0.011647348129190504,0.36925838589668275,0.03718052469193935,1.6592555339086836,0.009219140885397792,0.0001371394665511616,0.002561169950058684,0.02191764968447387,0.0014302548879641108,0.016344277560710906,0.03676780480891466,0.013127022702246905,0.001772683367380523,0.000899833531002514,0.020965761225670575,9.12543912363617e-06,0.7396659851074219,0.06645740792155266,-5.2232598664368215,0.968132209777832,0.2432219916023314,0.7277829051017761,0.006809968326706439,0.011920084516168572,0.14362297877669333,0.006625072669703513,0.03268446489237249,0.004835181232192553,0.09831520393490792,0.0007042883284157142
20,DB00269,approved; withdrawn,Chlorotrianisene,C23H21ClO3,569-57-3,BFPSDSIWYFKGBC-UHFFFAOYSA-N,CHEMBL1200761,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,0.16377826109528543,0.7762194752693177,0.7731247782707215,0.014662973955273629,0.5046639770269394,0.3369764447212219,1.9122260334640244,0.6294875681400299,0.019766989536583422,0.2742856442928314,0.6459250211715698,0.2083791598677635,0.004991434141993522,0.00554443784058094,0.15273840986192228,0.3529246419668198,0.1766850546002388,0.34064832925796507,0.06924797371029853,0.1682928256690502,0.5664069950580597,-4.813230184783366,0.9956427931785583,0.8216462016105652,0.7971365928649903,0.20744088664650917,0.6439366936683655,0.355734521150589,0.3874392926692963,0.1624955028295517,0.04039865247905254,0.7845359683036804,0.5711396515369416
21,DB00276,approved; investigational; withdrawn,Amsacrine,C21H19N3O3S,51264-14-3,XCPGHVQEEXUHNC-UHFFFAOYSA-N,CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,0.45808846354484556,0.9194966435432435,0.9884034991264343,0.18578165173530578,0.29335214793682096,0.24290890991687775,2.3251055980331943,0.63123539686203,0.07254650965332984,0.16375477313995362,0.7620353937149048,0.6482290983200073,0.09843640178442001,0.0653574138879776,0.753979229927063,0.4351660072803497,0.03745063841342926,0.0926191233098507,0.2236587792634964,0.6539230346679688,0.6943007349967957,-4.933621392346493,0.9997145414352417,0.9387846946716308,0.9130035400390625,0.981360650062561,0.7694931030273438,0.5532113671302795,0.5457620322704315,0.40022988319396974,0.4553306609392166,0.6614863336086273,0.9620510101318359
22,DB00301,approved; investigational; withdrawn,Flucloxacillin,C19H17ClFN3O5S,5250-39-5,UIOFUWFRIANQPC-JKIFEVAISA-N,CHEMBL222645,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.042808611690998075,0.02905903346836567,0.9703515052795411,0.0710984643548727,0.18548016548156737,0.29353703558444977,2.284282372768353,0.17493181973695754,0.0028982522897422315,0.008377478364855051,0.0014231229783035816,0.007399311754852533,0.005867420695722103,0.028053127229213715,0.01564628928899765,0.029341277666389942,0.015190781001001597,0.06692050099372863,0.016671765595674515,0.11844502538442611,0.041873439028859136,-5.374059929059353,0.7095049560070038,0.4015704900026321,0.8017658591270447,0.005061046802438796,0.021497259032912552,0.12534669786691666,0.01298456322401762,0.008060996769927442,0.012921969755552709,0.4023989886045456,0.045040319487452504
23,DB00309,approved; investigational; withdrawn,Vindesine,C43H55N5O7,53643-48-4,HHJUWIANJFBDHT-ZVTSDNJWSA-N,CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.4354339331388474,0.9380066394805908,0.46225507855415343,0.8548434138298034,0.025042250659316777,0.09966690838336945,3.4957141989125033,0.18303975760936736,0.4695477932691574,0.022754302807152273,0.5502798348665238,0.5264276802539826,0.11121493130922318,0.20863681435585021,0.08794605433940887,0.2129006028175354,0.024136881344020367,0.066634276881814,0.01849986151792109,0.656791889667511,0.5779704630374909,-5.735136606872505,0.9816443920135498,0.7134146213531494,0.7596531271934509,0.01788569041527808,0.016532516852021218,0.03197336457669735,0.01711442000232637,0.1484193880110979,0.07413828261196613,0.8327235698699951,0.7953394889831543
24,DB00311,approved; withdrawn,Ethoxzolamide,C9H10N2O3S2,452-35-7,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0.31021356731653216,0.06589249968528747,0.9773591876029968,0.015961113572120666,0.31413486897945403,0.4529271304607391,1.9992140839692134,0.29418940246105196,0.07384559661149978,0.04177815765142441,0.17059647887945176,0.03855633679777384,0.009649350587278605,0.023415502905845643,0.5903998672962188,0.03338647456839681,0.01497028418816626,0.18433361649513244,0.021838577277958394,0.8043988108634949,0.04330927766859531,-4.422044060142106,0.9999835968017579,0.9581177353858947,0.9386766672134399,0.9774390935897828,0.3881639689207077,0.5461012244224548,0.2422335535287857,0.19738599583506583,0.011118788598105311,0.41138258278369905,0.09443770125508308
25,DB00323,approved; investigational; withdrawn,Tolcapone,C14H11NO5,134308-13-7,MIQPIUSUKVNLNT-UHFFFAOYSA-N,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0.2608185946941376,0.1014021560549736,0.9420890092849732,0.005211940372828394,0.1033703364431858,0.8804428577423096,2.187772838432118,0.8339038610458374,0.06941925473511219,0.09135471433401107,0.9841427206993103,0.192376010119915,0.007183476956561208,0.031889783404767516,0.4326706171035767,0.09907960221171379,0.29979954063892367,0.5638773679733277,0.02205224856734276,0.19852826297283171,0.08975183814764023,-4.681634160083762,0.9998474955558777,0.9032105803489685,0.8298539280891418,0.7669264078140259,0.4232740640640259,0.1806866556406021,0.7110717296600342,0.061264346539974215,0.13597510978579522,0.62433922290802,0.49152320623397827
26,DB00336,approved; vet_approved; withdrawn,Nitrofural,C6H6N4O4,59-87-0,IAIWVQXQOWNYOU-FPYGCLRLSA-N,CHEMBL869,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.9920943140983581,0.024781154096126558,0.9670790672302246,0.014510693401098252,0.3584715023636818,0.985298752784729,2.3271906027728937,0.8384927392005921,0.09531602486968041,0.0650852631777525,0.5698742568492889,0.06596857532858849,0.009763245237991214,0.015872171241790058,0.32317987978458407,0.00532646025530994,0.03658320941030979,0.15428507030010224,0.013674406381323934,0.9514050006866455,0.009820948238484561,-5.053807755705305,0.9999828815460206,0.7761481165885925,0.970318591594696,0.8549169659614563,0.05535792671144009,0.12902362197637557,0.020514035131782293,0.05609726021066308,0.0023930373368784784,0.21434260308742523,0.0183832379989326
27,DB00342,approved; withdrawn,Terfenadine,C32H41NO2,50679-08-8,GUGOEEXESWIERI-UHFFFAOYSA-N,CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.03527281861752272,0.9764748215675354,0.04084241315722466,0.22740520276129245,0.14169298037886618,0.6218757122755051,2.7914777043850676,0.15133530646562576,0.0001511166978161782,0.09692041762173176,0.13910441994667053,0.0025073748314753176,0.0026663684751838447,0.002413994981907308,0.012595435045659542,0.02278536781668663,0.008076229225844144,0.05109697952866554,0.0015025296714156866,0.6382229685783386,0.9651580333709717,-5.270354712220947,0.9889327764511109,0.8495651602745056,0.5787269771099091,0.01265419707633555,0.04724244251847267,0.1341870903968811,0.04086125586181879,0.44132398068904877,0.8608071804046631,0.6749324440956116,0.14750959873199462
28,DB00345,approved; investigational; withdrawn,Aminohippuric acid,C9H10N2O3,61-78-9,HSMNQINEKMPTIC-UHFFFAOYSA-N,CHEMBL463,Nc1ccc(C(=O)NCC(=O)O)cc1,0.2828048288822174,0.01258394829928875,0.7283925592899323,0.13868297897279264,0.3252440094947815,0.5008202970027924,1.7210247981919835,0.027702364418655635,0.0027490622363984586,0.0032180665875785053,0.002423937863204628,0.004447163903387263,0.006994760362431407,0.06858111470937729,0.042579340562224385,0.0009427480981685221,0.004347511380910873,0.12702628672122956,0.0010125527856871485,0.7928673624992371,0.0010738715471234172,-5.509367497540846,0.9093218684196472,0.027754645608365536,0.9041305899620056,0.0039232040173374115,0.005715174716897309,0.1784854754805565,0.009908668464049697,0.033906578458845614,0.004926013539079577,0.06397883445024491,0.000816114510234911
29,DB00347,approved; withdrawn,Trimethadione,C6H9NO3,127-48-0,IRYJRGCIQBGHIV-UHFFFAOYSA-N,CHEMBL695,CN1C(=O)OC(C)(C)C1=O,0.4740490436553955,0.0027155646530445665,0.6049867868423462,0.011960908723995089,0.18748682141304016,0.9074143171310425,1.8296232631053075,0.010567010566592216,0.00013017233532082174,0.0015704477205872535,0.00012582809213199653,0.00027049550371884836,0.00022494513887068025,0.003058767608308699,0.0004049856463097967,0.005252837343141437,0.002216765098273754,0.046300438791513444,0.0008133696741424501,0.9926732778549194,0.00370796165370848,-3.6216102114431408,0.9998895287513733,0.9893160343170166,0.8619905114173889,0.0056001883931458,0.039893228001892565,0.28413519002497195,0.001087214343715459,0.015844837902113794,9.29420632928668e-05,0.46195326149463656,0.001563786913175136
