,DrugBank ID,Drug Groups,Name,Formula,CAS Number,InChIKey,ChEMBL ID,SMILES,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
0,DB00106,approved; investigational; withdrawn,Abarelix,C72H95ClN14O14,183552-38-7,AIWRTTMUVOZGPW-HSPKUQOVSA-N,CHEMBL1252,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.2448074758052826,0.7010524868965149,0.5137015581130981,0.23080891668796538,0.1491381086409092,0.08754436299204826,2.7413117338989506,0.15710604414343834,0.012950874399393797,0.027431880962103604,0.0521141093224287,0.027801131084561347,0.010700608044862748,0.009494938608258962,0.046517000161111356,0.016516606137156487,0.047194186598062515,0.07960866913199424,0.009149348177015782,0.04725130796432495,0.5136817216873169,-6.261261959913374,0.9686006665229797,0.4633320391178131,0.6057037949562073,0.017398682027123868,0.2634490765631199,0.20718257427215575,0.10021146554499864,0.2329101875424385,0.12563527692109347,0.9251348376274109,0.9385931491851807
1,DB00131,approved; investigational; nutraceutical; withdrawn,Adenosine phosphate,C10H14N5O7P,61-19-8,UDMBCSSLTHHNCD-KQYNXXCUSA-N,CHEMBL752,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.21595340669155122,0.12347968854010105,0.8424706816673279,0.4815430521965027,0.01846362012438476,0.20531973838806153,1.2257868701630357,0.09105554930865764,0.0025194704336172435,0.0005688282661139965,0.001701309089548886,0.09928769618272781,0.005566872237250209,0.01949747884646058,0.023134582815691827,0.036013806331902744,0.028763354755938053,0.16765690892934798,0.0001684397917415481,0.826659333705902,0.0020958938519470395,-6.193813923766444,0.41266695111989976,0.0276627293555066,0.470261150598526,0.0007455669572664192,0.008154479041695594,0.06603671275079251,0.003311585147457663,0.010592794982949271,0.036415247254626595,0.06175324134528637,0.00031778723181616895
2,DB00132,approved; investigational; nutraceutical; withdrawn,alpha-Linolenic acid,C18H30O2,463-40-1,DTOSIQBPPRVQHS-PDBXOOCHSA-N,CHEMBL8739,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.4945176124572754,0.16714602038264276,0.15706778019666673,0.16117663085460662,0.7170056164264679,0.9621029376983643,1.4408732218966904,0.7880861043930054,0.004580292850732803,0.4599605560302734,0.06559240520000457,0.03654592270031572,0.006223784538451582,0.014498990884749218,0.004427606170065701,0.017631887644529342,0.029045425076037645,0.06879522930830717,0.3461889632046223,0.8955766797065735,0.1874611634761095,-5.095097810475292,0.9808670997619628,0.7375246524810791,0.6963071584701538,0.1669403925538063,0.24474721923470497,0.18930255472660065,0.1885005883872509,0.16116902455687523,0.020346427778713407,0.3433102548122406,0.10863630156964063
3,DB00138,approved; investigational; nutraceutical; withdrawn,Cystine,C6H12N2O4S2,56-89-3,LEVWYRKDKASIDU-IMJSIDKUSA-N,CHEMBL590540,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,0.6788550198078156,0.03337676431983709,0.13754338547587394,0.23728106319904327,0.311819264292717,0.680167806148529,1.61815822763513,0.07968108579516411,0.03210559757426381,0.024238912295550107,0.004947067680768668,0.031074750679545106,0.01196028625126928,0.02599565014243126,0.14808965474367142,0.007826622715219856,0.05063852779567242,0.04060209337621927,0.019388540810905398,0.615861177444458,0.002344380773138255,-6.102345332781085,0.894189989566803,0.08629919579252601,0.8601391196250916,0.031484061293303965,0.1829463794827461,0.11412134803831578,0.12455408573150635,0.16028371062129737,0.026471611019223927,0.0901742585003376,0.04652206972241402
4,DB00150,approved; investigational; nutraceutical; withdrawn,Tryptophan,C11H12N2O2,73-22-3,QIVBCDIJIAJPQS-VIFPVBQESA-N,CHEMBL54976,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.2277814507484436,0.01775609329342842,0.5771756887435913,0.25860424637794494,0.13392940312623977,0.35021881461143495,2.353687834580293,0.016431186627596617,0.004721777886152268,0.007915150001645088,0.0030868141213431953,0.005806820397265255,0.004294964368455112,0.024112084321677683,0.6534721791744232,0.0032284097338560968,0.004147127317264676,0.016691998299211263,0.0053841016255319115,0.8799289584159851,0.003585006506182253,-5.316438935015642,0.9997257113456726,0.22719144225120544,0.956495463848114,0.10263286679983138,0.029927584808319807,0.42859335243701935,0.004736069403588772,0.23111291825771332,0.026280670054256917,0.17129127383232118,0.03073781691491604
5,DB00174,approved; nutraceutical; withdrawn,Asparagine,C4H8N2O3,70-47-3,DCXYFEDJOCDNAF-REOHCLBHSA-N,CHEMBL58832,NC(=O)C[C@H](N)C(=O)O,0.26559514850378035,0.0025102099345531313,0.14838858582079412,0.03414490488357842,0.12293016612529754,0.260274364054203,0.9795553856266629,0.0071429836563766,0.00011493685888126492,0.0008367246482521296,0.0002563247081525333,0.0015208240845822729,0.003697834152262658,0.03919011019170284,0.005623102327808738,0.00011003462950611719,0.0029725752712693064,0.02795258415862918,9.204798752762144e-05,0.8821476459503174,0.0007955918437801302,-6.111277979727059,0.8309513330459595,0.0179256894341961,0.7962833523750306,0.0013367817853577435,0.004460708744591102,0.06348316520452499,0.0022670533406198958,0.026162825524806976,0.004279795452021062,0.061993921920657155,9.235362085746601e-05
6,DB00187,approved; investigational; withdrawn,Esmolol,C16H25NO4,81147-92-4,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CHEMBL768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.029793350584805013,0.412694251537323,0.025085911713540555,0.12513363510370254,0.13075721636414528,0.4127038478851318,2.3084043047676976,0.005122784385457635,0.00028190388584334867,0.003116289700847119,0.0008280770671262871,0.00037508818659262035,0.0032459009089507163,0.0216279124841094,0.009437504503875972,0.0013277281890623272,0.003928533697035164,0.05454394184052944,0.001606994730536826,0.5569408714771271,0.10214896127581596,-4.616307199337202,0.9995473265647888,0.9181753039360047,0.8990740299224853,0.16877160891890525,0.19013823121786116,0.10737713724374771,0.011019313288852573,0.6881933331489563,0.4339255154132843,0.3076335906982422,0.03891937658190727
7,DB00189,approved; illicit; withdrawn,Ethchlorvynol,C7H9ClO,113-18-8,ZEHYJZXQEQOSON-AATRIKPKSA-N,CHEMBL591,C#CC(O)(/C=C/Cl)CC,0.345784056186676,0.027040791255421935,0.055814603343605995,0.017790584918111564,0.6892817139625549,0.5155701220035553,2.793860508311943,0.017920940706972033,0.0005652771762470366,0.007655556732788682,0.001540060624756734,0.0018255423234222689,0.002041311566426884,0.004196934751234949,0.003392844690824859,0.00390634638897609,0.005545176740270108,0.013371827686205507,0.0012110737152397633,0.9699103474617005,0.006037965149153024,-4.457856086603604,0.9999326825141907,0.9119369387626648,0.9332832217216491,0.03795497696846724,0.05637579122558236,0.2491626799106598,0.01641017443034798,0.1190585546195507,0.010128973796963692,0.2928028658032417,0.05961284376680851
8,DB00194,approved; withdrawn,Vidarabine,C10H13N5O4,24356-66-9,OIRDTQYFTABQOQ-UHTZMRCNSA-N,CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.772590434551239,0.0991684764623642,0.9602221608161926,0.20949704349040985,0.04208719432353973,0.4797914683818817,2.100927233731612,0.28162143677473067,0.021488449070602655,0.007760297833010554,0.004836039850488305,0.5430600762367248,0.012750832550227641,0.013336909329518675,0.11917295195162296,0.07616657577455044,0.023797493427991867,0.12607214152812957,0.001945753942709416,0.6710342645645142,0.002323581650853157,-5.973371582018312,0.9036023736000061,0.0499028941616416,0.6808699846267701,0.001111927883903263,0.0012844969984143972,0.05027646366506815,0.0018669541052076966,0.008874664641916752,0.001161593243000425,0.07871263921260833,0.0004039628896862268
9,DB00197,approved; withdrawn,Troglitazone,C24H27NO5S,97322-87-7,GXPHKUHSUJUWKP-UHFFFAOYSA-N,CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,0.16780137941241263,0.5994792103767395,0.9150857090950012,0.1134459286928177,0.2423774242401123,0.38279126286506654,2.6533225654858716,0.6685690402984619,0.03331106752157211,0.44664093255996706,0.7148032665252686,0.5974371403455734,0.014117303770035505,0.03341900669038296,0.1090729296207428,0.1214831106364727,0.0905403032898903,0.35394843220710753,0.4560014188289642,0.7481343984603882,0.7146900057792663,-5.438949733522436,0.9993926405906677,0.8629956007003784,0.8379907011985779,0.491751503944397,0.7319055318832397,0.6119152486324311,0.8364182353019715,0.3746223896741867,0.07386532761156558,0.8575314283370972,0.8586604118347168
