,Bacteria,compound_id,Smiles,pPotency
565,BacillusAnthracis,71260796,Cc1cc(N)nc(CCc2cc(CN)cc(CCc3cc(C)cc(N)n3)c2)c1,4.931814138253839
566,BacillusAnthracis,71304800,Cc1cc(N)nc(CCc2cc(CCCN)cc(CCc3cc(C)cc(N)n3)c2)c1,4.91721462968355
567,BacillusAnthracis,76325672,NC(=Nc1cccc(OCC(O)c2cccc(N=C(N)c3cccs3)c2)c1)c1cccs1,4.995678626217358
568,BacillusAnthracis,86346620,CNc1cc(C)cc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)n1,4.927897221114824
569,BacillusAnthracis,86346621,Cc1cc(N)nc(CCc2cc(C#N)cc(NCCc3ccccn3)c2)c1,5.80771138743188
570,BacillusAnthracis,86346622,Cc1cc(N)nc(CCc2cc(CN)cc(CCc3ccc4cc[nH]c4n3)c2)c1,4.277975174692061
571,BacillusAnthracis,49852670,Cc1cc(N)nc(CCc2cc(N)cc(CCc3cc(C)cc(N)n3)c2)c1,5.468521082957745
572,BacillusAnthracis,71260796,Cc1cc(N)nc(CCc2cc(CN)cc(CCc3cc(C)cc(N)n3)c2)c1,5.199970640755866
573,BacillusAnthracis,71304800,Cc1cc(N)nc(CCc2cc(CCCN)cc(CCc3cc(C)cc(N)n3)c2)c1,4.488116639021126
574,BacillusAnthracis,76325672,NC(=Nc1cccc(OCC(O)c2cccc(N=C(N)c3cccs3)c2)c1)c1cccs1,5.2839966563652006
575,BacillusAnthracis,86346620,CNc1cc(C)cc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)n1,4.841336019186011
576,BacillusAnthracis,86346621,Cc1cc(N)nc(CCc2cc(C#N)cc(NCCc3ccccn3)c2)c1,4.894489815230026
577,BacillusAnthracis,86346622,Cc1cc(N)nc(CCc2cc(CN)cc(CCc3ccc4cc[nH]c4n3)c2)c1,5.148864004988426
578,BacillusAnthracis,9547899,Nc1c([N+](=O)[O-])ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,9.468521082957745
579,BacillusAnthracis,9547899,Nc1c([N+](=O)[O-])ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,6.301029995663981
580,BacillusAnthracis,5955,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,1.8860566476931635
581,BacillusAnthracis,3085092,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.5086383061657274
582,BacillusAnthracis,118728094,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CC)CC)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.585026652029182
583,BacillusAnthracis,118728095,CCCN(CCC)C(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,1.5528419686577808
584,BacillusAnthracis,118728096,CCCCN(CCCC)C(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,1.537602002101044
585,BacillusAnthracis,118728098,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CCOC)CCOC)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.8860566476931635
586,BacillusAnthracis,118728099,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CCO)CCO)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.5528419686577808
587,BacillusAnthracis,118728101,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N2CCNCC2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.853871964321762
588,BacillusAnthracis,118728102,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(Cc2ccccc2)Cc2ccccc2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.6777807052660807
589,BacillusAnthracis,5955,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,1.619788758288394
590,BacillusAnthracis,3085092,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.494850021680094
591,BacillusAnthracis,118728094,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CC)CC)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.585026652029182
592,BacillusAnthracis,118728095,CCCN(CCC)C(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,1.585026652029182
593,BacillusAnthracis,118728096,CCCCN(CCCC)C(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,1.5228787452803376
594,BacillusAnthracis,118728098,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CCOC)CCOC)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.853871964321762
595,BacillusAnthracis,118728099,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(CCO)CCO)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.537602002101044
596,BacillusAnthracis,118728101,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N2CCNCC2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.853871964321762
597,BacillusAnthracis,118728102,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(Cc2ccccc2)Cc2ccccc2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,1.6989700043360187
598,BacillusAnthracis,54675769,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,5.920818753952375
599,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.6020599913279625
600,BacillusAnthracis,2802133,CC(C)(C)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
601,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.6020599913279625
602,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.698970004336019
603,BacillusAnthracis,122178368,CC(C)CCNCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
604,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.698970004336019
605,BacillusAnthracis,40549719,OCC(CO)(CO)NC[C@@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.698970004336019
606,BacillusAnthracis,16451151,OCC(CO)(CO)NCC(O)Cn1c2ccccc2c2ccccc21,4.096910013008056
607,BacillusAnthracis,122178369,OCC(CO)(CO)NCC(O)Cn1ccc2cc(Cl)ccc21,3.494850021680094
608,BacillusAnthracis,72714462,OCC(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.698970004336019
609,BacillusAnthracis,72714463,CCC(CC)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
610,BacillusAnthracis,72714464,CCCCCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
611,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.6020599913279625
612,BacillusAnthracis,122178370,CC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
613,BacillusAnthracis,122178371,CCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.698970004336019
614,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
615,BacillusAnthracis,2802133,CC(C)(C)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.795880017344075
616,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
617,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
618,BacillusAnthracis,122178368,CC(C)CCNCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
619,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
620,BacillusAnthracis,40549719,OCC(CO)(CO)NC[C@@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
621,BacillusAnthracis,16451151,OCC(CO)(CO)NCC(O)Cn1c2ccccc2c2ccccc21,3.494850021680094
622,BacillusAnthracis,122178369,OCC(CO)(CO)NCC(O)Cn1ccc2cc(Cl)ccc21,3.494850021680094
623,BacillusAnthracis,72714462,OCC(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
624,BacillusAnthracis,72714463,CCC(CC)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
625,BacillusAnthracis,72714464,CCCCCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
626,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
627,BacillusAnthracis,122178370,CC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.096910013008056
628,BacillusAnthracis,122178371,CCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.795880017344075
629,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.204119982655925
630,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.204119982655925
631,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
632,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.204119982655925
633,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
634,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.0
635,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.0
636,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
637,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6020599913279625
638,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
639,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.0
640,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6020599913279625
641,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6020599913279625
642,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
643,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.0
644,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.903089986991944
645,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
646,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
647,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
648,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
649,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
650,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
651,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
652,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
653,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.903089986991944
654,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6020599913279625
655,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
656,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6020599913279625
657,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.301029995663981
658,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
659,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
660,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.6989700043360183
661,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
662,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
663,BacillusAnthracis,16451152,OCC(CO)(CO)NCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3979400086720375
664,BacillusAnthracis,72714555,CCC(CC)CNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
665,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.0
666,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
667,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.0
668,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.6020599913279625
669,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
670,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.070581074285707
671,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
672,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
673,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.0
674,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.301029995663981
675,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.376750709602099
676,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.376750709602099
677,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.376750709602099
678,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6777807052660805
679,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.086186147616283
680,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6777807052660805
681,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
682,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
683,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.376750709602099
684,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.6777807052660805
685,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.086186147616283
686,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,4.3872161432802645
687,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
688,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
689,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
690,BacillusAnthracis,3129554,CC(C)CCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
691,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.785156151952302
692,BacillusAnthracis,2851036,OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.785156151952302
693,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
694,BacillusAnthracis,40549721,OCC(CO)(CO)NC[C@H](O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,3.769551078621726
695,BacillusAnthracis,54675769,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,3.494850021680094
696,BacillusAnthracis,6249,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,5.0
697,BacillusAnthracis,6032,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,5.0
698,BacillusAnthracis,6249,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,6.0
699,BacillusAnthracis,6032,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,5.6020599913279625
700,BacillusAnthracis,6539679,Cc1cc(S(=O)(=O)N[C@H](C)C(=O)NO)ccc1F,6.301029995663981
701,BacillusAnthracis,92044070,Cc1cc(S(=O)(=O)N(C)[C@H](C)C(=O)NO)ccc1F,5.017728766960431
702,BacillusAnthracis,122196479,Cc1cc(S(=O)(=O)N(Cc2cc(F)cc(F)c2)[C@H](C)C(=O)NO)ccc1F,5.154901959985743
703,BacillusAnthracis,122196480,Cc1cc(S(=O)(=O)N(Cc2ccc(F)cc2)[C@H](C)C(=O)NO)ccc1F,4.958607314841775
704,BacillusAnthracis,122196481,Cc1cc(S(=O)(=O)N(Cc2ccccc2F)[C@H](C)C(=O)NO)ccc1F,5.022276394711152
705,BacillusAnthracis,122196482,Cc1cc(S(=O)(=O)N(Cc2c(F)cccc2F)[C@H](C)C(=O)NO)ccc1F,4.886056647693163
706,BacillusAnthracis,122196483,Cc1cc(S(=O)(=O)N(CCOCc2ccccc2)[C@H](C)C(=O)NO)ccc1F,4.853871964321762
707,BacillusAnthracis,122196484,Cc1cc(S(=O)(=O)N(Cc2ccc(CNC(=O)OC(C)(C)C)cc2)[C@H](C)C(=O)NO)ccc1F,5.468521082957745
708,BacillusAnthracis,122196485,Cc1cc(S(=O)(=O)N(Cc2ccc(CCNC(=O)OC(C)(C)C)cc2)[C@H](C)C(=O)NO)ccc1F,5.6777807052660805
709,BacillusAnthracis,122196486,Cc1cc(S(=O)(=O)N(CCCCCCCC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)ccc1F,5.494850021680094
710,BacillusAnthracis,122196487,Cc1cc(S(=O)(=O)N(C(C)C)[C@H](C)C(=O)NO)ccc1F,4.0
711,BacillusAnthracis,122196488,Cc1cc(S(=O)(=O)N(Cc2ccc(N)cc2)[C@H](C)C(=O)NO)ccc1F,5.1938200260161125
712,BacillusAnthracis,122196489,Cc1cc(S(=O)(=O)N(Cc2cccc(CN)c2)[C@H](C)C(=O)NO)ccc1F.Cl,5.769551078621726
713,BacillusAnthracis,122196490,Cc1cc(S(=O)(=O)N(Cc2ccc(CCN)cc2)[C@H](C)C(=O)NO)ccc1F.Cl,5.920818753952375
714,BacillusAnthracis,122196492,Cc1cc(S(=O)(=O)N(CCCCCCN)[C@H](C)C(=O)NO)ccc1F.Cl,5.958607314841775
715,BacillusAnthracis,122196494,Cc1cc(S(=O)(=O)N(CCCCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F,5.886056647693163
716,BacillusAnthracis,122196496,Cc1cc(S(=O)(=O)N(CCCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F,5.7447274948966935
717,BacillusAnthracis,122196498,Cc1cc(S(=O)(=O)N(CCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F,5.431798275933005
718,BacillusAnthracis,122196500,Cc1cc(S(=O)(=O)N(CCCCCCCC(=O)O)[C@H](C)C(=O)NO)ccc1F,4.327902142064283
719,BacillusAnthracis,122196501,CC(=O)NCc1ccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)cc1,5.455931955649724
720,BacillusAnthracis,122196502,CC(=O)NCc1cccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)c1,5.327902142064283
721,BacillusAnthracis,122196503,CC(=O)NCCc1ccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)cc1,5.494850021680094
722,BacillusAnthracis,122196504,CC(=O)NCCCCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,5.4089353929735005
723,BacillusAnthracis,122196505,CC(=O)NCCCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,5.366531544420414
724,BacillusAnthracis,122196506,CC(=O)NCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,4.522878745280337
725,BacillusAnthracis,122196507,CNC(=O)CCCCCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,5.031517051446065
726,BacillusAnthracis,122196508,CC(=O)Nc1cccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)c1,5.318758762624412
727,BacillusAnthracis,122196509,Cc1cc(S(=O)(=O)N(Cc2ccc(CN)cc2)[C@H](C)C(=O)NO)ccc1F.Cl,5.886056647693163
