Virus,compound_id,Smiles,pPotency
SARSCoV,6435415,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,4.700000503883016
SARSCoV,59768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,4.698970004336019
SARSCoV,59768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,4.700000503883016
SARSCoV,5504,c1ccc(CC2=NCCN2)cc1,4.698970004336019
SARSCoV,5504,c1ccc(CC2=NCCN2)cc1,4.700000503883016
SARSCoV,2336,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,4.698970004336019
SARSCoV,2336,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,4.700000503883016
SARSCoV,6234,N[C@@H]1CONC1=O,4.698970004336019
SARSCoV,6234,N[C@@H]1CONC1=O,4.700000503883016
SARSCoV,71077,N[C@H](CO)C(=O)O,4.698970004336019
SARSCoV,71077,N[C@H](CO)C(=O)O,4.700000503883016
SARSCoV,104838,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,4.698970004336019
SARSCoV,104838,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,4.700000503883016
SARSCoV,750,NCC(=O)O,4.698970004336019
SARSCoV,750,NCC(=O)O,4.700000503883016
SARSCoV,4382,CNCCc1ccc(O)c(O)c1,4.698970004336019
SARSCoV,4382,CNCCc1ccc(O)c(O)c1,4.700000503883016
SARSCoV,26162,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,4.698970004336019
SARSCoV,26162,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,4.700000503883016
SARSCoV,4087,CC(N)C(O)c1cccc(O)c1,4.698970004336019
SARSCoV,4087,CC(N)C(O)c1cccc(O)c1,4.700000503883016
SARSCoV,21100,CNCC(O)c1ccc(O)c(OC)c1,4.698970004336019
SARSCoV,21100,CNCC(O)c1ccc(O)c(OC)c1,4.700000503883016
SARSCoV,7172,CNCC(O)c1ccc(O)cc1,4.698970004336019
SARSCoV,7172,CNCC(O)c1ccc(O)cc1,4.700000503883016
SARSCoV,18538,CCC(N)C(O)c1ccc(O)c(O)c1,4.698970004336019
SARSCoV,18538,CCC(N)C(O)c1ccc(O)c(O)c1,4.700000503883016
SARSCoV,5280980,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,4.698970004336019
SARSCoV,5280980,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,4.700000503883016
SARSCoV,62518,CC1C2Cc3ccc(O)cc3C1(C)CCN2C,4.698970004336019
SARSCoV,62518,CC1C2Cc3ccc(O)cc3C1(C)CCN2C,4.700000503883016
SARSCoV,5361092,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,4.698970004336019
SARSCoV,5361092,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,4.700000503883016
SARSCoV,131601,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,4.698970004336019
SARSCoV,131601,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,4.700000503883016
SARSCoV,3053,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,4.698970004336019
SARSCoV,3053,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,4.700000503883016
SARSCoV,4020,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,4.698970004336019
SARSCoV,4020,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,4.700000503883016
SARSCoV,3037,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.698970004336019
SARSCoV,3037,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.700000503883016
SARSCoV,2406,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,4.698970004336019
SARSCoV,2406,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,4.700000503883016
SARSCoV,8742,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,4.698970004336019
SARSCoV,8742,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,4.700000503883016
SARSCoV,8742,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,4.698970004336019
SARSCoV,8742,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,4.700000503883016
SARSCoV,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,4.698970004336019
SARSCoV,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,4.700000503883016
SARSCoV,5311309,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,4.698970004336019
SARSCoV,5311309,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,4.700000503883016
SARSCoV,641818,COc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.698970004336019
SARSCoV,641818,COc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.700000503883016
SARSCoV,60910,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,4.698970004336019
SARSCoV,60910,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,4.700000503883016
SARSCoV,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4.698970004336019
SARSCoV,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4.700000503883016
SARSCoV,864,O=C(O)CCCCC1CCSS1,4.698970004336019
SARSCoV,864,O=C(O)CCCCC1CCSS1,4.700000503883016
SARSCoV,1794427,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,4.698970004336019
SARSCoV,1794427,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,4.700000503883016
SARSCoV,68802,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,4.698970004336019
SARSCoV,68802,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,4.700000503883016
SARSCoV,96215,O=C(O)Cc1cnc[nH]1,4.698970004336019
SARSCoV,96215,O=C(O)Cc1cnc[nH]1,4.700000503883016
SARSCoV,2451,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,4.698970004336019
SARSCoV,2451,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,4.700000503883016
SARSCoV,107896,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,4.698970004336019
SARSCoV,107896,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,4.700000503883016
SARSCoV,5280445,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.698970004336019
SARSCoV,5280445,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.700000503883016
SARSCoV,4671,CCCCCCCCCCCCCCCC(=O)NCCO,4.698970004336019
SARSCoV,4671,CCCCCCCCCCCCCCCC(=O)NCCO,4.700000503883016
SARSCoV,445858,COc1cc(/C=C/C(=O)O)ccc1O,4.698970004336019
SARSCoV,445858,COc1cc(/C=C/C(=O)O)ccc1O,4.700000503883016
SARSCoV,5281040,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,4.698970004336019
SARSCoV,5281040,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,4.700000503883016
SARSCoV,127928,COc1ccc([C@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,4.698970004336019
SARSCoV,127928,COc1ccc([C@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,4.700000503883016
SARSCoV,10407016,COc1ccc([C@@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,4.0
SARSCoV,10407016,COc1ccc([C@@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,4.0
SARSCoV,31475,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,4.698970004336019
SARSCoV,31475,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,4.700000503883016
SARSCoV,2137,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,4.698970004336019
SARSCoV,2137,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,4.700000503883016
SARSCoV,54675769,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,4.698970004336019
SARSCoV,54675769,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,4.700000503883016
SARSCoV,9552079,NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,4.698970004336019
SARSCoV,9552079,NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,4.700000503883016
SARSCoV,3343,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,4.698970004336019
SARSCoV,3343,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,4.700000503883016
SARSCoV,40634,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,4.698970004336019
SARSCoV,40634,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,4.700000503883016
SARSCoV,3379405,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,4.698970004336019
SARSCoV,3379405,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,4.700000503883016
SARSCoV,65013,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,4.698970004336019
SARSCoV,65013,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,4.700000503883016
SARSCoV,6839,CN1C(=O)CC(c2ccccc2)C1=O,4.698970004336019
SARSCoV,6839,CN1C(=O)CC(c2ccccc2)C1=O,4.700000503883016
SARSCoV,54760,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,4.698970004336019
SARSCoV,54760,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,4.700000503883016
SARSCoV,6432547,CC(=O)O[C@]1(C(C)=O)CCC2C3C[C@H](C)C4=CC(=O)CCC4(C)C3CCC21C,4.698970004336019
SARSCoV,6432547,CC(=O)O[C@]1(C(C)=O)CCC2C3C[C@H](C)C4=CC(=O)CCC4(C)C3CCC21C,4.700000503883016
SARSCoV,4713,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,4.698970004336019
SARSCoV,4713,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,4.700000503883016
SARSCoV,189729,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,4.698970004336019
SARSCoV,189729,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,4.700000503883016
SARSCoV,55191,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,4.698970004336019
SARSCoV,55191,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,4.700000503883016
SARSCoV,2753,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,4.698970004336019
SARSCoV,2753,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,4.700000503883016
SARSCoV,2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,4.698970004336019
SARSCoV,2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,4.700000503883016
SARSCoV,42616,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,4.698970004336019
SARSCoV,42616,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,4.700000503883016
SARSCoV,3547,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,4.698970004336019
SARSCoV,3547,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,4.700000503883016
SARSCoV,10230,NNc1nnc(NN)c2ccccc12,4.698970004336019
SARSCoV,10230,NNc1nnc(NN)c2ccccc12,4.700000503883016
SARSCoV,5284402,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,4.698970004336019
SARSCoV,5284402,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,4.700000503883016
SARSCoV,107771,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,4.698970004336019
SARSCoV,107771,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,4.700000503883016
SARSCoV,4201,N=c1nc(N2CCCCC2)cc(N)n1O,4.698970004336019
SARSCoV,4201,N=c1nc(N2CCCCC2)cc(N)n1O,4.700000503883016
SARSCoV,6253,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,4.300162274132754
SARSCoV,6253,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,4.300000202445418
SARSCoV,55752,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,4.0
SARSCoV,55752,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,4.0
SARSCoV,456389,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,4.698970004336019
SARSCoV,456389,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,4.700000503883016
SARSCoV,3334,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,4.698970004336019
SARSCoV,3334,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,4.700000503883016
SARSCoV,8975,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.698970004336019
SARSCoV,8975,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.700000503883016
SARSCoV,4054,CC12CC3CC(C)(C1)CC(N)(C3)C2,4.698970004336019
SARSCoV,4054,CC12CC3CC(C)(C1)CC(N)(C3)C2,4.700000503883016
SARSCoV,3198,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.698970004336019
SARSCoV,3198,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.700000503883016
SARSCoV,56237,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,4.698970004336019
SARSCoV,56237,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,4.700000503883016
SARSCoV,2081,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,4.698970004336019
SARSCoV,2081,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,4.700000503883016
SARSCoV,2196,COc1ccc(C(=O)N2CCCC2=O)cc1,4.698970004336019
SARSCoV,2196,COc1ccc(C(=O)N2CCCC2=O)cc1,4.700000503883016
SARSCoV,68617,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.698970004336019
SARSCoV,68617,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.700000503883016
SARSCoV,4843,NC(=O)CN1CCCC1=O,4.698970004336019
SARSCoV,4843,NC(=O)CN1CCCC1=O,4.700000503883016
SARSCoV,5394,Cn1nnc2c(C(N)=O)ncn2c1=O,4.698970004336019
SARSCoV,5394,Cn1nnc2c(C(N)=O)ncn2c1=O,4.700000503883016
SARSCoV,4977,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,4.698970004336019
SARSCoV,4977,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,4.700000503883016
SARSCoV,6834,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,4.698970004336019
SARSCoV,6834,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,4.700000503883016
SARSCoV,159271,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,4.698970004336019
SARSCoV,159271,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,4.700000503883016
SARSCoV,163308,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,4.698970004336019
SARSCoV,163308,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,4.700000503883016
SARSCoV,5324346,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,4.698970004336019
SARSCoV,5324346,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,4.700000503883016
SARSCoV,5280363,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,4.698970004336019
SARSCoV,5280363,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,4.700000503883016
SARSCoV,3301,NCCN,4.698970004336019
SARSCoV,3301,NCCN,4.700000503883016
SARSCoV,14987,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,4.698970004336019
SARSCoV,14987,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,4.700000503883016
SARSCoV,53421,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,4.698970004336019
SARSCoV,53421,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,4.700000503883016
SARSCoV,44568,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,4.698970004336019
SARSCoV,44568,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,4.700000503883016
SARSCoV,2468,CCCCN=C(N)N=C(N)N,4.698970004336019
SARSCoV,2468,CCCCN=C(N)N=C(N)N,4.700000503883016
SARSCoV,5503,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,4.698970004336019
SARSCoV,5503,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,4.700000503883016
SARSCoV,9803963,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,4.698970004336019
SARSCoV,9803963,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,4.700000503883016
SARSCoV,60860,NC(N)=NCc1cccc(I)c1,4.698970004336019
SARSCoV,60860,NC(N)=NCc1cccc(I)c1,4.700000503883016
SARSCoV,2478,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.698970004336019
SARSCoV,2478,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.700000503883016
SARSCoV,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,4.0
SARSCoV,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,4.0
SARSCoV,3520,N=C(N)N,4.698970004336019
SARSCoV,3520,N=C(N)N,4.700000503883016
SARSCoV,1549008,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,4.698970004336019
SARSCoV,1549008,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,4.700000503883016
SARSCoV,5094,Cn1c([N+](=O)[O-])cnc1COC(N)=O,4.698970004336019
SARSCoV,5094,Cn1c([N+](=O)[O-])cnc1COC(N)=O,4.700000503883016
SARSCoV,3229,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,4.698970004336019
SARSCoV,3229,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,4.700000503883016
SARSCoV,135413504,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,4.698970004336019
SARSCoV,135413504,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,4.700000503883016
SARSCoV,57030,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,4.698970004336019
SARSCoV,57030,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,4.700000503883016
SARSCoV,6077,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4.0
SARSCoV,6077,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4.0
SARSCoV,59692,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC(C)C(C)=O,4.698970004336019
SARSCoV,59692,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC(C)C(C)=O,4.700000503883016
SARSCoV,39042,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,4.698970004336019
SARSCoV,39042,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,4.700000503883016
SARSCoV,7108,c1ccc2c(c1)Nc1ccccc1S2,4.698970004336019
SARSCoV,7108,c1ccc2c(c1)Nc1ccccc1S2,4.700000503883016
SARSCoV,5681,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,4.698970004336019
SARSCoV,5681,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,4.700000503883016
SARSCoV,56208,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.698970004336019
SARSCoV,56208,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.700000503883016
SARSCoV,101612,c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@H]3c1ccc3c(c1)OCO3)OCO2,4.698970004336019
SARSCoV,101612,c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@H]3c1ccc3c(c1)OCO3)OCO2,4.700000503883016
SARSCoV,638024,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,4.698970004336019
SARSCoV,638024,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,4.700000503883016
SARSCoV,370,O=C(O)c1cc(O)c(O)c(O)c1,4.698970004336019
SARSCoV,370,O=C(O)c1cc(O)c(O)c(O)c1,4.700000503883016
SARSCoV,6918468,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,4.698970004336019
SARSCoV,6918468,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,4.700000503883016
SARSCoV,7019,Nc1c2ccccc2nc2ccccc12,4.698970004336019
SARSCoV,7019,Nc1c2ccccc2nc2ccccc12,4.700000503883016
SARSCoV,53626,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,4.698970004336019
SARSCoV,53626,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,4.700000503883016
SARSCoV,51200,O=C(Cn1ccnc1)c1ccc2ccccc2c1,4.698970004336019
SARSCoV,51200,O=C(Cn1ccnc1)c1ccc2ccccc2c1,4.700000503883016
SARSCoV,3964,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,4.698970004336019
SARSCoV,3964,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,4.700000503883016
SARSCoV,1533,Cc1ccnc(N)c1,4.698970004336019
SARSCoV,1533,Cc1ccnc(N)c1,4.700000503883016
SARSCoV,656629,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,4.698970004336019
SARSCoV,656629,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,4.700000503883016
SARSCoV,3765,O=C(O)C1=CCNCC1,4.698970004336019
SARSCoV,3765,O=C(O)C1=CCNCC1,4.700000503883016
SARSCoV,18026,COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,4.698970004336019
SARSCoV,18026,COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,4.700000503883016
SARSCoV,5342,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,4.698970004336019
SARSCoV,5342,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,4.700000503883016
SARSCoV,6009,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.698970004336019
SARSCoV,6009,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.700000503883016
SARSCoV,5803,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,4.698970004336019
SARSCoV,5803,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,4.700000503883016
SARSCoV,5472,Clc1ccccc1CN1CCc2sccc2C1,4.698970004336019
SARSCoV,5472,Clc1ccccc1CN1CCc2sccc2C1,4.700000503883016
SARSCoV,4021,CC1=NN(c2ccccc2)C(=O)C1,4.698970004336019
SARSCoV,4021,CC1=NN(c2ccccc2)C(=O)C1,4.700000503883016
SARSCoV,68712,C1COC(NC(C2CC2)C2CC2)=N1,4.698970004336019
SARSCoV,68712,C1COC(NC(C2CC2)C2CC2)=N1,4.700000503883016
SARSCoV,287180,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,4.698970004336019
SARSCoV,287180,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,4.700000503883016
SARSCoV,469717,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,4.698970004336019
SARSCoV,469717,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,4.700000503883016
SARSCoV,14369,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,4.698970004336019
SARSCoV,14369,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,4.700000503883016
SARSCoV,3035241,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,4.698970004336019
SARSCoV,3035241,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,4.700000503883016
