Unnamed: 0,reactants,products,reactionString,ruleName,thermo,reactantStoich,productStoich,reactionType,numReactantMolecules,numProductMolecules,rxn_str,feasibilityScore_rule1,feasibilityLabel_rule1,feasibilityScore_rule2,feasibilityLabel_rule2,feasibilityScore_rule3,feasibilityLabel_rule3,feasibilityScore_rule4,feasibilityLabel_rule4
10687,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(O)CO)c(=O)[nH]1,COCC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(O)CO)c(=O)[nH]1 >> COCC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(O)CO)c(=O)[nH]1>>COCC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.91691995,1,0.9486326,1,0.43497294,0,0.5773775,0
10688,CC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(N)nc43)O1)[C@@H]2O,CC(O)OC[C@@]12O[C@@H](O[C@H]1n1cnc3c(=O)[nH]c(N)nc31)[C@H]2O,CC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(N)nc43)O1)[C@@H]2O >> CC(O)OC[C@@]12O[C@@H](O[C@H]1n1cnc3c(=O)[nH]c(N)nc31)[C@H]2O,rule0028_50,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(N)nc43)O1)[C@@H]2O>>CC(O)OC[C@@]12O[C@@H](O[C@H]1n1cnc3c(=O)[nH]c(N)nc31)[C@H]2O,0.007834251,0,0.005980299,0,0.0012794897,0,0.070196494,0
10689,O=c1[nH]c(NC(O)CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O,O=c1[nH]c(NC(O)CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O >> CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O,rule0071_5,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,O=c1[nH]c(NC(O)CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O,0.2558899,0,0.71584046,1,0.85781616,1,0.6099839,0
10690,CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COC(C)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COC(C)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>COC(C)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.9657724,1,0.5817659,1,0.2770734,0,0.27859885,0
10691,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O,CC(O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@H]2O[C@]21O,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O >> CC(O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@H]2O[C@]21O,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O>>CC(O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@H]2O[C@]21O,0.0013341353,0,0.00024771233,0,0.04114401,0,0.0006305571,0
10692,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O[C@@H]2CO.O,CC(O)O.Nc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O[C@@H]2CO.O >> CC(O)O.Nc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,rule0007_203,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O[C@@H]2CO.O>>CC(O)O.Nc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,0.4815871,0,0.985285,1,0.42444557,0,0.9660947,1
10693,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,COC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> COC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>COC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.0037262994,0,0.05078999,0,0.045859147,0,0.74634945,1
10694,COC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,COC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0164_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4,COC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.99356174,1,0.8087701,1,0.92566097,1,0.91013885,1
10695,CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,rule0165_2,No_Thermo,"(1, 1, 1, 1)","(1, 1, 1)",Enzymatic,4,3,CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O>>CO[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0.21433905,0,0.85763365,1,0.9163046,1,0.09060995,0
10696,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCC(O)N2,CC(=O)OC[C@H]1O[C@@H]2[C@H](OCC(O)Nc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCC(O)N2 >> CC(=O)OC[C@H]1O[C@@H]2[C@H](OCC(O)Nc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_18,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCC(O)N2>>CC(=O)OC[C@H]1O[C@@H]2[C@H](OCC(O)Nc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,0.6667487,1,0.93586946,1,0.899852,1,0.99067503,1
10697,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2OC(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,COCC1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2OC(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1 >> COCC1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Nc1nc2c(ncn2[C@@H]2OC(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1>>COCC1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.9993424,1,0.95957047,1,0.68887687,1,0.43816712,0
10698,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.003055983,0,0.04829069,0,0.0045256447,0,0.0022234377,0
10699,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0082_3,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O>>CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,0.021440463,0,0.00023229803,0,0.01614379,0,0.010513315,0
10700,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC=O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21 >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC=O)[C@@H]1O,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21>>CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21.C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC=O)[C@@H]1O,0.037899833,0,0.014515485,0,0.3193776,0,0.0021233207,0
