Unnamed: 0,reactants,products,reactionString,ruleName,thermo,reactantStoich,productStoich,reactionType,numReactantMolecules,numProductMolecules,rxn_str,feasibilityScore_rule1,feasibilityLabel_rule1,feasibilityScore_rule2,feasibilityLabel_rule2,feasibilityScore_rule3,feasibilityLabel_rule3,feasibilityScore_rule4,feasibilityLabel_rule4
2345,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@](C)(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC(C)=O)nc32)O[C@@](C)(CO)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@](C)(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC(C)=O)nc32)O[C@@](C)(CO)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@](C)(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC(C)=O)nc32)O[C@@](C)(CO)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.78963214,1,0.7424424,1,0.11162513,0,0.03215251,0
2346,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,CC(=O)Nc1nc2c(nc(C)n2[C@@H]2O[C@H](COC=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H]2O)c(=O)[nH]1 >> CC(=O)Nc1nc2c(nc(C)n2[C@@H]2O[C@H](COC=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>CC(=O)Nc1nc2c(nc(C)n2[C@@H]2O[C@H](COC=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.0094609205,0,0.015389637,0,0.5769083,0,0.022026706,0
2347,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1OC(C)=Nc1nc3c(ncn32)c(=O)[nH]1.O,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC(C)=O >> CC(=O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1OC(C)=Nc1nc3c(ncn32)c(=O)[nH]1.O,rule0146_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC(C)=O>>CC(=O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1OC(C)=Nc1nc3c(ncn32)c(=O)[nH]1.O,0.73757863,1,0.368047,0,0.5624406,0,0.0006735637,0
2348,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21,CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@]2(C)n1cnc2c(=O)[nH]c(N)nc21,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21 >> CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@]2(C)n1cnc2c(=O)[nH]c(N)nc21,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21>>CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@]2(C)n1cnc2c(=O)[nH]c(N)nc21,0.02192277,0,0.19403179,0,0.82498336,1,0.056755044,0
2349,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.034501914,0,0.03750788,0,0.0017922925,0,0.05036613,0
2350,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@H]3[C@H]2O)c(=O)[nH]1,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3O[C@H]3[C@@]2(O)CO)c(=O)[nH]1,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@H]3[C@H]2O)c(=O)[nH]1 >> CC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3O[C@H]3[C@@]2(O)CO)c(=O)[nH]1,rule0028_50,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@H]3[C@H]2O)c(=O)[nH]1>>CC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3O[C@H]3[C@@]2(O)CO)c(=O)[nH]1,0.00020217532,0,0.00097097975,0,0.0039667063,0,0.053668946,0
2351,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@H]1O,C[C@@]1(O)[C@H]2O[C@]2(n2cnc3c(=O)[nH]c(NCO)nc32)O[C@@H]1CO,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@H]1O >> C[C@@]1(O)[C@H]2O[C@]2(n2cnc3c(=O)[nH]c(NCO)nc32)O[C@@H]1CO,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@H]1O>>C[C@@]1(O)[C@H]2O[C@]2(n2cnc3c(=O)[nH]c(NCO)nc32)O[C@@H]1CO,0.00020566906,0,0.011530334,0,0.15011021,0,0.877424,1
2352,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.O,CC(O)O.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3O)c(=O)[nH]1,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.O >> CC(O)O.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3O)c(=O)[nH]1,rule0007_203,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.O>>CC(O)O.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3O)c(=O)[nH]1,0.68537706,1,0.9720166,1,0.6004302,1,0.8681492,1
2353,Nc1nc2c(ncn2[C@@]2(CO)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,Nc1nc2c(ncn2[C@@]2(COS(=O)(=O)O)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,Nc1nc2c(ncn2[C@@]2(CO)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O >> Nc1nc2c(ncn2[C@@]2(COS(=O)(=O)O)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,rule0048_6,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,Nc1nc2c(ncn2[C@@]2(CO)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O>>Nc1nc2c(ncn2[C@@]2(COS(=O)(=O)O)OC[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,0.19823533,0,0.88707584,1,0.8669779,1,0.8124335,1
2354,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,CC1Nc2nc3c(ncn3[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O1)c(=O)[nH]2.N,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21 >> CC1Nc2nc3c(ncn3[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O1)c(=O)[nH]2.N,rule0803_2,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21>>CC1Nc2nc3c(ncn3[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O1)c(=O)[nH]2.N,0.6643005,1,0.022249522,0,0.5773213,0,0.0472611,0
2355,C[C@]1(O)[C@@H](COC=O)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O,C[C@]1(O)[C@H]2COC=Nc3nc4c(ncn4[C@H](O2)[C@@H]1O)c(=O)[nH]3.O,C[C@]1(O)[C@@H](COC=O)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O >> C[C@]1(O)[C@H]2COC=Nc3nc4c(ncn4[C@H](O2)[C@@H]1O)c(=O)[nH]3.O,rule0146_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,C[C@]1(O)[C@@H](COC=O)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O>>C[C@]1(O)[C@H]2COC=Nc3nc4c(ncn4[C@H](O2)[C@@H]1O)c(=O)[nH]3.O,0.041355427,0,0.026849618,0,0.15875249,0,0.0034560647,0
2356,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N(C)C(C)=O)nc21,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21 >> CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N(C)C(C)=O)nc21,rule0123_6,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21>>CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N(C)C(C)=O)nc21,0.35714027,0,0.054447327,0,4.4951557e-06,0,0.0015136235,0
2357,CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12,CC(O)OC[C@]1(C)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.Nc1nc2c(nc3n2[C@@H]2O[C@H](COCO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12 >> CC(O)OC[C@]1(C)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.Nc1nc2c(nc3n2[C@@H]2O[C@H](COCO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12>>CC(O)OC[C@]1(C)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12.Nc1nc2c(nc3n2[C@@H]2O[C@H](COCO)[C@@H](O3)[C@H]2O)c(=O)[nH]1,0.3824456,0,0.076743476,0,2.3983746e-05,0,0.0160753,0
2358,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(N)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(N)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,rule0073_5,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(N)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,0.49144244,0,0.56021714,0,0.8263598,1,0.61002177,0
2359,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,O=c1[nH]c(NCO)nc2c1ncn2[C@@H]1O[C@@H]2C(O)CO[C@H]2[C@H]1O,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O >> O=c1[nH]c(NCO)nc2c1ncn2[C@@H]1O[C@@H]2C(O)CO[C@H]2[C@H]1O,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O>>O=c1[nH]c(NCO)nc2c1ncn2[C@@H]1O[C@@H]2C(O)CO[C@H]2[C@H]1O,0.12760845,0,0.6750728,1,0.46985716,0,0.1936928,0
2360,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21,CC(O)O[C@]1(C)[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3OCO)c(=O)[nH]1,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21 >> CC(O)O[C@]1(C)[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3OCO)c(=O)[nH]1,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21>>CC(O)O[C@]1(C)[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21.Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3OCO)c(=O)[nH]1,0.6644907,1,0.007780106,0,0.0010793358,0,0.0063007567,0
2361,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)n(C(C)=O)c(N)nc32)O[C@@H]1CO,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)n(C=O)c(N)nc32)O[C@@H]1CO,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)n(C(C)=O)c(N)nc32)O[C@@H]1CO >> CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)n(C=O)c(N)nc32)O[C@@H]1CO,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)n(C(C)=O)c(N)nc32)O[C@@H]1CO>>CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)n(C=O)c(N)nc32)O[C@@H]1CO,0.00050831615,0,0.040762115,0,0.047747392,0,0.0011688565,0
2362,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.Nc1nc2c(ncn2[C@@]23O[C@H]([C@@H](C(O)O)O2)[C@H]3O)c(=O)[nH]1,CC(=O)OC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(N)nc43)O[C@H]1[C@H]2O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.Nc1nc2c(ncn2[C@@]23O[C@H]([C@@H](C(O)O)O2)[C@H]3O)c(=O)[nH]1 >> CC(=O)OC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(N)nc43)O[C@H]1[C@H]2O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_18,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.Nc1nc2c(ncn2[C@@]23O[C@H]([C@@H](C(O)O)O2)[C@H]3O)c(=O)[nH]1>>CC(=O)OC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(N)nc43)O[C@H]1[C@H]2O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,0.8115838,1,0.8308611,1,0.78857094,1,0.9511092,1
2363,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]2OC(O)CO[C@@H]21,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21 >> CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]2OC(O)CO[C@@H]21,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21>>CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]2OC(O)CO[C@@H]21,0.003510222,0,4.4985096e-05,0,0.007679231,0,0.00024616922,0
2364,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OC(=O)CO)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]3OC(O)C(O)O[C@H]32)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OC(=O)CO)[C@H]2O)c(=O)[nH]1 >> Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]3OC(O)C(O)O[C@H]32)c(=O)[nH]1,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OC(=O)CO)[C@H]2O)c(=O)[nH]1>>Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]3OC(O)C(O)O[C@H]32)c(=O)[nH]1,0.013174931,0,0.0121584525,0,0.2927531,0,0.0047302926,0
2365,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(C)=O)c(=O)[nH]1,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@@](C)(CO)[C@H]1O,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(C)=O)c(=O)[nH]1 >> CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@@](C)(CO)[C@H]1O,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(C)=O)c(=O)[nH]1>>CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@@](C)(CO)[C@H]1O,0.0025616896,0,0.039246075,0,0.008729377,0,0.0045509804,0
