reactants,products,reactionString,ruleName
CCCCCC=C1OC(=O)C[C@@H]1O,CCCC(C)C=C1OC(=O)C[C@@H]1O,CCCCCC=C1OC(=O)C[C@@H]1O >> CCCC(C)C=C1OC(=O)C[C@@H]1O,rule0028_51
CCC(C)CC=C1OC(=O)C[C@@H]1O.O,CCC(C)CCC1(O)OC(=O)C[C@@H]1O,CCC(C)CC=C1OC(=O)C[C@@H]1O.O >> CCC(C)CCC1(O)OC(=O)C[C@@H]1O,rule0020_19
CCCC=C1OC(=O)[C@H](C(C)O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(O)C=C1OC(=O)[C@H](C(C)O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCCC=C1OC(=O)[C@H](C(C)O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(O)C=C1OC(=O)[C@H](C(C)O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
CCCC=C1OC(=O)[C@H](CC)[C@]1(O)CC,CCCC=C1OC(=O)[C@H](CCC)[C@@]1(C)O,CCCC=C1OC(=O)[C@H](CC)[C@]1(O)CC >> CCCC=C1OC(=O)[C@H](CCC)[C@@]1(C)O,rule0028_51
CCCC=C1OC(=O)[C@H](CCC)[C@@H]1O,CCCC=C1OC(=O)C[C@]1(O)CCC,CCCC=C1OC(=O)[C@H](CCC)[C@@H]1O >> CCCC=C1OC(=O)C[C@]1(O)CCC,rule0028_51
CCCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O.CCCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O,CCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O.CCCC(C)=C1OC(=O)[C@@](C)(CC)[C@@H]1O,CCCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O.CCCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O >> CCC=C1OC(=O)[C@@](C)(CC)[C@@H]1O.CCCC(C)=C1OC(=O)[C@@](C)(CC)[C@@H]1O,rule0126_2
CCC=C1OC(=O)[C@H](CCC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC=C1OC(=O)[C@H](C(O)CC)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC=C1OC(=O)[C@H](CCC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC=C1OC(=O)[C@H](C(O)CC)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
CC[C@H]1C(O)OC(=CCCCO)[C@H]1O,CCCC=C1OC(=O)[C@H](CC)[C@@H]1O.O,CC[C@H]1C(O)OC(=CCCCO)[C@H]1O >> CCCC=C1OC(=O)[C@H](CC)[C@@H]1O.O,rule0071_5
CCCC(C(=O)O)=C1OC(=O)[C@H](CC)[C@@H]1O,CCC(CC)C(C(=O)O)=C1OC(=O)C[C@@H]1O,CCCC(C(=O)O)=C1OC(=O)[C@H](CC)[C@@H]1O >> CCC(CC)C(C(=O)O)=C1OC(=O)C[C@@H]1O,rule0028_51
CCCCC=C1OC(=O)[C@H](C)[C@@H]1O.O,CC(O)CCC=C1OC(O)[C@H](C)[C@@H]1O,CCCCC=C1OC(=O)[C@H](C)[C@@H]1O.O >> CC(O)CCC=C1OC(O)[C@H](C)[C@@H]1O,rule0070_6
