reactants,products,reactionString,ruleName
CCC=C1OC(=O)C(CCC)=C1C.CCC=C1OC(=O)C(CCC)=C1C,CC=C1OC(=O)C(CCC)=C1C.CCCC1=C(C)C(=CC(C)C)OC1=O,CCC=C1OC(=O)C(CCC)=C1C.CCC=C1OC(=O)C(CCC)=C1C >> CC=C1OC(=O)C(CCC)=C1C.CCCC1=C(C)C(=CC(C)C)OC1=O,rule0126_2
CCCCC(CC)=C1C=CC(=O)O1,CCC(C)CC(C)=C1C=CC(=O)O1,CCCCC(CC)=C1C=CC(=O)O1 >> CCC(C)CC(C)=C1C=CC(=O)O1,rule0028_51
CC=C1C=C(CCC(C)C)C(=O)O1.O=C=O,CC=C1C=C(CC(C(=O)O)C(C)C)C(=O)O1,CC=C1C=C(CCC(C)C)C(=O)O1.O=C=O >> CC=C1C=C(CC(C(=O)O)C(C)C)C(=O)O1,rule0023_17
CCCCC(CC)=C1C=CC(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCCCC(CCC)=C1C=CC(=O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCCC(CC)=C1C=CC(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCCCC(CCC)=C1C=CC(=O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCC=C1C=C(C(CCC)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CCC=C1C=C(C(CO)CCC)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC=C1C=C(C(CCC)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CCC=C1C=C(C(CO)CCC)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0164_2
CCC=C1C=C(C(C)CCC)C(=O)O1,CCCC=C1C=C(C(C)CC)C(=O)O1,CCC=C1C=C(C(C)CCC)C(=O)O1 >> CCCC=C1C=C(C(C)CC)C(=O)O1,rule0028_51
CCCCC(=CC(=O)CCC)C(=O)O.CCCCC(=CC(=O)CCC)C(=O)O,CCCC(=O)C=C(CCC(C)C(=O)O)C(=O)O.CCCCC=CC(=O)CCC,CCCCC(=CC(=O)CCC)C(=O)O.CCCCC(=CC(=O)CCC)C(=O)O >> CCCC(=O)C=C(CCC(C)C(=O)O)C(=O)O.CCCCC=CC(=O)CCC,rule0126_2
CCC=C1C=C(C(CCC)C(=O)O)C(=O)O1.O,CCCC(C1=CC(=CC(C)O)OC1=O)C(O)O,CCC=C1C=C(C(CCC)C(=O)O)C(=O)O1.O >> CCCC(C1=CC(=CC(C)O)OC1=O)C(O)O,rule0070_6
CC=C1C=C(CCC(C)C)C(=O)O1.CC=C1C=C(CCC(C)C)C(=O)O1,CC=C1C=C(CCC(C)CC)C(=O)O1.CC=C1C=C(CCCC)C(=O)O1,CC=C1C=C(CCC(C)C)C(=O)O1.CC=C1C=C(CCC(C)C)C(=O)O1 >> CC=C1C=C(CCC(C)CC)C(=O)O1.CC=C1C=C(CCCC)C(=O)O1,rule0126_2
CCC=C1C=C(C(O)CCC)C(=O)O1.CCC=C1C=C(C(O)CCC)C(=O)O1,CC=C1C=C(C(O)CCC)C(=O)O1.CCC=C1C=C(C(C)(O)CCC)C(=O)O1,CCC=C1C=C(C(O)CCC)C(=O)O1.CCC=C1C=C(C(O)CCC)C(=O)O1 >> CC=C1C=C(C(O)CCC)C(=O)O1.CCC=C1C=C(C(C)(O)CCC)C(=O)O1,rule0126_2
CCCCCC=C1C=C(C)C(=O)O1,CCCC=C1C=C(CCC)C(=O)O1,CCCCCC=C1C=C(C)C(=O)O1 >> CCCC=C1C=C(CCC)C(=O)O1,rule0028_51
CCC=C1C=C(CCC)C(=O)O1.CCC=C1C=C(CCC)C(=O)O1,CCC=C1C=C(C)C(=O)O1.CCCCC=C1C=C(CCC)C(=O)O1,CCC=C1C=C(CCC)C(=O)O1.CCC=C1C=C(CCC)C(=O)O1 >> CCC=C1C=C(C)C(=O)O1.CCCCC=C1C=C(CCC)C(=O)O1,rule0126_2
CCC=C1C=C(C(C)CC)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)C1=CC(=CC(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC=C1C=C(C(C)CC)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)C1=CC(=CC(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCC=C1C=C(CCC(C)O)C(=O)O1.O,CCC=C1C=C(CC(O)C(C)O)C(O)O1,CCC=C1C=C(CCC(C)O)C(=O)O1.O >> CCC=C1C=C(CC(O)C(C)O)C(O)O1,rule0070_6
CCCCC1=CC2(OC1=O)OC2CC.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)CC1=CC2(OC1=O)OC2CC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCCC1=CC2(OC1=O)OC2CC.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)CC1=CC2(OC1=O)OC2CC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCCCC1=CC(O)(CCC)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCCCC1=CC(O)(CCCC)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCCC1=CC(O)(CCC)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCCCC1=CC(O)(CCCC)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCCCC1=CC(=CCCO)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC(C)CCC1=CC(=CCCO)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCCC1=CC(=CCCO)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC(C)CCC1=CC(=CCCO)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCCCC1=CC(=CCCC(=O)O)OC1=O,CCCC1=C(C)C(=CCCC(=O)O)OC1=O,CCCCC1=CC(=CCCC(=O)O)OC1=O >> CCCC1=C(C)C(=CCCC(=O)O)OC1=O,rule0028_51
