reactants,products,reactionString,ruleName
O.O=CC=C1C=CC(=O)O1,O=CCC(=O)C=CC(=O)O,O.O=CC=C1C=CC(=O)O1 >> O=CCC(=O)C=CC(=O)O,rule0189_1
C=C1C=C(CNC(N)=[NH2+])C(=O)O1,C=c1cc2c(o1)=NC(=[NH2+])NC2.O,C=C1C=C(CNC(N)=[NH2+])C(=O)O1 >> C=c1cc2c(o1)=NC(=[NH2+])NC2.O,rule0146_1
NC(=[NH2+])NCC(C(=O)O)=C1C=CC(=O)O1,NC(=[NH2+])NCC1=CC(=CC(=O)O)OC1=O,NC(=[NH2+])NCC(C(=O)O)=C1C=CC(=O)O1 >> NC(=[NH2+])NCC1=CC(=CC(=O)O)OC1=O,rule0028_47
NC(=[NH2+])NCC(O)=C1C=CC(O)O1,NC(=[NH2+])NCC1=CC(=CO)OC1O,NC(=[NH2+])NCC(O)=C1C=CC(O)O1 >> NC(=[NH2+])NCC1=CC(=CO)OC1O,rule0028_51
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.NC(=[NH2+])NC(C=C1C=CC(=O)O1)C(=O)O,CC(=O)N(C(N)=[NH2+])C(C=C1C=CC(=O)O1)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.NC(=[NH2+])NC(C=C1C=CC(=O)O1)C(=O)O >> CC(=O)N(C(N)=[NH2+])C(C=C1C=CC(=O)O1)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0042_07
CNC(=[NH2+])NCC=C1C=CC(=O)O1,C=C1OC(=O)C=C1CNC(=[NH2+])NC,CNC(=[NH2+])NCC=C1C=CC(=O)O1 >> C=C1OC(=O)C=C1CNC(=[NH2+])NC,rule0028_51
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=[NH2+])NCCC(=O)C=CC(=O)O.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=[NH2+])NCCOC(=O)C=CC(=O)O.O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=[NH2+])NCCC(=O)C=CC(=O)O.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=[NH2+])NCCOC(=O)C=CC(=O)O.O,rule0083_11
NC(=[NH2+])NC(O)C=C1C=CC(O)O1.O=O,NC(=[NH2+])NC(=O)C=C1C=CC(O)O1.OO,NC(=[NH2+])NC(O)C=C1C=CC(O)O1.O=O >> NC(=[NH2+])NC(=O)C=C1C=CC(O)O1.OO,rule0074_18
NC(=[NH2+])NCC(C=C1C=CC(=O)O1)=C1C=CC(=O)O1.O,NC(=[NH2+])NCC(CC(=O)C=CC(=O)O)=C1C=CC(=O)O1,NC(=[NH2+])NCC(C=C1C=CC(=O)O1)=C1C=CC(=O)O1.O >> NC(=[NH2+])NCC(CC(=O)C=CC(=O)O)=C1C=CC(=O)O1,rule0189_1
NC(=[NH2+])NC(O)C=C1C=CC(=O)O1,C=C1C=C(C(O)NC(N)=[NH2+])C(=O)O1,NC(=[NH2+])NC(O)C=C1C=CC(=O)O1 >> C=C1C=C(C(O)NC(N)=[NH2+])C(=O)O1,rule0028_50
