PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,381859966,13939855,C1=C[C@@H]([C@@H]([C@H]1N2C=NC3=C2C=CN=C3N)O)O,Inactive,,,Potential missing data,Activity,Not Active
2,381862063,137648557,C1[C@@H]2[C@H]1[C@@H]([C@@H]([C@H]2N3C=NC4=C3C(=CN=C4N)Br)O)O,Inactive,,,Potential missing data,Activity,Not Active
3,381882611,137658733,C1=C[C@@H]([C@@H]([C@H]1N2C=NC3=C2C(=CN=C3N)Br)O)O,Inactive,,,Potential missing data,Activity,Not Active
4,381886378,137661283,C1[C@@H]2[C@H]1[C@@H]([C@@H]([C@H]2N3C=NC4=C3C=CN=C4N)O)O,Inactive,,,Potential missing data,Activity,Not Active
