PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,475987391,166629981,CC1=NC=C(C=C1)C2=C3C(=CC(=C2)C#N)C(=O)N([C@H]4C(=N3)N(CCN4C)C)C5=CC(=C(C=C5)OC)F,Active,,,Potential missing data,Activity,Active
2,475988486,163322308,CC1=NC=C(C=C1)C2=C3C(=CC(=C2)C#N)C(=O)N(C4C(=N3)N(CCN4C)C)C5=CC(=C(C=C5)OC)F,Active,,,Potential missing data,Activity,Active
3,475997929,166635223,CN1CCN(C2=NC3=C(C=C(C=C3)[N+](=O)[O-])C(=O)N(C21)C4=CC(=C(C=C4)OC)F)C,Active,,,Potential missing data,Activity,Active
4,475998037,166635276,CN1CCN(C2=NC3=C(C=C(C=C3)[N+](=O)[O-])C(=O)N(C21)C4=CC=C(C=C4)OC)C,Active,,,Potential missing data,Activity,Active
5,475999358,166635931,CC1=NC=C(C=C1)C2=C3C(=CC(=C2)C#N)C(=O)N([C@@H]4C(=N3)N(CCN4C)C)C5=CC(=C(C=C5)OC)F,Active,,,Potential missing data,Activity,Active
