PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,440126412,155521397,C1C=C([C@H]([C@H]1O)O)N2C=NC3=C2C=CN=C3N,Inactive,,,Potential missing data,Activity,Not Active
2,440169212,155545434,C1C=C([C@H]([C@H]1O)O)N2C=NC3=C2C(=CN=C3N)Br,Inactive,,,Potential missing data,Activity,Not Active
3,440172575,155546750,C1C=C([C@@H]([C@@H]1O)O)N2C=NC3=C2C(=CN=C3N)Br,Inactive,,,Potential missing data,Activity,Not Active
