Starter_Name,Canonical_SMILES,DORAnet_gen,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
Guanosine,CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C=O,3,5.39525819478762,0.47364158401730416,4.466920690113704,6.323595699461536,4.024776839746905e-06,4.746836799463212e-07,3.412552251974389e-05,0.8386669,0.052638292,0.96560204,0.31306052,0.1754813,0.45099115,2.4851873,0.12440302,0.030651728,0.0065938793,0.0068669193,0.22677025,0.01906486,0.02050393,0.036238004,0.0074338214,0.008701043,0.12216159,0.002501201,0.64530164,0.0027133718,-5.931318,0.6947254,0.032501124,0.7482594,0.002808343,0.0042075138,0.050035786,0.003146002,0.0068621933,0.0023268426,0.16916472,0.0006918852
Guanosine,O=c1[nH]c2nc3c1nc(CO)n3[C@@H]1OC[C@@H](O)[C@H]1OCC(O)N2,3,5.395241596843611,0.47683946689936746,4.460636241720851,6.329846951966371,4.024930662325772e-06,4.679000030613185e-07,3.4622925262958714e-05,0.63012224,0.07155616,0.9577845,0.28707033,0.16497263,0.23939621,1.9982655,0.10580184,0.028615167,0.0041470034,0.007120201,0.1966703,0.017925734,0.023818724,0.036060847,0.0065516955,0.010194634,0.121701285,0.0010923151,0.4036983,0.0016692264,-6.4089828,0.4780315,0.01520333,0.6143566,0.011317535,0.010420408,0.020528594,0.0072567337,0.0031398267,0.0038846615,0.10401771,0.0013350935
Inosine,CC(N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@](C)(O)[C@@H]1O,3,5.395183276551913,0.4720631071369145,4.4699395865635605,6.320426966540266,4.025471196230228e-06,4.781597694873535e-07,3.388912950383166e-05,0.73706734,0.07337646,0.82023275,0.31616133,0.08252974,0.3334636,2.1029308,0.069671094,0.02822885,0.006164855,0.0040310062,0.187691,0.02867471,0.042253297,0.0133852605,0.0075729885,0.013380776,0.103565075,0.0026089835,0.41300994,0.002585098,-6.105885,0.49651375,0.025103685,0.6927163,0.0007115533,0.0029757468,0.022325953,0.002323654,0.010185005,0.0027889435,0.13040586,0.0009682848
Guanosine,CC(O)Nc1nc2c(ncn2[C@@]23OC[C@@H](O)[C@H]2OC3O)c(=O)[nH]1,3,5.395171271314625,0.475575895623835,4.4630425158919085,6.327300026737342,4.025582474192246e-06,4.7065207015243627e-07,3.443162217745083e-05,0.6583427,0.06330719,0.9581664,0.30936676,0.2095248,0.2786334,2.2229393,0.111954115,0.019897562,0.0053665107,0.0066803796,0.18670185,0.012041026,0.021034848,0.01977898,0.0073018507,0.0077249208,0.099436305,0.0015834424,0.38284263,0.002381057,-6.1097364,0.40722713,0.015207569,0.6311718,0.0019501634,0.010146239,0.029542107,0.0063023,0.0030852673,0.006225457,0.101124145,0.0013766396
Inosine,CC(C)(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC=O,3,5.395125967559728,0.4746374031687326,4.464836657349012,6.3254152777704435,4.026002427753487e-06,4.7269904210098937e-07,3.428967293065529e-05,0.73516816,0.052639436,0.94002616,0.34328002,0.1928859,0.405991,1.9883912,0.17049117,0.040655572,0.0146223055,0.009184277,0.23846929,0.025680685,0.022399575,0.014424819,0.013150685,0.018849632,0.11271624,0.0103015825,0.48773202,0.005054702,-5.6141934,0.48708314,0.021065887,0.6869925,0.0009406636,0.011515733,0.05916522,0.007968263,0.0057258746,0.004437665,0.15878417,0.0009423859
Remdesivir,CCC(CC)C(O)O,2,5.3950676059309535,0.47524066710085344,4.46359589841328,6.3265393134486265,4.026543488847223e-06,4.7147719008208184e-07,3.4387776988225795e-05,0.040585756,0.038319916,0.056046426,0.022034964,0.2490613,0.6045035,1.4696922,0.020238828,0.00040475366,0.0042679673,0.0029775538,0.001549627,0.0037631746,0.009221307,0.0020796028,0.0016710684,0.0050973855,0.030591482,0.0021668738,0.8231538,0.0020737643,-4.225314,0.98674977,0.6932204,0.86513865,0.005498356,0.0053067678,0.11201723,0.0025263776,0.22015882,0.011847679,0.13784124,0.00029133412
Brincidofovir,CCCCCCCCCCCCCCC([C@H](O)CO)n1ccc(N)nc1=O,2,5.395064216929066,0.4721858159655923,4.469580017636505,6.320548416221627,4.0265749099619135e-06,4.780260716511953e-07,3.391719922206519e-05,0.060728084,0.7637131,0.5625919,0.18531927,0.09325345,0.36990076,2.4136014,0.3774584,0.017990615,0.13378248,0.22567928,0.07595893,0.021765849,0.061110955,0.07233017,0.13833898,0.03877864,0.08940266,0.10608131,0.8294836,0.89869946,-5.105638,0.99949133,0.88524467,0.6653765,0.08214937,0.25638172,0.25752467,0.35922784,0.27824637,0.11691491,0.7696865,0.68445957
Adenosine,CC(O)N(C)c1ncnc2c1ncn2[C@@H]1O[C@@H]2C(O)O[C@H]2[C@H]1O,3,5.395014563310932,0.4734746630288374,4.467004223774411,6.323024902847453,4.027035301357919e-06,4.7530797056254516e-07,3.411895933322854e-05,0.7108015,0.12114619,0.88121855,0.35615417,0.17118755,0.28894195,2.582433,0.15339461,0.033198666,0.0109273745,0.011677497,0.20620522,0.015370341,0.021321163,0.034073014,0.015711304,0.012786726,0.099735856,0.0034990865,0.51055014,0.0034869513,-5.717469,0.6552407,0.060460217,0.7198182,0.0044132327,0.018077146,0.034533773,0.006260072,0.009290679,0.012573196,0.17619574,0.0021291375
Brincidofovir,CCCCCCCCCC(CCCC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.394982100083331,0.47335052713035636,4.4672150669078325,6.322749133258829,4.027336330855477e-06,4.7560987886010207e-07,3.410239913582475e-05,0.13013013,0.76287,0.56881905,0.3279438,0.16353002,0.37198058,2.4927325,0.44293636,0.03559806,0.11503637,0.20216939,0.12940583,0.04965772,0.07262282,0.03339689,0.14349747,0.062414713,0.1307145,0.1688349,0.6159231,0.8140408,-5.3303647,0.9628593,0.7612104,0.67066395,0.013783733,0.18771045,0.21604681,0.22157964,0.22926481,0.13613078,0.7208663,0.69532585
Inosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(C(C)O)[C@H]1O,3,5.394943186463276,0.4754116362855663,4.463136379343567,6.326749993582986,4.027697204096279e-06,4.7124852775124595e-07,3.442418132380488e-05,0.63425964,0.10844107,0.89629686,0.4038887,0.17103443,0.35477203,1.8698585,0.1341973,0.043161817,0.016486838,0.010145024,0.19832215,0.026806965,0.03378706,0.027798813,0.018106895,0.018499987,0.11528865,0.011050017,0.50971746,0.009991202,-5.5796094,0.6593652,0.04603573,0.7348005,0.0025536302,0.015285167,0.086753994,0.010157613,0.014729688,0.014622942,0.20599575,0.0036078594
Guanosine,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OS(=O)(=O)O,2,5.394907349984496,0.4753312985202577,4.463258004884791,6.326556695084202,4.0280295694537075e-06,4.714583206719239e-07,3.441454207292274e-05,0.66928786,0.030529141,0.94046813,0.37236667,0.2532634,0.4583053,2.005844,0.12953489,0.013629581,0.0045052413,0.003899752,0.15171853,0.013079424,0.018467352,0.020002691,0.0040383656,0.013243568,0.15658455,0.0015555766,0.53391135,0.0021127276,-6.673808,0.20423336,0.0054227617,0.4517526,0.0012432614,0.007451185,0.031006277,0.0052501652,0.0017768921,0.008272948,0.08712032,0.00041191652
Brincidofovir,CCCCCCOCCC(CCCCC)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.394901835818152,0.4718861145002998,4.470005051397565,6.31979862023874,4.028080713014164e-06,4.788520817056449e-07,3.388402149733294e-05,0.10656406,0.5824264,0.66483366,0.19583581,0.13611309,0.25352997,2.4422896,0.37093118,0.024729837,0.06289087,0.14780979,0.07946919,0.03667318,0.069404274,0.015953837,0.11677752,0.039444543,0.10191238,0.11693909,0.43738833,0.7291422,-5.4452662,0.93095386,0.6747165,0.7068014,0.0025168278,0.18185942,0.19901736,0.21635935,0.119973436,0.039511006,0.6427456,0.60514295
Guanosine,CC(O)(CO)Nc1nc2c(ncn2[C@@H]2O[C@@H]3O[C@H]3[C@H]2O)c(=O)[nH]1,3,5.394869328412408,0.4758216445517307,4.462258905091016,6.327479751733801,4.0283822304413435e-06,4.7045733951463903e-07,3.4493804286861635e-05,0.75998545,0.069930814,0.9093593,0.31839243,0.15132096,0.33898774,2.2452106,0.14648832,0.035973184,0.0068971114,0.0077874498,0.2827766,0.02521871,0.03015234,0.029745555,0.009478416,0.016446682,0.12087697,0.0018175209,0.37735358,0.0018047657,-6.1060457,0.2765023,0.014514973,0.49544662,0.0026401351,0.010053398,0.013782044,0.006977378,0.0031382046,0.0064789904,0.09642902,0.0013011306
Brincidofovir,CCCCCCCCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.394853012580759,0.47259813768017167,4.468560662727622,6.321145362433896,4.028533573927548e-06,4.773694668796443e-07,3.3996901524397626e-05,0.1496296,0.47312838,0.6591662,0.2954832,0.19673309,0.33233654,2.299951,0.3193856,0.042099953,0.07164164,0.12014651,0.123612,0.058796573,0.086820535,0.028849771,0.110088065,0.051247068,0.14136998,0.13365123,0.4972365,0.5647782,-5.4499693,0.9141447,0.52997786,0.72654456,0.008500848,0.1385181,0.23559602,0.14184745,0.13820758,0.06713736,0.5494677,0.3310991
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.3947721471128585,0.4730910129525505,4.46751376172586,6.322030532499857,4.029283755191466e-06,4.763974931316206e-07,3.407895258458959e-05,0.9138802,0.0806963,0.9666497,0.4053445,0.11832883,0.47464266,1.9954844,0.24218643,0.08042726,0.012107641,0.029560093,0.39250994,0.04387088,0.026809752,0.059436597,0.017722767,0.019689789,0.13132195,0.0072714128,0.5086955,0.0062009348,-5.9300566,0.51968414,0.031641483,0.6257324,0.0026238027,0.0072185374,0.022097949,0.005310759,0.004383019,0.0045198994,0.17224927,0.0012890006
Brincidofovir,CCCCCCC(CCCCC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.39469978904663,0.47126710626439117,4.471016260768423,6.3183833173248365,4.029955132521986e-06,4.804151368959979e-07,3.380521786859542e-05,0.14113778,0.6526975,0.5562302,0.33328468,0.16937514,0.35690838,2.4592779,0.36260885,0.035913974,0.08906248,0.15702638,0.116626084,0.054295383,0.08192782,0.027100926,0.117978826,0.06077804,0.1435031,0.13855803,0.52346873,0.6909882,-5.348763,0.9230548,0.64436233,0.6908573,0.009302928,0.16271122,0.21064147,0.18465208,0.18526901,0.12013082,0.6371793,0.52787685
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)OC1(O)C=CC=CC1O,2,5.3945503826867585,0.4744748268548093,4.464579722051332,6.324521043322185,4.0313417596411525e-06,4.736733562308446e-07,3.43099652307789e-05,0.22044238,0.34459782,0.11323681,0.11306902,0.1001489,0.54577535,2.5672348,0.111273214,0.007475923,0.022279078,0.029294794,0.02834867,0.02427225,0.049821455,0.015930854,0.02522945,0.033382524,0.112188675,0.01592905,0.61880153,0.09897284,-5.5638895,0.9272563,0.55085385,0.7048805,0.011198391,0.073787026,0.108431295,0.018690806,0.17890431,0.08647563,0.43675375,0.107240774
Adenosine,CC(=O)[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,3,5.39452749252171,0.4738915650319911,4.465700025059007,6.323354959984412,4.031554243368125e-06,4.7494688103266134e-07,3.422157354077207e-05,0.80593836,0.055978697,0.95852774,0.2461791,0.12699637,0.33078855,2.380103,0.09048571,0.018813483,0.0049029896,0.0038131594,0.118953004,0.007110222,0.013688518,0.019084726,0.009372653,0.002927236,0.05937328,0.0010933235,0.7115649,0.0013864005,-5.736731,0.9702131,0.16201474,0.8843597,0.0017118352,0.0018027708,0.08176192,0.0014534069,0.014797017,0.0010818936,0.2831077,0.0020002765
Guanosine,CC(=O)Nc1nc2c(nc(C)n2[C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,3,5.394521583891663,0.47663367584287414,4.46031957923963,6.3287235885436965,4.031609093534484e-06,4.691118585060337e-07,3.464817950847195e-05,0.85750866,0.08414765,0.9445971,0.4016435,0.115925096,0.4353481,2.1375957,0.13244279,0.04599454,0.005401112,0.008539705,0.25970393,0.034798063,0.028261986,0.062462606,0.006757221,0.014103932,0.13420065,0.002749782,0.56744146,0.0035501632,-5.9251814,0.43991128,0.0194825,0.6159297,0.00451954,0.0065563708,0.0216286,0.004237077,0.006100569,0.0063761,0.1562964,0.0009424851
Brincidofovir,CCCCCCCCCOCCCOP(=O)(O)CO[C@@H](Cn1ccc(N)nc1=O)C(O)CO,2,5.394511602594213,0.47227541565829634,4.468851787903953,6.320171417284474,4.03170175221118e-06,4.78441212922946e-07,3.397411966138574e-05,0.08809078,0.484582,0.63823324,0.25526685,0.13120332,0.24129423,2.215754,0.28404793,0.026561301,0.04208201,0.10315673,0.0830492,0.038619183,0.08408812,0.015491895,0.09239583,0.037921302,0.109975316,0.08439318,0.33554062,0.57900465,-5.820881,0.8734463,0.45387325,0.7260483,0.0029140213,0.1089162,0.17762923,0.1347432,0.108452305,0.042100716,0.54396904,0.3993248
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3C(O)O[C@@]3(O)[C@H]2O)c(=O)[nH]1,3,5.394467743900687,0.4740400339187834,4.465349277419872,6.323586210381503,4.032108927774882e-06,4.7469405161997963e-07,3.424922294677776e-05,0.7358259,0.0778234,0.9601218,0.33906445,0.12255283,0.3287953,2.0746748,0.17505462,0.043777995,0.0059108078,0.014153196,0.28021795,0.030534308,0.033009686,0.036359202,0.014520539,0.016738862,0.14212254,0.003305342,0.4047188,0.0041911514,-6.2798815,0.2701518,0.010086885,0.49788064,0.002146674,0.016656095,0.01717696,0.0086646285,0.002197953,0.0074993805,0.107412554,0.00151696
Guanosine,CC(Cl)(C#N)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,3,5.394455578484385,0.4745668264084314,4.464304598723859,6.32460655824491,4.032221876414017e-06,4.735800965776234e-07,3.4331707303849584e-05,0.6942616,0.11865332,0.9266054,0.37354565,0.15939674,0.35607806,2.78907,0.26180306,0.08774342,0.02316689,0.031909578,0.40774098,0.045758795,0.04343622,0.060875993,0.042847373,0.03680523,0.117584385,0.013178694,0.3006355,0.011289278,-6.091939,0.28842396,0.022667136,0.5598085,0.007492336,0.02448399,0.034519468,0.02605868,0.007577696,0.013344157,0.17429875,0.009092435
Brincidofovir,CCCCCCCCC(C)OCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.394358014723883,0.47131769471895785,4.470575333074725,6.318140696373041,4.033127812218941e-06,4.806835983818961e-07,3.383955684040368e-05,0.16393667,0.57071364,0.6294294,0.27462217,0.16028087,0.32866338,2.3705277,0.34593573,0.031764176,0.06359588,0.12234648,0.1004075,0.04479022,0.07160665,0.018326182,0.10490067,0.045436766,0.12112622,0.113465264,0.48597544,0.65285766,-5.502626,0.92582655,0.62702036,0.72754145,0.003452186,0.14986798,0.1975012,0.14375304,0.13629176,0.056485128,0.6212022,0.45724726
Brincidofovir,CCCCCCOC(CCCC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.394356378764167,0.472836638981338,4.467596566360744,6.321116191167589,4.03314300478374e-06,4.774015325404298e-07,3.4072455550105466e-05,0.12846787,0.495789,0.63061273,0.25648317,0.13560082,0.28493506,2.467901,0.2999875,0.025231848,0.046107672,0.09950503,0.080230124,0.039664082,0.08429749,0.014010072,0.08229973,0.036827616,0.11513825,0.08596946,0.4163474,0.5844695,-5.4756136,0.914087,0.5656045,0.74289334,0.0019283494,0.11709249,0.18185703,0.12793504,0.116695404,0.038286917,0.57923776,0.4119781
Adenosine,CNC(C)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3,5.39414269599516,0.4722649242484668,4.468503444468165,6.319781947522155,4.035127891195163e-06,4.788704653568974e-07,3.400138090822979e-05,0.6880476,0.110118225,0.75986755,0.31222042,0.114443876,0.22948699,2.3957434,0.06859144,0.023680717,0.0030369903,0.0038480747,0.12489669,0.01648659,0.03690205,0.054287232,0.0043689036,0.008924653,0.10217255,0.00046164246,0.3947497,0.00064612564,-6.211877,0.53889316,0.029423013,0.6805713,0.0025291985,0.002848048,0.0095290495,0.0009786196,0.011084985,0.006891935,0.092741296,0.0013030092
Inosine,CC(C)(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,3,5.394114080681949,0.476559990157417,4.460056499973412,6.328171661390487,4.0353937712773236e-06,4.6970841263172135e-07,3.466917443105653e-05,0.7184755,0.052135568,0.92628,0.35453323,0.18730007,0.3958366,1.9036633,0.16105422,0.037768275,0.0151268,0.007974259,0.22522783,0.024147674,0.024735883,0.013508992,0.012494424,0.017237732,0.10820959,0.009679206,0.5096275,0.0045462376,-5.5587583,0.4819014,0.021693831,0.6718577,0.0009710809,0.011611552,0.060025293,0.0076094307,0.006089845,0.005347108,0.15624174,0.0011176395
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@]34OC(F)[C@@H](O3)[C@@H](O)[C@H]4O)c2[nH]1,3,5.394112432509865,0.4749862620536202,4.463139358884769,6.325085506134961,4.035409085853631e-06,4.7305811167403267e-07,3.4423945152453324e-05,0.59093916,0.010597119,0.9738914,0.14234993,0.1450484,0.3669973,2.4802308,0.05681016,0.010728398,0.0016962622,0.0018618286,0.09356348,0.010023243,0.019700274,0.0043323287,0.0020748265,0.0036419383,0.08484252,0.0013054202,0.4649294,0.0012002316,-5.856611,0.430139,0.012163511,0.7300397,0.00050698227,0.0034297605,0.033268906,0.0017148821,0.0014462948,0.00075998425,0.068737715,0.00013405275
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@@]12OC[C@@H](O1)[C@@H](O)[C@H]2OC(C)O,3,5.394046390253111,0.47292073611926516,4.467121747459351,6.320971033046871,4.036022788764237e-06,4.775611253849928e-07,3.41097277092901e-05,0.8363137,0.030146724,0.96187514,0.1640167,0.12417145,0.4446842,2.1519465,0.06775621,0.013353275,0.0020364397,0.002738409,0.12659547,0.014944878,0.024566542,0.0040007746,0.00406698,0.0048953337,0.09978594,0.0017782,0.51793545,0.0032321576,-5.829471,0.63341683,0.03229946,0.80126107,0.00066529796,0.0037547473,0.034814723,0.001527224,0.004051809,0.0015983585,0.14379755,0.0003901313
Adenosine,CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC=O)ncnc21,3,5.394013418298414,0.4759219955321413,4.461206307055416,6.326820529541411,4.036329218198223e-06,4.711719961148629e-07,3.457750819662255e-05,0.9499405,0.1810517,0.96438456,0.46101832,0.2397503,0.46971813,2.3622415,0.37221193,0.124982774,0.034555804,0.07103543,0.46465626,0.038065843,0.016946312,0.1289234,0.039203547,0.020173118,0.13373765,0.011629224,0.6957325,0.009134525,-5.6192713,0.8693018,0.15433893,0.7935322,0.014069359,0.011282317,0.06176018,0.008573236,0.012905577,0.008817036,0.32230133,0.005705522
Brincidofovir,CCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1cc(CCC)c(N)nc1=O,2,5.393988210316753,0.4744347595131386,4.464096081671001,6.323880338962504,4.0365635077646475e-06,4.7437267102528047e-07,3.4348194884415894e-05,0.134757,0.20553735,0.55095375,0.179477,0.09725104,0.286026,2.266512,0.1533515,0.0093087945,0.014349395,0.022652837,0.038523663,0.027637187,0.069181524,0.002878162,0.029255992,0.016176706,0.08447671,0.020884067,0.30311513,0.24065435,-5.361918,0.88739413,0.33765045,0.7985027,0.00032194646,0.030689795,0.118279,0.032060783,0.058374535,0.011233518,0.4200583,0.16560726
Brincidofovir,CCCCCCCOCCC(C)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.393947987192766,0.47285211935642607,4.467157833254171,6.32073814113136,4.036937380149083e-06,4.778172878653362e-07,3.4106893628842306e-05,0.106995545,0.35546613,0.64962685,0.19519177,0.148698,0.27166075,2.370618,0.22410436,0.01610477,0.03119187,0.06116075,0.05580438,0.029591683,0.06622517,0.009128069,0.06166231,0.028135225,0.102517866,0.06523584,0.36284715,0.43956596,-5.554702,0.8911659,0.44824442,0.76433706,0.0012344813,0.09422919,0.19311091,0.0957604,0.079397574,0.02164379,0.49095926,0.26655918
Adenosine,Nc1nc(CO)nc2c1ncn2[C@@H]1OC[C@@]2(O)O[C@@H]12,3,5.3938480408419505,0.4761144000807332,4.460663816683714,6.327032265000187,4.037866527552734e-06,4.709423374212904e-07,3.462072699517223e-05,0.92002094,0.118457235,0.97524565,0.24635454,0.25230682,0.4462697,2.4602308,0.32735303,0.08039071,0.015940519,0.037880935,0.31225723,0.0161747,0.013850367,0.09300658,0.04387495,0.012235164,0.1515017,0.004241351,0.7558429,0.005131997,-5.506566,0.95617217,0.2638884,0.83351535,0.06644515,0.018648213,0.05757337,0.0056122937,0.015852798,0.0043937117,0.3633722,0.006356962
Inosine,CO[C@@H]1[C@@H]2Oc3nc4c(ncn4[C@@H]1O[C@@H]2C(O)O)c(=O)[nH]3,3,5.393828884467583,0.47374814353040057,4.465282523147998,6.322375245787168,4.038044638470645e-06,4.760195113785029e-07,3.425448771009746e-05,0.6225044,0.11935742,0.9373659,0.37635553,0.18565613,0.30935255,1.9933558,0.18831457,0.053203244,0.01232232,0.024117583,0.23895335,0.027382514,0.02781406,0.06138441,0.01850806,0.025292173,0.13009006,0.0070125624,0.51455843,0.0057907766,-6.1043105,0.507277,0.032628212,0.60967076,0.009894637,0.025791239,0.038109712,0.020320509,0.0066071176,0.012871717,0.160991,0.002968923
Xanthosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1c(C)nc2c(=O)[nH]c(=O)[nH]c21,3,5.393736213759546,0.47296874741886086,4.466717468818579,6.320754958700513,4.038906377219068e-06,4.777987852823412e-07,3.414149475976861e-05,0.7157155,0.019543946,0.8870023,0.24612637,0.12174153,0.49719134,2.1185765,0.05224345,0.0114952,0.002358328,0.00084843056,0.09821365,0.021277478,0.026017552,0.005031741,0.00136635,0.006274899,0.118304014,0.0015831294,0.56477374,0.001523265,-5.8390975,0.391437,0.010601532,0.67428887,0.00042794732,0.0018566556,0.03438748,0.00094374566,0.0040933895,0.0037538684,0.111956775,0.00016124676
Brincidofovir,Nc1ccn(C[C@H](O)C(O)CO)c(=O)n1,2,5.393722334210912,0.47270514874212927,4.467220242676339,6.320224425745485,4.039035458051576e-06,4.783828196305207e-07,3.410199271787789e-05,0.18964037,0.023577582,0.43944398,0.13776347,0.13350475,0.31898835,1.5507069,0.021049876,0.0030025698,0.0038931672,0.00096854323,0.01427157,0.011476002,0.030076569,0.006747575,0.0018926582,0.004912163,0.056588758,0.0008827865,0.5332814,0.0014716493,-5.7320595,0.903402,0.09554623,0.80820465,0.0010064197,0.003219942,0.08511094,0.0016901663,0.03210358,0.002495213,0.12691557,0.0010164966
Remdesivir,CCC(O)(CC)CO,2,5.393719706570529,0.4741395896023418,4.464406110949939,6.323033302191119,4.039059895766595e-06,4.75298778098554e-07,3.4323683529872924e-05,0.16979511,0.034609027,0.06299256,0.02319794,0.24327123,0.66920984,1.5514925,0.031253602,0.0010787444,0.006712618,0.0018046116,0.0032083932,0.00809841,0.012396466,0.0025559287,0.0016455327,0.0051955413,0.034609597,0.0017897922,0.8818661,0.0015095598,-4.1420646,0.9942144,0.8037162,0.8868343,0.0088370945,0.005641301,0.1006367,0.0018490485,0.23957717,0.0045059333,0.17253381,0.00044434046
Brincidofovir,CCOCCCCCC(C)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2,5.393623943435653,0.4714044141728509,4.469671291656866,6.31757659521444,4.039950617848714e-06,4.813083596031198e-07,3.391007172224151e-05,0.19895676,0.26709718,0.5567312,0.2699959,0.14024119,0.3362789,2.2805266,0.16002102,0.013831069,0.023248157,0.023782754,0.05674421,0.0312849,0.06680797,0.0056690183,0.030892367,0.02459395,0.110330105,0.031486444,0.36273235,0.24926654,-5.5059023,0.86638993,0.32738957,0.7721113,0.00046767938,0.040423144,0.13806243,0.028702084,0.07405243,0.0187485,0.43545312,0.12995434
Adenosine,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC=O)[C@H]1O,3,5.393621734671235,0.4740772771667166,4.464430271424471,6.322813197918,4.0399711645566195e-06,4.7553972476235764e-07,3.432177410332076e-05,0.9558724,0.08246212,0.9492707,0.4813188,0.29089302,0.56779164,2.4040766,0.40655565,0.08082435,0.03349716,0.020824958,0.49457875,0.03511992,0.014665122,0.07991187,0.022309873,0.0185806,0.12519632,0.0064930073,0.6867552,0.0028429048,-5.742121,0.56867605,0.032045282,0.6045191,0.0038782016,0.0077097975,0.036816895,0.004890821,0.005223771,0.010890569,0.22780998,0.001975467
Adenosine,COC1O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(NC(C)O)ncnc21,3,5.393604010986232,0.47223890307973054,4.46801576094996,6.319192261022504,4.040136040327368e-06,4.795211189057456e-07,3.40395836195913e-05,0.77577543,0.11641325,0.94255096,0.37102407,0.14321983,0.25421533,2.4992898,0.18704467,0.05169136,0.011881848,0.020417023,0.29585573,0.02346457,0.01692454,0.03506846,0.01912121,0.012850272,0.10426309,0.0038315784,0.47477064,0.0023830403,-5.5825634,0.6910027,0.0702526,0.7513923,0.0028066388,0.0072575174,0.02777401,0.0028103357,0.005670694,0.0042142845,0.18318145,0.0010688445
Remdesivir,CCC(CC)COC(=O)O[C@H](C)N[P@](=O)(O)Oc1ccccc1,2,5.393587517585156,0.4720211952614431,4.468425974872728,6.318749060297584,4.040289477343569e-06,4.800107235276827e-07,3.400744662695387e-05,0.041570287,0.4543119,0.41026124,0.14976034,0.23413472,0.47858438,2.8352125,0.10581885,0.0076170703,0.023041079,0.1226332,0.02132977,0.0087875705,0.025008217,0.038848322,0.037768163,0.037362386,0.15504424,0.07910849,0.7436203,0.2905494,-5.0982594,0.99209034,0.812123,0.84967744,0.18859749,0.25659037,0.37526232,0.13682719,0.26917845,0.19081947,0.51386154,0.07020117
Guanosine,C[C@@]12O[C@H](CO)[C@@H](Oc3nc4c(=O)[nH]c(NCO)nc4n31)[C@H]2O,3,5.3935482318987615,0.47716002304601013,4.458314586728582,6.328781877068941,4.040654972949038e-06,4.690489012163107e-07,3.4808508383837675e-05,0.78270996,0.0992555,0.96063596,0.3726663,0.22028823,0.3585298,2.175043,0.14676002,0.042900506,0.008007547,0.013171755,0.24387343,0.024121253,0.021992153,0.057062943,0.009054203,0.011294621,0.10642688,0.003406946,0.54670346,0.004409734,-5.82973,0.6581836,0.042000912,0.74153244,0.0077403523,0.0077022277,0.042423144,0.007936322,0.009261777,0.008501889,0.17579958,0.0018669456
