Starter_Name,Canonical_SMILES,DORAnet_gen,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
Remdesivir,Oc1ccc(O)cc1,2,5.711720855327476,0.4722756610306925,4.786060559707319,6.6373811509476335,1.942133791464324e-06,2.3047236005538156e-07,1.6365882932952228e-05,0.42185897,0.12289454,0.3106398,0.051557817,0.08716297,0.89759713,2.0424883,0.6433612,0.09675584,0.16257274,0.63203543,0.1620919,0.031998083,0.043915175,0.4792374,0.056991506,0.3872717,0.4230536,0.020393267,0.3953107,0.013960163,-4.4588084,0.99945307,0.6833851,0.70027745,0.7595253,0.22138306,0.088545464,0.11267865,0.05398673,0.09742738,0.22511928,0.05341689
Remdesivir,O=C(O)c1ccccc1O,2,5.707311367385478,0.47358380743818373,4.779087104806639,6.635535629964318,1.961953150361287e-06,2.314538291132646e-07,1.663079059421782e-05,0.03964021,0.031080345,0.4491768,0.11686651,0.32987094,0.39784798,2.1243396,0.06017361,0.0051586377,0.008823504,0.01566829,0.008925986,0.004371348,0.020862684,0.039596904,0.0022111512,0.02041866,0.06680499,0.008507202,0.5465117,0.003701958,-4.781301,0.95558816,0.16226146,0.80940676,0.031910248,0.021814913,0.19639784,0.021337915,0.02971122,0.015504157,0.1087202,0.0010808532
Remdesivir,CC(=O)Oc1ccccc1,2,5.7065421589659,0.4765180466207802,4.77256678758917,6.640517530342629,1.965431177861439e-06,2.2881393487244354e-07,1.6882362156235185e-05,0.09606983,0.04678115,0.3956031,0.015896771,0.14387004,0.6777428,1.8449357,0.01582918,0.0022911963,0.005935767,0.0069463877,0.0018554917,0.0014562075,0.0093714595,0.009456266,0.0024481607,0.0042957175,0.0977822,0.0036682598,0.9905095,0.004722796,-4.004525,0.99999696,0.9824934,0.94075906,0.69618195,0.24019651,0.27465898,0.023804242,0.17550598,0.012548554,0.31720525,0.0011924577
Remdesivir,CCN[P@@](=O)(Oc1ccc(C(=O)OCC(CC)CC)cc1)OP(=O)(O)O,2,5.7054945474633865,0.4720449711314208,4.7802864040458015,6.630702690880971,1.9701779425067045e-06,2.340438906965292e-07,1.6584928209781785e-05,0.032065403,0.39392442,0.522195,0.20886874,0.444588,0.37305215,2.9647489,0.21603575,0.019512903,0.032835826,0.1841276,0.047742594,0.01216196,0.047553852,0.09109519,0.09309067,0.11628882,0.26197293,0.1334498,0.5327188,0.21042971,-5.62209,0.7601126,0.33347932,0.71021956,0.3762606,0.48402333,0.32821235,0.36678675,0.118058026,0.39643154,0.36188686,0.114245966
Remdesivir,CCC(CC)c1cccc(O[P@](=O)(N[C@@H](C)C(=O)OC)OP(=O)(O)O)c1,2,5.70116358735414,0.47513946939999335,4.769890227330153,6.632436947378126,1.989923645693747e-06,2.33111153087568e-07,1.698672956331523e-05,0.074659444,0.4852733,0.52120465,0.20797661,0.45056757,0.42439348,2.9466805,0.33071375,0.035337493,0.0778222,0.22147122,0.094841234,0.027845424,0.05468474,0.09318494,0.18158269,0.1322309,0.25054342,0.19235484,0.44004363,0.27359703,-5.833389,0.7044498,0.33136958,0.64797556,0.2877986,0.53989005,0.30512205,0.4133296,0.11670606,0.45775992,0.43152612,0.31477374
Remdesivir,O=C(O)c1ccc(O)cc1,2,5.6987546678914764,0.47293919818785196,4.771793839443287,6.625715496339666,2.000991906862873e-06,2.3674701047928868e-07,1.691243578208138e-05,0.05432279,0.03344224,0.4820799,0.1210178,0.24637036,0.47675744,1.9431984,0.1287978,0.012027581,0.015211071,0.048422914,0.018995767,0.005588001,0.0313383,0.07615838,0.0034630843,0.07048308,0.14266184,0.008772612,0.29730168,0.004364828,-4.92356,0.92088187,0.08159581,0.65525925,0.04405245,0.029339228,0.113972805,0.033160437,0.014022621,0.018078525,0.09501132,0.0017245658
Remdesivir,O=CC=CC=CC(=O)O,2,5.6937599376222465,0.4763550704517906,4.760103999536737,6.627415875707756,2.0241377400793538e-06,2.3582189466121898e-07,1.7373847312606337e-05,0.541715,0.012506139,0.3142361,0.10312279,0.376103,0.79601943,2.0081124,0.32330617,0.03577469,0.06241102,0.005376025,0.06321247,0.04024058,0.0131296115,0.010618029,0.0017198769,0.032750778,0.037270717,0.032208133,0.6346763,0.0010577808,-4.886518,0.541469,0.102785565,0.55934334,0.008256191,0.015814634,0.08896297,0.010012074,0.014711037,0.00594662,0.16047312,0.00060401455
Guanosine,CC(=O)OP(=O)(O)OP(=O)(O)O,3,5.693192348396923,0.4789084103097144,4.754531864189882,6.631852832603963,2.0267848606269547e-06,2.3342489245930663e-07,1.7598195410897553e-05,0.015540279,0.01676559,0.13854423,0.118184015,0.38920966,0.29029554,2.6755893,0.11903262,0.0010987059,0.009374097,0.002338243,0.007352732,0.003251801,0.013614148,0.004190693,0.0020023864,0.02036799,0.06714559,0.0023959582,0.6651608,0.002516117,-6.0626154,0.14396107,0.010585414,0.28583416,0.0029547766,0.058359157,0.058089864,0.02422097,0.005573101,0.08445217,0.043345112,0.00041250754
Adenosine,Nc1ncnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,3,5.692370863729733,0.4732519205872829,4.764797099378659,6.619944628080808,2.0306222300371336e-06,2.3991387862504363e-07,1.718711174506665e-05,0.72509164,0.086687624,0.8314555,0.48164433,0.19954158,0.31537873,2.200066,0.1456385,0.04039467,0.013340654,0.012147444,0.23295501,0.020405415,0.026201349,0.07776626,0.01011098,0.016182892,0.092655145,0.0026736693,0.50696886,0.0015566592,-6.3083987,0.5278402,0.02734669,0.5630115,0.0033960394,0.005036162,0.02789906,0.00390057,0.0077220807,0.0066249617,0.13551924,0.0024252008
Remdesivir,CCC(CC)COC(=O)C(C)(C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.684765667655193,0.47334778070795075,4.75700401746761,6.612527317842776,2.0664948740271384e-06,2.4404655538853525e-07,1.7498305016359403e-05,0.017203042,0.39630938,0.42209682,0.13530615,0.39918476,0.424053,2.9020889,0.19625501,0.007043718,0.026902389,0.11211133,0.022830931,0.01048563,0.037892845,0.029590469,0.06393683,0.09070629,0.23720613,0.11986375,0.4715878,0.22563171,-5.6153283,0.72868663,0.32842287,0.6738681,0.15423846,0.4064861,0.28540018,0.28030103,0.09017186,0.3348472,0.35014373,0.15952964
Adenosine,CC(Cl)[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.683029990617546,0.4710670640250807,4.759738545128387,6.606321436106704,2.0747702372803276e-06,2.4755891117631276e-07,1.7388473382153704e-05,0.9241451,0.12517636,0.9607213,0.4446566,0.21669197,0.49847475,2.555554,0.32598472,0.09621294,0.023863513,0.05334533,0.4447174,0.034771822,0.01679442,0.08492921,0.02894109,0.017079193,0.12433146,0.010887591,0.67310226,0.008220041,-5.5904665,0.8430935,0.11244842,0.7696152,0.006195803,0.007598764,0.050863452,0.0045958245,0.009075527,0.0066668936,0.26656014,0.0023930334
Remdesivir,O=CC=CC=C(O)C=O,2,5.680847296855067,0.4742956897611954,4.751227744923124,6.610466848787009,2.0852239439437147e-06,2.4520716218476275e-07,1.773259336168924e-05,0.7037817,0.02273188,0.3203233,0.10654964,0.4020508,0.86599815,2.2308884,0.46579337,0.059216104,0.13563325,0.014451666,0.11820541,0.07599695,0.013163336,0.021618148,0.004081034,0.047538392,0.047124486,0.055422585,0.7156235,0.0019010181,-4.7543516,0.76173764,0.25840038,0.59223145,0.030152906,0.03028191,0.10771157,0.01563825,0.02567702,0.011345938,0.2235688,0.002210299
Remdesivir,CCC(C)(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.680143925299812,0.4729037308467008,4.753252612840279,6.607035237759345,2.0886038523112365e-06,2.4715236025482015e-07,1.7650108813008034e-05,0.05939301,0.5009545,0.24233055,0.21971667,0.3751621,0.56110775,2.9465022,0.22669479,0.010457622,0.036402695,0.08764887,0.03349201,0.0160783,0.043771915,0.03686279,0.07618612,0.11304388,0.27085397,0.070892975,0.6014779,0.20198879,-5.646271,0.5921333,0.31545907,0.57982177,0.24029091,0.31957,0.17201154,0.1742313,0.14040303,0.56134325,0.35257643,0.16511202
Guanosine,O=C(O)CC(=O)OP(=O)(O)O,3,5.679012689424159,0.47601729130312703,4.74601879847003,6.612006580378288,2.0940512699641566e-06,2.4433935304056034e-07,1.794655943330822e-05,0.01768171,0.0047998647,0.2583268,0.13306475,0.41723958,0.26981053,2.2055993,0.07610317,0.0014152983,0.0036884989,0.00042022773,0.0042218845,0.0017716077,0.012386379,0.004227047,0.0003472656,0.012439963,0.05152441,0.0012442967,0.52759564,0.00040500629,-6.0138235,0.08091201,0.0036372363,0.327051,0.0012897351,0.02619106,0.04989358,0.015677689,0.0014482697,0.0111250635,0.02664094,0.00011617238
Guanosine,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.676937461340754,0.47141162563537964,4.752970675095409,6.600904247586098,2.1040814069046934e-06,2.5066618561068634e-07,1.7661570730397298e-05,0.9245879,0.079191744,0.9571821,0.40610942,0.14695391,0.53280973,2.1211956,0.28554407,0.09565258,0.014966886,0.039724417,0.39073816,0.055803973,0.026183814,0.08721622,0.01786961,0.025133315,0.13441923,0.00708796,0.5778521,0.0049721925,-5.866404,0.47750482,0.03260903,0.5570594,0.005161834,0.008879442,0.020628396,0.0065301843,0.0044942303,0.00682249,0.17259192,0.0015313977
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1CC=C(C)C)OP(=O)(O)O,2,5.674505257286836,0.4725152275502424,4.748375411288361,6.6006351032853114,2.1158980713985635e-06,2.508215785237159e-07,1.7849439728826378e-05,0.06219422,0.69047695,0.31215757,0.21320018,0.42562038,0.5618384,2.847405,0.3506308,0.017137224,0.082922384,0.26115802,0.07285674,0.01680511,0.035751734,0.06618018,0.17760876,0.14008085,0.25820374,0.1589924,0.5600848,0.38094726,-5.649598,0.72646654,0.48004776,0.6027514,0.40088946,0.4624075,0.24016905,0.3063285,0.20427182,0.6579461,0.53137964,0.3179976
Remdesivir,CCC(CC[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)COC=O,2,5.672903796302721,0.47348417864249437,4.744874806163432,6.60093278644201,2.123714849264265e-06,2.5064971408869023e-07,1.7993895494289912e-05,0.06261963,0.38027692,0.4339214,0.22646964,0.4592278,0.49989063,2.8995106,0.18382476,0.014073695,0.027005274,0.055168964,0.034380913,0.015836144,0.04086172,0.047904044,0.0518016,0.070423245,0.22225031,0.10954319,0.62743753,0.17239165,-5.7662177,0.669098,0.27089533,0.67311037,0.22441006,0.3985291,0.2751291,0.24923778,0.09410105,0.3973444,0.31308395,0.13277164
Remdesivir,CC(C)=CCOc1ccccc1,2,5.672872068304489,0.47252851808499713,4.746716172857894,6.599027963751084,2.1238700059267744e-06,2.517514822488605e-07,1.7917764621605575e-05,0.08489545,0.33481202,0.19295254,0.019713297,0.081173874,0.778937,1.6825683,0.031693608,0.0025831824,0.01883512,0.050219286,0.0028007138,0.0007582213,0.007850693,0.02881133,0.015386535,0.01224806,0.120372795,0.004189863,0.9928945,0.038132958,-4.241931,0.9999994,0.99139434,0.8684031,0.95483434,0.7538987,0.17535816,0.1332347,0.34219545,0.17990936,0.4879046,0.021518055
Brincidofovir,Nc1ccn(C(O)[C@H](O)CO)c(=O)n1,2,5.6728495140979005,0.4719532341436545,4.7478211751763375,6.5978778530194635,2.1239803076891745e-06,2.5241906108964966e-07,1.787223329322646e-05,0.11897342,0.017803958,0.47699648,0.122563146,0.12482319,0.25591686,1.5405796,0.0146810515,0.0021080484,0.002239947,0.0005791338,0.011062745,0.009093849,0.031089207,0.0059241876,0.0011948601,0.0039574853,0.052771248,0.0006237483,0.49539137,0.00084704795,-5.785655,0.8546814,0.052261192,0.8033536,0.00068856915,0.00227399,0.0722061,0.0011203586,0.020827318,0.001640059,0.09138997,0.00043411256
Remdesivir,CCC(CC)COC1O[P@](=O)(Oc2ccccc2)N[C@H]1C,2,5.670636351968962,0.4777925947588824,4.734162866241553,6.607109837696372,2.1348317247572197e-06,2.47109909871875e-07,1.844323643431753e-05,0.7143151,0.63584936,0.49100953,0.18522148,0.14057353,0.5779911,3.4347427,0.19742274,0.017092943,0.033876803,0.12247546,0.02746043,0.010798407,0.027159046,0.062348593,0.06861996,0.018338645,0.10963001,0.027924549,0.9267827,0.43388185,-4.9591866,0.9996418,0.9532404,0.8842758,0.11331271,0.3405531,0.20948835,0.08043026,0.3697618,0.083822586,0.72309786,0.32651573
Inosine,O=C1N=C2NC=Nc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,5.670250268338334,0.471980250134134,4.745168978075432,6.595331558601236,2.1367304135259133e-06,2.539033560844118e-07,1.798171135071074e-05,0.7635319,0.14776754,0.9119953,0.42791605,0.18413325,0.37772954,2.3263972,0.2243428,0.071466744,0.009028647,0.046035238,0.22760347,0.032285355,0.029211152,0.22193035,0.016038723,0.028931579,0.14974856,0.0042832615,0.6485905,0.004114871,-5.9297047,0.65673566,0.058142968,0.6299553,0.047421258,0.030391071,0.030362736,0.017540429,0.012242393,0.018735182,0.18289706,0.0029405218
Adenosine,NC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,5.669406810473407,0.470421401434035,4.747380863662698,6.591432757284116,2.140884261614182e-06,2.5619299023043067e-07,1.7890362329995105e-05,0.7188531,0.17340966,0.9085886,0.42618442,0.14573069,0.28774634,2.7931209,0.17756335,0.05477645,0.006986088,0.017535308,0.2640609,0.028018141,0.02446644,0.15920886,0.011749669,0.01589547,0.12766296,0.0021002665,0.6238984,0.0017835752,-6.0146823,0.7303411,0.067971714,0.6957165,0.021606158,0.0069516674,0.015567104,0.0024941242,0.011614729,0.016170312,0.15948789,0.0019600238
Brincidofovir,CC[C@](O)(CO)Cn1ccc(N)nc1=O,2,5.668061530461887,0.474522836621867,4.7379967706830275,6.598126290240746,2.147526192945458e-06,2.522747066031784e-07,1.8281138095390442e-05,0.2616687,0.0377753,0.34617803,0.14598735,0.11451332,0.38510352,1.9334793,0.027459865,0.0047498024,0.007248898,0.0010281845,0.021046106,0.017938767,0.036775075,0.005636488,0.0026084196,0.0078922305,0.06939838,0.0012357625,0.5383242,0.0022106036,-5.145667,0.9434961,0.15926328,0.8098952,0.0007142949,0.00305685,0.08930248,0.0021019056,0.04787677,0.0030386758,0.17158401,0.0019237373
Remdesivir,O=C(O)c1cccc(O)c1,2,5.6671564560321315,0.4733415640169778,4.739406990558855,6.594905921505408,2.1520063276213792e-06,2.5415232001809853e-07,1.822187274856537e-05,0.053732775,0.030532226,0.44587907,0.12843564,0.30656967,0.43973112,1.906051,0.08044394,0.0065434226,0.011290254,0.023873303,0.011743882,0.0055472017,0.024726111,0.062141787,0.0026132804,0.027325949,0.082633704,0.0069940584,0.5098125,0.0036348284,-4.8793097,0.94496554,0.14505129,0.76288605,0.04464689,0.022540169,0.1579964,0.022834197,0.027658701,0.01786314,0.108305946,0.0012251951
Adenosine,C[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.6665396475767835,0.4700708874567662,4.745200708161522,6.587878586992045,2.1550648945751094e-06,2.582982197978996e-07,1.7980397632875178e-05,0.9416193,0.09882728,0.94485426,0.47483635,0.17839393,0.4988204,2.4253697,0.30855507,0.10403614,0.02450495,0.045878503,0.44885215,0.04804598,0.019545285,0.08972821,0.020701516,0.023094105,0.12762858,0.008893986,0.67718637,0.0037657649,-5.590453,0.7342206,0.06054739,0.68786514,0.004495306,0.0052240286,0.029994804,0.0040871436,0.0068241186,0.005372998,0.21936461,0.0017708329
Adenosine,NC(=O)OP(=O)(O)O,3,5.664334328560654,0.478858515334192,4.7257716385056385,6.60289701861567,2.166036005083209e-06,2.495186323865225e-07,1.8803052623537234e-05,0.016614988,0.0071939356,0.12388633,0.07937766,0.333291,0.30936474,2.4163322,0.038316213,0.00052204344,0.0032687844,0.00068771624,0.00238057,0.0023644366,0.012860825,0.002342175,0.00043822653,0.006292595,0.036817353,0.0010660368,0.6590924,0.00049011887,-5.671394,0.374363,0.01809146,0.4795649,0.0010322599,0.0077599445,0.055266164,0.004149207,0.007839533,0.013636011,0.036088422,0.00012419836
Remdesivir,CCC(CC)COC1=[N+]([P@@](=O)(Oc2ccccc2)OP(=O)(O)O)[C@H]1C,2,5.664257070977715,0.47314869883168453,4.736885621267613,6.591628520687817,2.166421360178992e-06,2.560775342161794e-07,1.8327970566436586e-05,0.03399696,0.41088945,0.21262327,0.07089589,0.32840535,0.46101308,2.9611602,0.15767232,0.0055528777,0.016242743,0.047953665,0.0155492965,0.008724751,0.0526434,0.029590493,0.046464648,0.07305823,0.22458982,0.024522174,0.41611466,0.10468805,-5.6881638,0.32586855,0.14304093,0.4454515,0.17101479,0.26410335,0.08560888,0.118038535,0.084560566,0.46958047,0.19053856,0.10036955
Remdesivir,CCC(CC)C(OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)O,2,5.663794364815985,0.47482999524273284,4.733127574140228,6.594461155491741,2.1687307395084615e-06,2.544127336789657e-07,1.8487254755196174e-05,0.009954336,0.07735236,0.51785076,0.13969864,0.36539382,0.24754699,2.9385552,0.077309415,0.0044605504,0.0058466205,0.004591,0.009793034,0.0038883947,0.03209755,0.0077362256,0.008595829,0.047553483,0.18664369,0.021951381,0.24634643,0.03256625,-6.2356696,0.27294502,0.020775069,0.5940095,0.02866501,0.20933643,0.15153249,0.18324189,0.007989102,0.09545769,0.10365327,0.021480834
Remdesivir,CC(C)=CCc1ccc(O)cc1,2,5.657678681706413,0.47085849220411174,4.734796036986354,6.580561326426472,2.1994865890520716e-06,2.6268705616839713e-07,1.841636708707358e-05,0.09343396,0.34164652,0.14996226,0.056591947,0.09755341,0.78436077,1.7743915,0.3085401,0.020936623,0.11970272,0.5989167,0.06466568,0.0073681995,0.016848389,0.10321929,0.07851753,0.2572809,0.3846142,0.033232026,0.7230603,0.0771247,-4.524356,0.9997938,0.8649742,0.8017166,0.6388343,0.37320942,0.1923966,0.14885603,0.21229775,0.31758314,0.42372626,0.04682728
Remdesivir,CCC(CC)CC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1,2,5.656716325418778,0.47991009598185297,4.716092537294346,6.5973401135432095,2.2043658513133212e-06,2.5273179764839204e-07,1.922682009802584e-05,0.069719896,0.5436484,0.316804,0.16620603,0.21983138,0.55216056,3.2333367,0.1293017,0.006793129,0.042219486,0.110698596,0.023748193,0.010685211,0.023886018,0.029251728,0.043674856,0.037471704,0.1410661,0.07760784,0.7677765,0.31278962,-5.148185,0.99368274,0.8011097,0.793853,0.11737386,0.2560532,0.32043427,0.15294528,0.25827396,0.23383546,0.5177485,0.1328824
Remdesivir,CCC(CC)COC(=O)[C@@](C)(N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)O,2,5.655918816633329,0.4724274136934029,4.729961085794259,6.581876547472398,2.208417517478331e-06,2.6189273585788184e-07,1.8622539932347563e-05,0.021751782,0.24325168,0.4696091,0.22461267,0.48249453,0.32138953,2.9812653,0.22790937,0.01437982,0.020294186,0.020911086,0.03129915,0.015810382,0.06525427,0.030776074,0.039149575,0.116439365,0.28708196,0.06688863,0.44572973,0.09788036,-6.1149178,0.28040367,0.060787152,0.5268987,0.153657,0.5679579,0.1843889,0.42974004,0.024925986,0.37577355,0.19778883,0.15299264
