Canonical_SMILES,drugName,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,Remdesivir,6.628575923389479,0.469759719218486,5.707846873721246,7.549304973057712,2.3519282931902937e-07,2.8228969659161543e-08,1.959535457049092e-06
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,Brincidofovir,5.503280745595453,0.4710956756651262,4.579933221291806,6.4266282698991,3.1384791975246847e-06,3.7443094164177e-07,2.6306724626190335e-05
CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N/O)[nH]c2=O)[C@H](O)[C@@H]1O,Molnupiravir,5.244612545766213,0.47722337299076667,4.30925473470431,6.1799703568281155,5.693606573552614e-06,6.607385457895652e-07,4.9062001938548753e-05
NC(=O)c1nc(F)c[nH]c1=O,Favipiravir,4.908812453632937,0.48148545242433294,3.965100966881244,5.852523940384629,1.2336374540271739e-05,1.404352266844581e-06,0.00010836749467411737
