Starter_Name,Canonical_SMILES,DORAnet_gen,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI
Remdesivir,CCC(CC)CC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1,2,5.656716325418778,0.47991009598185297,4.716092537294346,6.5973401135432095,2.2043658513133212e-06,2.5273179764839204e-07,1.922682009802584e-05
Remdesivir,CCC(CC)COC(=O)[C@@](C)(N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)O,2,5.655918816633329,0.4724274136934029,4.729961085794259,6.581876547472398,2.208417517478331e-06,2.6189273585788184e-07,1.8622539932347563e-05
Remdesivir,CCC(CC)COC(=O)C(C)(N[P@](=O)(O)Oc1ccccc1)C(=O)OCC(CC)CC,2,5.652304003880268,0.4709242974451965,4.729292380887682,6.575315626872853,2.226875802078315e-06,2.6587920597842986e-07,1.8651236074039764e-05
Guanosine,O=C(O)CC(=O)O,3,5.650949586183893,0.47552979988789396,4.718911178403621,6.582987993964165,2.2338315156372303e-06,2.6122335683867967e-07,1.9102439003322885e-05
Adenosine,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,3,5.645439736082341,0.4721122901580117,4.720099647372638,6.570779824792044,2.2623524483465043e-06,2.6867061856631035e-07,1.905023566719558e-05
Remdesivir,CCCC(CC)OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.642351311980146,0.47415389045851936,4.713009686681448,6.571692937278844,2.2784981905107883e-06,2.68106326857161e-07,1.9363787736821445e-05
Remdesivir,CCC(CC)C1OC(O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OP(=O)(O)O1,2,5.64069523343582,0.4725069519973955,4.714581607520925,6.566808859350715,2.287203287409609e-06,2.7113846974790525e-07,1.929382755166095e-05
Remdesivir,CCC(C)COC(=O)C(C)(C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.637987810617102,0.4762813118199789,4.704476439449944,6.571499181784261,2.301506413092744e-06,2.682259661011416e-07,1.9748020098507847e-05
Guanosine,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,3,5.62918996509899,0.47570285972407717,4.696812360039799,6.561567570158181,2.348605290807148e-06,2.744305334664376e-07,2.009961042721188e-05
Adenosine,NC(=O)O,3,5.626957119833771,0.4778164170800386,4.690436942356896,6.563477297310647,2.3607113070515946e-06,2.7322642689159707e-07,2.03968479134426e-05
Adenosine,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,3,5.62566932211431,0.4734121731248699,4.697781462789565,6.5535571814390545,2.367721827792262e-06,2.795392647615705e-07,2.0054809325572164e-05
Brincidofovir,CC(O)[C@@H](O)Cn1ccc(N)nc1=O,2,5.625463376188218,0.4723835727306728,4.699591573636099,6.551335178740337,2.368844886731397e-06,2.8097315056319713e-07,1.9971396149936926e-05
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,3,5.625424597007206,0.4749494608260135,4.694523653788219,6.556325540226193,2.3690564159353906e-06,2.777630419701434e-07,2.020581378313071e-05
Adenosine,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,3,5.624362423197559,0.47036280710505773,4.702451321271646,6.546273525123473,2.374857616432553e-06,2.84267018757318e-07,1.9840320284016475e-05
Remdesivir,CCC(CC)COC(=O)[C@@](C)(N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(C)=O,2,5.624137722798799,0.473711024296595,4.695664115177473,6.552611330420125,2.3760866661850396e-06,2.801487374580838e-07,2.0152822734270095e-05
Remdesivir,CCC(O)(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.621634822440571,0.47268136696928603,4.6951793431807705,6.5480903017003715,2.3898199241392893e-06,2.8308033331689457e-07,2.0175330454410854e-05
Remdesivir,CCC(CC)COC(=O)[C@](C)(O)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.620143307345645,0.472532282888144,4.693980032884882,6.546306581806407,2.3980414890552395e-06,2.842453823620126e-07,2.0231121911090008e-05
Remdesivir,CC(C)C(C)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.619334048338256,0.4737886187903823,4.690708355509107,6.547959741167405,2.4025141359777877e-06,2.8316544762696957e-07,2.0384104847343477e-05
Adenosine,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,5.61787380575314,0.4708529600472844,4.695002004060463,6.5407456074458175,2.4106057838638023e-06,2.879084374814706e-07,2.0183570499116084e-05
Adenosine,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.615975319616828,0.47095563859804496,4.6929022679646595,6.539048371268996,2.4211666345363414e-06,2.890357939367216e-07,2.028139073140335e-05
Remdesivir,CCC(CC)[C@](C)(N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)OC,2,5.615952703649773,0.4812028750252448,4.672795068600293,6.559110338699253,2.421292720528423e-06,2.759876581182308e-07,2.1242465980027335e-05
Remdesivir,CCC(CC)C(C)OC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.6156906659079215,0.47783275082898297,4.679138474283115,6.552242857532728,2.4227540826917976e-06,2.803865277638331e-07,2.0934448570024722e-05
Remdesivir,CCC(CO)CC(CC)(CC)CO,2,5.615537090854492,0.47177697902048726,4.690854211974337,6.540219969734647,2.42361096758764e-06,2.882571113836383e-07,2.0377260057926553e-05
Adenosine,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,2,5.614788533645848,0.4713800435394702,4.690883648308486,6.53869341898321,2.4277919460196385e-06,2.892721217208377e-07,2.037587894088875e-05
Remdesivir,CCC(CC)(COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)O,2,5.613371368142736,0.47359316825289705,4.685128758367058,6.541613977918414,2.4357271209028706e-06,2.873333405955133e-07,2.0647679086617025e-05
Adenosine,CC(=O)[C@]1(O)[C@@H](C)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,3,5.6124311540336205,0.47139610706255125,4.68849478419102,6.536367523876221,2.441005994664635e-06,2.908254951113109e-07,2.048826655898279e-05
Brincidofovir,Nc1ccn(C[C@H](O)C(O)O)c(=O)n1,2,5.612347907720558,0.47162317413735483,4.687966486411343,6.536729329029773,2.4414739357374547e-06,2.905833130209295e-07,2.0513204687896185e-05
Remdesivir,CC(C)=CCc1cccc(O)c1,2,5.611279003603907,0.47111287231865906,4.687897773859335,6.534660233348479,2.4474903965499317e-06,2.9197103316483915e-07,2.0516450472065243e-05
Remdesivir,CCC(O)(CC)COC(O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.6107101639237715,0.47174954372659567,4.686081058219644,6.535339269627899,2.4506982241484883e-06,2.9151488181984273e-07,2.060245346087078e-05
Remdesivir,CCC(CC)c1ccc(O[P@](=O)(N[C@@H](C)C(=O)OC)OP(=O)(O)O)cc1,2,5.6091743321333,0.4777415614228215,4.6728008717445695,6.54554779252203,2.459380174937901e-06,2.847424434269248e-07,2.1242182135133138e-05
Guanosine,C[C@H]1O[C@](C)(n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.6090024952752895,0.47195228520837773,4.683976016266869,6.53402897428371,2.4603534679402735e-06,2.9239572973209107e-07,2.0702556746475503e-05
Brincidofovir,CC([C@H](O)CO)n1ccc(N)nc1=O,2,5.608148642289121,0.47305888565491083,4.680953226405496,6.535344058172747,2.46519545128765e-06,2.915116675851523e-07,2.0847153952334132e-05
Adenosine,C[C@@]1(C=O)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.607847725433779,0.4736530253514248,4.679487795744986,6.536207655122572,2.4669041442402277e-06,2.9093257100080477e-07,2.0917616875742578e-05
Adenosine,Nc1nc(C(O)O)nc2c1nc1n2[C@@H]2OC[C@@H](O)[C@H]2O1,3,5.607509986206558,0.4708274252803663,4.68468823265704,6.530331739756075,2.4688233359066785e-06,2.948955779654749e-07,2.066863364302793e-05
Adenosine,Cc1nc(NC=O)c2ncn([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)c2n1,3,5.604299678866098,0.4722240837980221,4.678740474621974,6.529858883110221,2.487140509308705e-06,2.952168329656777e-07,2.0953642280159346e-05
Remdesivir,CCC(CC)COC(O)[C@H](C)N[P@@]1(=O)Oc2ccc(cc2)OP(=O)(O)O1,2,5.601588562599122,0.47159288715752573,4.6772665037703725,6.525910621427872,2.5027152353424208e-06,2.979129476456747e-07,2.1024878571792443e-05
Guanosine,Cc1nc2c(=O)[nH]c(NC=O)nc2n1[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,3,5.601422949661304,0.4731377303834262,4.674072998109788,6.528772901212819,2.503669797462867e-06,2.959559658005638e-07,2.1180051017967385e-05
Guanosine,CC(O)[C@H]1O[C@](C)(n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.600232351105186,0.4721020862286511,4.674912262097029,6.5255524401133425,2.5105429111227574e-06,2.981587505987696e-07,2.1139160584524995e-05
Brincidofovir,CCCCCCCCCCCOCCCOP(=O)(O)COCCn1c(CO)cc(N)nc1=O,2,5.6000718059481205,0.472045084164799,4.674863440985114,6.5252801709111266,2.511471152282856e-06,2.9834573178433006e-07,2.114153707185786e-05
Remdesivir,CCC(C)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.599735066001486,0.4748117299467245,4.669104075305906,6.530366056697066,2.513419232797173e-06,2.948722769226262e-07,2.1423771355258226e-05
Adenosine,C[C@]1(O)[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(NC=O)ncnc21,3,5.5995718405471715,0.47358092403108215,4.67135322944625,6.527790451648093,2.5143640550731787e-06,2.9662622744768063e-07,2.1313107259064363e-05
Adenosine,CC(O)(O)[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.598730888096683,0.47230019530934314,4.673022505290371,6.524439270902995,2.5192374974194362e-06,2.989239614809305e-07,2.123134437588074e-05
Guanosine,NC1=Nc2c3ncn2[C@@H]2O[C@H](C(=O)N=C3N1)[C@@H](O)[C@H]2O,3,5.597755889723329,0.4709246974301662,4.674743482760204,6.520768296686454,2.5248995810813675e-06,3.014613941790395e-07,2.114737746737364e-05
Brincidofovir,CCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)c1cn(C)c(=O)nc1N,2,5.597464635520588,0.4732241160309752,4.669945368099876,6.524983902941299,2.5265934415598294e-06,2.985493273719865e-07,2.1382310505021542e-05
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)c(=O)[nH]1,3,5.597205599908581,0.47373749555018657,4.668680108630215,6.525731091186947,2.528100881618652e-06,2.980361254473808e-07,2.144469586714382e-05
Adenosine,Cc1nc2c(NC=O)ncnc2n1[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,3,5.596922339712384,0.4739853769633103,4.6679110008642954,6.525933678560472,2.5297503244896644e-06,2.978971315662979e-07,2.1482706700152647e-05
Adenosine,CC(N)Nc1ncnc2c1ncn2[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,3,5.596885728587029,0.4712293002377788,4.673276300120983,6.520495157053076,2.5299635920167276e-06,3.016510510980465e-07,2.1218940738415457e-05
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,3,5.596448255496789,0.47496901800322183,4.665508980210474,6.527387530783104,2.5325133564506923e-06,2.9690155296929345e-07,2.1601853666506315e-05
Brincidofovir,Nc1ccn(C(CO)[C@H](O)CO)c(=O)n1,2,5.5963322697971964,0.473161810487725,4.6689351212412555,6.523729418353137,2.5331897973740903e-06,2.994129509870482e-07,2.1432107490225997e-05
Adenosine,Nc1nc(C(O)O)nc2c1nc1n2[C@@H]2OC[C@@H](O1)[C@H]2O,3,5.596310092163358,0.4708039705484326,4.67353430988843,6.519085874438286,2.5333191602662762e-06,3.026314965988471e-07,2.1206338533491164e-05
Adenosine,C[C@H]1O[C@@H](n2cnc3c(NC(O)CO)ncnc32)[C@H](O)[C@@H]1O,3,5.595831810227319,0.47108080683930376,4.672513428822283,6.519150191632354,2.5361106030980587e-06,3.025866814600843e-07,2.1256246177493624e-05
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)OP(=O)(O)O,2,5.59438665375008,0.47381308379567316,4.665713009510561,6.523060297989599,2.5445638106203483e-06,2.9987461404145263e-07,2.1591707610914054e-05
Adenosine,CC(O)[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@@](C)(O)[C@@H]1O,3,5.593324249756773,0.4726996541760647,4.6668329275716856,6.51981557194186,2.5507961348604914e-06,3.0212344493610943e-07,2.153610065910368e-05
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1C(=O)O)OP(=O)(O)O,2,5.593194580811067,0.47160322424116935,4.668852261298375,6.517536900323759,2.5515578494164096e-06,3.0371280279516145e-07,2.1436196956469603e-05
Adenosine,O[C@@H]1[C@H](O)[C@H]2C=Nc3ncnc4c3ncn4[C@@H]1O2,2,5.592951654853788,0.4707577827262972,4.670266400710246,6.5156369089973305,2.552985482157135e-06,3.0504442414252223e-07,2.136651043672214e-05
Brincidofovir,Nc1ccn(C(C(=O)O)[C@H](O)CO)c(=O)n1,2,5.592339160651424,0.47381596489814937,4.663659869451051,6.521018451851797,2.5565885488344856e-06,3.012878013442464e-07,2.1694024712814483e-05
Guanosine,CC1(C)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.591820626115966,0.47217950282452514,4.666348800579897,6.517292451652036,2.5596428616027656e-06,3.0388379987748067e-07,2.1560121275288535e-05
Brincidofovir,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OCCCOCCCCCCCCCCO)c(=O)n1,2,5.591736601975536,0.47211550761123083,4.666390207057524,6.517082996893548,2.560138130612212e-06,3.040303945541501e-07,2.1558065789528223e-05
Remdesivir,CCCCOC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1CC)OP(=O)(O)O,2,5.590093193114839,0.4748479320856166,4.659391246227031,6.520795140002647,2.5698442733668618e-06,3.0144276172161705e-07,2.1908303757697632e-05
Adenosine,CCNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,3,5.5900628529931495,0.47349377261103875,4.662015058675514,6.5181106473107855,2.5700238107885616e-06,3.0331183234846873e-07,2.1776342640111006e-05
Guanosine,C[C@]1(O)[C@@H](C=O)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@H]1O,3,5.589787913397998,0.4742484849001729,4.66026088299366,6.519314943802337,2.571651335538267e-06,3.0247191519004946e-07,2.186447818608356e-05
Remdesivir,CCC(CC)c1cccc(O[P@@](=O)(O)N[C@@H](C)C(=O)OC)c1,2,5.589628708759269,0.47542274428832787,4.657800129954147,6.521457287564392,2.5725942300277837e-06,3.009835168649045e-07,2.1988715997835935e-05
Brincidofovir,CCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1c(CCCCC)cc(N)nc1=O,2,5.5890000429592135,0.4722893755459116,4.6633128668892265,6.5146872190292004,2.5763209021599978e-06,3.05712207454344e-07,2.1711365228677562e-05
Brincidofovir,Nc1ccn(CCCCCCCCCCCOCCCOP(=O)(O)COCCO)c(=O)n1,2,5.588858471451131,0.4744436422220475,4.6589489326959175,6.518768010206344,2.57716086929083e-06,3.0285307652700344e-07,2.193062795454767e-05
Remdesivir,CCC(CC)(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.588546955011861,0.4723501823949979,4.662740597517665,6.514353312506056,2.579010112169192e-06,3.059473441100699e-07,2.1739993128615068e-05
Guanosine,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@](C)(O)[C@@H]1O,3,5.588290476038704,0.47206961892470745,4.6630340229462774,6.513546929131131,2.5805336342247466e-06,3.065159445556441e-07,2.1725309745367236e-05
Remdesivir,CCN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.588073377230883,0.47662279923625467,4.653892690727823,6.522254063733942,2.581823935733687e-06,3.004318252154263e-07,2.2187445788566593e-05
Adenosine,Cc1nc(NC=O)c2ncn([C@@H]3O[C@H](C=O)[C@@H](O)[C@H]3O)c2n1,3,5.587970577101297,0.4743474779016107,4.65824952041414,6.517691633788454,2.5824351414040177e-06,3.0360461315557237e-07,2.1965974726942278e-05
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,3,5.587652261780166,0.47370566075048726,4.6591891667092105,6.516115356851121,2.584328626196936e-06,3.047085518423285e-07,2.1918500179269228e-05
Adenosine,COC(=O)OP(=O)(O)O,3,5.587338087763287,0.4801337853461526,4.646275868484828,6.528400307041746,2.586198837976785e-06,2.9620998418778035e-07,2.2580010082686446e-05
Adenosine,O=COP(=O)(O)O,3,5.586966533327602,0.47657514112119514,4.65287925673006,6.521053809925144,2.588412370165398e-06,3.012632730046538e-07,2.223928104877808e-05
Remdesivir,CCCCOC(=O)[C@](C)(CC)N[P@](=O)(O)Oc1ccccc1,2,5.586651641491816,0.4749058172028613,4.6558362397742075,6.517467043209424,2.590289818573921e-06,3.0376165952100806e-07,2.2088374664491464e-05
Remdesivir,CCC(CC)CC(CC)(CC)CO,2,5.58579963283233,0.4720469623444701,4.660587586637169,6.511011679027492,2.59537649520878e-06,3.0831050384137975e-07,2.1848036534453443e-05
Brincidofovir,CCCCCCCCCCCCCCCCOCCC(O)[C@@H](O)Cn1ccc(N)nc1=O,2,5.585211117349625,0.4726670293785231,4.65878373976772,6.511638494931531,2.598895892047653e-06,3.0786584119678017e-07,2.193897131115956e-05
Guanosine,C[C@]1(n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@H](C(=O)O)[C@@H](O)[C@H]1O,3,5.583885551206179,0.47423590934356796,4.654383168892785,6.513387933519573,2.6068404351600083e-06,3.066281808701368e-07,2.216240214810296e-05
Remdesivir,CCCCOC(=O)[C@H](CCC)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.583811468316805,0.4748769247412899,4.6530526958238765,6.514570240809733,2.607285153553093e-06,3.057945628326975e-07,2.2230401381131086e-05
