Starter_Name,Canonical_SMILES,DORAnet_gen,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI
Remdesivir,CCC(CC)CC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.767020549484987,0.4739374151933092,4.838103215706101,6.6959378832638725,1.7099344043162273e-06,2.014012291569034e-07,1.4517665454695015e-05
Adenosine,CC(=O)OP(=O)(O)OC(C)=O,3,5.757650283775594,0.47959085753439495,4.81765220300818,6.697648364543008,1.7472285447658378e-06,2.0060956465665793e-07,1.5217657208266263e-05
Remdesivir,O=C(O)c1ccccc1,2,5.748711311812894,0.4749967084525228,4.817717763245949,6.679704860379839,1.783563960383312e-06,2.0907164658271755e-07,1.5215360154154749e-05
Remdesivir,Oc1ccccc1,1,5.746977331127594,0.4747933836641972,4.816382299145768,6.67757236310942,1.7906993207421238e-06,2.1010076653248266e-07,1.526221969690218e-05
Remdesivir,CC(C)=CCc1ccccc1O,2,5.723253856838531,0.47133886282756604,4.799429685696502,6.647078027980561,1.8912378159765164e-06,2.253834238245018e-07,1.5869758369474132e-05
Remdesivir,CCN[P@@](=O)(Oc1cccc(C(=O)OCC(CC)CC)c1)OP(=O)(O)O,2,5.718721574996843,0.47712727226914897,4.783552121349311,6.6538910286443755,1.911078052824889e-06,2.2187530702049253e-07,1.6460684034801805e-05
Remdesivir,CCC(CC)COC(=O)O[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.717643005145291,0.4717828064611018,4.792948704481532,6.6423373058090505,1.915830111417741e-06,2.2785716741755301e-07,1.610835883467655e-05
Remdesivir,Oc1cccc(O)c1,2,5.717270244422343,0.47333715669677817,4.789529417296658,6.645011071548028,1.9174751997516843e-06,2.264586575340708e-07,1.6235683730084807e-05
Remdesivir,CCC(C)(C)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.715236686772116,0.473844157642616,4.7865021377925885,6.643971235751643,1.9264747148265513e-06,2.270015194845303e-07,1.6349251032740153e-05
Remdesivir,Oc1ccccc1O,2,5.714083875662363,0.47386750230919816,4.7853035711363345,6.642864180188391,1.9315952303624616e-06,2.275809048443232e-07,1.6394434043186727e-05
Remdesivir,Oc1ccc(O)cc1,2,5.711720855327476,0.4722756610306925,4.786060559707319,6.6373811509476335,1.942133791464324e-06,2.3047236005538156e-07,1.6365882932952228e-05
Remdesivir,O=C(O)c1ccccc1O,2,5.707311367385478,0.47358380743818373,4.779087104806639,6.635535629964318,1.961953150361287e-06,2.314538291132646e-07,1.663079059421782e-05
Remdesivir,CC(=O)Oc1ccccc1,2,5.7065421589659,0.4765180466207802,4.77256678758917,6.640517530342629,1.965431177861439e-06,2.2881393487244354e-07,1.6882362156235185e-05
Remdesivir,CCN[P@@](=O)(Oc1ccc(C(=O)OCC(CC)CC)cc1)OP(=O)(O)O,2,5.7054945474633865,0.4720449711314208,4.7802864040458015,6.630702690880971,1.9701779425067045e-06,2.340438906965292e-07,1.6584928209781785e-05
Remdesivir,CCC(CC)c1cccc(O[P@](=O)(N[C@@H](C)C(=O)OC)OP(=O)(O)O)c1,2,5.70116358735414,0.47513946939999335,4.769890227330153,6.632436947378126,1.989923645693747e-06,2.33111153087568e-07,1.698672956331523e-05
Remdesivir,O=C(O)c1ccc(O)cc1,2,5.6987546678914764,0.47293919818785196,4.771793839443287,6.625715496339666,2.000991906862873e-06,2.3674701047928868e-07,1.691243578208138e-05
Remdesivir,O=CC=CC=CC(=O)O,2,5.6937599376222465,0.4763550704517906,4.760103999536737,6.627415875707756,2.0241377400793538e-06,2.3582189466121898e-07,1.7373847312606337e-05
Guanosine,CC(=O)OP(=O)(O)OP(=O)(O)O,3,5.693192348396923,0.4789084103097144,4.754531864189882,6.631852832603963,2.0267848606269547e-06,2.3342489245930663e-07,1.7598195410897553e-05
Adenosine,Nc1ncnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,3,5.692370863729733,0.4732519205872829,4.764797099378659,6.619944628080808,2.0306222300371336e-06,2.3991387862504363e-07,1.718711174506665e-05
Remdesivir,CCC(CC)COC(=O)C(C)(C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.684765667655193,0.47334778070795075,4.75700401746761,6.612527317842776,2.0664948740271384e-06,2.4404655538853525e-07,1.7498305016359403e-05
Adenosine,CC(Cl)[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.683029990617546,0.4710670640250807,4.759738545128387,6.606321436106704,2.0747702372803276e-06,2.4755891117631276e-07,1.7388473382153704e-05
Remdesivir,O=CC=CC=C(O)C=O,2,5.680847296855067,0.4742956897611954,4.751227744923124,6.610466848787009,2.0852239439437147e-06,2.4520716218476275e-07,1.773259336168924e-05
Remdesivir,CCC(C)(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,2,5.680143925299812,0.4729037308467008,4.753252612840279,6.607035237759345,2.0886038523112365e-06,2.4715236025482015e-07,1.7650108813008034e-05
Guanosine,O=C(O)CC(=O)OP(=O)(O)O,3,5.679012689424159,0.47601729130312703,4.74601879847003,6.612006580378288,2.0940512699641566e-06,2.4433935304056034e-07,1.794655943330822e-05
Guanosine,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@H](O)[C@@H]1O,3,5.676937461340754,0.47141162563537964,4.752970675095409,6.600904247586098,2.1040814069046934e-06,2.5066618561068634e-07,1.7661570730397298e-05
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1CC=C(C)C)OP(=O)(O)O,2,5.674505257286836,0.4725152275502424,4.748375411288361,6.6006351032853114,2.1158980713985635e-06,2.508215785237159e-07,1.7849439728826378e-05
Remdesivir,CCC(CC[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)COC=O,2,5.672903796302721,0.47348417864249437,4.744874806163432,6.60093278644201,2.123714849264265e-06,2.5064971408869023e-07,1.7993895494289912e-05
Remdesivir,CC(C)=CCOc1ccccc1,2,5.672872068304489,0.47252851808499713,4.746716172857894,6.599027963751084,2.1238700059267744e-06,2.517514822488605e-07,1.7917764621605575e-05
Brincidofovir,Nc1ccn(C(O)[C@H](O)CO)c(=O)n1,2,5.6728495140979005,0.4719532341436545,4.7478211751763375,6.5978778530194635,2.1239803076891745e-06,2.5241906108964966e-07,1.787223329322646e-05
Remdesivir,CCC(CC)COC1O[P@](=O)(Oc2ccccc2)N[C@H]1C,2,5.670636351968962,0.4777925947588824,4.734162866241553,6.607109837696372,2.1348317247572197e-06,2.47109909871875e-07,1.844323643431753e-05
Inosine,O=C1N=C2NC=Nc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,5.670250268338334,0.471980250134134,4.745168978075432,6.595331558601236,2.1367304135259133e-06,2.539033560844118e-07,1.798171135071074e-05
Adenosine,NC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,5.669406810473407,0.470421401434035,4.747380863662698,6.591432757284116,2.140884261614182e-06,2.5619299023043067e-07,1.7890362329995105e-05
Brincidofovir,CC[C@](O)(CO)Cn1ccc(N)nc1=O,2,5.668061530461887,0.474522836621867,4.7379967706830275,6.598126290240746,2.147526192945458e-06,2.522747066031784e-07,1.8281138095390442e-05
Remdesivir,O=C(O)c1cccc(O)c1,2,5.6671564560321315,0.4733415640169778,4.739406990558855,6.594905921505408,2.1520063276213792e-06,2.5415232001809853e-07,1.822187274856537e-05
Adenosine,C[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,5.6665396475767835,0.4700708874567662,4.745200708161522,6.587878586992045,2.1550648945751094e-06,2.582982197978996e-07,1.7980397632875178e-05
Adenosine,NC(=O)OP(=O)(O)O,3,5.664334328560654,0.478858515334192,4.7257716385056385,6.60289701861567,2.166036005083209e-06,2.495186323865225e-07,1.8803052623537234e-05
Remdesivir,CCC(CC)COC1=[N+]([P@@](=O)(Oc2ccccc2)OP(=O)(O)O)[C@H]1C,2,5.664257070977715,0.47314869883168453,4.736885621267613,6.591628520687817,2.166421360178992e-06,2.560775342161794e-07,1.8327970566436586e-05
Remdesivir,CCC(CC)C(OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O)C(=O)O,2,5.663794364815985,0.47482999524273284,4.733127574140228,6.594461155491741,2.1687307395084615e-06,2.544127336789657e-07,1.8487254755196174e-05
Remdesivir,CC(C)=CCc1ccc(O)cc1,2,5.657678681706413,0.47085849220411174,4.734796036986354,6.580561326426472,2.1994865890520716e-06,2.6268705616839713e-07,1.841636708707358e-05
