Starter_Name,Canonical_SMILES
Brincidofovir,CCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Inosine,CC(O)OC(C)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Inosine,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21
Adenosine,CC[C@]1(OC=O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
Xanthosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@H](CO)[C@]1(C)OC(C)=O
Adenosine,COC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)O)[C@@H]1O
Inosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OS(=O)(=O)O)[C@@H]1O
Adenosine,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@@](C)(CO)[C@@H](OC=O)[C@H]1O
Xanthosine,C[C@]1(O)[C@@H](COCO)O[C@@H]2[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Adenosine,CO[C@@]1(C)[C@@H](COC(C)=O)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
Guanosine,CC(=O)[C@@]1(O)C[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO
Xanthosine,COC(C)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@]2(CO2)[C@H]1O
Xanthosine,Cn1c(=O)[nH]c2c(c1=O)[n+](C)cn2[C@@H]1O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H]1O
Guanosine,CC(Cl)OC1O[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@H]12
Guanosine,CC(O)OC[C@]12OC[C@@H](O)[C@H]1Oc1nc3c(=O)[nH]c(N)nc3n12
Guanosine,CCO[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]c(N)nc31)O2
Brincidofovir,Nc1ccn(C(C(=O)O)[C@@H](CO)OCP(=O)(O)OCCC=O)c(=O)n1
Guanosine,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21
Inosine,CC1O[C@]2(OCO)[C@@H]1O[C@@H](n1cnc3c(=O)[nH]cnc31)[C@@H]2O
Adenosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC=O)ncnc21
Guanosine,CO[C@H]1[C@@H](OC(C)=O)[C@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)O[C@@H]1CO
Brincidofovir,CCCCc1cn(C[C@@H](CO)OCP(=O)(O)OCCCO)c(=O)nc1N
Adenosine,CC1(C)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC=O
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(C)N)c(=O)[nH]1
Xanthosine,CC(O)OC[C@]1(C)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Brincidofovir,CCCCCCCCC1OP(=O)(O)CO[C@H]1Cn1ccc(N)nc1=O
Inosine,CC(O)OC(=O)[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O
Adenosine,CC(O)(CO)O[C@@]12CO[C@@H](n3cnc4c(N)ncnc43)[C@@H]1O2
Xanthosine,CC(C)(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Brincidofovir,CCC(CO)CCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,C[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O
Brincidofovir,CCC[C@@]1(Cn2ccc(N)nc2=O)COP(=O)(O)CO1
Inosine,C[n+]1cn([C@@H]2O[C@H](CO)[C@](C)(O)[C@H]2OC=O)c2nc[nH]c(=O)c21
Xanthosine,C[C@@]1(COCO)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Xanthosine,CO[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Xanthosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]2CO[C@]21OC(C)O
Guanosine,C[n+]1cn([C@@]23O[C@H](C(O)O)[C@@H](O)[C@H]2O3)c2nc(N)[nH]c(=O)c21
Guanosine,OC1O[C@]2(n3cnc4c5nc(nc43)[nH]5)O[C@H]1[C@@H](O)[C@H]2O
Xanthosine,CC[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1OC(C)=O
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COCO)[C@@]2(O)CO[C@@H]12
Xanthosine,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1OS(=O)(=O)O
Adenosine,CC(O)O[C@H]1[C@H]2OCC(=O)Nc3ncnc4c3ncn4[C@@H]2O[C@@H]1CO
Inosine,CC(=O)C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(C)=O
Inosine,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]cnc21
Inosine,CC(O)OC[C@]1(O)[C@H]2CO[C@H]1n1c(nc3c(=O)[nH]cnc31)O2
Inosine,CO[C@H]1[C@@H](OC(C)(O)C#N)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO
Adenosine,CC(N)Nc1ncnc2c1ncn2[C@@]1(C)O[C@H](CO)[C@@H](O)[C@H]1O
Adenosine,CC(O)O[C@@H]1CO[C@H]2n3cnc4c(N)nc(nc43)O[C@@]12CO
Adenosine,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC=O
Guanosine,COC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC)[C@@H]1O
Xanthosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](OS(=O)(=O)O)[C@@H]1O
Inosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)n(C(C)=O)cnc21
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@@]3(O)[C@H]2OC(C)O)c(=O)[nH]1
Brincidofovir,CCCCCCC(CCC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,C[C@]12OCC(O)OC[C@H]1O[C@@H](n1cnc3c(=O)[nH]c(N)nc31)[C@@H]2O
Adenosine,COC[C@H]1O[C@@H](n2cnc3c(NC(C)=O)ncnc32)[C@H](OC)[C@@H]1O
Inosine,CC(O)O[C@]1(C)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2CO[C@]21O
Inosine,CO[C@@]1(C)[C@H](O)[C@@H](COC(C)=O)O[C@H]1n1cnc2c(=O)[nH]cnc21
Inosine,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Adenosine,CC(O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](OC=O)[C@H]1O
Guanosine,C[C@]1(O)[C@H](OCO)[C@H]2COc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O2
Remdesivir,CCC(CC)COC(=O)[C@H](C)N(C(C)=O)[P@](=O)(O)Oc1ccccc1
Brincidofovir,CCCCCCCOCCCOP(=O)(O)CO[C@H](CCl)Cn1ccc(N)nc1=O
Xanthosine,C[n+]1cn([C@@H]2O[C@@H]3C(O)O[C@@]3(O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21
Inosine,CC(O)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Adenosine,CC(=O)O[C@@]1(C)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC=O)ncnc21
Inosine,C[C@]1(O)[C@@H](COCO)O[C@@H]2[C@@H]1Oc1nc3c(ncn32)c(=O)[nH]1
Xanthosine,CC(O)(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]c(=O)[nH]c31)O2
Brincidofovir,CCCCC(CO)COCCCOP(=O)(O)COCCn1ccc(N)nc1=O
Inosine,CC(=O)O[C@@H]1[C@H]2CO[C@@]1(OC(C)O)[C@H](n1cnc3c(=O)[nH]cnc31)O2
Inosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@]12CO2
Guanosine,CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@]1(C)O
Xanthosine,CC(OC=O)[C@]1(C)O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1O
Xanthosine,COC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@H]1[C@H]2OC(C)O
Guanosine,CC(=O)N(C(N)=O)c1nc2c(ncn2[C@@]2(CO)OC[C@@H](O)[C@H]2O)c(=O)[nH]1
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@]2(COC(O)CO)O[C@H]2[C@H]1O
Brincidofovir,CCCCCCCCOCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OCC
Guanosine,CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@]2(OC2O)[C@H]1O
Inosine,CC(=O)OC(C)O[C@H]1[C@@H](O)[C@]2(n3cnc4c(=O)[nH]cnc43)OC[C@H]1O2
Adenosine,O=C1CO[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(ncnc32)N1
Adenosine,CC(C)(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
Guanosine,CC1N=C2NC(N)=Nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O
Xanthosine,CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Inosine,O=CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C(O)CC(=O)O
Guanosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@]2(CO)O[C@]12C
Brincidofovir,CCCOCCCOP(=O)(O)CO[C@H](CO)Cn1c(CC)cc(N)nc1=O
Xanthosine,Cc1n([C@@H]2O[C@H](CO)[C@@H](OC=O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2[n+]1C
Adenosine,CC(O)Nc1ncnc2c1nc1n2[C@@]2(C)O[C@H](CO1)[C@@H](O)[C@H]2O
Inosine,CC(=O)C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OS(=O)(=O)O
Guanosine,C[C@@]12O[C@]1(n1cnc3c(=O)[nH]c(NCO)nc31)O[C@H](CO)[C@H]2O
Xanthosine,CC(=O)O[C@]12OC[C@@H](O[C@H]1n1cnc3c(=O)[nH]c(=O)[nH]c31)[C@H]2OC(C)O
Guanosine,COC1O[C@]2(O)[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]c(N)nc21
Guanosine,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@]1(C)O
Adenosine,CO[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@]2(CO2)[C@H]1OC(C)O
Inosine,CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]cnc3n12
Inosine,COC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(C)=O)[C@@H]1O
Inosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]cnc32)O[C@@H]1CO
Adenosine,CO[C@@]12O[C@@H]1[C@@H](COC(C)O)O[C@H]2n1cnc2c(N)ncnc21
Inosine,CO[C@@H]1CO[C@](COC(C)=O)(n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Inosine,O=C(O)CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@@H]1O2
Adenosine,CC(=O)Nc1ncnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O
Inosine,CC(Cl)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12
Inosine,CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12
Adenosine,OCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2O[C@]21O
Guanosine,C[n+]1cn([C@@H]2O[C@@](C)(CO)[C@@H](O)[C@H]2OC=O)c2nc(N)[nH]c(=O)c21
Inosine,COC[C@]1(n2cnc3c(=O)[nH]cnc32)OC[C@@H](O)[C@H]1OC(C)=O
Brincidofovir,CCCCCCCOCCCOP(=O)(O)CO[C@H](C=O)Cn1ccc(N)nc1=O
Brincidofovir,CCCCCCCC([C@@H](CO)OCP(=O)(O)OCCC=O)n1ccc(N)nc1=O
Xanthosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](OC(C)N)[C@@H]1O
Inosine,CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(C)=O)[C@@H]1O
Adenosine,Nc1ncnc2c1nc1n2[C@@H]2O[C@H](CO1)[C@@H](O)[C@H]2OC=O
Xanthosine,CO[C@@H]1CO[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@@H]1O
Brincidofovir,CCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1ccc(N)nc1=O
Guanosine,COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)(O)O
Guanosine,CCO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1COC
Inosine,O=C(CCO)[C@@H]1CO[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Inosine,C[n+]1cn([C@@H]2O[C@H](COC(O)CO)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21
Guanosine,COC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]2O[C@]12O
Xanthosine,CC(OCO)[C@]12O[C@@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)[C@H](O)[C@@H]1O2
Brincidofovir,CCOC(O)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Inosine,CCC(OC(C)=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Adenosine,C[C@@]12COc3nc4c(NCO)ncnc4n3[C@H](O1)[C@H](O)[C@@H]2O
Brincidofovir,CCCCCCc1cc(N)nc(=O)n1C[C@@H](CO)OCP(=O)(O)OCCCO
Inosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)C=O
Guanosine,CCC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@]1(O)CC
Adenosine,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1OC=O
Xanthosine,COC[C@]1(n2cnc3c(=O)[nH]c(=O)[nH]c32)OC[C@@H](O)[C@H]1OP(=O)(O)O
Brincidofovir,Nc1ccn(C[C@@H](CO)OC(=O)P(=O)(O)OCCC=O)c(=O)n1
Adenosine,CC(C)(O)Nc1ncnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O1
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COCO)[C@@H](O)[C@H]3O)c2[nH]1
Inosine,CC(O)O[C@@H]1[C@@H]2OC(O)[C@H]2O[C@H]1n1c[n+](C)c2c(=O)[nH]cnc21
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2COCC(O)O[C@H]2[C@H]1O
Adenosine,Cc1nc(N)c2nc3n(c2n1)[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O3
Brincidofovir,CCCCCC=O
Adenosine,Nc1ncnc2c1nc(CO)n2[C@@H]1OC[C@@]2(O)O[C@@H]12
Brincidofovir,CCCCCC(O)[C@@H](O)Cn1ccc(N)nc1=O
Xanthosine,CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1O
Xanthosine,CC(O)O[C@@H]1CO[C@@]2(CO)[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Guanosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21
Inosine,CC(=O)OC(=O)[C@H]1O[C@](C)(n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Inosine,N#C[C@@]1(C(O)O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Guanosine,Nc1nc2c(nc3n2[C@@H]2O[C@H](COC3)[C@@H](O)[C@H]2OCO)c(=O)[nH]1
Brincidofovir,CCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Inosine,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@H]2O[C@]21OC(C)O
Adenosine,CC(Cl)Nc1ncnc2c1ncn2[C@@H]1O[C@]2(CO)O[C@H]2[C@H]1O
Adenosine,CC(O)Nc1nc2nc3c1ncn3[C@@]1(C)O[C@H](CO2)[C@@H](O)[C@H]1O
Inosine,Cc1nc2c(nc3n2[C@@H]2O[C@H](COCO)[C@@H](O3)[C@H]2O)c(=O)[nH]1
Guanosine,CC(=O)O[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(=O)[nH]c(N)nc21
Xanthosine,CC(O)O[C@]12OC[C@]1(n1cnc3c(=O)[nH]c(=O)[nH]c31)OC[C@H]2O
Inosine,CC(=O)O[C@@H]1CO[C@](C=O)(n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Guanosine,CO[C@@H]1CO[C@](C=O)(n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O
Adenosine,NCOC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Adenosine,COC[C@H]1O[C@@H](n2cnc3c(N)nc(C)nc32)[C@H](OC=O)[C@@H]1O
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC(=O)OC)nc32)[C@H](O)[C@@H]1O
Inosine,CC(O)(OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O)C(=O)O
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@](C)(OC=O)[C@H]2O)c(=O)[nH]1
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@]3(C)O)c(=O)[nH]1
Inosine,Cc1nc2c(=O)[nH]c3nc2n1[C@@H]1O[C@H](COC(C)O)[C@@H](O)[C@H]1O3
Remdesivir,CCC(COC=O)C(C)[C@H](C)N[P@](=O)(O)Oc1ccccc1
Xanthosine,CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@]2(C(O)O)O[C@@H]12
Adenosine,CCO[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@H]2CO[C@]21O
Inosine,CC(O)(CO)O[C@@]12CO[C@@H](n3cnc4c(=O)[nH]cnc43)[C@@H]1O2
Adenosine,COC1CO[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(ncnc32)N1
Guanosine,CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O2
Adenosine,CC(=O)OC(C)[C@H]1O[C@](C)(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Adenosine,CC(O)O[C@@]12O[C@@H]1[C@@H](C(=O)O)O[C@H]2n1cnc2c(N)ncnc21
Adenosine,CC(=O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@]2(CO2)[C@H]1O
Guanosine,CCC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Adenosine,CC(O)N(C)c1nc2nc3c1ncn3[C@@H]1O[C@H](CO2)[C@@H](O)[C@H]1O
Adenosine,CC(=O)Nc1ncnc2c1ncn2[C@@]12O[C@H]([C@@H](C(O)O)O1)[C@H]2O
Xanthosine,CC(O)O[C@H]1[C@@H](O)[C@]2(n3c[n+](C)c4c(=O)[nH]c(=O)[nH]c43)OC[C@H]1O2
Inosine,CC(O)(O[C@@H]1[C@H](O)[C@H]2CO[C@]1(n1cnc3c(=O)[nH]cnc31)O2)C(=O)O
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](COC(O)CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)(O)O
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1OC(CO)[C@@H](O)[C@H]1OP(=O)(O)O
Inosine,O=c1[nH]cnc2c1[nH+]cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)(O)O
Inosine,O=c1[nH]cnc2c1ncn2[C@H]1OC(CO)[C@@H](O)[C@H]1OP(=O)(O)O
Brincidofovir,CCC(O)OCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,Cc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@@H]2CO[C@@]2(O)[C@H]1OCO
Guanosine,CC(O)O[C@@H]1[C@@H]2OC(O)[C@H]2O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21
Xanthosine,CC(=O)O[C@@H]1[C@H](OC=O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CCC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Inosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](COC=O)[C@]1(C)O
Guanosine,CCC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@]1(CC)CO
Adenosine,C[C@]12O[C@@]1(COCO)O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O
Guanosine,Nc1nc2c(ncn2[C@@H]2OC[C@@]3(OC(O)CCO)O[C@@H]23)c(=O)[nH]1
Inosine,C[C@]12O[C@]1(O)[C@@H](COCO)O[C@H]2n1cnc2c(=O)[nH]cnc21
Adenosine,CC(O)(CO)O[C@@H]1CO[C@@]2(n3cnc4c(N)ncnc43)O[C@H]12
Inosine,C[n+]1cn([C@@H]2O[C@H](C=O)[C@@H](OP(=O)(O)O)[C@H]2O)c2nc[nH]c(=O)c21
Brincidofovir,CCCCCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OCCCOCC
Inosine,CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@]1(C)[C@H]2O
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@@]12CO[C@](O)(CO1)[C@H]2O
Inosine,CO[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1OC=O
Xanthosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1C(C)O
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@@H](Cn1ccc(N)nc1=O)C(O)CC
Adenosine,CC(=O)Nc1ncnc2c1ncn2[C@]12O[C@@H]1[C@H](O)[C@@H](COC(C)O)O2
Inosine,CC(O)OC[C@@]12OC[C@@H](Oc3nc4c(ncn41)c(=O)[nH]3)[C@H]2O
Xanthosine,COC[C@]1(n2cnc3c(=O)[nH]c(=O)[nH]c32)OC[C@@H](O)[C@H]1OS(=O)(=O)O
Xanthosine,C[C@]12O[C@]1(O)[C@@H](COCO)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Inosine,CC(=O)O[C@H]1[C@@H](OC=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)CO
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OC=O)[C@]2(C)O)c(=O)[nH]1
Guanosine,CC(N)N(C)c1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
Xanthosine,CO[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1C=O
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3O)c(=O)[nH]1
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](C2OCC(O)O2)[C@@H](O)[C@H]1O
Adenosine,CC(O)Nc1nc2nc3c1ncn3[C@@H]1O[C@H](CO)[C@](C)(O)[C@H]1O2
Inosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(O)CO)[C@@H]1O
Inosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC)[C@@H]1OP(=O)(O)O
Brincidofovir,CCCC(CC)OCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Inosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@]1(O)C(=O)O
Xanthosine,CC(O)O[C@@]1(CO)CO[C@@H]2[C@@H]1Oc1nc3c(=O)[nH]c(=O)[nH]c3n12
Guanosine,CC(=O)O[C@@H]1[C@@](C)(O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21
Guanosine,Nc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O3)c(=O)[nH]1
Xanthosine,Cn1c(=O)[nH]c2c([nH+]cn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O
Xanthosine,Cn1c(=O)[nH]c2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O
Inosine,CC(=O)O[C@]12OC(O)[C@@H](O[C@H]1n1cnc3c(=O)[nH]cnc31)[C@H]2O
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Inosine,CC(O)OC[C@]1(C)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@@]21O
Brincidofovir,CC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)O
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COCC(O)[C@@H]1[C@@H]2O
Guanosine,CC(O)N1CO[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)n2cnc3c(=O)[nH]c1nc32
