Starter_Name,Canonical_SMILES
Guanosine,CC(O)Nc1nc2c(ncn2[C@@]23O[C@H](CO)[C@@H](O)[C@]2(C)O3)c(=O)[nH]1
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@@H]4O[C@H]4[C@@]3(O)C(O)O)c2[nH]1
Guanosine,CO[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(NC(C)=O)nc21
Guanosine,CC1(O)O[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]c(NCO)nc43)O[C@@H]21
Guanosine,CCO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(C(C)O)O[C@@H]2[C@@H]3O)c(=O)[nH]1
Inosine,CC1OCC(O)O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21
Adenosine,CC(O)OC1O[C@@H]2[C@@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@]2(C)O
Brincidofovir,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OCCCOCCCCO)c(=O)n1
Guanosine,CO[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Brincidofovir,CCCCCCCCCC(CC=O)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,CC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](C(C)O)[C@@H](O1)[C@H]2O
Inosine,O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O1)[C@H]2O
Adenosine,COC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC=O)[C@@H]1O
Brincidofovir,CCCCCCCCCCCCC(O[C@H](CO)Cn1ccc(N)nc1=O)P(=O)(O)OCC
Guanosine,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1C=O
Guanosine,CC(N)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Adenosine,Cc1nc(NC(C)O)c2nc3n(c2n1)[C@@H]1O[C@H](CO)[C@@H](O3)[C@H]1O
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1c(CO)cc(N)nc1=O
Xanthosine,CC1N=C2NC(=O)Nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O1
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC(C)O)nc32)[C@H](O)[C@@H]1O
Brincidofovir,CCCOCCC(CCOCCC)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,COC1O[C@]2(O)[C@H](O)[C@@H]1O[C@H]2n1cnc2c(N)ncnc21
Adenosine,CC(C#N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
Guanosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)O[C@@H]1C(=O)O
Brincidofovir,COCCCCCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,Nc1ccn(CCO)c(=O)n1
Guanosine,CC(O)[C@]12O[C@@H](n3cnc4c(=O)[nH]c(NCO)nc43)[C@H](O)[C@@H]1O2
Guanosine,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O
Guanosine,CC(O)Nc1nc2c(ncn2[C@@]23COC(O2)[C@@H](O)[C@H]3O)c(=O)[nH]1
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1O
Inosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(C)C(O)O[C@@H]12
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@@H]1O[C@]2(C(=O)O)O[C@H]2[C@H]1O
Adenosine,COC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2O[C@]12O
Guanosine,CCC(O)Nc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](O3)[C@H]2O)c(=O)[nH]1
Adenosine,CC(O)OC1O[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@@]12C
Guanosine,CC(=O)N(C(N)=O)c1nc2c(ncn2[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)c(=O)[nH]1
Adenosine,CC(O)OC1(C)O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(N)ncnc21
Adenosine,CC(O)[C@H]1O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1OC=O
Adenosine,CC(C)(O)Nc1ncnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O
Inosine,CO[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(O)Oc1nc3c(ncn32)c(=O)[nH]1
Adenosine,CCO[C@H]1[C@H]2OC(O)[C@H]1O[C@H]2n1cnc2c(N)ncnc21
Guanosine,CO[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(NC=O)nc32)[C@@]1(C)O
Inosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@]1(C)n1cnc2c(=O)[nH]cnc21
Brincidofovir,CCCCCC(CCC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,CCC(COCCCOP(=O)(O)COCCO)Cn1ccc(N)nc1=O
Guanosine,CC(O)Nc1nc2c(nc3n2[C@@]2(C)O[C@H](CO)[C@@H](O)[C@H]2O3)c(=O)[nH]1
Remdesivir,CCC(CC)CCl
Brincidofovir,CCCCCCCCCCCC([C@@H](CO)OCP(=O)(O)OC)n1ccc(N)nc1=O
Guanosine,CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(=O)O
Guanosine,O=c1[nH]c(NC(O)CCO)nc2c1ncn2[C@@H]1OC[C@@]2(O)O[C@@H]12
Adenosine,CC(O)O[C@@]12OC(C)[C@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O
Brincidofovir,CCCCCCC(CCOCCC)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,CCCCCCCCC(CCC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1OC=O
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@]2(COP(=O)(O)O)O[C@@H]1[C@@H]2O
Brincidofovir,CCCCCCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OP(=O)(O)O
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@H](CO)C(CCC)n1ccc(N)nc1=O
Adenosine,CC(=O)Nc1nc(C)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Adenosine,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)CC(=O)O
Remdesivir,CCC(CC)COC(O)[C@H](C)NP1(=O)Oc2ccccc2O1
Adenosine,CC(O)N(C)c1nc2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O2)[C@H]1O
Inosine,CC(O)(C#N)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Inosine,CC1(C)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O
Adenosine,Nc1nc2nc3c1ncn3[C@@H]1OC[C@@H](O2)[C@@]1(O)CO
Guanosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@H](CO)[C@]1(C)O
Brincidofovir,CCCCCCCCOCCC(CO)OP(=O)(O)COCCn1ccc(N)nc1=O
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1cc(C)c(N)nc1=O
Xanthosine,C[n+]1cn([C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2OS(=O)(=O)O)c2[nH]c(=O)[nH]c(=O)c21
Adenosine,CC1OC(O)CO[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(N)ncnc21
Brincidofovir,CCCCCCCCCC(O)CCCCCCOCCCOP(=O)(O)CO
Adenosine,CC(=O)O[C@@H]1[C@@H](C(C)O)O[C@](C)(n2cnc3c(N)ncnc32)[C@@H]1O
Brincidofovir,CCCCCCCCC(O[C@H](CO)Cn1ccc(N)nc1=O)P(=O)(O)OCCC=O
Brincidofovir,CCCCCCCC(Cn1ccc(N)nc1=O)OCCCOP(=O)(O)COCCO
Guanosine,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCCC(O)N2
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CC=O)[C@@H](O)[C@H]1O
Adenosine,CC(Cl)(C#N)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Adenosine,OCC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO1)[C@@H](O)[C@H]2O
Adenosine,CC(=O)OC(C)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O
Xanthosine,CC(O)[C@]1(C)O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1OC=O
Xanthosine,CC(=O)[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Remdesivir,CCC(C)C(CC)CO
Brincidofovir,CCCCCC(CCCCC)OCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,CCCCCCCC(CCCCC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,CC(N)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Brincidofovir,CCOC[C@](CO)(Cn1ccc(N)nc1=O)OCP(=O)(O)OCC
Brincidofovir,CCCCOCCCOP(=O)(O)C(CO)OCCn1ccc(N)nc1=O
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H]2OC(C)=O)c(=O)[nH]1
Adenosine,CC(O)O[C@@H]1[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@]1(O)OC2C
Remdesivir,CCCC(C)C=O
Guanosine,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](OCC(O)N2)[C@H]1O
Inosine,CNC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO
Guanosine,CCNc1nc2c(ncn2[C@@H]2O[C@]3(C=O)O[C@@H]2[C@@H]3O)c(=O)[nH]1
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@@H]2[C@@H]3O)c(=O)[nH]1
Adenosine,CC(=O)OC1O[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@H]12
Adenosine,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1C(C)=O
Brincidofovir,CCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OP(=O)(O)O
Guanosine,CC(O)N(C)c1nc2c(ncn2[C@@]23OC[C@@H](O2)[C@@H](O)[C@H]3O)c(=O)[nH]1
Guanosine,CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Brincidofovir,CCCOCCCOP(=O)(O)CO[C@H](COC(C)=O)Cn1ccc(N)nc1=O
Guanosine,C[C@@]12O[C@@H](n3cnc4c(=O)[nH]c(NCO)nc43)[C@H](O)[C@@H]1OC2O
Guanosine,C[C@]12OC(O)[C@H]1O[C@@H](n1cnc3c(=O)[nH]c(NCO)nc31)[C@@H]2O
Adenosine,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)CO
Brincidofovir,CCCCCCCC(CCC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,CC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3C(O)O[C@@H]2[C@@]3(C)O)c(=O)[nH]1
Guanosine,CC(O)Nc1nc2c(nc3n2[C@@H]2O[C@H](COC3)[C@@H](O)[C@H]2O)c(=O)[nH]1
Brincidofovir,CCCCCCCCCOCCCOP(=O)(O)C(CO)OCCn1ccc(N)nc1=O
Brincidofovir,CCCOCCCOP(=O)(O)CO[C@H](CO)Cn1c(CCC)cc(N)nc1=O
Guanosine,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](OC(C)(O)C#N)[C@H]2O)c2nc(N)[nH]c(=O)c21
Guanosine,C[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](C=O)[C@@H]1O
Adenosine,CC(=O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@H](C=O)[C@]1(C)O
Guanosine,CCC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC(C)=O)nc32)[C@H](O)[C@@H]1O
Brincidofovir,CCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1ccc(N)nc1=O
Brincidofovir,CCCCCCCC(O[C@H](CO)Cn1ccc(N)nc1=O)P(=O)(O)OP(=O)(O)O
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@H](CO)c1cc(N)nc(=O)n1C
Inosine,CC(C)(N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Guanosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(N)=O
Guanosine,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC=O
Adenosine,O=C1CO[C@H]2[C@@H](O)[C@@H](O[C@@H]2C(O)O)n2cnc3c(ncnc32)N1
Guanosine,CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(=O)O
Guanosine,CCNc1nc2c(ncn2[C@@H]2O[C@@H]3C(O)O[C@@H]2[C@@H]3O)c(=O)[nH]1
Adenosine,Nc1ncnc2c1nc1n2[C@@]2(C(O)O)OC[C@@H](O)[C@H]2O1
Adenosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)Cl)O[C@H]1n1cnc2c(N)ncnc21
Remdesivir,CCC(CC)COC(=O)[C@@](C)(N[P@](=O)(O)Oc1ccccc1)C(=O)O
Adenosine,CO[C@@H]1[C@H](OC)[C@@H](C(=O)O)O[C@H]1n1cnc2c(N)ncnc21
Xanthosine,CC(O)O[C@@H]1[C@@H]2O[C@@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)[C@]1(O)OC2C
Guanosine,CC(N)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Guanosine,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(NC(C)N)nc32)O[C@@H]1CO
Brincidofovir,CCOCCCOP(=O)(O)CO[C@@](C)(CO)Cn1ccc(N)nc1=O
Adenosine,CC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c(N)ncnc43)O1)[C@@H]2O
Inosine,CCO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C(C)O
Adenosine,C[C@]1(n2cnc3c(N)ncnc32)O[C@H](C=O)[C@@H](O)[C@H]1O
Xanthosine,CO[C@H]1[C@@H](OC(C)O)[C@]2(n3cnc4c(=O)[nH]c(=O)[nH]c43)OC[C@H]1O2
Guanosine,CC(C)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Guanosine,CC1=Nc2nc3c(ncn3[C@@H]3O[C@@](C)(CO)[C@@H](O1)[C@H]3O)c(=O)[nH]2
Guanosine,CCC(O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@@]3(O)[C@H]2O)c(=O)[nH]1
Inosine,CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O
Guanosine,CC(Cl)Nc1nc2c(ncn2[C@@]23OC[C@@H](O2)[C@@H](O)[C@H]3O)c(=O)[nH]1
Brincidofovir,CCCCCCCCc1cn(C[C@@H](CO)OCP(=O)(O)OCC)c(=O)nc1N
Remdesivir,CCC(CC)COCO
Brincidofovir,CCCCCCC(CC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,C[C@H]1O[C@@H](n2cnc3c4nc(nc32)[nH]4)[C@H](OS(=O)(=O)O)[C@@H]1O
Guanosine,CC(=O)Nc1nc2c(ncn2[C@@]2(CO)OC[C@@H](O)[C@]2(C)O)c(=O)[nH]1
Brincidofovir,CCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1c(C)cc(N)nc1=O
Adenosine,Nc1nc2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O2)[C@H]1O
Adenosine,CO[C@@H]1[C@H](O)CO[C@]1(C=O)n1cnc2c(N)ncnc21
Adenosine,CO[C@@H]1[C@@H]2Oc3nc(NC(C)O)c4ncn(c4n3)[C@@H]1O[C@@H]2CO
Adenosine,CC1Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O
Guanosine,CO[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Adenosine,CC(OCO)[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc(N)c3ncn2c3n1
Adenosine,CCc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC(C)=O
Inosine,CCO[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@]1(C)O
Guanosine,CC1Nc2nc3c(ncn3[C@@H]3O[C@H](CO)[C@@H](O1)[C@H]3O)c(=O)[nH]2
Inosine,CC(N)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Adenosine,CO[C@@H]1[C@H](O)[C@H]2CO[C@]1(n1cnc3c(NC(C)O)ncnc31)O2
Guanosine,Nc1nc2c(nc3n2[C@@H]2OC[C@](C(O)O)(O3)[C@H]2O)c(=O)[nH]1
Guanosine,CCCC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
Brincidofovir,CC(O)CCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,CO[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(=O)O
Adenosine,Nc1nc2nc3c1ncn3[C@@H]1O[C@H](COC=O)[C@@H](O)[C@H]1O2
Brincidofovir,CCCCCCCCCC(O[C@H](CO)Cn1ccc(N)nc1=O)P(=O)(O)OCCC=O
Inosine,C[C@]1(O)[C@@H](COC(O)C#N)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Guanosine,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]c(NC=O)nc21
Brincidofovir,CCCCCCC(CCOCCCC)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,CCCC(CCCOC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,CC(O)[C@H]1O[C@@]2(n3cnc4c(NCO)ncnc43)O[C@@H]2[C@@H]1O
Adenosine,CC(O)N(C(N)=O)c1ncnc2c1ncn2[C@@]12OC[C@@H](O1)[C@@H](O)[C@H]2O
Adenosine,CCNc1ncnc2c1ncn2[C@@H]1O[C@]2(C=O)O[C@H]2[C@H]1O
Inosine,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O2
Guanosine,CC(Cl)Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@@]3(O)[C@H]2O)c(=O)[nH]1
Adenosine,CO[C@@H]1[C@@H]2OC(O)[C@H]2O[C@H]1n1cnc2c(NC(C)O)ncnc21
Brincidofovir,CCCOCCCOP(=O)(O)CO[C@@H](Cn1ccc(N)nc1=O)C(O)CO
Inosine,O=C[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O
Remdesivir,CCC(CC)COC(=O)[C@H](CC(CC)CC)N[P@](=O)(O)Oc1ccccc1
Inosine,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CC=O)[C@@H](O)[C@H]1O
Brincidofovir,CCCCCCC(O[C@H](CO)Cn1ccc(N)nc1=O)P(=O)(O)OCCCOCCCC
Guanosine,CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O
Adenosine,COC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@@H]1O[C@H](CO)[C@@H](OC(C)(O)C#N)[C@H]1O
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@@]12OC[C@@H](O)[C@H]1OC2O
Guanosine,CC1OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(=O)[nH]c(nc32)NC1O
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3OC[C@@H](OCCOP(=O)(O)O)[C@H]3O)c2[nH]1
Adenosine,O=C(CCO)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Brincidofovir,CCCCCCCCOC(CO)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Brincidofovir,CCCCCC[C@](CO)(Cn1ccc(N)nc1=O)OCP(=O)(O)OC
Inosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(C(C)O)O[C@@H]12
Brincidofovir,CCOCCCOP(=O)(O)C(CO)O[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,COC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC(C)=O)nc32)[C@H](O)[C@@H]1O
Adenosine,CC(=O)N(C(N)=O)c1ncnc2c1ncn2[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
Adenosine,CO[C@H]1[C@H]2Oc3nc(NC(C)O)c4ncn(c4n3)[C@@H]2O[C@@H]1CO
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(=O)CC(=O)O)c(=O)[nH]1
Adenosine,CC(O)O[C@@H]1[C@@H]2Oc3nc(N)c4ncn(c4n3)[C@@H]1O[C@@H]2C(C)O
Adenosine,CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Guanosine,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@]12OC2O
Guanosine,Cc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@H](CO)[C@@H](OC(C)N)[C@H]1O
Brincidofovir,CCCCCCCCCCOCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OCC
Guanosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1c[n+](C)c2c(=O)[nH]c(N)nc21
Xanthosine,C[n+]1cn([C@@]2(C(=O)O)OC[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21
Brincidofovir,CCCCCCOCCCOP(=O)(O)CO[C@H](CO)C(CO)n1ccc(N)nc1=O
Guanosine,CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(NC=O)nc32)O[C@@](C)(CO)[C@H]1O
Inosine,CC(O)O[C@@H]1[C@@H](C(C)O)O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]12
Xanthosine,CC(O)O[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]c(=O)[nH]c31)O[C@@H]2C=O
Inosine,O=c1[nH]c2nc3c1ncn3[C@@H]1OC[C@@H](O2)[C@@]1(O)C(O)O
Brincidofovir,CCCCCCCCc1cc(N)nc(=O)n1C[C@@H](CO)OCP(=O)(O)OC
Brincidofovir,CCCCC(CCCC)CCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Guanosine,CC(Cl)Nc1nc2c(ncn2[C@@H]2O[C@@]3(CO3)[C@@H](O)[C@H]2O)c(=O)[nH]1
Xanthosine,CC(C=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@@H]1O
Inosine,CO[C@@H]1CO[C@](CO)(n2cnc3c(=O)[nH]cnc32)[C@@H]1OC(C)=O
Xanthosine,CC(=O)O[C@@H]1[C@@](C)(O)CO[C@]1(CO)n1cnc2c(=O)[nH]c(=O)[nH]c21
Brincidofovir,CCCCCOCC(C)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,O=CNc1nc2nc3c1ncn3[C@@H]1O[C@H](CO2)[C@@H](O)[C@H]1O
Guanosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2c(C)nc3c(=O)[nH]c(N)nc32)O[C@@H]1C(C)O
Guanosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1c(C)nc2c(=O)[nH]c(N)nc21
Guanosine,Nc1nc2c(nc3n2[C@@H]2OC[C@@H](O)[C@]2(C(O)O)O3)c(=O)[nH]1
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Adenosine,CC(O)(C#N)OP(=O)(O)O
Guanosine,CCNc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
Brincidofovir,CCCCOCCCOP(=O)(O)CO[C@H](CO)C(C)n1ccc(N)nc1=O
Inosine,NC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@]12O
Inosine,CC(=O)O[C@@H]1[C@H](O)CO[C@]1(C(C)O)n1cnc2c(=O)[nH]cnc21
Xanthosine,CC(OCO)[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)O1)[C@@H]2O
Inosine,CC(O)OC[C@]1(O)[C@@H]2O[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21
Brincidofovir,CCCCCCC(COCCCCC)COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Adenosine,Cc1nc2c(NC(C)O)ncnc2n1[C@@H]1O[C@]2(CO)O[C@H]2[C@H]1O
Guanosine,CC(O)N(C(N)=O)c1nc2c(ncn2[C@@]23OC[C@@H](O2)[C@@H](O)[C@H]3O)c(=O)[nH]1
Xanthosine,CC(O)O[C@H]1[C@H]2OC(O)[C@]1(C)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Brincidofovir,CCCCOCCC(CCCC)OP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Xanthosine,CO[C@@H]1[C@H](O)CO[C@H]1n1c(COP(=O)(O)O)nc2c(=O)[nH]c(=O)[nH]c21
