PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103760931,135430293,C1=CC(=CC=C1/C=N/N=C(\N)/NO)O,Inconclusive,,,Potential missing data,Activity,Not Determined
2,103767285,135860584,C1CN(CCN1C(=O)NO)C(=S)N/N=C/C2=CC=CC=C2O,Active,,,Potential missing data,Activity,Active
3,136938820,135545742,CSC(=S)N/N=C/C1=CC=CC=C1O,Active,,,Potential missing data,Activity,Active
