reactants,products,reactionString,ruleName
C=CC(O)[C@H]1C(=O)OC(=CC(C)C)C1=O.O,C=CC(O)[C@@H]1C(=O)C(=CC(C)CO)OC1O,C=CC(O)[C@H]1C(=O)OC(=CC(C)C)C1=O.O >> C=CC(O)[C@@H]1C(=O)C(=CC(C)CO)OC1O,rule0070_6
C=CC(C)[C@H]1C(=O)OC(=CC(C)C)C1=O,CC=CC[C@H]1C(=O)OC(=CC(C)C)C1=O,C=CC(C)[C@H]1C(=O)OC(=CC(C)C)C1=O >> CC=CC[C@H]1C(=O)OC(=CC(C)C)C1=O,rule0028_51
C=CC[C@]1(C(C)C)C(=O)OC(=C)C1=O.C=CC[C@]1(C(C)C)C(=O)OC(=C)C1=O,C=CC(C)[C@]1(C(C)C)C(=O)OC(=C)C1=O.C=CC[C@]1(CC)C(=O)OC(=C)C1=O,C=CC[C@]1(C(C)C)C(=O)OC(=C)C1=O.C=CC[C@]1(C(C)C)C(=O)OC(=C)C1=O >> C=CC(C)[C@]1(C(C)C)C(=O)OC(=C)C1=O.C=CC[C@]1(CC)C(=O)OC(=C)C1=O,rule0126_2
C=CC(C(C)C)[C@H]1C(=O)OC(=C)C1=O,C=CC(CC)[C@H]1C(=O)OC(=CC)C1=O,C=CC(C(C)C)[C@H]1C(=O)OC(=C)C1=O >> C=CC(CC)[C@H]1C(=O)OC(=CC)C1=O,rule0028_51
C=CC[C@@H](C(=O)O)C(=O)C(O)=CC(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C=CC[C@@H](C(=O)O)C(O)C(O)=CC(C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,C=CC[C@@H](C(=O)O)C(=O)C(O)=CC(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> C=CC[C@@H](C(=O)O)C(O)C(O)=CC(C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,rule0003_129
C=CC[C@@H]1C(=O)C(=CC(C)CO)OC1O.C=CC[C@@H]1C(=O)C(=CC(C)CO)OC1O,C=CC[C@@H]1C(=O)C(=CCCO)OC1O.C=CC[C@@]1(C)C(=O)C(=CC(C)CO)OC1O,C=CC[C@@H]1C(=O)C(=CC(C)CO)OC1O.C=CC[C@@H]1C(=O)C(=CC(C)CO)OC1O >> C=CC[C@@H]1C(=O)C(=CCCO)OC1O.C=CC[C@@]1(C)C(=O)C(=CC(C)CO)OC1O,rule0126_2
C=CC[C@H]1C(=O)OC(=C(O)C(C)C)C1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C=CC[C@H]1C(=O)OC(=C(O)C(C)C)C1OC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C=CC[C@H]1C(=O)OC(=C(O)C(C)C)C1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> C=CC[C@H]1C(=O)OC(=C(O)C(C)C)C1OC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51
C=CC[C@H]1C(=O)OC(O)(CC(C)C)C1=O,C=CC[C@]1(C(C)C)C(=O)OC(C)(O)C1=O,C=CC[C@H]1C(=O)OC(O)(CC(C)C)C1=O >> C=CC[C@]1(C(C)C)C(=O)OC(C)(O)C1=O,rule0028_51
C=CC[C@H]1C(=O)OC(=CC(C)(C)C(=O)O)C1=O,C=CC[C@H]1C(=O)OC(=CCC(C)C(=O)O)C1=O,C=CC[C@H]1C(=O)OC(=CC(C)(C)C(=O)O)C1=O >> C=CC[C@H]1C(=O)OC(=CCC(C)C(=O)O)C1=O,rule0028_47
CC=CC[C@H]1C(=O)OC(=CC(C)C)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC=C(O)C[C@H]1C(=O)OC(=CC(C)C)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC=CC[C@H]1C(=O)OC(=CC(C)C)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC=C(O)C[C@H]1C(=O)OC(=CC(C)C)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
