reactants,products,reactionString,ruleName
CCC(CC)=C1OC(=O)[C@H](O)C1=O.O,CCC(CCO)=C1OC(=O)[C@H](O)C1O,CCC(CC)=C1OC(=O)[C@H](O)C1=O.O >> CCC(CCO)=C1OC(=O)[C@H](O)C1O,rule0070_6
CCCC=C1OC(=O)[C@H](O)C1=O.O,O=C1C(=CCCCO)OC(O)[C@@H]1O,CCCC=C1OC(=O)[C@H](O)C1=O.O >> O=C1C(=CCCCO)OC(O)[C@@H]1O,rule0070_6
CCCC=C1OC(=O)[C@H](O)C1=O.O,CCC(O)C=C1OC(O)[C@H](O)C1=O,CCCC=C1OC(=O)[C@H](O)C1=O.O >> CCC(O)C=C1OC(O)[C@H](O)C1=O,rule0070_6
CCCC=C1OC(=O)[C@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)C=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCC=C1OC(=O)[C@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)C=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
O=C1OC(=CCCO)C(O)[C@H]1O,C=C1OC(=O)[C@H](O)C1(O)CCO,O=C1OC(=CCCO)C(O)[C@H]1O >> C=C1OC(=O)[C@H](O)C1(O)CCO,rule0028_51
O=C1OC(=CCCO)C(O)[C@H]1O,CC=C1OC(=O)[C@H](O)C1(O)CO,O=C1OC(=CCCO)C(O)[C@H]1O >> CC=C1OC(=O)[C@H](O)C1(O)CO,rule0028_50
CCCC=C1OC(=O)[C@H](O)C1=O.CCCC=C1OC(=O)[C@H](O)C1=O,C=C1OC(=O)[C@H](O)C1=O.CCCC(C=C1OC(=O)[C@H](O)C1=O)CC,CCCC=C1OC(=O)[C@H](O)C1=O.CCCC=C1OC(=O)[C@H](O)C1=O >> C=C1OC(=O)[C@H](O)C1=O.CCCC(C=C1OC(=O)[C@H](O)C1=O)CC,rule0126_2
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1C(=CCCO)OC(O)[C@@H]1O,CC(O)CC=C1OC(O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1C(=CCCO)OC(O)[C@@H]1O >> CC(O)CC=C1OC(O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCC=C1OC(=O)[C@H](O)C1=O.O,CCC(O)=C1OC(O)[C@H](O)C1=O,CCC=C1OC(=O)[C@H](O)C1=O.O >> CCC(O)=C1OC(O)[C@H](O)C1=O,rule0070_6
CCC=C1OC(=O)[C@](O)(CC)C1=O.O,CCC=C(O)C(=O)[C@@](O)(CC)C(=O)O,CCC=C1OC(=O)[C@](O)(CC)C1=O.O >> CCC=C(O)C(=O)[C@@](O)(CC)C(=O)O,rule0035_7
