Name,Predictions,Predictions StDev,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,[5.61799272 6.15244916 5.58759431 ... 5.60827543 5.607025   6.39810513],,0.35220531279118916,6.497693145662789,0.49207488145755246,0.3661862713198037,0.6459538972621519
Random Forest Regressor,[5.99112541 6.11046319 5.58001643 ... 5.57779593 5.55528242 6.45444861],,0.307692273206671,5.749785316672184,0.3835578892412783,0.24179118939031333,0.7662249106951713
Support Vector Regressor,[5.52566935 6.21931743 5.61991537 ... 5.60449517 5.60445487 6.5558741 ],,0.3359173597312005,6.24994374360544,0.4097387459699767,0.2807263125178299,0.7285806031867756
Kernel Ridge Regressor,[4.44951605 5.03454438 4.41599445 ... 5.27324549 5.12773677 4.51688952],,1.0128654111111988,17.525102447138217,1.0672368050244179,2.164890739024185,-1.093118145151284
K-NN Regressor,[4.98598964 6.32965785 6.08237873 ... 5.54781381 5.46850376 7.25713405],,0.40480277541523024,7.381141210225133,0.40678783063595386,0.32934162613737883,0.6815770324129614
Gaussian Process Regressor,[5.37509032 6.20551033 5.61735976 ... 5.5935115  5.59211415 6.5239523 ],,0.325358094353176,6.040822977248602,0.3667918560106481,0.24039415519686616,0.7675756290325868
Gradient Boosting Regressor,[5.61863625 6.10271617 5.782219   ... 5.65162412 5.63647672 6.64391952],,0.38671247795431374,7.1111362002105425,0.35895177992364546,0.2783929209159189,0.7308366358879479
TPOT Regressor 1,[6.17884159 6.11918641 5.59726713 ... 5.58417018 5.53918544 6.51667201],,0.29834788516517413,5.5732512821232785,0.38135340802423934,0.23444188239423389,0.7733305662141722
TPOT Regressor 2,[6.16385474 6.2530185  5.59710452 ... 5.67071376 5.55957316 6.43079387],,0.2989599310179325,5.596172773573702,0.388302253514554,0.24015568043872787,0.7678061976402408
Ensemble Model (L1),[6.06684195 6.20001372 5.60251153 ... 5.62580294 5.55472067 6.48157456],[0.48515555 0.47876184 0.48049975 ... 0.49027895 0.48040154 0.46522325],0.3036621498983638,5.656518780699293,0.37328619495038184,0.23155328462143088,0.7761233983434384
