reactants,products,reactionString,ruleName
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C[C@@H](C(N)=O)C(=O)C(O)=Cc1ccc(N)cc1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=P(O)(O)OP(=O)(O)O,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O >> C[C@@H](C(N)=O)C(=O)C(O)=Cc1ccc(N)cc1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=P(O)(O)OP(=O)(O)O,rule0386_2
C[C@H]1C(=O)OC(=Cc2ccc(N)cc2)C1=O.O,C=C1OC(=O)[C@H](C)C1=O.Nc1ccc(O)cc1,C[C@H]1C(=O)OC(=Cc2ccc(N)cc2)C1=O.O >> C=C1OC(=O)[C@H](C)C1=O.Nc1ccc(O)cc1,rule0085_1
C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O,C[C@H]1C(=O)OC(C(O)c2cccc(N)c2)C1=O,C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O >> C[C@H]1C(=O)OC(C(O)c2cccc(N)c2)C1=O,rule0028_50
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,C[C@@H](C(=O)O)C(=C(O)C=O)c1ccc(N)cc1,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1 >> C[C@@H](C(=O)O)C(=C(O)C=O)c1ccc(N)cc1,rule0028_46
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.O,C[C@](O)(C(=O)O)C(O)C(O)=Cc1ccc(N)cc1,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.O >> C[C@](O)(C(=O)O)C(O)C(O)=Cc1ccc(N)cc1,rule0070_6
C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O,C[C@@]1(C(O)c2ccc(N)cc2)C(=O)COC1=O,C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O >> C[C@@]1(C(O)c2ccc(N)cc2)C(=O)COC1=O,rule0028_50
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.O,C[C@@](O)(C(=O)C(O)=Cc1ccc(N)cc1)C(O)O,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.O >> C[C@@](O)(C(=O)C(O)=Cc1ccc(N)cc1)C(O)O,rule0070_6
C[C@H]1C(=O)OC(=Cc2ccc(N)cc2)C1=O,C[C@H]1C(=O)OC2=Cc3ccc(cc3)N=C21.O,C[C@H]1C(=O)OC(=Cc2ccc(N)cc2)C1=O >> C[C@H]1C(=O)OC2=Cc3ccc(cc3)N=C21.O,rule0146_1
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C[C@@H](C=O)C(=O)C(O)=Cc1ccc(N)cc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> C[C@@H](C=O)C(=O)C(O)=Cc1ccc(N)cc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0025_34
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,C[C@@H](C(=O)O)c1cc(N)ccc1C=C(O)C=O,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1 >> C[C@@H](C(=O)O)c1cc(N)ccc1C=C(O)C=O,rule0028_46
C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> C[C@H]1C(=O)OC(C(O)c2ccc(N)cc2O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_10
C[C@H]1C(=O)OC(=Cc2ccc(N)cc2O)C1=O.OO,C[C@H]1C(=O)OC(=Cc2cc(O)c(N)cc2O)C1=O.O,C[C@H]1C(=O)OC(=Cc2ccc(N)cc2O)C1=O.OO >> C[C@H]1C(=O)OC(=Cc2cc(O)c(N)cc2O)C1=O.O,rule1165_2
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,CCC(=O)C(O)=Cc1ccc(N)c(C(=O)O)c1,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1 >> CCC(=O)C(O)=Cc1ccc(N)c(C(=O)O)c1,rule0028_50
C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.OO,C[C@@H](C(=O)O)C(O)C(O)=Cc1ccc(N)cc1.O=O,C[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1.OO >> C[C@@H](C(=O)O)C(O)C(O)=Cc1ccc(N)cc1.O=O,rule0078_13
