Name,Predictions,Predictions StDev,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,[2.01187454 5.50245078 4.99048802 ... 4.62560637 3.9433495  5.62391217],,0.7861650451778627,91.53546319237762,0.9087574489592922,1.4438955792985115,0.6048914710157554
Random Forest Regressor,[4.14439308 5.50738861 5.51785943 ... 4.77954449 4.14740834 5.61668152],,0.7102202750139237,91.9966626030609,0.916031940980795,1.3435273559378962,0.6323562971827841
Support Vector Regressor,[3.83053274 4.61765207 4.22591163 ... 4.71941193 3.45158606 4.74648705],,0.7109706610948989,65.85918445333967,0.988542150057527,1.4826948633780759,0.5942744095896333
Kernel Ridge Regressor,[1.16156935 5.40498806 5.28613561 ... 4.64239856 1.61884229 4.53424466],,1.0443252934069402,84.83628636629967,1.1781319636304441,2.4786102421772185,0.3217514751394236
K-NN Regressor,[5.0215597  5.9226551  6.02113944 ... 4.73910189 3.89444815 4.66572725],,0.7597908771651831,145.863155519468,1.034795506238673,1.6480839167551895,0.5490172410472409
Gaussian Process Regressor,[3.89387067 4.90616654 4.75492222 ... 4.61468157 3.61176507 5.03237712],,0.7340873088456923,95.52361800761919,0.8775843306619864,1.3090384344317574,0.6417938681802409
Gradient Boosting Regressor,[4.25685656 4.70274686 4.58429413 ... 4.55472068 3.76554582 4.57185637],,0.8166510954618111,104.3106051055193,0.8965709483852524,1.470758477207407,0.5975406900941918
TPOT Regressor 1,[4.03939755 5.55095756 5.50467671 ... 4.74097292 2.53882132 5.41336202],,0.7068167744928465,89.17820141864088,0.9085822479930289,1.3251116540725374,0.6373955818641386
TPOT Regressor 2,[4.26004826 5.57886723 5.21972894 ... 4.80272823 4.09633058 5.11902477],,0.712434763254462,91.781823522062,0.9045687926170174,1.3258079924700499,0.6372050353704302
Ensemble Model (L1),[3.98368846 5.34603587 5.14206707 ... 4.69040184 3.328653   5.22393352],[1.13148394 1.13439864 1.12948961 ... 1.15413023 1.13925226 1.1453118 ],0.7045656695568103,94.45979520689751,0.8834022969793796,1.2768124010264803,0.6506122210004234
