reactants,products,reactionString,ruleName,rxn_str,feasibilityScore_rule1,feasibilityLabel_rule1,feasibilityScore_rule2,feasibilityLabel_rule2,feasibilityScore_rule3,feasibilityLabel_rule3,feasibilityScore_rule4,feasibilityLabel_rule4
CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(=O)O.N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(N)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(=O)O.N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(N)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0166_2,CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(=O)O.N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>CCC(=CC(=O)C[C@@H](CC)C(N)=O)C(N)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.0015336098,0,0.29114893,0,0.0803491,0,0.8717149,1
CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O,CCC1=CC(=C(C(N)=O)[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@H](O)CC)OC1=O,CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O >> CCC1=CC(=C(C(N)=O)[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@H](O)CC)OC1=O,rule0126_2,CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@](O)(CC)C(N)=O)OC1=O>>CCC1=CC(=C(C(N)=O)[C@](O)(CC)C(N)=O)OC1=O.CCC1=CC(=C[C@H](O)CC)OC1=O,0.006209476,0,0.020157026,0,0.00019101778,0,0.012282487,0
CC[C@H](C=C1OC(=O)C(C)=C1C)C(N)=O,CCCC1=C(C)C(=O)OC1=CCC(N)=O,CC[C@H](C=C1OC(=O)C(C)=C1C)C(N)=O >> CCCC1=C(C)C(=O)OC1=CCC(N)=O,rule0028_51,CC[C@H](C=C1OC(=O)C(C)=C1C)C(N)=O>>CCCC1=C(C)C(=O)OC1=CCC(N)=O,0.6665829,1,0.7960047,1,0.7161591,1,0.18046728,0
C=C1C=C(CC[C@@H](CC)C(N)=O)C(=O)O1.O,C=C1C=C(CC[C@@H](CCO)C(N)=O)C(O)O1,C=C1C=C(CC[C@@H](CC)C(N)=O)C(=O)O1.O >> C=C1C=C(CC[C@@H](CCO)C(N)=O)C(O)O1,rule0070_6,C=C1C=C(CC[C@@H](CC)C(N)=O)C(=O)O1.O>>C=C1C=C(CC[C@@H](CCO)C(N)=O)C(O)O1,0.001542172,0,0.1643712,0,0.007097826,0,0.081471235,0
CCC(=C1C=CC(=O)O1)[C@@H](CC)C(N)=O,CCCC(CC)=C1OC(=O)C=C1C(N)=O,CCC(=C1C=CC(=O)O1)[C@@H](CC)C(N)=O >> CCCC(CC)=C1OC(=O)C=C1C(N)=O,rule0028_51,CCC(=C1C=CC(=O)O1)[C@@H](CC)C(N)=O>>CCCC(CC)=C1OC(=O)C=C1C(N)=O,0.387837,0,0.37338588,0,0.9032915,1,0.6719018,1
CCC1=CC(=CC(C)(C)C(N)=O)OC1=O.O,CCC1=CC(O)(CC(C)(C)C(N)=O)OC1=O,CCC1=CC(=CC(C)(C)C(N)=O)OC1=O.O >> CCC1=CC(O)(CC(C)(C)C(N)=O)OC1=O,rule0020_19,CCC1=CC(=CC(C)(C)C(N)=O)OC1=O.O>>CCC1=CC(O)(CC(C)(C)C(N)=O)OC1=O,0.00033221924,0,0.0021932381,0,0.026038522,0,0.0012553105,0
CCC1=CC(=C(C)[C@@H](CC)C(N)=O)OC1=O.O,CCCC(C)=C1C=C(CC)C(=O)O1.NC(=O)O,CCC1=CC(=C(C)[C@@H](CC)C(N)=O)OC1=O.O >> CCCC(C)=C1C=C(CC)C(=O)O1.NC(=O)O,rule0085_2,CCC1=CC(=C(C)[C@@H](CC)C(N)=O)OC1=O.O>>CCCC(C)=C1C=C(CC)C(=O)O1.NC(=O)O,0.21019052,0,0.3497371,0,0.61615765,1,0.7024351,1
CCC[C@H](C=C1C=C(CC)C(=O)O1)C(N)=O,CCCC1=C(CC)C(=O)OC1=CCC(N)=O,CCC[C@H](C=C1C=C(CC)C(=O)O1)C(N)=O >> CCCC1=C(CC)C(=O)OC1=CCC(N)=O,rule0028_51,CCC[C@H](C=C1C=C(CC)C(=O)O1)C(N)=O>>CCCC1=C(CC)C(=O)OC1=CCC(N)=O,0.37773564,0,0.50226426,0,0.34517056,0,0.10714484,0
CC[C@H](C=C1C=C(C(C)O)C(O)O1)C(N)=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC[C@H](C=C1C=C(C(C)(C)O)C(O)O1)C(N)=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@H](C=C1C=C(C(C)O)C(O)O1)C(N)=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC[C@H](C=C1C=C(C(C)(C)O)C(O)O1)C(N)=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,CC[C@H](C=C1C=C(C(C)O)C(O)O1)C(N)=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CC[C@H](C=C1C=C(C(C)(C)O)C(O)O1)C(N)=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.6593142,1,0.9704049,1,0.0082160905,0,0.2444535,0
CCC1=CC(=C[C@@H](CC)OC(N)=O)OC1=O.O,CCC1=CC(=C[C@](O)(CC)OC(N)=O)OC1O,CCC1=CC(=C[C@@H](CC)OC(N)=O)OC1=O.O >> CCC1=CC(=C[C@](O)(CC)OC(N)=O)OC1O,rule0070_6,CCC1=CC(=C[C@@H](CC)OC(N)=O)OC1=O.O>>CCC1=CC(=C[C@](O)(CC)OC(N)=O)OC1O,0.006848939,0,0.000531853,0,0.345972,0,0.16461721,0
