starter_Canonical_SMILES,Canonical_SMILES,molecularFormula,molecularWeight,numHeavyAtoms,coreRetention,recoveryReason
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(CO)=C[C@H]1O,C10H10N4O4,250.214,18,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H12N4O4,252.23,18,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H12N4O4,252.23,18,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2c[nH+]c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H13N4O4+,253.238,18,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@]12O,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@]12O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]1O2,C10H8N4O5,264.197,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CC1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H10N4O5,266.213,19,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H10N4O5,266.213,19,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O2,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O2)[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](CO2)[C@@H](O)[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O1,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](CO1)[C@@H](O)[C@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,C10H10N4O5,266.213,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2C(O)O[C@@H]1[C@@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2C(O)O[C@H]2[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@@]1(O)[C@@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@@]2(O)[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@]1(O)[C@@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@]2(O)[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@]2(CO2)[C@@H](O)[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@]2(O)O[C@@H]12,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2O[C@]21O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@]2(CO)O[C@@H]1[C@@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@]2(CO)O[C@H]2[C@H]1O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@]12OC[C@@H](O1)[C@@H](O)[C@H]2O,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@]12O[C@@H]([C@H]1O)[C@@H](CO)O2,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@]12O[C@@H]1[C@H](O)[C@@H](CO)O2,C10H10N4O5,266.213,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]cnc21,C11H14N4O4,266.257,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C,C11H14N4O4,266.257,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2c[nH+]c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H11N4O5+,267.221,19,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C11H15N4O4+,267.265,19,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(CO)[C@@H](O)[C@H]1O,C10H12N4O5,268.229,19,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1[nH+]cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H13N4O5+,269.237,19,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,N#CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C11H11N5O4,277.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@]12O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]cnc3n12,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(ncn32)c(=O)[nH]1,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]cnc4n32)[C@@H]1O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@]12O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]1O2,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1O[C@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@@H](O)[C@H]2O,C10H8N4O6,280.196,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@]12O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]cnc3n12,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(ncn32)c(=O)[nH]1,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]cnc4n32)[C@@H]1O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC[C@]12O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]1O2,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]cnc31)O[C@@H]2CO,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@@H]2Oc3nc4c(ncn4[C@@H]1O[C@@H]2CO)c(=O)[nH]3,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@]12O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C=O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(CO)O[C@@H]12,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@H]2O[C@]2(n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]2O[C@@H]1CO,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@H]2Oc3nc4c(ncn4[C@@H]2O[C@@H]1CO)c(=O)[nH]3,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@]12O[C@H]1[C@H](n1cnc3c(=O)[nH]cnc31)O[C@@H]2CO,C11H12N4O5,280.24,20,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@@]1(C=O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC=O,C11H12N4O5,280.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,C11H12N4O5,280.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@@H](C=O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C=O)[C@@H](O)[C@H]1O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(ncn2[C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C11H12N4O5,280.24,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C11H12N4O5,280.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,C11H12N4O5,280.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,C11H12N4O5,280.24,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CCO[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H16N4O4,280.284,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CCO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C,C12H16N4O4,280.284,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@H](OC)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H16N4O4,280.284,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C10H11N5O5,281.228,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2O[C@]12O,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(O)[C@]12O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]1O2,C10H11N5O5,281.228,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@H](CO)[C@@]3(O)O[C@@H]23)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@H](CO)[C@H]3O[C@]32O)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3O)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@]3(CO)O[C@H]3[C@H]2O)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@]23O[C@@H]([C@H]2O)[C@@H](CO)O3)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@]23O[C@@H]2[C@H](O)[C@@H](CO)O3)c2nc[nH]c(=O)c21,C11H13N4O5+,281.248,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1c[n+](C)c2c(=O)[nH]cnc21,C12H17N4O4+,281.292,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CO[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]cnc32)O[C@@H]1C,C12H17N4O4+,281.292,20,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2c[n+](C)c3c(=O)n(C)cnc32)[C@H](O)[C@@H]1O,C12H17N4O4+,281.292,20,0.9474,coreRetentionRelaxed
