starter_Canonical_SMILES,Canonical_SMILES,molecularFormula,molecularWeight,numHeavyAtoms,coreRetention,recoveryReason
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]cnc4n32)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]cnc43)O1)[C@@H]2O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)OC(=O)[C@]12O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]1O2,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H](C(=O)O)O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]12,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@]1(O)OC2=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H]2O[C@@](n3cnc4c(=O)[nH]cnc43)(OC2=O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]cnc31)O[C@@H]2C(=O)O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2C(=O)O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(ncn4[C@@H]1O[C@@H]2C(=O)O)c(=O)[nH]3,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@H](O)[C@@H]2O[C@@]1(n1cnc3c(=O)[nH]cnc31)OC2=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@H](O)[C@@H]2O[C@H]1n1c(nc3c(=O)[nH]cnc31)OC2=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@H](O)[C@@H]2O[C@H]1n1cnc3c(=O)[nH]c(nc31)OC2=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@]12OC(=O)[C@H]1O[C@@H](n1cnc3c(=O)[nH]cnc31)[C@@H]2O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@@]12O[C@@H]1[C@@H](C(=O)O)O[C@H]2n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]12OC2=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(=O)Oc1nc3c(=O)[nH]cnc3n12,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(=O)Oc1nc3c(ncn32)c(=O)[nH]1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2C(=O)O[C@]21O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(C(=O)O)O[C@@H]12,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(OC2=O)[C@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H]2O[C@@]1(C(=O)O)O[C@H]2n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]2O[C@@H]1C(=O)O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@H]1[C@H]2Oc3nc4c(ncn4[C@@H]2O[C@@H]1C(=O)O)c(=O)[nH]3,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@]12OC(=O)[C@@H](O[C@H]1n1cnc3c(=O)[nH]cnc31)[C@H]2O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(O)O[C@]12O[C@H]1[C@H](n1cnc3c(=O)[nH]cnc31)O[C@@H]2C(=O)O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC(=O)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,COC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C=O,C12H12N4O7,324.249,23,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@@]1(C(=O)O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@@]1(C(=O)O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@@]1(C(=O)OC=O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(=O)C(=O)O,C12H12N4O7,324.249,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(=O)C(=O)O)[C@@H]1O,C12H12N4O7,324.249,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@@H](C(=O)O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1OC=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@@H](C(=O)OC=O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@H](O)[C@@H](C(=O)OC=O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(O)[C@H](OC=O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(OC=O)[C@@H](C(=O)O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(OC=O)[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C(=O)O)[C@@H](O)[C@H]1OC=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C(=O)O)[C@@H](OC=O)[C@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C(=O)OC=O)[C@@H](O)[C@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H]1OC=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](C(=O)O)[C@@H](OC=O)[C@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](C(=O)OC=O)[C@@H](O)[C@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(ncn2[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H]2OC=O)c(=O)[nH]1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(ncn2[C@@H]2O[C@H](C(=O)O)[C@@H](OC=O)[C@H]2O)c(=O)[nH]1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1nc2c(ncn2[C@@H]2O[C@H](C(=O)OC=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2OC(O)CO[C@@H]21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2OCC(O)O[C@@H]21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1COC(O)[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]2O1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1COC(O)[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O1)[C@@H]2O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1CO[C@@H]2[C@H](O)[C@H](O[C@H]2n2cnc3c(=O)[nH]cnc32)C(O)O1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1CO[C@@H]2[C@H](O1)[C@@H](C(O)O)O[C@H]2n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1CO[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]cnc43)O[C@@H]2C(O)O1,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1CO[C@H]2[C@@H](O1)[C@H](n1cnc3c(=O)[nH]cnc31)O[C@@H]2C(O)O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1OC(O)CO[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1OC(O)CO[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]cnc43)O[C@H]12,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1OCC(O)O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1OCC(O)O[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]cnc43)O[C@H]12,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=COC(=O)C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C12H12N4O7,324.249,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC=O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=COC[C@H]1O[C@@H](n2cnc3c(=O)n(C=O)cnc32)[C@H](O)[C@@H]1O,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CO[C@@H]1[C@H](OC=O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,C12H12N4O7,324.249,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(=O)CO,C12H12N4O7,324.249,23,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(=O)CO)[C@@H]1O,C12H12N4O7,324.249,23,1.0,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C[n+]1cn([C@@H]2O[C@H](C(O)(O)C#N)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21,C12H14N5O6+,324.273,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](n2c(C)nc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(C)nc32)[C@H](O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@](C)(O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@]1(C)O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@](C)(n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@]1(C)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]cnc32)OC(C)[C@@H](O)[C@H]1O,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)OC[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C)[C@@H](O)[C@H]1O,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1C(C)O[C@](CO)(n2cnc3c(=O)[nH]cnc32)[C@@H]1O,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@]1(C)O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)C(C)O[C@]1(CO)n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@]1(CO)n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(C)nc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@@]1(C)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@@](CO)(n2cnc3c(=O)[nH]cnc32)O[C@@H]1C,C13H16N4O6,324.293,23,0.9474,coreRetentionRelaxed
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2c(C)nc3c(=O)[nH]cnc32)O[C@@H]1CO,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(C)nc32)O[C@@H]1CO,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C(C)O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)CO,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@]1(C)O,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(C)(O)OC1O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21,C13H16N4O6,324.293,23,1.0,substructureExact
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(C)(O)OC1O[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]cnc43)O[C@H]12,C13H16N4O6,324.293,23,1.0,substructureExact
