reactants,products,reactionString,ruleName
CCC1=CC(=CC2=CCCC2=O)OC1=O.O,O=C1OC(=CC2=CCCC2O)C=C1CCO,CCC1=CC(=CC2=CCCC2=O)OC1=O.O >> O=C1OC(=CC2=CCCC2O)C=C1CCO,rule0070_6
CCC(C1=CCCC1=O)=C1C=CC(=O)O1.O,CC(O)C(C1=CCCC1O)=C1C=CC(=O)O1,CCC(C1=CCCC1=O)=C1C=CC(=O)O1.O >> CC(O)C(C1=CCCC1O)=C1C=CC(=O)O1,rule0070_6
CCC(=CC(=O)CC1=CCCC1=O)C(=O)O.O,O=C(C=C(CCO)C(O)O)CC1=CCCC1=O,CCC(=CC(=O)CC1=CCCC1=O)C(=O)O.O >> O=C(C=C(CCO)C(O)O)CC1=CCCC1=O,rule0070_6
CCC(C1=CCCC1=O)=C1C=CC(=O)O1,CCC(C1=CC(=O)CC1)=C1C=CC(=O)O1,CCC(C1=CCCC1=O)=C1C=CC(=O)O1 >> CCC(C1=CC(=O)CC1)=C1C=CC(=O)O1,rule0028_51
*C1=C(*)C(=O)C(*)=C(*)C1=O.O=C1OC(=CC2=CCCC2O)C=C1CCO,*c1c(*)c(O)c(*)c(*)c1O.O=CCC1=CC(=CC2=CCCC2O)OC1=O,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=C1OC(=CC2=CCCC2O)C=C1CCO >> *c1c(*)c(O)c(*)c(*)c1O.O=CCC1=CC(=CC2=CCCC2O)OC1=O,rule0467_8
*C1=C(*)C(=O)C(*)=C(*)C1=O.CC(O)C1=CC(=CC2=CCCC2=O)OC1=O,*c1c(*)c(O)c(*)c(*)c1O.CC(=O)C1=CC(=CC2=CCCC2=O)OC1=O,*C1=C(*)C(=O)C(*)=C(*)C1=O.CC(O)C1=CC(=CC2=CCCC2=O)OC1=O >> *c1c(*)c(O)c(*)c(*)c1O.CC(=O)C1=CC(=CC2=CCCC2=O)OC1=O,rule0467_8
O=C1CCC=C1C=C1C=C(CCO)C(=O)O1,O=C1C=CC(=CC2=CC(CCO)CC2=O)O1,O=C1CCC=C1C=C1C=C(CCO)C(=O)O1 >> O=C1C=CC(=CC2=CC(CCO)CC2=O)O1,rule0028_51
CCC1=C(C=C2C=CC(=O)O2)C(=O)CC1.O,CC(O)C1=C(C=C2C=CC(=O)O2)C(O)CC1,CCC1=C(C=C2C=CC(=O)O2)C(=O)CC1.O >> CC(O)C1=C(C=C2C=CC(=O)O2)C(O)CC1,rule0070_6
CCC1CC=C(C=C2C=CC(=O)O2)C1=O,CCC1=CC(=O)OC1=CC1=CCCC1=O,CCC1CC=C(C=C2C=CC(=O)O2)C1=O >> CCC1=CC(=O)OC1=CC1=CCCC1=O,rule0028_51
CCC(=CC(=O)CC1=CCCC1=O)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(=CC(=O)OCC1=CCCC1=O)C(=O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(=CC(=O)CC1=CCCC1=O)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(=CC(=O)OCC1=CCCC1=O)C(=O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11
