PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000000311 uM,Activity at 0.0000000880 uM,Activity at 0.0000001756 uM,Activity at 0.0000004972 uM,Activity at 0.0000014063 uM,Activity at 0.0000028127 uM,Activity at 0.0000079555 uM,Activity at 0.0000225014 uM,Activity at 0.0000450029 uM,Activity at 0.0001299230 uM,Activity at 0.0003002708 uM,Activity at 0.0008965874 uM,Activity at 0.00268 uM,Activity at 0.00700 uM,Activity at 0.016 uM,Activity at 0.032 uM,Activity at 0.076 uM,Activity at 0.219 uM,Activity at 0.631 uM,Activity at 1.728 uM,Activity at 3.886 uM,Activity at 8.587 uM,Activity at 17.80 uM,Activity at 49.20 uM,Activity at 107.3 uM,Activity at 231.0 uM,Compound QC
17052,50109908,439499,C1=CC(=C(C2=C1C=CC(=O)O2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160173-01/122104173,,Inactive,,,,0,,,2.4064,0.9941,-2.9951,4,4,0 0 0 0 1,2.8632,,,,,,,,,,,,,,,,,3.6988,,4.1346,-0.1638,,-2.9126,,2.8632,,,QC'd by Prestwick Chemical; Inc.
17053,50109909,442911,CC(C)CC(=O)C1=C(C(=C([C@@](C1=O)(CC=C(C)C)O)O)CC=C(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160174-01/122103963,,Inactive,,,,0,,,3.5117,0.6968,-1,-14.3599,4,0 0 0 0 0,-5.6619,,,,,,,,,,,,,,,,,-14.0499,,-6.2236,4.5239,,-2.5211,,-5.6619,,,QC'd by Prestwick Chemical; Inc.
17054,50109910,1715306,COC1=CC2=C(C=C1)[C@H]3[C@@H](CO2)C4=CC5=C(C=C4O3)OCO5,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160175-01/122104746,,Inactive,,,,0,,,4.9549,0.7249,-18.3254,-2,4,0 0 0 0 1,3.9309,,,,,,,,,,,,,,,,,-5.4062,,-6.6085,2.2882,,-16.9378,,3.9309,,,QC'd by Prestwick Chemical; Inc.
17055,50109911,3045276,C[C@@H]1CC2=CC(=C(C=C2[C@@H]([C@H]1C)C3=CC(=C(C=C3)OC)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160176-01/122103658,,Inactive,,,,0,,,0.6,0.8913,-24.6284,-13.028,4,0 0 0 0 0,-18.857,,,,,,,,,,,,,,,,,-12.5234,,-14.3922,-15.0306,,-15.1705,,-18.857,,,QC'd by Prestwick Chemical; Inc.
17056,50109912,24867642,C[C@@H]1[C@]2(CCC3[C@]([C@@H]2CCC(=O)O1)(CC[C@@]4([C@@]3(CC[C@@]5(C4CC(CC5)(C)C)CO)C)C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160177-01/122104200,,Inactive,,,,0,,,4.9549,0.7132,-2,-12.5768,4,0 0 0 0 0,-4.4225,,,,,,,,,,,,,,,,,-10.8154,,-14.2306,2.4013,,-5.6833,,-4.4225,,,QC'd by Prestwick Chemical; Inc.
17057,50109913,24867643,C[C@@]12CCC[C@@]3(C1CC[C@@]45[C@H]3CC(CC4)C(=C)[C@H]5O)CN(C2)CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160178-01/122104325,,Inactive,,,,0,,,2.2526,0.6227,-15.9478,-1.5,4,0 0 0 0 0,-15.3732,,,,,,,,,,,,,,,,,-9.362,,3.6883,0.3414,,-10.0594,,-15.3732,,,QC'd by Prestwick Chemical; Inc.
17058,50109914,24867644,CC1=COC2=C1C[C@H]([C@](C2)(C)C=C)C(=C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160179-01/122104593,,Inactive,,,,0,,,4.9549,0.8794,10.5,-7.6956,4,0 0 0 0 0,8.1568,,,,,,,,,,,,,,,,,-3.4338,,-7.6212,-10.163,,-9.4826,,8.1568,,,QC'd by Prestwick Chemical; Inc.
17059,50109915,24867645,COC(=O)N1C2=CC=CC=C2C34[C@]15CC[C@]67[C@@H]3N(CCC6)C[C@@H]4C(=O)[C@@]5(C7)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160180-01/122103911,,Inactive,,,,0,,,4.9549,0.6554,-2.3068,3,4,0 0 0 0 0,-0.4416,,,,,,,,,,,,,,,,,4.1739,,0.4286,4.5791,,-4.4223,,-0.4416,,,QC'd by Prestwick Chemical; Inc.
17060,50109916,167963,CC1=CC2=C(C3=C1OC(C=C3)(C)CCC=C(C)C)NC4=CC=CC=C42,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160181-01/122103803,,Inactive,,,,0,,,4.9549,0.5453,-9.5735,0.5,4,0 0 0 0 0,-6.089,,,,,,,,,,,,,,,,,-0.6079,,1.0853,-17.5613,,-5.3597,,-6.089,,,QC'd by Prestwick Chemical; Inc.
17061,50109918,24867646,C[C@H]1C(=O)CC(=O)C2[C@@]1(CCC3C24CC[C@@]5(C3(CC[C@@]6([C@H]5CC(CC6)(C)C)C)CO[C@@H]4C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160182-01/122104657,,Inactive,,,,0,,,4.5045,0.9391,-8.5937,4,4,0 0 0 0 0,-7.0151,,,,,,,,,,,,,,,,,4.0181,,-7.8318,-10.9114,,-8.0704,,-7.0151,,,QC'd by Prestwick Chemical; Inc.
17062,50109919,6261723,C/C=C/C1=CC2=C(C=C1)OC(=C2C)C3=CC=C(C=C3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160183-01/122103925,,Inactive,,,,0,,,4.9549,0.5446,2.5,-15.7251,4,0 0 0 0 0,-5.037,,,,,,,,,,,,,,,,,-10.6042,,5.2258,0.848,,9.6907,,-5.037,,,QC'd by Prestwick Chemical; Inc.
17063,50109920,24867647,C[C@@]12C[C@@H](CC([C@@H]1CC[C@@]34[C@H]2CC[C@@H](C3)C(=C)C4)(CO)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160184-01/122104492,,Inactive,,,,0,,,4.9549,0.5776,7,-9.1128,4,0 0 0 0 0,4.9988,,,,,,,,,,,,,,,,,-9.8923,,-0.1186,-13.844,,-12.8301,,4.9988,,,QC'd by Prestwick Chemical; Inc.
17064,50109921,101749,C[C@@H]1[C@@H]([C@H](O[C@H]1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160185-01/122103575,,Inactive,,,,0,,,4.9549,0.83,-2.0552,-10.5571,4,0 0 0 0 0,-5.3165,,,,,,,,,,,,,,,,,-10.4642,,-9.6622,-0.046,,-1.3159,,-5.3165,,,QC'd by Prestwick Chemical; Inc.
17065,50109922,24867648,C[C@]12C[C@@H](CC(C1[C@@H](C[C@]34C2C[C@@H]5C(C3)[C@@]5(C4)C)O)(CO)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160186-01/122103553,,Inactive,,,,0,,,4.9549,0.3861,-4.6188,10.5,4,0 0 0 0 0,-8.2162,,,,,,,,,,,,,,,,,7.6326,,-9.6823,-7.4559,,7.2938,,-8.2162,,,QC'd by Prestwick Chemical; Inc.
17066,50109923,9496921,C[C@@H]1[C@@H](C(=O)[C@@]2([C@@H]([C@@]13C[C@H](O[C@@H]3OC(=O)C)C4=COC=C4)CCC[C@]25CO5)COC(=O)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160187-01/122103823,,Inactive,,,,0,,,4.9549,0.424,-2,-14.6317,4,0 0 0 0 1,-2.8476,,,,,,,,,,,,,,,,,-10.9431,,-1.0781,3.8528,,-8.8636,,-2.8476,,,QC'd by Prestwick Chemical; Inc.
17067,50109924,24867649,C[C@@H]1C(=O)CC2[C@@]([C@]1(CCC3=COC=C3)O)(CCCC2(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160188-01/122103960,,Inactive,,,,0,,,3.99,0.892,-5.8855,3.5,4,0 0 0 0 0,-3.8084,,,,,,,,,,,,,,,,,4.9583,,2.3986,1.4246,,-7.8213,,-3.8084,,,QC'd by Prestwick Chemical; Inc.
17068,50109925,392605,COC1=C(C=C2C(=C1)CCN3C2=CC4=CC(=C(C=C4C3=O)OC)OC)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160189-01/122104321,,Inhibitor,11.2202,39.9224,,10,Single point of activity,-4.95,4.9549,0.8335,-33.8126,6.1098,-3,0 0 0 0 0,-33.6853,,,,,,,,,,,,,,,,,18.5113,,-2.7603,3.2754,,-4.872,,-33.6853,,,QC'd by Prestwick Chemical; Inc.
17069,50109926,24867650,CC(C)C(C(C)O)(C(=O)OC[C@@H]1CC[N+]2(C1CCC2)[O-])O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160190-01/122104673,,Inactive,,,,0,,,1.6436,0.8865,-5.9608,14,4,0 0 0 0 0,-5.8007,,,,,,,,,,,,,,,,,9.7441,,18.4969,10.1326,,-0.1765,,-5.8007,,,QC'd by Prestwick Chemical; Inc.
17070,50109927,744627,C1=CC=C(C=C1)[C@H](CNC(=O)C2=CC=CC=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160191-01/122104253,,Activator,3.1623,44.2368,,0,Partial curve; partial efficacy; poor fit,-5.5,0.4,0.7952,40.2368,-4,2.4,0 0 0 0 0,33.58,,,,,,,,,,,,,,,,,1.561,,12.9403,18.333,,14.9891,,33.58,,,QC'd by Prestwick Chemical; Inc.
17071,50109928,72313,C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=C4C=CC(=C5)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160192-01/122104114,,Inactive,,,,0,,,,,,,4,,1.1728,,,,,,,,,,,,,,,,,0.0707,,7.016,0.959,,0.7384,,1.1728,,,QC'd by Prestwick Chemical; Inc.
17072,50109929,161313,CN1CCCCC1C2=CN=C(C=C2)C3=CN=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160193-01/122104335,,Inactive,,,,0,,,4.5045,0.8816,-2.7498,9,4,0 0 0 0 0,-1.2105,,,,,,,,,,,,,,,,,8.8808,,-0.0962,-1.7057,,-6.0415,,-1.2105,,,QC'd by Prestwick Chemical; Inc.
17073,50109931,24867651,C[C@]12CCC(=O)C=C1CCC3C24C(O4)C[C@]5(C3CC[C@@]5(C(=O)CO)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160194-01/122104439,,Inactive,,,,0,,,4.9549,0.9117,0.4764,11,4,0 0 0 0 0,-1.6863,,,,,,,,,,,,,,,,,10.0372,,11.7145,-0.2943,,2.8585,,-1.6863,,,QC'd by Prestwick Chemical; Inc.
17074,50109932,24867652,CC1=CC[C@@]2(CC1C(OC2)C3=CC=CC=C3O)CO,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160195-01/122103921,,Inhibitor,10,35.0692,,21,Partial curve; partial efficacy,-5,4.9549,0.9904,-33.5692,1.5,-2.2,0 0 0 0 0,-33.8604,,,,,,,,,,,,,,,,,3.2349,,1.676,-0.5136,,-11.1286,,-33.8604,,,QC'd by Prestwick Chemical; Inc.
17075,50109933,6688,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160196-01/122104725,,Inactive,,,,0,,,4.9549,0.478,-10.6438,4,4,0 0 0 0 1,1.7945,,,,,,,,,,,,,,,,,3.9294,,1.1051,-20.5365,,-0.8179,,1.7945,,,QC'd by Prestwick Chemical; Inc.
17076,50109935,1097156,C[N+](C)(C)CCC1=CC(=C(C=C1/C=C/C2=CC=C(C=C2)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160197-01/122104249,,Inactive,,,,0,,,4.9549,0.4935,-4.7295,5.5,4,0 0 0 0 0,-2.0277,,,,,,,,,,,,,,,,,3.726,,-9.7746,-7.5743,,-0.181,,-2.0277,,,QC'd by Prestwick Chemical; Inc.
17077,50109937,12565,CC1(C=CC2=CC(=C(C=C2O1)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160199-01/122104212,,Inactive,,,,0,,,3.99,0.8502,1,-2.6838,4,0 0 0 0 0,0.1327,,,,,,,,,,,,,,,,,-1.866,,-3.0698,-1.92,,1.9567,,0.1327,,,QC'd by Prestwick Chemical; Inc.
17078,50109938,2837664,CC1(C(OC(O1)(C)C)COC2=CC=CC3=C2N(C(=O)C=C3OC)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160200-01/122103906,,Inactive,,,,0,,,4.9549,0.9528,1,-4.6944,4,0 0 0 0 0,0.5063,,,,,,,,,,,,,,,,,-4.3286,,0.9327,1.6991,,0.3771,,0.5063,,,QC'd by Prestwick Chemical; Inc.
17079,50109939,24867653,C/C(=C/1\[C@@H]2C(C2(C)C)CC1=O)/NC3=CC4=C(C=C3)OC(=O)C=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160201-01/122103816,,Inactive,,,,0,,,3.5722,0.9142,-4.0509,-12.5292,4,0 0 0 0 0,-4.727,,,,,,,,,,,,,,,,,-9.6076,,-3.8833,-3.3757,,-5.16,,-4.727,,,QC'd by Prestwick Chemical; Inc.
17080,50109940,24867654,C1C2[C@@H]([C@@H](OC2N3C=CC(=N)N=C3O1)O)O,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160202-01/122104088,,Inhibitor,6.3096,56.8936,,22,Partial curve; partial efficacy,-5.2,1.331,0.955,-56.1908,0.7028,-2.2,0 0 0 0 0,-51.6597,,,,,,,,,,,,,,,,,6.312,,-8.2873,-5.8305,,-36.4381,,-51.6597,,,QC'd by Prestwick Chemical; Inc.
17081,50109941,5488919,COC1=C(C=C2C3=C1OC(=O)C4=CC(=C(C(=C43)OC2=O)OC)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160203-01/122103826,,Inactive,,,,0,,,4.9549,0.417,-3.415,4.5,4,0 0 0 0 0,-1.4991,,,,,,,,,,,,,,,,,3.2069,,-9.0959,0.2252,,-3.0875,,-1.4991,,,QC'd by Prestwick Chemical; Inc.
17082,50109942,16395348,CC1=CN(C(=O)NC1=O)C2[C@H]([C@@H](CO2)O)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160204-01/122103662,,Inactive,,,,0,,,2.7202,0.534,-0.5642,-7.3732,4,0 0 0 0 1,-5.9588,,,,,,,,,,,,,,,,,-3.6544,,-11.1443,-4.7783,,-0.4701,,-5.9588,,,QC'd by Prestwick Chemical; Inc.
17083,50109943,54680431,CN1C2=CC=CC=C2C(=C(C1=O)C3=CC=CC=C3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160205-01/122104576,,Inactive,,,,0,,,4.9549,0.6852,-4.2272,2.5,4,0 0 0 0 0,-6.4393,,,,,,,,,,,,,,,,,0.964,,3.6819,-5.4258,,-0.6618,,-6.4393,,,QC'd by Prestwick Chemical; Inc.
17084,50109944,5868511,C/C=C(\C)/C(=O)OC1C(C2=C(C=C3C(=C2)C=CC(=O)O3)OC1(C)C)OC(=O)C4(C(O4)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160206-01/122104526,,Inactive,,,,0,,,4.9549,0.4732,5,-3.5744,4,0 0 0 0 0,4.7706,,,,,,,,,,,,,,,,,3.1447,,-4.1582,-9.2287,,3.4977,,4.7706,,,QC'd by Prestwick Chemical; Inc.
17085,50109946,927945,CN1C2=C(C=CC=C2OC)C(=O)C3=C1OC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160208-01/122103793,,Inactive,,,,0,,,4.9549,0.3956,-9.9972,1,4,0 0 0 0 0,-6.6644,,,,,,,,,,,,,,,,,4.8766,,-2.1615,-4.3834,,4.9037,,-6.6644,,,QC'd by Prestwick Chemical; Inc.
17086,50109947,135458774,C1=CC=C2C(=C1)C(=O)NC(=N2)C3=CC=CC=C3O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160209-01/122103978,,Activator,12.5893,49.3629,,0,Single point of activity,-4.9,1,0.9755,39.3445,-10.0183,3,0 0 0 0 0,31.0188,,,,,,,,,,,,,,,,,-9.9496,,-10.7739,-0.3551,,8.0716,,31.0188,,,QC'd by Prestwick Chemical; Inc.
17087,50109948,16395428,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O[C@H]4C(C([C@@H](C(O4)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160210-01/122104590,,Inactive,,,,0,,,4.9549,0.9896,-13.4573,6.5,4,0 0 0 0 0,-12.9427,,,,,,,,,,,,,,,,,4.7337,,6.99,7.0255,,-13.7145,,-12.9427,,,QC'd by Prestwick Chemical; Inc.
17088,50109949,677114,C1C[C@H]2C(=O)NC3=CC=CC=C3C(=O)N2C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160211-01/122104760,,Inactive,,,,0,,,4.9549,0.3252,-7.4097,14,4,0 0 0 0 0,-3.8129,,,,,,,,,,,,,,,,,8.3909,,-16.7935,7.6327,,-17.0081,,-3.8129,,,QC'd by Prestwick Chemical; Inc.
17089,50109950,4593655,CN(C)CCC1=C(C=C2C3=C1C=CC4=CC5=C(C(=C43)C(=O)O2)OCO5)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160212-01/122103683,,Inactive,,,,0,,,,,,,4,,-6.3441,,,,,,,,,,,,,,,,,-1.9978,,5.4642,-11.2621,,4.1589,,-6.3441,,,QC'd by Prestwick Chemical; Inc.
17090,50109951,16395578,CC[C@@]12CCCN3C1C4(CC3)C(C(C2)C(=O)O)NC5=CC=CC=C45,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160213-01/122104316,,Inactive,,,,0,,,4.9549,0.5687,-13.2115,0.5188,4,0 0 0 0 0,-16.8429,,,,,,,,,,,,,,,,,-3.3177,,-16.0218,-6.8247,,-14.0367,,-16.8429,,,QC'd by Prestwick Chemical; Inc.
17091,50109952,24867655,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)CC(=O)O)OC2=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160214-01/122104521,,Inactive,,,,0,,,4.9549,0.6698,-7.8268,8,4,0 0 0 0 0,-9.8433,,,,,,,,,,,,,,,,,5.0382,,-10.478,-10.689,,-0.9138,,-9.8433,,,QC'd by Prestwick Chemical; Inc.
17092,50109953,11875389,CC(C)([C@@H]1CCC[N+]2([C@@H]1CCCC2)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160215-01/122103877,,Inactive,,,,0,,,,,,,4,,-1.2837,,,,,,,,,,,,,,,,,-6.3881,,3.2962,-8.541,,-1.5226,,-1.2837,,,QC'd by Prestwick Chemical; Inc.
17093,50109954,111054,C1=CC=C(C=C1)C[C@H]2C(=O)N[C@H](C(=O)N2)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160216-01/122103698,,Inactive,,,,0,,,4.9549,0.6444,-2,-19.0863,4,0 0 0 0 0,-4.9222,,,,,,,,,,,,,,,,,-14.2385,,-0.1536,1.4095,,-7.7121,,-4.9222,,,QC'd by Prestwick Chemical; Inc.
17094,50109955,115269,C1C[C@H]2CN3[C@H](CC=CC3=O)[C@@H]4[C@H]2N(C1)CCC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160217-01/122103652,,Inactive,,,,0,,,,,,,4,,-6.7587,,,,,,,,,,,,,,,,,-4.3945,,-12.037,5.8578,,-7.9437,,-6.7587,,,QC'd by Prestwick Chemical; Inc.
17095,50109956,777378,COC1=CC=C(C=C1)C(=O)N(C2=CC=CC=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160218-01/122103492,,Inactive,,,,0,,,,,,,4,,0.439,,,,,,,,,,,,,,,,,4.9878,,-10.2737,3.6465,,2.5277,,0.439,,,QC'd by Prestwick Chemical; Inc.
17096,50109957,928446,COC1=CC=C(C=C1)C2=CN=C(O2)C3=CN=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160219-01/122103608,,Inactive,,,,0,,,4.095,0.729,-14.116,-5.5997,4,0 0 0 0 0,-13.8467,,,,,,,,,,,,,,,,,-9.2614,,-4.1719,-3.8331,,-8.3201,,-13.8467,,,QC'd by Prestwick Chemical; Inc.
17097,50109958,24867656,C/C=C\1/CN2CC[C@@]34[C@@H]2C[C@H]1C(=C3NC5=C4C=CC=C5O)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160220-01/122103896,,Inactive,,,,0,,,4.9549,0.9277,6,-14.9658,4,0 0 0 0 0,3.6448,,,,,,,,,,,,,,,,,-18.3048,,-10.9447,-15.4292,,8.3081,,3.6448,,,QC'd by Prestwick Chemical; Inc.
17098,50109959,87372,COC1=CC2=C(C=C1)NC3=C2CCNC3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160221-01/122103812,,Inactive,,,,0,,,1.21,0.9175,-24.6576,-2,4,0 0 0 0 0,-18.8813,,,,,,,,,,,,,,,,,0.7886,,-5.175,-3.9563,,-7.8447,,-18.8813,,,QC'd by Prestwick Chemical; Inc.
17099,50109960,182251,CC1(C(O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160222-01/122104121,,Inactive,,,,0,,,4.9549,0.733,16,-12.6181,4,0 0 0 0 0,10.1269,,,,,,,,,,,,,,,,,-12.3894,,-5.5358,-10.8506,,-22.5984,,10.1269,,,QC'd by Prestwick Chemical; Inc.
17100,50109961,24867657,CC(=O)[C@]1([C@@H](CC2[C@@]1(CCC3C2CCC4[C@@]3(CCC(C4)O)C)C)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160223-01/122104077,,Inactive,,,,0,,,3.5722,0.9953,4.5,-4.5155,4,0 0 0 0 1,-2.9348,,,,,,,,,,,,,,,,,-4.457,,-5.0129,-3.7331,,4.1032,,-2.9348,,,QC'd by Prestwick Chemical; Inc.
17101,50109962,24213970,CC1=CC2[C@@](CC1COC3=CC4=C(C=CC(=O)C4)C=C3)(CC(=O)CC2(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160224-01/122103869,,Inactive,,,,0,,,4.5045,0.9822,-18.4676,2,4,0 0 0 0 1,1.717,,,,,,,,,,,,,,,,,3.5215,,0.2662,0.3126,,-18.3063,,1.717,,,QC'd by Prestwick Chemical; Inc.
17102,50109963,24867658,CC[N+]1(C[C@@]2(CC[C@@H]([C@]34C2CC(C31)[C@@]56C4CC(=O)C(C5)C(=C)[C@H]6O)O)C)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160225-01/122104035,,Inactive,,,,0,,,4.095,0.6781,-5.2342,2,4,0 0 0 0 0,-5.1952,,,,,,,,,,,,,,,,,2.0158,,-1.2579,4.7013,,0.2804,,-5.1952,,,QC'd by Prestwick Chemical; Inc.
17103,50109964,24867659,CC(CCl)(C(=O)O[C@H]1CC(=C)C2C[C@@H]([C@@](C2[C@@H]3C1C(=C)C(=O)O3)(CCl)O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160226-01/122104386,,Inhibitor,35.4813,77.3643,,10,Single point of activity,-4.45,4.4495,0.9613,-82.4682,-5.104,-3,0 0 0 0 0,-63.9911,,,,,,,,,,,,,,,,,-0.7377,,-5.2118,-13.5396,,-0.6408,,-63.9911,,,QC'd by Prestwick Chemical; Inc.
17104,50109965,160909,C[N+]1=CC2=C(C3=C(C=C2CC1)OCO3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160227-01/122103905,,Inactive,,,,0,,,4.9549,0.3975,5,-4.64,4,0 0 0 0 0,7.464,,,,,,,,,,,,,,,,,3.8303,,-13.0333,3.0211,,2.7636,,7.464,,,QC'd by Prestwick Chemical; Inc.
17105,50109967,5398366,C1COC2=C(O1)C=CC(=C2)C3=CC4=C(C=C(C=C4)O)OC3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160228-01/122104024,,Inactive,,,,0,,,4.9549,0.5223,-6.5614,9,4,0 0 0 0 0,-10.9853,,,,,,,,,,,,,,,,,6.3973,,-12.1345,-4.776,,1.7406,,-10.9853,,,QC'd by Prestwick Chemical; Inc.
17106,50109968,24867660,C[C@@H]1CC[C@H]2[C@@H]([C@H]3CC[C@@H]4[C@H](C3C(=O)N2C1)C[C@H]5C4[C@H](CC6=CC(=O)CC[C@]56C)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160229-01/122104651,,Inactive,,,,0,,,4.9549,0.8711,4,-6.9022,4,0 0 0 0 1,-15.7021,,,,,,,,,,,,,,,,,-8.2518,,-4.4043,-8.1489,,2.3579,,-15.7021,,,QC'd by Prestwick Chemical; Inc.
