PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
3122,170465863,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016257-10/212322752,,Inactive,,,0,,,,,0,0,4,,6.5472,,,,,,,,,,,,,-32.0117,,3.7687,,,1.0293,,-0.8668,,,6.5472,,,,QC'd by Microsource
3123,170465864,5480,CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159451-06/212323319,,Inactive,,,0,,,,,0,0,4,,-7.3715,,,,,,,,,,,,,-8.2847,,1.8722,,,-4.3382,,-5.7828,,,-7.3715,,,,QC'd by Vitas
3124,170465865,4904,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00013289-09/212323806,,Inactive,,,0,,,,,0,0,4,,4.4919,,,,,,,,,,,,,-5.2304,,11.0312,,,-0.7792,,-0.0327,,,4.4919,,,,QC'd by Specs
3125,170465866,5506,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249934-01/212319024,,Inactive,,,0,,,,,0,0,4,,-12.9116,,,,,,,,,,,,,-0.8458,,1.1653,,,-4.2022,,-2.1264,,,-12.9116,,,,QC'd by GVK
3126,170465868,863,C1CSSC1CCCCC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00166104-04/212323059,,Inactive,,,0,,,,,0,0,4,,-4.2176,,,,,,,,,,,,,-1.5856,,-1.6242,,,4.3145,,-8.1335,,,-4.2176,,,,QC'd by Microsource
3127,170465869,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016878-04/212323337,,Inactive,,,0,,,,,0,0,4,,-5.5441,,,,,,,,,,,,,6.4067,,2.3724,,,-3.3174,,0.9122,,,-5.5441,,,,QC'd by Prestwick Chemical; Inc.
3128,170465870,6035,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00090770-09/212322705,,Activator,31.6228,76.2726,0,Single point of activity,-4.5,1,0.8083,76.2726,0,3,0 0 0 0 0,60.5552,,,,,,,,,,,,,9.9589,,-12.1184,,,2.5933,,6.9569,,,60.5552,,,,QC'd by Bosche
3129,170465871,92178,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.CS(=O)(=O)O.CS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00179625-03/212318458,,Inactive,,,0,,,,,0,0,4,,-4.8715,,,,,,,,,,,,,-0.1797,,-20.7417,,,-7.1554,,-2.3119,,,-4.8715,,,,QC'd by Prestwick
3130,170465872,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015661-12/212318980,,Inactive,,,0,,,,,0,0,4,,-3.3573,,,,,,,,,,,,,-16.0316,,-0.7369,,,-15.766,,4.529,,,-3.3573,,,,QC'd by Microsource
3131,170465873,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016692-05/212318099,,Inactive,,,0,,,,,0,0,4,,-4.64,,,,,,,,,,,,,-17.5868,,4.0192,,,-60.5012,,0.452,,,-4.64,,,,QC'd by Microsource
3132,170465874,444008,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164632-02/212323495,,Inactive,,,0,,,,,0,0,4,,-0.4485,,,,,,,,,,,,,-4.9091,,-10.6684,,,-1.5661,,-2.1374,,,-0.4485,,,,QC'd by Sequoia
3133,170465875,5282209,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253604-01/212318382,,Inactive,,,0,,,,,0,0,4,,-37.2104,,,,,,,,,,,,,-20.0869,,-26.4884,,,-26.1047,,-10.7023,,,-37.2104,,,,QC'd by GVK
3134,170465876,102232,CCC(=O)O[C@@H]1C[C@H]2[C@@H]3CCC4=C([C@H]3CC[C@@]2([C@H]1OC(=O)CC)C)C=CC(=C4)OC(=O)CC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249918-01/212323717,,Inactive,,,0,,,,,0,0,4,,-6.2172,,,,,,,,,,,,,4.1228,,12.322,,,-2.1306,,-8.0511,,,-6.2172,,,,QC'd by GVK
3135,170465877,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015996-10/212318800,,Inactive,,,0,,,,,0,0,4,,0.5397,,,,,,,,,,,,,6.1912,,-4.1404,,,8.1294,,7.4011,,,0.5397,,,,QC'd by Microsource
3136,170465878,34040,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017259-07/212322706,,Inactive,,,0,,,,,0,0,4,,-8.1663,,,,,,,,,,,,,-7.7674,,-9.7216,,,-11.1978,,-12.5335,,,-8.1663,,,,QC'd by Enzo
3137,170465879,4006,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164588-02/212323281,,Inactive,,,0,,,,,0,0,4,,-1.3851,,,,,,,,,,,,,1.8074,,-19.2301,,,0.3847,,-0.9465,,,-1.3851,,,,QC'd by Sequoia
3138,170465880,56972160,C[C@H](C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C.C(=C\C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00025158-02/212317992,,Inactive,,,0,,,,,0,0,4,,-0.1244,,,,,,,,,,,,,3.6536,,0.633,,,5.2872,,13.0953,,,-0.1244,,,,QC'd by Tocris
3139,170465881,71773,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00181000-02/212323658,,Inactive,,,0,,,,,0,0,4,,0.1084,,,,,,,,,,,,,13.2335,,6.7738,,,-5.8575,,6.2314,,,0.1084,,,,QC'd by Tocris
3140,170465882,4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164620-02/212318908,,Inactive,,,0,,,,,0,0,4,,18.3165,,,,,,,,,,,,,-15.4348,,-2.1677,,,8.2276,,5.2014,,,18.3165,,,,QC'd by Sequoia
3141,170465883,108143,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00181111-02/212323288,,Inactive,,,0,,,,,0,0,4,,-3.5792,,,,,,,,,,,,,-8.4455,,3.8422,,,-3.2534,,-0.1694,,,-3.5792,,,,QC'd by Tocris
3142,170465884,5355019,CCCSS/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167447-02/212318520,,Inactive,,,0,,,,,0,0,4,,3.3157,,,,,,,,,,,,,1.3469,,2.4108,,,0.2248,,8.2433,,,3.3157,,,,QC'd by Bosche
3143,170465885,14130,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00166139-03/212318638,,Inactive,,,0,,,,,0,0,4,,10.9715,,,,,,,,,,,,,0.8574,,-3.8454,,,12.0279,,2.0411,,,10.9715,,,,QC'd by SIGMA
3144,170465886,9927058,C1C(S/C(=C(/C#N)\N2C=CN=C2)/S1)C3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164544-02/212323757,,Inactive,,,0,,,,,0,0,4,,-0.8805,,,,,,,,,,,,,7.9923,,12.1375,,,8.5888,,-13.9813,,,-0.8805,,,,QC'd by Sequoia
3145,170465887,19536,CC(=O)N(CC(=O)N(C)C)C1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249935-01/212318705,,Inactive,,,0,,,,,0,0,4,,0.6742,,,,,,,,,,,,,0.7804,,-8.9015,,,-8.1942,,-5.3782,,,0.6742,,,,QC'd by GVK
3146,170465888,2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016913-14/212322483,,Inactive,,,0,,,,,0,0,4,,-19.1508,,,,,,,,,,,,,-18.417,,-20.0739,,,4.7637,,-1.1954,,,-19.1508,,,,QC'd by Enzo
3147,170465889,5597,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00183029-02/212323434,,Inactive,,,0,,,,,0,0,4,,13.5006,,,,,,,,,,,,,11.0772,,-3.4754,,,19.0818,,-6.0038,,,13.5006,,,,QC'd by Sequoia
3148,170465890,6999030,C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00344531-01/212319021,,Inactive,,,0,,,,,0,0,4,,4.545,,,,,,,,,,,,,-1.2742,,-5.5789,,,-0.9608,,-2.0147,,,4.545,,,,QC'd by SIGMA
3149,170465891,5042,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00095161-05/212318452,,Inactive,,,0,,,,,0,0,4,,6.06,,,,,,,,,,,,,4.7552,,-4.1591,,,3.3401,,7.9858,,,6.06,,,,QC'd by Microsource
3150,170465892,91771,C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00262959-01/212323360,,Inactive,,,0,,,,,0,0,4,,0.4061,,,,,,,,,,,,,0.2647,,9.263,,,-5.5562,,-7.2927,,,0.4061,,,,QC'd by GVK
3151,170465893,657381,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015080-08/212323386,,Inactive,,,0,,,,,0,0,4,,6.6896,,,,,,,,,,,,,-14.2585,,-18.0859,,,0.5363,,0.7157,,,6.6896,,,,QC'd by Vitas
3152,170465894,9335,C[N+](CCCl)(CCCl)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249933-01/212323538,,Inactive,,,0,,,,,0,0,4,,-13.8828,,,,,,,,,,,,,-19.8611,,-12.7601,,,-15.4234,,-12.3891,,,-13.8828,,,,QC'd by GVK
3153,170465895,3673,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249924-01/212318072,,Inactive,,,0,,,,,0,0,4,,-3.8072,,,,,,,,,,,,,-6.112,,-4.5281,,,1.2829,,-1.984,,,-3.8072,,,,QC'd by GVK
3154,170465896,6271,CCC(=O)C1=CC=C(C=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018097-06/212318387,,Inactive,,,0,,,,,0,0,4,,-3.3587,,,,,,,,,,,,,0.3028,,-5.2419,,,1.9525,,2.2207,,,-3.3587,,,,QC'd by Labotest
3155,170465897,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015713-13/212323307,,Inactive,,,0,,,,,0,0,4,,10.268,,,,,,,,,,,,,-0.8555,,2.1756,,,-9.501,,1.2141,,,10.268,,,,QC'd by SigmaAldrich
3156,170465898,115227,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00162385-04/212318435,,Inactive,,,0,,,,,0,0,4,,5.8581,,,,,,,,,,,,,10.0112,,-2.4148,,,5.264,,-0.0679,,,5.8581,,,,QC'd by SIGMA
3157,170465899,121035,CCC(=C(C1=CC=CC=C1)C2=CC=CC=C2)CN.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00262942-01/212318760,,Inactive,,,0,,,,,0,0,4,,-0.9117,,,,,,,,,,,,,-10.5091,,0.9271,,,-11.0801,,8.6323,,,-0.9117,,,,QC'd by GVK
3158,170465901,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015821-10/212318581,,Inactive,,,0,,,,,0,0,4,,-1.0436,,,,,,,,,,,,,-20.645,,2.3704,,,-3.6954,,-27.5262,,,-1.0436,,,,QC'd by Specs
3159,170465902,4770,C1=CC=C(C=C1)CCCOC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164589-02/212323273,,Inactive,,,0,,,,,0,0,4,,12.7971,,,,,,,,,,,,,-1.5493,,-6.0271,,,-5.87,,2.1197,,,12.7971,,,,QC'd by Sequoia
3160,170465903,676166,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00096122-05/212318889,,Inactive,,,0,,-4.35,1,0.6066,-43.8317,0,4,0 0 0 0 0,-33.1931,,,,,,,,,,,,,3.6925,,-13.0493,,,-0.1908,,2.4966,,,-33.1931,,,,QC'd by SIGMA
3161,170465904,656602,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF.[Br-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182548-02/212322848,,Inactive,,,0,,,,,0,0,4,,-0.6251,,,,,,,,,,,,,-15.1901,,-15.2859,,,4.2695,,-0.3945,,,-0.6251,,,,QC'd by APAC
3162,170465905,101905,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249920-01/212323154,,Inactive,,,0,,,,,0,0,4,,4.0745,,,,,,,,,,,,,15.1979,,-3.7209,,,16.6771,,-3.1745,,,4.0745,,,,QC'd by GVK
3163,170465906,3086676,COC1=C2CCCCC(C2=NC=C1)S(=O)C3=NC4=CC=CC=C4N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253591-01/212322497,,Inactive,,,0,,,,,0,0,4,,-5.295,,,,,,,,,,,,,-9.0772,,2.0766,,,7.5177,,-7.3748,,,-5.295,,,,QC'd by GVK
3164,170465907,6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00023902-09/212323230,,Inactive,,,0,,,,,0,0,4,,0.085,,,,,,,,,,,,,-4.6313,,1.5337,,,-2.2526,,5.9653,,,0.085,,,,QC'd by Vitas
3165,170465908,5282182,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182546-02/212322996,,Inactive,,,0,,,,,0,0,4,,5.3421,,,,,,,,,,,,,-9.5268,,-0.2411,,,0.4569,,0.7012,,,5.3421,,,,QC'd by Sequoia
3166,170465909,16141,CCC(=O)O[C@H]1CCC2C3CCC4([C@H](CCC4C3CCC2=C1)OC(=O)CC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253579-01/212323063,,Inactive,,,0,,,,,0,0,4,,12.0288,,,,,,,,,,,,,9.9553,,5.8865,,,-8.7899,,-4.3298,,,12.0288,,,,QC'd by GVK
3167,170465910,164457,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182709-03/212317739,,Inactive,,,0,,,,,0,0,4,,12.5651,,,,,,,,,,,,,-1.9167,,0.8768,,,16.4802,,1.0545,,,12.5651,,,,QC'd by APAC
3168,170465911,65958,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167532-02/212318599,,Inactive,,,0,,,,,0,0,4,,5.1139,,,,,,,,,,,,,-17.9975,,-19.168,,,-21.7604,,-0.7524,,,5.1139,,,,QC'd by Sequoia
3169,170465912,4496,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164577-02/212323143,,Inactive,,,0,,,,,0,0,4,,9.6132,,,,,,,,,,,,,8.598,,3.9202,,,-0.1325,,-0.5058,,,9.6132,,,,QC'd by Sequoia
3170,170465913,135413497,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00273564-01/212318790,,Inactive,,,0,,,,,0,0,4,,2.6571,,,,,,,,,,,,,8.9464,,4.7481,,,11.7408,,17.5,,,2.6571,,,,QC'd by Tocris
3171,170465914,6607,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00274271-01/212317676,,Inactive,,,0,,,,,0,0,4,,6.4263,,,,,,,,,,,,,-9.8344,,3.6242,,,-12.604,,-12.4901,,,6.4263,,,,QC'd by GVK
3172,170465915,1174,C1=CNC(=O)NC1=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00181030-02/212318761,,Inactive,,,0,,,,,0,0,4,,-1.5393,,,,,,,,,,,,,-5.248,,-8.3304,,,5.4965,,-1.1133,,,-1.5393,,,,QC'd by Specs
3173,170465916,4765,C1=CC(=CC=C1O)S(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164534-02/212322543,,Inactive,,,0,,,,,0,0,4,,12.0987,,,,,,,,,,,,,15.5353,,-0.5644,,,5.4159,,14.8368,,,12.0987,,,,QC'd by Labotest
3174,170465917,157355,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263893-02/212322227,,Inactive,,,0,,,,,0,0,4,,9.2124,,,,,,,,,,,,,13.9,,4.9592,,,15.248,,4.889,,,9.2124,,,,QC'd by Microsource
3175,170465918,111318,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CO4)CCC5=CC(=O)CC[C@H]35,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249919-01/212319016,,Inactive,,,0,,,,,0,0,4,,-5.6007,,,,,,,,,,,,,-10.9832,,-7.8822,,,8.0157,,0.6583,,,-5.6007,,,,QC'd by GVK
3176,170465919,54680694,C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263906-02/212322769,,Inactive,,,0,,,,,0,0,4,,-7.5043,,,,,,,,,,,,,-5.8313,,2.4516,,,-7.2641,,-2.5637,,,-7.5043,,,,QC'd by Microsource
3177,170465920,1547484,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018187-09/212317774,,Inactive,,,0,,,,,0,0,4,,0.3355,,,,,,,,,,,,,-7.8814,,-5.8127,,,0.2947,,2.0549,,,0.3355,,,,QC'd by Prestwick
3178,170465921,6917754,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00181010-02/212323712,,Inactive,,,0,,,,,0,0,4,,-1.3476,,,,,,,,,,,,,-4.3335,,-5.5918,,,9.1014,,-3.6383,,,-1.3476,,,,QC'd by Bosche
3179,170465922,15250,CC(C)CC1=CC=C(C=C1)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00160451-02/212318003,,Inactive,,,0,,,,,0,0,4,,-1.0149,,,,,,,,,,,,,-3.2771,,-2.7724,,,1.036,,-3.1337,,,-1.0149,,,,QC'd by Enamine
3180,170465923,71484,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)[O-])C)C(=C3C)CCC(=O)[O-])C=C.[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015844-10/212317744,,Inactive,,,0,,,,,0,0,4,,2.9385,,,,,,,,,,,,,6.0192,,4.9203,,,9.2065,,-3.293,,,2.9385,,,,QC'd by Microsource
3181,170465924,5309446,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015243-10/212318557,,Inactive,,,0,,,,,0,0,4,,1.0813,,,,,,,,,,,,,10.2037,,1.7608,,,-7.8052,,0.3616,,,1.0813,,,,QC'd by Microsource
3182,170465925,15763,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00160540-03/212318840,,Inactive,,,0,,,,,0,0,4,,-8.2116,,,,,,,,,,,,,0.075,,3.6464,,,-8.8113,,-2.0015,,,-8.2116,,,,QC'd by Menai
3183,170465926,33611,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00166397-04/212322788,,Inactive,,,0,,,,,0,0,4,,1.0192,,,,,,,,,,,,,2.3669,,-1.4316,,,-18.543,,4.5139,,,1.0192,,,,QC'd by Sequoia
3184,170465927,8520,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00178395-04/212322616,,Inactive,,,0,,,,,0,0,4,,-11.6604,,,,,,,,,,,,,2.0324,,-6.7333,,,-4.0633,,-10.2832,,,-11.6604,,,,QC'd by Prestwick Chemical; Inc.
3185,170465928,107999,CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167437-02/212323205,,Inactive,,,0,,,,,0,0,4,,-0.0868,,,,,,,,,,,,,-13.8213,,-4.2265,,,3.746,,-12.2086,,,-0.0868,,,,QC'd by Bosche
3186,170465929,5489012,C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182060-03/212323482,,Inactive,,,0,,,,,0,0,4,,-4.9318,,,,,,,,,,,,,-6.6108,,-1.2734,,,-1.9987,,-4.8621,,,-4.9318,,,,QC'd by APAC
3187,170465930,9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00160482-02/212323781,,Inactive,,,0,,,,,0,0,4,,4.3424,,,,,,,,,,,,,2.2309,,2.228,,,6.9788,,6.8061,,,4.3424,,,,QC'd by Vitas
