PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
2855,170465196,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016741-09/212331450,,Inactive,,,0,,,,,0,0,4,,-0.1736,,,,,,,,,,,,,0.9709,,-13.5648,,,-0.1877,,0.4775,,,-0.1736,,,,QC'd by Vitas
2856,170465197,5282485,CCOCCN1C(=NC2=CC=CC=C12)N3CCN(CCC3)C.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00181341-02/212330695,,Inactive,,,0,,,,,0,0,4,,18.2744,,,,,,,,,,,,,2.4715,,29.6152,,,1.8033,,1.2888,,,18.2744,,,,QC'd by Prestwick
2857,170465198,71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00188864-02/212335457,,Inactive,,,0,,,,,0,0,4,,1.4952,,,,,,,,,,,,,0.7345,,-9.288,,,1.156,,-6.5568,,,1.4952,,,,QC'd by Bosche
2858,170465199,23625795,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00186464-03/212330143,,Inactive,,,0,,,,,0,0,4,,12.6731,,,,,,,,,,,,,1.3701,,1.233,,,-11.6264,,5.7764,,,12.6731,,,,QC'd by Microsource
2859,170465201,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167491-04/212330481,,Inactive,,,0,,,,,0,0,4,,-9.4414,,,,,,,,,,,,,19.7789,,-26.9307,,,-2.2803,,-14.2196,,,-9.4414,,,,QC'd by Selleck
2860,170465202,129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00165883-04/212330312,,Inactive,,,0,,,,,0,0,4,,-1.5869,,,,,,,,,,,,,-1.3921,,-2.1028,,,-0.8873,,0.1979,,,-1.5869,,,,QC'd by Tocris
2861,170465203,151075,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00185741-02/212334910,,Inactive,,,0,,,,,0,0,4,,-0.498,,,,,,,,,,,,,0.2789,,-1.056,,,-3.4389,,1.7187,,,-0.498,,,,QC'd by Selleck
2862,170465204,59227,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00168748-02/212335738,,Inactive,,,0,,,,,0,0,4,,-5.3786,,,,,,,,,,,,,-3.0397,,4.109,,,11.0315,,-0.7466,,,-5.3786,,,,QC'd by Tocris
2863,170465205,54686764,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00162149-07/212330080,,Inactive,,,0,,,,,0,0,4,,10.0708,,,,,,,,,,,,,10.3801,,4.6986,,,3.7939,,4.2526,,,10.0708,,,,QC'd by Microsource
2864,170465206,2724368,C1=CC(=C(C=C1N)O)C(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159472-05/212335227,,Inactive,,,0,,,,,0,0,4,,-1.6185,,,,,,,,,,,,,2.7144,,-3.6444,,,-3.4893,,-3.3033,,,-1.6185,,,,QC'd by Microsource
2865,170465207,5360515,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00024427-05/212330350,,Activator,,,0,,,,,0,0,5,,9.9242,,,,,,,,,,,,,-153.8549,,-109.9931,,,-114.1867,,-68.5732,,,9.9242,,,,QC'd by Prestwick
2866,170465208,11626384,C1CC2=C(C=CC(=C2)F)O[C@H]1[C@H](CNC[C@@H]([C@@H]3CCC4=C(O3)C=CC(=C4)F)O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263579-01/212335573,,Inactive,,,0,,,,,0,0,4,,-20.8712,,,,,,,,,,,,,0.9141,,-7.3395,,,-0.2411,,-4.9311,,,-20.8712,,,,QC'd by Sequoia
2867,170465209,101526,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00271749-02/212330775,,Inactive,,,0,,-4.35,1,0.7227,24,0,4,1 0 0 0 0,16.7021,,,,,,,,,,,,,-46.2028,,-5.6748,,,2.0197,,-0.6771,,,16.7021,,,,QC'd by Prestwick
2868,170465210,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00021268-04/212335109,,Inactive,,,0,,-4.55,1,0.9199,42,0,4,0 0 0 0 0,32.2974,,,,,,,,,,,,,0.5413,,3.2987,,,1.9674,,6.6126,,,32.2974,,,,QC'd by Bosche
2869,170465212,3033877,CCCCCCCC(=O)OCC(CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00166144-03/212330869,,Inactive,,,0,,,,,0,0,4,,8.7067,,,,,,,,,,,,,6.7607,,-1.8733,,,11.1505,,25.473,,,8.7067,,,,QC'd by SIGMA
2870,170465213,3723,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00094851-05/212335378,,Inactive,,,0,,,,,0,0,4,,-1.3988,,,,,,,,,,,,,0.6167,,8.4829,,,0.4413,,-0.9509,,,-1.3988,,,,QC'd by Microsource
2871,170465214,6461,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00178896-05/212335524,,Inactive,,,0,,,,,0,0,4,,-0.6271,,,,,,,,,,,,,-11.3007,,-15.1249,,,-9.1996,,-10.9093,,,-0.6271,,,,QC'd by Microsource
2872,170465215,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018181-12/212331148,,Inactive,,,0,,,,,0,0,4,,2.4173,,,,,,,,,,,,,-6.2951,,0.1015,,,-4.9222,,-2.9973,,,2.4173,,,,QC'd by Vitas
2873,170465216,23677829,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].O.O.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00178815-03/212336126,,Inactive,,,0,,,,,0,0,4,,-2.1257,,,,,,,,,,,,,2.9149,,-4.4966,,,-0.3609,,3.8385,,,-2.1257,,,,QC'd by Microsource
2874,170465217,5483,CC(C(=O)NCC(=O)O)S,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159422-04/212330788,,Inactive,,,0,,,,,0,0,4,,-0.5131,,,,,,,,,,,,,-0.458,,3.5946,,,2.0667,,3.2705,,,-0.5131,,,,QC'd by Labotest
2875,170465220,134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182059-03/212330881,,Inactive,,,0,,,,,0,0,4,,20.3581,,,,,,,,,,,,,10.3577,,10.9855,,,8.2623,,13.1037,,,20.3581,,,,QC'd by Tocris
2876,170465221,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015675-11/212330313,,Inactive,,,0,,,,,0,0,4,,-0.0051,,,,,,,,,,,,,0.7943,,-3.6372,,,4.6369,,0.2824,,,-0.0051,,,,QC'd by Prestwick
2877,170465222,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159453-05/212331155,,Inactive,,,0,,,,,0,0,4,,-7.0326,,,,,,,,,,,,,7.1054,,-7.3132,,,-0.0777,,-1.1459,,,-7.0326,,,,QC'd by Prestwick Chemical; Inc.
2878,170465223,3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159407-04/212330543,,Inactive,,,0,,,,,0,0,4,,-7.9754,,,,,,,,,,,,,1.1151,,0.5451,,,-2.373,,-0.6677,,,-7.9754,,,,QC'd by Labotest
2879,170465224,54685047,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00179358-04/212335322,,Inactive,,,0,,,,,0,0,4,,-0.2237,,,,,,,,,,,,,3.4348,,2.5417,,,4.727,,2.9162,,,-0.2237,,,,QC'd by Prestwick Chemical; Inc.
2880,170465225,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015703-06/212335832,,Inactive,,,0,,,,,0,0,4,,6.0599,,,,,,,,,,,,,-17.3033,,-14.298,,,-13.4877,,-6.7926,,,6.0599,,,,QC'd by Enzo
2881,170465226,9556529,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00177980-03/212330253,,Inactive,,,0,,,,,0,0,4,,22.8599,,,,,,,,,,,,,-86.1425,,-106.6431,,,1.5542,,1.4358,,,22.8599,,,,QC'd by Microsource
2882,170465227,12305037,C1=CC(=C(C=C1[C@H](CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159406-12/212330231,,Inactive,,,0,,-6.2,1,0.3936,21,0,4,1 0 0 0 0,12.2971,,,,,,,,,,,,,42.0922,,0.7475,,,26.5369,,23.6537,,,12.2971,,,,QC'd by Microsource
2883,170465228,5462355,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5.OS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159460-04/212335985,,Inactive,,,0,,,,,0,0,4,,-10.9479,,,,,,,,,,,,,-0.2579,,-0.9089,,,-24.8344,,8.2454,,,-10.9479,,,,QC'd by Bosche
2884,170465229,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015830-08/212335260,,Inactive,,,0,,,,,0,0,4,,-5.4315,,,,,,,,,,,,,4.9489,,-5.7827,,,-0.1603,,0.285,,,-5.4315,,,,QC'd by Microsource
2885,170465230,23663996,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164568-04/212335740,,Inactive,,,0,,,,,0,0,4,,6.5975,,,,,,,,,,,,,0.618,,-3.4281,,,13.0089,,5.4462,,,6.5975,,,,QC'd by Sequoia
2886,170465231,16757820,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00163329-03/212335001,,Inactive,,,0,,,,,0,0,4,,7.8837,,,,,,,,,,,,,2.9786,,-2.1966,,,0.7366,,2.9281,,,7.8837,,,,QC'd by Vitas
2887,170465233,6151,CCC(C)C(C)(COC(=O)N)COC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249890-01/212330884,,Inactive,,,0,,,,,0,0,4,,-2.2478,,,,,,,,,,,,,-0.2183,,-5.2538,,,7.8749,,-1.6533,,,-2.2478,,,,QC'd by GVK
2888,170465234,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016035-13/212330803,,Inactive,,,0,,,,,0,0,4,,7.1301,,,,,,,,,,,,,6.0584,,3.8907,,,15.2001,,0.484,,,7.1301,,,,QC'd by Microsource
2889,170465235,23663974,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00179599-03/212335333,,Inactive,,,0,,,,,0,0,4,,3.9699,,,,,,,,,,,,,-2.8694,,-2.995,,,-1.2458,,-0.7394,,,3.9699,,,,QC'd by Prestwick Chemical; Inc.
2890,170465237,5282409,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00166141-06/212335371,,Inactive,,,0,,,,,0,0,4,,2.6631,,,,,,,,,,,,,14.1987,,19.2718,,,9.3216,,1.0474,,,2.6631,,,,QC'd by Specs
2891,170465238,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015999-19/212335685,,Inactive,,,0,,,,,0,0,4,,14.8492,,,,,,,,,,,,,-14.7473,,-17.6042,,,-26.4834,,-19.1899,,,14.8492,,,,QC'd by Enzo
2892,170465239,35330,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253593-01/212330085,,Inactive,,,0,,,,,0,0,4,,4.2142,,,,,,,,,,,,,-1.559,,-0.4953,,,2.3719,,6.6321,,,4.2142,,,,QC'd by GVK
2893,170465240,2351,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015155-11/212335861,,Inactive,,,0,,,,,0,0,4,,-26.6179,,,,,,,,,,,,,-0.3095,,0.562,,,-5.0879,,-4.9032,,,-26.6179,,,,QC'd by BIOMOL
2894,170465241,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00095116-05/212335360,,Inactive,,,0,,,,,0,0,4,,-1.233,,,,,,,,,,,,,-4.0442,,-2.7496,,,-4.5018,,0.4948,,,-1.233,,,,QC'd by Microsource
2895,170465242,5732,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00095179-05/212336226,,Inactive,,,0,,,,,0,0,4,,6.5456,,,,,,,,,,,,,7.3435,,-0.1357,,,10.9416,,10.5085,,,6.5456,,,,QC'd by Sequoia
2896,170465243,4121,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167446-02/212330865,,Inactive,,,0,,,,,0,0,4,,6.4896,,,,,,,,,,,,,13.3905,,6.683,,,17.3303,,-2.8103,,,6.4896,,,,QC'd by Bosche
2897,170465244,219024,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249892-01/212331309,,Inactive,,,0,,,,,0,0,4,,0.4591,,,,,,,,,,,,,0.802,,-3.0446,,,-7.6324,,-5.8633,,,0.4591,,,,QC'd by GVK
2898,170465245,104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167440-02/212330799,,Inactive,,,0,,,,,0,0,4,,15.8875,,,,,,,,,,,,,12.1922,,-0.1181,,,1.5038,,2.8054,,,15.8875,,,,QC'd by Prestwick
2899,170465246,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016347-07/212330842,,Inactive,,,0,,,,,0,0,4,,14.1235,,,,,,,,,,,,,12.3533,,15.6002,,,-0.8846,,22.888,,,14.1235,,,,QC'd by Microsource
2900,170465248,130313,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159336-03/212330173,,Inactive,,,0,,,,,0,0,4,,-3.4415,,,,,,,,,,,,,-4.5424,,-2.9608,,,-7.0803,,-6.066,,,-3.4415,,,,QC'd by Vitas
2901,170465249,6234,C1[C@H](C(=O)NO1)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016306-08/212335598,,Inactive,,,0,,,,,0,0,4,,-0.2518,,,,,,,,,,,,,1.784,,3.3504,,,-0.1649,,-3.6881,,,-0.2518,,,,QC'd by Microsource
2902,170465250,47812,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017366-08/212330766,,Inactive,,,0,,,,,0,0,4,,-9.3441,,,,,,,,,,,,,0.8852,,-1.1191,,,1.0122,,-8.2404,,,-9.3441,,,,QC'd by Enzo
2903,170465251,25249,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=C(C4)NN=C5)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00344550-01/212331458,,Inactive,,,0,,,,,0,0,4,,0.0443,,,,,,,,,,,,,3.7721,,1.3106,,,7.3702,,-6.9805,,,0.0443,,,,QC'd by Prestwick
2904,170465252,64710,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159326-03/212330191,,Inactive,,,0,,,,,0,0,4,,4.6095,,,,,,,,,,,,,2.4538,,4.8959,,,12.6973,,-1.5692,,,4.6095,,,,QC'd by Prestwick
2905,170465253,23704143,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00273482-01/212336251,,Inactive,,,0,,,,,0,0,4,,1.7884,,,,,,,,,,,,,-23.8064,,-11.4472,,,3.5711,,4.1512,,,1.7884,,,,QC'd by Prestwick Chemical; Inc.
2906,170465254,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00022653-09/212335372,,Inactive,,,0,,,,,0,0,4,,0.2425,,,,,,,,,,,,,-15.9712,,0.1293,,,1.1552,,-2.6878,,,0.2425,,,,QC'd by Microsource
2907,170465255,7048801,[C@@H]([C@H](C(=O)O)S)(C(=O)O)S,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00264003-02/212335131,,Inactive,,,0,,,,,0,0,4,,1.4321,,,,,,,,,,,,,-0.8307,,-6.5839,,,0.5095,,-3.9831,,,1.4321,,,,QC'd by Microsource
2908,170465256,60196269,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00178024-05/212330261,,Inactive,,,0,,,,,0,0,4,,8.303,,,,,,,,,,,,,0.4436,,0.1892,,,-1.8748,,8.4252,,,8.303,,,,QC'd by Microsource
2909,170465257,5565,C(CNCCNCCN)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00091695-03/212335552,,Inactive,,,0,,,,,0,0,4,,8.6246,,,,,,,,,,,,,0.5363,,7.6916,,,2.4957,,7.8308,,,8.6246,,,,QC'd by Labotest
2910,170465258,9818306,CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00249885-01/212336070,,Inactive,,,0,,,,,0,0,4,,-0.2132,,,,,,,,,,,,,-0.0304,,1.3177,,,4.5809,,4.1947,,,-0.2132,,,,QC'd by GVK
2911,170465259,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015110-09/212330849,,Activator,,,0,,-7.5133,1,0.8165,-100,0,5,0 0 0 0 0,-81.3485,,,,,,,,,,,,,-94.891,,-92.7222,,,-82.8472,,-83.6915,,,-81.3485,,,,QC'd by Vitas
2912,170465260,5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016013-06/212330747,,Inactive,,,0,,,,,0,0,4,,0.6948,,,,,,,,,,,,,10.4263,,-90.9635,,,12.4648,,6.1027,,,0.6948,,,,QC'd by Microsource
2913,170465261,55329,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263652-01/212334959,,Inactive,,,0,,-4.5,1,0.9019,42,0,4,0 0 0 0 0,32.1676,,,,,,,,,,,,,4.35,,0.3859,,,1.7009,,6.3972,,,32.1676,,,,QC'd by Enzo
2914,170465262,68624,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015603-08/212330960,,Inactive,,,0,,,,,0,0,4,,20.2504,,,,,,,,,,,,,14.8506,,15.2941,,,14.191,,5.7714,,,20.2504,,,,QC'd by Microsource
2915,170465263,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016927-11/212330604,,Inactive,,,0,,,,,0,0,4,,11.0383,,,,,,,,,,,,,-1.2807,,7.157,,,-0.2099,,1.4149,,,11.0383,,,,QC'd by Microsource
2916,170465264,119570,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167441-02/212331001,,Inactive,,,0,,,,,0,0,4,,-9.4071,,,,,,,,,,,,,2.6946,,-3.2917,,,-11.0688,,-2.9884,,,-9.4071,,,,QC'd by Prestwick Chemical; Inc.
2917,170465265,66064,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00186653-01/212335055,,Inactive,,,0,,,,,0,0,4,,-50.3013,,,,,,,,,,,,,-51.2463,,-29.3411,,,-54.4817,,-51.9256,,,-50.3013,,,,QC'd by Labotest
2918,170465266,8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253613-01/212331287,,Inactive,,,0,,,,,0,0,4,,5.7051,,,,,,,,,,,,,1.0902,,1.526,,,-4.6531,,0.2912,,,5.7051,,,,QC'd by GVK
2919,170465267,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018130-09/212330414,,Inactive,,,0,,,,,0,0,4,,-2.6171,,,,,,,,,,,,,-1.7668,,10.6728,,,-6.9922,,2.3362,,,-2.6171,,,,QC'd by Microsource
