PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
170,174007344,9882903,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164553-03/212313943,,Inhibitor,0.2432,97.12,88,Complete curve; high efficacy,-6.6141,1,0.948,-78.5766,18.5434,-1.1,0 0 0 0 0 0 0 0 0 0 0,-87.2963,,,,,,9.9275,21.7826,,13.8746,,12.5042,,5.9328,-50.6267,,-41.3515,,-66.7356,-72.2114,,-73.4214,,-87.2963,,,,QC'd by Tocris
171,174007362,3657,C(=O)(N)NO,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015520-10/212313862,,Inhibitor,0.968,100,88,Complete curve; high efficacy,-6.0141,1,0.9484,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-120.647,,,,,,1.6524,7.3623,,0.1336,,10.8228,,-1.2882,-17.4647,,-45.629,,-60.3437,-95.9755,,-114.7756,,-120.647,,,,QC'd by Microsource
172,174007425,46898058,C[C@@H](C1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)C[C@@H](CNC(=O)CN(C)C)NC(=O)C4=CC(=C(C=C4)OC(C)C)Cl)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346943-01/212313871,,Inhibitor,0.968,100,88,Complete curve; high efficacy,-6.0141,1,0.9272,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-88.7651,,,,,,4.7686,14.0764,,3.6556,,6.5092,,-0.2242,-0.4613,,-36.9365,,-93.5538,-95.0232,,-87.3096,,-88.7651,,,,QC'd by Chemscene
173,26725215,442142,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000728543-01/212332595,,Inhibitor,4.4668,210.0707,88,Complete curve; high efficacy,-5.35,1,0.9851,-197.7849,12.2858,-1.1,0 0 0 0 0,-175.3412,,,,,,,,,,,,,-0.8004,,0.17,,,-52.1108,,-152.3259,,,-175.3412,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
174,50113286,57336515,C1=CN(C(=O)N=C1N)[C@H]2C([C@H]([C@H](O2)CO)O)(F)F.Cl,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00168784-01/212314635,,Inhibitor,0.968,100,88,Complete curve; high efficacy,-6.0141,1,0.9106,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.6087,,,,,,9.5702,5.0967,,7.7572,,9.3381,,14.7535,5.3798,,-62.1099,,-78.4285,-81.8613,,-88.132,,-95.6087,,,,QC'd by Toronto Research
175,90340580,24867845,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@H]4[C@@H](C[C@@]5([C@H](CC[C@@]5(C4CC[C@@]3(C2)O)O)[C@H]6CC(=O)OC6)C)O)CO)O)O)O)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00162131-03/212334054,,Inhibitor,2.2387,171.8355,88,Complete curve; high efficacy,-5.65,1,0.9949,-145.33,26.5055,-1.1,0 0 0 0 0,-133.0861,,,,,,,,,,,,,18.3742,,-1.1799,,,-58.8251,,-124.8506,,,-133.0861,,,,QC'd by SigmaAldrich
176,90340876,448042,C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00092276-06/212315051,,Inhibitor,0.8627,100,88,Complete curve; high efficacy,-6.0641,1,0.9119,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-121.9222,,,,,,-9.5842,-2.1954,,3.6255,,0.0364,,0.5204,-1.3397,,-50.2086,,-84.6473,-74.3669,,-122.4047,,-121.9222,,,,QC'd by SigmaAldrich
177,124892204,123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00159455-04/212314052,,Inhibitor,1.1146,100,87,Complete curve; high efficacy,-5.9529,1,0.887,-100,0,-1.1,0 0 0 0 0 0 0 1 0 0 0,-115.5771,,,,,,,17.792,4.2954,,9.248,,13.6405,,9.616,-0.8789,,-84.0519,,-146.4059,,-106.8429,-109.7551,,-115.5771,,,QC'd by Tocris
178,124894389,,,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00183362-01/212314969,,Inhibitor,4.324,150.9357,87,Complete curve; high efficacy,-5.3641,1,0.9311,-150.9357,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-130.3417,,,,,,-0.5645,8.9191,,-0.5768,,-3.4765,,11.3914,0.8512,,12.8891,,-43.5339,-117.0311,,-124.0127,,-130.3417,,,,QC'd by SigmaAldrich
179,137275833,17755052,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00187482-03/212314110,,Inhibitor,1.2187,100,87,Complete curve; high efficacy,-5.9141,1,0.8763,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-88.164,,,,,,12.8938,-2.5251,,5.3168,,6.487,,11.5871,-3.8912,,-9.0417,,-96.1195,-105.7339,,-93.3566,,-88.164,,,,QC'd by LC Labs
180,137275897,16736978,C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00250396-01/212314128,,Inhibitor,1.0861,100,87,Complete curve; high efficacy,-5.9641,1,0.9527,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-110.614,,,,,,-9.1097,-4.005,,-13.8386,,-13.1718,,-7.363,-9.1401,,-47.2628,,-66.4442,-78.1123,,-102.6368,,-110.614,,,,QC'd by Selleck
181,137275912,46907787,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00250412-01/212314500,,Inhibitor,1.0861,100,87,Complete curve; high efficacy,-5.9641,1,0.947,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-106.0722,,,,,,1.5737,2.2123,,3.7124,,1.5269,,-7.9223,-21.2338,,-25.7308,,-62.0759,-109.8398,,-113.0696,,-106.0722,,,,QC'd by NCGCChem
182,137275937,49830988,CC1=CC(=CC=C1)C=NNC2=CC(=NC(=N2)OCCC3=CC=CC=N3)N4CCOCC4,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263093-01/212315479,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.954,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.4182,,,,,,3.912,2.4715,,0.0694,,3.074,,-1.6822,-15.9654,,-18.1856,,-59.8487,-107.481,,-99.5076,,-100.4182,,,,QC'd by ChemAxon
183,137276044,57519505,CC1=CC(=NC(=N1)N)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263200-01/212315375,,Inhibitor,3.0611,153.7136,87,Complete curve; high efficacy,-5.5141,1,0.9765,-141.823,11.8906,-1.1,0 0 0 0 0 0 0 0 0 0 0,-133.5433,,,,,,4.4669,10.3924,,15.0893,,8.9479,,1.0369,4.9651,,1.3558,,-53.6403,-106.7407,,-111.6005,,-133.5433,,,,QC'd by SynKinase
184,137276057,57519531,C[C@@]1(CN(C[C@@]1(C)CO)C2=NC=C(C(=C2)C(=O)NC3=CC4=C(CCC5=C4N(N=C5C(=O)N)C6=CC=C(C=C6)F)C=C3)Cl)CO,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263213-01/212314339,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.8281,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-120.3553,,,,,,6.3541,23.998,,20.0204,,0.4946,,3.7808,7.0518,,8.6881,,-92.9559,-113.2571,,-119.1184,,-120.3553,,,,QC'd by Tocris
185,174006313,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346739-01/212315513,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.8371,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-72.3711,,,,,,0.8725,5.0977,,7.7267,,12.6847,,2.9004,-0.1552,,-0.6533,,-91.2601,-109.7595,,-99.2185,,-72.3711,,,,QC'd by Selleck
186,174006333,3994,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263617-05/212314595,,Inhibitor,1.5342,100,87,Complete curve; high efficacy,-5.8141,1,0.8025,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-124.8485,,,,,,18.5586,17.3222,,23.9362,,6.262,,23.4865,18.2939,,8.8141,,-102.0699,-92.6037,,-111.8821,,-124.8485,,,,QC'd by Selleck
187,174006338,52934127,CCNC(=O)C[C@@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345173-01/212314505,,Inhibitor,1.5342,100,87,Complete curve; high efficacy,-5.8141,1,0.9024,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.4848,,,,,,6.7386,4.1285,,8.0336,,0.3762,,12.1292,3.0703,,-4.2688,,-84.0069,-96.1085,,-96.1432,,-95.4848,,,,QC'd by NCGCChem
188,174006344,11749858,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346486-01/212314608,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.7911,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-135.2777,,,,,,4.1335,13.1722,,9.3537,,17.5543,,-27.2415,20.041,,7.2758,,-99.6978,-87.4346,,-125.8129,,-135.2777,,,,QC'd by Selleck
189,174006377,23654923,C1=CC(=CC=C1C(F)(F)F)NC2=NC3=C(N2)C=C(C=C3)OC4=CC(=NC=C4)C5=NC=C(N5)C(F)(F)F,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346577-01/212315096,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.8575,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-128.0665,,,,,,-3.8832,-2.0828,,3.0208,,2.9392,,2.521,6.9993,,3.8242,,-92.8973,-96.2597,,-101.6466,,-128.0665,,,,QC'd by Selleck
190,174006570,24785538,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346453-01/212314002,,Inhibitor,1.3674,100,87,Complete curve; high efficacy,-5.8641,1,0.9178,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-123.1851,,,,,,2.5208,6.8084,,1.7823,,3.9806,,-12.5581,-37.6171,,-30.0437,,-57.8566,-67.2148,,-103.9734,,-123.1851,,,,QC'd by ChemieTek
191,174006699,766949,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00242227-02/212315423,,Inhibitor,1.0861,100,87,Complete curve; high efficacy,-5.9641,1,0.9433,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-116.6633,,,,,,0.0166,-0.0343,,-0.469,,-8.7458,,-0.4191,-0.1967,,-43.7518,,-80.4248,-81.4057,,-82.2822,,-116.6633,,,,QC'd by Tocris
192,174006715,73265272,C1CC1C(=O)NC2=NC=C(S2)C3=CC(=NN3C4=C(C=CC=C4Cl)Cl)C(F)F,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345825-01/212315394,,Inhibitor,1.0861,100,87,Complete curve; high efficacy,-5.9641,1,0.954,-100,0,-1.1,0 0 0 0 0 0 1 0 0 0 0,-98.1884,,,,,,-1.2972,-4.4632,,-2.9713,,0.7981,,0.0362,4.2946,,4.7252,,-84.2899,-83.4493,,-97.1133,,-98.1884,,,,QC'd by SynKinase
193,174006891,60835,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164559-04/212314740,,Inhibitor,4.324,154.7166,87,Complete curve; high efficacy,-5.3641,1,0.946,-154.7166,0,-1.1,0 0 0 0 0 0 0 1 0 0 0,-130.5141,,,,,,-2.2926,-3.1189,,-1.6527,,8.2515,,-3.962,12.7342,,6.329,,16.0502,-108.8686,,-136.4344,,-130.5141,,,,QC'd by Microsource
194,174006953,29933626,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@H]([C@H](O2)CO)O)F,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345781-01/212314731,,Inhibitor,4.324,162.1546,87,Complete curve; high efficacy,-5.3641,1,0.9611,-162.1546,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-140.0299,,,,,,-4.6078,0.2607,,-1.2461,,2.7487,,-2.7322,-2.1869,,-7.8387,,-37.5781,-123.6367,,-134.5993,,-140.0299,,,,QC'd by Carbosynth
195,174007017,12215,COC(=O)C=CC(=O)OC,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346639-01/212314351,,Inhibitor,3.0611,144.9202,87,Complete curve; high efficacy,-5.5141,1,0.957,-144.9202,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-136.4597,,,,,,4.2085,5.854,,-0.4035,,2.4258,,2.2786,2.1259,,-0.332,,-80.865,-95.0191,,-125.4718,,-136.4597,,,,QC'd by Selleck
196,174007030,16718576,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346673-01/212314350,,Inhibitor,3.8537,153.0011,87,Complete curve; high efficacy,-5.4141,1,0.9744,-153.0011,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-136.3647,,,,,,0.5086,-6.6298,,-8.9301,,-7.8097,,-0.7902,-0.4265,,-6.8668,,-67.005,-93.64,,-134.4581,,-136.3647,,,,QC'd by Selleck
197,174007117,46943432,CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263621-02/212314483,,Inhibitor,1.2187,100,87,Complete curve; high efficacy,-5.9141,1,0.9393,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-79.7639,,,,,,7.3333,1.7404,,0.8632,,0.8463,,-7.1776,-9.6727,,-22.0998,,-81.7145,-95.0871,,-92.3795,,-79.7639,,,,QC'd by NCGCChem
198,174007132,12003241,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CC(=NN5C)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167403-03/212315033,,Inhibitor,1.5342,100,87,Complete curve; high efficacy,-5.8141,1,0.9245,-100,0,-1.1,0 0 0 0 0 0 0 1 0 0 0,-104.9528,,,,,,3.7854,3.215,,15.6917,,-1.4556,,4.089,15.0048,,-32.7996,,-122.7781,-104.024,,-100.461,,-104.9528,,,,QC'd by SIGMA
199,174007232,65373,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346838-01/212315339,,Inhibitor,2.7282,153.3831,87,Complete curve; high efficacy,-5.5641,1,0.9503,-138.0615,15.3216,-1.1,0 0 0 0 0 0 0 0 0 0 0,-115.4238,,,,,,7.2565,13.0429,,3.4121,,13.5484,,13.1263,10.6002,,12.8519,,-60.927,-108.2338,,-125.7391,,-115.4238,,,,QC'd by SIGMA
200,174007439,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016388-03/212313894,,Inhibitor,1.5342,100,87,Complete curve; high efficacy,-5.8141,1,0.9205,-100,0,-1.1,0 0 0 0 0 0 1 0 0 0 0,-110.9877,,,,,,3.8835,14.9916,,13.298,,7.1929,,9.8041,7.1203,,18.9308,,-76.3493,-76.6614,,-81.0515,,-110.9877,,,,QC'd by Microsource
201,26755341,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00161679-01/212314523,,Inhibitor,5.4436,205.6551,87,Complete curve; high efficacy,-5.2641,1,0.9534,-191.2728,14.3824,-1.1,0 0 0 0 0 0 0 0 0 0 0,-162.6469,,,,,,0.5675,14.7428,,0.6784,,10.0334,,17.1329,10.3724,,12.2569,,-22.0989,-127.3262,,-149.4182,,-162.6469,,,,QC'd by AG Scientific
202,363676601,,,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00160391-05/212314536,,Inhibitor,6.853,208.6528,87,Complete curve; high efficacy,-5.1641,1,0.8614,-208.6528,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-168.8765,,,,,,15.4688,-37.5789,,13.5354,,20.2603,,15.7912,21.0762,,16.7323,,-4.5522,-141.3067,,-169.6364,,-168.8765,,,,QC'd by SigmaAldrich
203,124893443,9908783,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00168114-03/212314150,,Inhibitor,1.9314,100,86,Complete curve; high efficacy,-5.7141,1,0.8877,-100,0,-1.1,0 0 0 0 0 0 0 0 1 0 0,-129.3515,,,,,,18.5726,-3.4293,,10.4931,,3.3111,,2.5631,1.7349,,-17.6433,,-49.6089,-155.3851,,-125.9197,,-129.3515,,,,QC'd by Otava
204,137275813,9820526,CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00161703-02/212314275,,Inhibitor,6.1078,162.042,86,Complete curve; high efficacy,-5.2141,1,0.9107,-162.042,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-139.9326,,,,,,-16.2993,-17.1968,,-2.5385,,3.8918,,5.3953,7.7141,,5.487,,-16.8104,-114.4883,,-122.534,,-139.9326,,,,QC'd by NCGCChem
205,137275879,177336,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00250378-01/212315501,,Inhibitor,7.6892,191.6042,86,Complete curve; high efficacy,-5.1141,1,0.9269,-191.6042,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-159.6702,,,,,,-11.5896,-14.1027,,-3.1455,,-3.3802,,-5.2606,-3.6673,,4.368,,-5.1406,-113.1495,,-147.9883,,-159.6702,,,,QC'd by ChemAxon
206,137275896,135398516,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00250395-01/212314145,,Inhibitor,1.7214,100,86,Complete curve; high efficacy,-5.7641,1,0.9524,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.2429,,,,,,-1.9121,-4.1748,,-11.0756,,-0.0132,,-12.6701,-8.4518,,-23.3626,,-54.7624,-92.4656,,-75.7276,,-100.2429,,,,QC'd by Selleck
207,137276023,57519545,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263179-01/212315057,,Inhibitor,1.7214,100,86,Complete curve; high efficacy,-5.7641,1,0.893,-100,0,-1.1,0 0 0 0 0 0 1 0 0 0 0,-106.2627,,,,,,8.5771,11.3253,,10.9839,,3.7698,,14.2718,25.4727,,21.5036,,-74.157,-73.4039,,-108.3873,,-106.2627,,,,QC'd by Selleck
208,137276072,57519535,CCC(=O)N[C@H]1CC[C@@H](C1)C(=O)N(C)C2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263228-01/212315686,,Inhibitor,2.1671,100,86,Complete curve; high efficacy,-5.6641,1,0.899,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-79.3843,,,,,,-4.6001,0.8543,,0.4354,,-1.6523,,-8.8432,-12.8096,,-30.545,,-28.3306,-86.604,,-117.5057,,-79.3843,,,,QC'd by NCGCChem
209,170466228,20054964,C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@H](O2)[C@@]3(CC[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)[C@H]6[C@@H]([C@H]([C@@H]([C@](O6)(CC(=O)[O-])O)C)OC)OC)C)O)C)C)OC7C[C@@H]([C@H]([C@@H](O7)C)OC)OC)(C)O)C.[NH4+],Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263563-01/212330852,,Inhibitor,1.9953,100,86,Complete curve; high efficacy,-5.7,1,0.9951,-100,0,-1.1,0 0 0 0 0,-99.5501,,,,,,,,,,,,,-2.3235,,-15.4695,,,-56.8379,,-84.2203,,,-99.5501,,,,QC'd by Bosche
210,174006348,515328,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346830-01/212314578,,Inhibitor,1.9314,100,86,Complete curve; high efficacy,-5.7141,1,0.9713,-100,0,-1.1,1 0 0 0 0 0 0 0 0 0 0,-95.9334,,,,,,-44.6793,-5.4475,,-1.7435,,7.9073,,5.9482,2.2602,,-25.8586,,-57.3251,-85.3314,,-92.1797,,-95.9334,,,,QC'd by SIGMA
211,174006370,9804991,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346743-01/212314533,,Inhibitor,6.853,183.4846,86,Complete curve; high efficacy,-5.1641,1,0.9828,-166.1563,17.3283,-1.1,0 0 0 0 0 0 0 0 0 0 0,-143.5177,,,,,,29.7654,7.0548,,14.2512,,19.4528,,11.6914,0.6556,,9.0072,,-16.0064,-75.9571,,-122.1996,,-143.5177,,,,QC'd by Selleck
212,174006378,16124208,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346645-01/212315111,,Inhibitor,6.1078,173.622,86,Complete curve; high efficacy,-5.2141,1,0.9631,-160.2964,13.3257,-1.1,0 0 0 0 0 0 0 0 0 0 0,-133.5803,,,,,,4.057,21.798,,23.1921,,4.4371,,12.237,-10.9806,,0.8617,,-14.8332,-81.1766,,-132.5317,,-133.5803,,,,QC'd by Selleck
213,174006399,3501,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00163451-03/212315079,,Inhibitor,3.8537,138.295,86,Complete curve; high efficacy,-5.4141,1,0.9775,-138.295,0,-1.1,1 0 0 0 0 0 0 0 0 0 0,-125.5831,,,,,,-57.8275,-6.5671,,-2.3063,,2.3425,,-5.8315,-15.3901,,-30.6435,,-45.5171,-74.7533,,-126.6437,,-125.5831,,,,QC'd by SIGMA
214,174006505,1893730,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=NSN=C5C=C4,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346492-01/212314175,,Inhibitor,2.1119,100,86,Complete curve; high efficacy,-5.6753,1,0.8504,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.8551,,,,2.5578,,11.2814,,8.9384,,15.7067,7.1822,,27.642,,0.3116,,-12.2161,-92.3946,,-88.9376,,-95.8551,,,,,QC'd by Selleck
