PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
246,137276004,11234052,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)O)C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263160-01/212315940,,Inhibitor,13.6736,100,42,Partial curve; high efficacy,-4.8641,1,0.7632,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.3461,,,,,,9.9458,33.691,,3.425,,-12.8307,,12.2717,3.5475,,20.272,,23.2803,-31.2948,,-73.5797,,-96.3461,,,,QC'd by Selleck
247,170466205,71203,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00262533-02/212336875,,Inhibitor,7.0795,99.1472,42,Partial curve; high efficacy,-5.15,1,0.9992,-61.6472,37.5,-2.1,0 0 0 0 0,-50.7047,,,,,,,,,,,,,37.3105,,29.7484,,,13.5851,,-24.3389,,,-50.7047,,,,QC'd by Prestwick Chemical; Inc.
248,174006363,46843906,CN1CCN(CC1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C)OC,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346807-01/212316398,,Inhibitor,10.8613,86.6696,42,Partial curve; partial efficacy,-4.9641,1,0.9301,-86.6696,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-72.8558,,,,,,0.2848,2.6993,,11.2969,,-0.2962,,12.625,-2.942,,1.5654,,-3.1392,-41.7607,,-53.5058,,-72.8558,,,,QC'd by Tocris
249,174006373,4611,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346948-01/212316410,,Inhibitor,12.1866,100,42,Partial curve; high efficacy,-4.9141,1,0.8539,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-102.7099,,,,,,-3.3854,-2.414,,-3.2461,,13.4483,,6.5022,9.5719,,26.3048,,4.2025,-38.7646,,-65.6178,,-102.7099,,,,QC'd by SantaCruz Bio
250,174006437,73265222,C[C@@H](C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(S3)C4=CNN=C4)CCC5=CC=CC=C5,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00344999-01/212317017,,Inhibitor,17.2141,190.3147,42,Partial curve; high efficacy,-4.7641,1,0.933,-178.978,11.3367,-2.1,0 0 0 0 0 0 0 0 0 0 0,-135.5894,,,,,,12.9988,26.3634,,0.0619,,6.795,,9.7181,3.6682,,2.3904,,-8.6552,-11.6287,,-115.9233,,-135.5894,,,,QC'd by KUCMLD
251,174006509,11647372,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346484-01/212316045,,Inhibitor,19.3145,179.8213,42,Partial curve; high efficacy,-4.7141,1,0.9475,-150.5591,29.2622,-2.1,0 0 0 0 0 0 0 0 0 0 0,-112.6316,,,,,,8.5136,40.4943,,36.9365,,41.3799,,32.2409,9.0322,,27.359,,11.0984,-9.2245,,-61.8031,,-112.6316,,,,QC'd by Selleck
252,174006691,2926768,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CC=C3OC)C4=CC(=CC=C4)O)C(=O)OCCOC,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346826-01/212317344,,Inhibitor,15.342,97.6621,42,Partial curve; partial efficacy,-4.8141,1,0.8656,-97.6621,0,-2.2,1 0 0 0 0 0 0 0 0 0 0,-67.7628,,,,,,29.2676,2.6379,,-0.3847,,18.9361,,8.7329,2.8371,,4.7747,,0.3012,-21.4104,,-75.2066,,-67.7628,,,,QC'd by SIGMA
253,174006693,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015735-12/212317307,,Inhibitor,17.2141,138.5009,42,Partial curve; high efficacy,-4.7641,1,0.844,-138.5009,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-101.3003,,,,,,0.877,0.6081,,1.338,,6.2141,,14.7734,0.5206,,12.7678,,11.2361,-12.0905,,-104.9249,,-101.3003,,,,QC'd by Microsource
254,174006704,5284330,CNC1CCC(CC1)N(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=CC=CC=C5S4)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347954-01/212317354,,Inhibitor,10.8613,100,42,Partial curve; high efficacy,-4.9641,1,0.8129,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-68.0843,,,,,,-7.3933,-5.958,,-0.3204,,23.6592,,0.483,3.291,,-4.8629,,-25.1207,-16.8823,,-87.5518,,-68.0843,,,,QC'd by XcessBio
255,174006944,5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015349-06/212316609,,Inhibitor,15.342,100,42,Partial curve; high efficacy,-4.8141,1,0.7962,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-60.1448,,,,,,-0.2779,1.4287,,-1.3322,,-17.7619,,-2.7379,-0.5966,,13.8991,,-4.1856,-24.6401,,-80.2554,,-60.1448,,,,QC'd by Microsource
256,174007064,71433510,CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346534-01/212316488,,Inhibitor,13.6736,118.1391,42,Partial curve; high efficacy,-4.8641,1,0.8646,-100,18.1391,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1907,,,,,,0.262,18.7036,,5.9247,,40.3411,,18.5972,19.4881,,14.2414,,-0.4746,-22.5445,,-30.1692,,-99.1907,,,,QC'd by Selleck
257,174007118,148195,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346707-01/212316414,,Inhibitor,12.1866,100,42,Partial curve; high efficacy,-4.9141,1,0.8566,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-101.5052,,,,,,2.5979,22.9161,,15.1765,,12.0379,,9.0115,0.3415,,-15.7547,,-24.0093,-34.2708,,-43.9076,,-101.5052,,,,QC'd by Selleck
258,174007157,12387471,C1=CC=C2C(=C1)C(=O)C=C(C2=O)NC3=CC=C(C=C3)S(=O)(=O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347067-01/212317259,,Inhibitor,12.1866,100,42,Partial curve; high efficacy,-4.9141,1,0.8624,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-101.2782,,,,,,4.1044,-8.6787,,-9.5396,,-11.9184,,-13.3389,-16.5104,,-13.3848,,-14.9467,-31.0031,,-53.0486,,-101.2782,,,,QC'd by KUCMLD
259,174007229,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346667-01/212317258,,Inhibitor,15.342,100,42,Partial curve; high efficacy,-4.8141,1,0.8402,-100,0,-2.1,1 0 0 0 0 0 0 0 0 0 0,-100.8815,,,,,,38.2359,5.2459,,-3.0245,,-2.755,,4.179,6.577,,1.0184,,3.102,1.1795,,-71.7767,,-100.8815,,,,QC'd by Selleck
260,174007271,71304818,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345082-01/212317543,,Inhibitor,15.342,100,42,Partial curve; high efficacy,-4.8141,1,0.8903,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.6441,,,,,,-1.8351,0.6969,,-5.1158,,-3.1201,,-2.7123,-2.9152,,-10.25,,0.6782,-7.6848,,-66.8069,,-96.6441,,,,QC'd by SIGMA
261,174007488,1383884,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00165915-03/212317630,,Inhibitor,6.853,74.5347,42,Partial curve; partial efficacy,-5.1641,1,0.8756,-74.5347,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-69.6625,,,,,,-3.6821,-2.6547,,-0.2893,,-10.4213,,5.4199,21.5436,,-16.5914,,-16.9106,-38.7804,,-49.9594,,-69.6625,,,,QC'd by Selleck
262,29215118,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00091585-03/212316284,,Inhibitor,13.6736,100,42,Partial curve; high efficacy,-4.8641,1,0.8549,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.584,,,,,,-2.0905,0.3628,,-11.0666,,-18.4578,,10.0685,-16.3713,,-11.8248,,-2.4695,-17.886,,-68.9853,,-86.584,,,,QC'd by Labotest
263,90341643,2531,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015233-04/212316915,,Inhibitor,15.342,100,42,Partial curve; high efficacy,-4.8141,1,0.8034,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-116.6835,,,,,,7.6173,-0.2022,,5.7824,,1.6775,,14.4131,-9.5354,,19.7064,,-9.561,-26.2517,,-34.9076,,-116.6835,,,,QC'd by SigmaAldrich
264,11114262,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00025341-01/212317483,,Inhibitor,21.6712,100,41,Partial curve; high efficacy,-4.6641,1,0.7984,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.3013,,,,,,8.8933,8.3976,,5.6727,,1.9598,,7.951,13.2054,,12.3612,,12.9046,3.9585,,-64.489,,-86.3013,,,,QC'd by Tocris
265,124892374,17756950,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00162249-04/212317594,,Inhibitor,21.6712,100,41,Partial curve; high efficacy,-4.6641,1,0.8686,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.2106,,,,,,2.5249,6.2849,,1.2713,,-1.809,,-4.4127,6.9448,,6.6508,,17.6845,-12.857,,-50.919,,-87.2106,,,,QC'd by Tocris
266,137275818,57519539,CC(C)N1C2=CC=CC=C2C(=C1C=C[C@@H](C[C@@H](CC(=O)[O-])O)O)C3=CC=C(C=C3)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164604-03/212317644,,Inhibitor,21.6712,93.4653,41,Partial curve; partial efficacy,-4.6641,1,0.9036,-93.4653,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.1788,,,,,,6.7069,2.4401,,-10.8873,,-8.4648,,-13.2329,-1.7522,,0.9108,,-10.8999,-13.8568,,-41.2618,,-74.1788,,,,QC'd by Enamine
267,137275839,176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00238452-02/212316998,,Inhibitor,21.6712,91.7072,41,Partial curve; partial efficacy,-4.6641,1,0.7712,-91.7072,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-68.6478,,,,,,-14.4232,-7.212,,2.7442,,2.3869,,-0.4,24.6505,,1.9782,,4.8065,-0.4316,,-60.2076,,-68.6478,,,,QC'd by LC Labs
268,137275847,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00241982-03/212317012,,Inhibitor,17.2141,100,41,Partial curve; high efficacy,-4.7641,1,0.8199,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.2871,,,,,,-1.5525,-14.1378,,-8.2454,,-3.4906,,-6.8447,9.0651,,-3.3276,,-3.0565,2.7569,,-62.5531,,-98.2871,,,,QC'd by Tocris
269,137275947,216467,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263103-01/212315986,,Inhibitor,24.3155,174.1038,41,Partial curve; high efficacy,-4.6141,1,0.8988,-146.3672,27.7367,-2.1,0 0 0 0 0 0 0 0 0 0 0,-114.9684,,,,,,8.2623,16.2144,,36.7605,,53.1325,,35.0026,17.3291,,19.7848,,5.4183,1.1979,,-37.088,,-114.9684,,,,QC'd by ChemAxon
270,137275960,11238147,C1CN([C@H]2CN(C(=O)[C@@H](N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263116-01/212317378,,Inhibitor,19.3145,100,41,Partial curve; high efficacy,-4.7141,1,0.8124,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-80.541,,,,,,12.3692,0.4308,,-20.0132,,-14.6454,,13.5204,7.4834,,7.535,,1.6581,-7.2026,,-64.973,,-80.541,,,,QC'd by ChemAxon
271,137276015,11609586,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263171-01/212316193,,Inhibitor,21.6712,177.5443,41,Partial curve; high efficacy,-4.6641,1,0.9645,-146.3813,31.163,-2.1,0 0 0 0 0 0 0 0 0 0 0,-109.9057,,,,,,31.0056,26.344,,23.1757,,23.4301,,32.6288,24.2445,,35.0385,,33.2965,-5.9627,,-50.604,,-109.9057,,,,QC'd by Selleck
272,137276045,11858109,CN1C(=O)C(=CN=C1NC2=CC=C(C=C2)F)C3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OCCCN6CCOCC6)OC)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263201-01/212315975,,Inhibitor,24.3155,161.4865,41,Partial curve; high efficacy,-4.6141,1,0.9063,-143.6968,17.7896,-2.1,0 0 0 0 0 0 0 0 0 0 0,-113.8175,,,,,,12.5437,25.2525,,12.243,,9.6502,,10.3481,-0.7646,,19.4128,,28.4997,-2.0349,,-49.8445,,-113.8175,,,,QC'd by SynKinase
273,174006173,6325365,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346583-01/212316611,,Inhibitor,24.3155,112,41,Partial curve; high efficacy,-4.6141,1,0.9001,-100,12,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.6351,,,,,,13.65,17.6347,,5.0121,,6.1158,,-2.1207,11.8308,,9.6419,,14.864,4.037,,-39.7287,,-81.6351,,,,QC'd by Selleck
274,174006174,51037431,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263555-02/212316639,,Inhibitor,24.3155,93.8696,41,Partial curve; partial efficacy,-4.6141,1,0.9376,-93.8696,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.4997,,,,,,-1.8252,6.1666,,5.8116,,-1.4579,,3.0667,-0.612,,2.7666,,6.3001,-14.5318,,-44.9017,,-74.4997,,,,QC'd by SIGMA
275,174006219,31043,CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00094552-04/212316357,,Inhibitor,19.3145,93.253,41,Partial curve; partial efficacy,-4.7141,1,0.7951,-93.253,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-65.5304,,,,,,7.0148,12.305,,6.4687,,3.7909,,-5.5385,0.9369,,-8.4335,,-1.1381,4.028,,-70.6462,,-65.5304,,,,QC'd by Microsource
276,174006264,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346630-01/212317454,,Inhibitor,21.6712,100,41,Partial curve; high efficacy,-4.6641,1,0.8286,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.9273,,,,,,8.9005,25.1227,,-9.6447,,1.9667,,4.6929,3.8144,,-1.0323,,-1.6407,1.0208,,-58.7701,,-81.9273,,,,QC'd by Selleck
277,174006286,9827968,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346620-01/212317533,,Inhibitor,16.7756,104.4262,41,Partial curve; partial efficacy,-4.7753,1,0.774,-104.4262,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-78.5091,,,,-4.1428,,-14.0072,,-5.6102,,-10.7005,4.6553,,23.6432,,-17.4901,,3.9952,-7.0269,,-35.8206,,-78.5091,,,,,QC'd by Selleck
278,174006380,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016526-11/212317018,,Inhibitor,19.3145,121.4909,41,Partial curve; high efficacy,-4.7141,1,0.9048,-100,21.4909,-2.1,0 0 0 0 0 0 0 0 0 0 0,-79.3942,,,,,,27.7025,4.9602,,39.9995,,22.5891,,11.392,15.1639,,11.3603,,15.3725,3.8235,,-44.428,,-79.3942,,,,QC'd by Microsource
279,174006387,73265212,C[C@@H](C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=CC=CC=C32,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347907-01/212316924,,Inhibitor,19.3145,101.1297,41,Partial curve; partial efficacy,-4.7141,1,0.8514,-101.1297,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-76.6134,,,,,,-0.1627,8.726,,-0.3094,,-6.1421,,11.2505,-9.7306,,-7.2592,,-7.503,0.3128,,-67.9531,,-76.6134,,,,QC'd by Tocris
280,174006512,10271028,CC(C)(CNC1=NN2C(=NN=C2C3=CC=CC=C3)C=C1C4CCC4)CN(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345822-01/212316096,,Inhibitor,17.2141,100,41,Partial curve; high efficacy,-4.7641,1,0.7814,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-82.2512,,,,,,-1.0197,3.1147,,-20.5284,,19.7282,,12.5393,-4.1261,,14.4254,,-23.2521,-42.6951,,-36.1646,,-82.2512,,,,QC'd by SynKinase
281,174006576,3086686,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00164631-03/212315892,,Inhibitor,44.373,100,41,Partial curve; high efficacy,-4.3529,1,0.9066,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-90.2334,,,,,,,-3.9725,3.7955,,5.7317,,-2.8475,,12.9827,-1.175,,-0.6316,,-0.9428,,-11.1623,-40.2616,,-90.2334,,,QC'd by LC Labs
282,174006584,84759,C1=CC=C2C(=C1)C(=NC=N2)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346839-01/212315901,,Inhibitor,24.3155,110.7405,41,Partial curve; high efficacy,-4.6141,1,0.9193,-110.7405,0,-2.1,0 0 0 0 0 0 0 0 1 0 0,-83.8944,,,,,,-0.2667,-0.7588,,-6.6867,,11.9895,,0.7153,-11.5088,,12.4413,,0.6984,10.8104,,-49.3918,,-83.8944,,,,QC'd by SIGMA
283,174006683,123964,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CC(=O)O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00165783-02/212317313,,Inhibitor,38.5375,172.6351,41,Partial curve; high efficacy,-4.4141,1,0.7815,-150.1022,22.5329,-2.1,0 0 0 0 0 0 0 0 0 0 0,-112.1352,,,,,,19.2249,30.0583,,5.1992,,43.2641,,25.3386,3.0091,,6.9178,,15.9807,4.054,,1.0604,,-112.1352,,,,QC'd by Selleck
284,174006708,23625762,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346554-01/212317386,,Inhibitor,17.2141,100,41,Partial curve; high efficacy,-4.7641,1,0.8376,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.2049,,,,,,-10.4757,-2.383,,-6.4465,,-5.2106,,-2.603,0.358,,19.9656,,16.1456,-24.1029,,-59.0431,,-88.2049,,,,QC'd by Selleck
285,174006753,521106,C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00186047-02/212317300,,Inhibitor,24.3155,115,41,Partial curve; high efficacy,-4.6141,1,0.9073,-100,15,-2.1,0 0 0 0 0 0 0 0 0 0 0,-76.9121,,,,,,22.6672,1.9169,,22.1179,,10.3369,,3.3744,15.5098,,6.913,,15.9172,1.8234,,-32.9725,,-76.9121,,,,QC'd by EMD Chemicals
286,174006958,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015256-13/212316578,,Inhibitor,19.3145,113.0405,41,Partial curve; high efficacy,-4.7141,1,0.8191,-113.0405,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-75.5597,,,,,,-7.4084,-6.0858,,10.5197,,-4.5495,,0.7082,6.4509,,6.8386,,2.8425,-6.4268,,-85.6367,,-75.5597,,,,QC'd by Microsource
287,174007005,3385,C1=C(C(=O)NC(=O)N1)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015442-16/212316536,,Inhibitor,21.6712,92.2335,41,Partial curve; partial efficacy,-4.6641,1,0.7891,-92.2335,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-68.8339,,,,,,11.756,12.0114,,3.9252,,2.6823,,-0.2214,27.4947,,-0.4818,,16.8671,-27.3876,,-46.7743,,-68.8339,,,,QC'd by Microsource
288,174007114,54677977,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263218-02/212316470,,Inhibitor,19.3145,100,41,Partial curve; high efficacy,-4.7141,1,0.848,-100,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-103.9927,,,,,,8.8373,6.096,,6.0881,,5.4155,,2.6719,-0.9048,,10.4121,,6.0211,-4.1757,,-52.1137,,-103.9927,,,,QC'd by Toronto Research
289,174007190,71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00095158-05/212316352,,Inhibitor,21.6712,105.2312,41,Partial curve; partial efficacy,-4.6641,1,0.813,-105.2312,0,-2.2,1 0 0 0 0 0 0 0 0 0 0,-79.3249,,,,,,-21.8544,-1.689,,-12.0425,,-10.6513,,8.4576,-5.6319,,0.3885,,21.0874,-14.6741,,-68.0262,,-79.3249,,,,QC'd by Microsource
290,174007241,54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017324-08/212317609,,Inhibitor,43.2397,87.5111,41,Partial curve; partial efficacy,-4.3641,1,0.7624,-87.5111,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-66.0752,,,,,,6.1169,-5.0561,,-6.2661,,16.1326,,0.3877,-4.197,,-8.6546,,-4.7655,4.7872,,-16.0181,,-66.0752,,,,QC'd by Microsource
291,174007251,73265367,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346737-01/212317222,,Inhibitor,19.3145,103.3301,41,Partial curve; partial efficacy,-4.7141,1,0.9017,-103.3301,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-78.2804,,,,,,3.8062,7.4885,,-1.0891,,12.4248,,4.8146,8.5724,,6.6767,,8.4547,-20.4767,,-62.6941,,-78.2804,,,,QC'd by Selleck
