PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
621,174006495,24906273,C1=CC2=NC=CN=C2C=C1C=C3C(=O)NC(=O)S3,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00186030-03/212313339,,Inhibitor,8.4077,64.0095,21,Partial curve; partial efficacy,-5.0753,1,0.9324,-50.0095,14,-2.2,0 0 0 0 0 0 0 0 0 0 0,-37.1989,,,,16.5097,,13.325,,7.5588,,15.6623,14.3091,,8.9885,,11.5566,,13.6825,3.0332,,-28.356,,-37.1989,,,,,QC'd by Selleck
622,174006554,67089852,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346569-01/212313290,,Inhibitor,19.3145,80.1741,21,Partial curve; partial efficacy,-4.7141,1,0.9065,-65.6741,14.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-48.847,,,,,,10.1285,18.7355,,7.6586,,9.2586,,20.6555,17.4709,,21.7298,,0.6979,-12.2562,,-17.2883,,-48.847,,,,QC'd by Selleck
623,174006697,66774402,CN1CCCN(CC1)C(=O)C2=CC=CC(=C2)C3=CC=C(O3)C=C4C5=C(C=CC(=C5)Cl)NC4=O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346935-01/212313775,,Inhibitor,21.6712,79.3273,21,Partial curve; partial efficacy,-4.6641,1,0.9388,-79.3273,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-62.9581,,,,,,2.4522,5.9349,,6.3557,,3.9138,,5.4711,6.8693,,5.3921,,-10.0269,-12.911,,-38.3033,,-62.9581,,,,QC'd by SynKinase
624,174006705,50922691,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345798-01/212313721,,Inhibitor,12.1866,85.9619,21,Partial curve; partial efficacy,-4.9141,1,0.9123,-71.4619,14.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-56.0141,,,,,,6.5942,5.456,,14.7218,,7.1222,,26.435,10.8366,,23.5783,,5.1711,-20.6695,,-38.0028,,-56.0141,,,,QC'd by ChemieTek
625,174006717,73265273,CC(C)(C)NC(=O)NC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC(C)(C)CO)F,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345844-01/212313814,,Inhibitor,19.3145,66.3378,21,Partial curve; partial efficacy,-4.7141,1,0.9124,-66.3378,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-50.2559,,,,,,2.7939,1.9287,,3.4912,,6.8194,,6.1843,0.5279,,2.7255,,0.1482,-8.1538,,-42.7897,,-50.2559,,,,QC'd by SynKinase
626,174006718,60167557,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@@H](C5)O)COS(=O)(=O)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345794-01/212313784,,Inhibitor,1.5342,46.1169,21,Partial curve; partial efficacy,-5.8141,1,0.7666,-19.6169,26.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-33.9611,,,,,,11.3503,32.5701,,29.2577,,21.673,,36.7211,23.9474,,3.9982,,-5.9252,-1.4486,,-3.5526,,-33.9611,,,,QC'd by ChemieTek
627,174006749,16108977,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=C4)NC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263199-02/212313771,,Inhibitor,6.853,40.9692,21,Partial curve; partial efficacy,-5.1641,1,0.8422,-24.9692,16,-2.2,0 0 0 0 0 0 0 0 0 0 0,-12.6404,,,,,,17.7957,13.5906,,16.086,,14.612,,15.3345,9.3978,,16.9661,,12.7676,-2.2966,,-27.2748,,-12.6404,,,,QC'd by SynKinase
628,174006776,908828,CN1CC[C@@]23C=C[C@@H](C[C@H]2OC4=C(C=CC(=C34)C1)OC)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017256-08/212313035,,Inhibitor,43.2397,75.0909,21,Partial curve; partial efficacy,-4.3641,1,0.8209,-75.0909,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-56.887,,,,,,4.7868,4.1749,,5.0479,,-0.6774,,5.414,3.9989,,0.7814,,5.788,3.6979,,-16.246,,-56.887,,,,QC'd by Selleck
629,174006941,64650,CN1CC[C@@]23CCCCC2C1CC4=C3C=C(C=C4)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00168041-01/212312518,,Inhibitor,21.6712,62.2124,21,Partial curve; partial efficacy,-4.6641,1,0.8248,-62.2124,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-47.1306,,,,,,5.6643,-0.1652,,0.704,,-0.1849,,8.255,4.0748,,9.3189,,1.3343,-0.3461,,-43.1196,,-47.1306,,,,QC'd by NCGCChem
630,174006986,4566,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346950-01/212313530,,Inhibitor,21.6712,77.5329,21,Partial curve; partial efficacy,-4.6641,1,0.9308,-61.0329,16.5,-2.2,1 0 0 0 0 0 0 0 0 0 0,-47.8957,,,,,,-7.9204,10.1465,,16.1123,,23.2669,,12.3919,16.5025,,7.6947,,14.8897,4.3113,,-16.4085,,-47.8957,,,,QC'd by SantaCruz Bio
631,174007027,15953870,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00229735-03/212313458,,Inhibitor,15.342,89.4078,21,Partial curve; partial efficacy,-4.8141,1,0.9694,-72.4078,17,-2.2,0 0 0 0 0 0 0 0 0 0 0,-53.964,,,,,,19.3973,10.0042,,19.5202,,10.7887,,22.5462,19.5373,,9.0522,,5.0969,-5.2159,,-33.712,,-53.964,,,,QC'd by Selleck
632,174007287,73265369,C[C@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2OC(=O)CCC4CCCC4)CCC5=CC(=O)CC[C@]35C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346736-01/212312064,,Inhibitor,21.6712,64.7203,21,Partial curve; partial efficacy,-4.6641,1,0.8972,-64.7203,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-51.3127,,,,,,-3.8873,3.1503,,0.041,,0.1485,,11.5888,0.2886,,8.5579,,2.0064,-15.5023,,-29.7723,,-51.3127,,,,QC'd by Selleck
633,174007392,71384,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263544-02/212313091,,Inhibitor,7.6892,55.4079,21,Partial curve; partial efficacy,-5.1141,1,0.8306,-34.4079,21,-2.2,0 0 0 0 0 0 0 0 0 0 0,-27.0874,,,,,,12.551,30.9721,,2.0188,,25.5366,,20.9825,27.0027,,21.1995,,9.1884,-5.9374,,-19.5004,,-27.0874,,,,QC'd by Selleck
634,124881846,5712,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016103-06/212312839,,Inhibitor,24.3155,46.9386,20,Partial curve; partial efficacy,-4.6141,1,0.8428,-46.9386,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-39.1155,,,,,,0.8762,-1.6713,,-3.5149,,3.6232,,6.7564,0.9173,,3.9265,,0.9798,1.7696,,-24.4837,,-39.1155,,,,QC'd by SIGMA
635,124883255,3547,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018100-02/212313638,,Inhibitor,21.6712,61.9947,20,Partial curve; partial efficacy,-4.6641,1,0.9317,-43.9947,18,-2.2,0 0 0 0 0 0 0 0 0 0 0,-32.1243,,,,,,11.4801,22.3301,,19.5605,,16.3737,,16.242,19.5246,,13.2461,,11.4989,12.2975,,-10.5832,,-32.1243,,,,QC'd by SIGMA
636,124883605,3325,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00018276-03/212312183,,Inhibitor,21.6712,53.0021,20,Partial curve; partial efficacy,-4.6641,1,0.7614,-53.0021,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-40.1531,,,,,,5.167,3.2324,,-15.4477,,1.752,,-8.6784,2.6208,,2.4469,,-1.1641,-1.6062,,-34.5434,,-40.1531,,,,QC'd by BIOMOL
637,124891583,409805,CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C(N=C3C=C2)C)N)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00092318-02/212313400,,Inhibitor,24.3155,58.6281,20,Partial curve; partial efficacy,-4.6141,1,0.8753,-37.6281,21,-2.2,0 0 0 0 0 0 0 0 0 0 0,-29.0131,,,,,,27.233,21.152,,26.887,,16.8911,,22.7519,17.109,,11.0156,,17.2002,8.541,,2.8395,,-29.0131,,,,QC'd by Tocris
638,124892364,3541,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00162073-05/212313412,,Inhibitor,24.3155,65.7333,20,Partial curve; partial efficacy,-4.6141,1,0.7982,-37.7333,28,-2.2,0 0 0 0 0 0 0 0 0 0 0,-28.7838,,,,,,22.0427,35.0723,,21.7107,,31.906,,28.0306,30.3641,,32.7976,,9.5485,12.9252,,12.5779,,-28.7838,,,,QC'd by SigmaAldrich
639,137275944,9811611,C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263100-01/212313322,,Inhibitor,34.3466,78.8727,20,Partial curve; partial efficacy,-4.4641,1,0.8084,-60.8727,18,-2.2,0 0 0 0 0 0 0 0 0 0 0,-45.1492,,,,,,21.7869,21.3393,,16.33,,19.8946,,20.2417,4.2828,,14.219,,5.9636,19.1152,,-0.9483,,-45.1492,,,,QC'd by ChemAxon
640,137275957,126758,CC1CC2=CC3=C(C=C2C(=NN1C(=O)NC)C4=CC=C(C=C4)N)OCO3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263113-01/212312547,,Inhibitor,24.3155,54.9839,20,Partial curve; partial efficacy,-4.6141,1,0.8483,-54.9839,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-45.82,,,,,,13.8372,1.9732,,3.6958,,0.2619,,3.1081,3.9781,,7.9499,,2.3964,-10.2,,-22.4815,,-45.82,,,,QC'd by ChemAxon
641,137276019,15547703,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@@H](C1=CC=CC=C1)C(=O)OC2CCCC2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263175-01/212311956,,Inhibitor,24.3155,86.2163,20,Partial curve; partial efficacy,-4.6141,1,0.8615,-75.7163,10.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-63.0969,,,,,,19.732,12.4982,,0.3495,,12.8011,,6.0913,13.2403,,-3.954,,11.9631,-6.8283,,-16.1161,,-63.0969,,,,QC'd by Selleck
642,137276063,119373,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263219-01/212312091,,Inhibitor,38.5375,79.4296,20,Partial curve; partial efficacy,-4.4141,1,0.8202,-79.4296,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-60.1739,,,,,,-1.7336,-1.7467,,-10.978,,-0.0418,,-7.0516,-3.3266,,4.911,,-1.7585,-5.1403,,-14.579,,-60.1739,,,,QC'd by Toronto Research
643,174006213,54675776,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017323-07/212312574,,Inhibitor,24.3155,69.3742,20,Partial curve; partial efficacy,-4.6141,1,0.775,-69.3742,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-52.5562,,,,,,5.9743,1.2303,,9.4841,,0.9209,,-0.0595,7.0593,,0.6125,,0.0895,10.1127,,-45.7836,,-52.5562,,,,QC'd by Microsource
644,174006235,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00095157-06/212312634,,Inhibitor,24.3155,69.7924,20,Partial curve; partial efficacy,-4.6141,1,0.8876,-69.7924,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-55.3908,,,,,,-0.6128,9.3801,,-1.3171,,-8.0389,,0.5459,-7.5387,,-6.3788,,-6.7909,-4.5128,,-31.2648,,-55.3908,,,,QC'd by Microsource
645,174006264,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346630-01/212312230,,Inhibitor,21.6712,50.0836,20,Partial curve; partial efficacy,-4.6641,1,0.7659,-50.0836,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-39.6895,,,,,,-12.5594,6.7342,,2.9255,,9.4355,,7.0335,6.2251,,-2.0527,,2.2455,-0.3859,,-29.7741,,-39.6895,,,,QC'd by Selleck
646,174006274,45042199,C=C[C@@H]1CN2CCC1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346589-01/212312253,,Inhibitor,24.3155,51.9749,20,Partial curve; partial efficacy,-4.6141,1,0.8108,-51.9749,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-43.3124,,,,,,7.9583,9.8993,,12.0345,,4.3438,,3.3451,-1.9597,,4.7288,,0.3491,-1.7696,,-26.2686,,-43.3124,,,,QC'd by Selleck
647,174006372,46918825,CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345786-01/212311957,,Inhibitor,24.3155,56.0474,20,Partial curve; partial efficacy,-4.6141,1,0.7637,-56.0474,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-46.7061,,,,,,0.3649,1.6628,,-0.6441,,15.2851,,16.2585,4.5016,,-4.718,,4.5244,-15.144,,-17.7953,,-46.7061,,,,QC'd by ChemieTek
648,174006395,73265214,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)NC(=O)C=C)C(F)(F)F)NC(=O)C3=CC=NO3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346961-01/212313620,,Inhibitor,24.3155,54.7879,20,Partial curve; partial efficacy,-4.6141,1,0.8129,-40.2879,14.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-33.5732,,,,,,16.6106,18.5122,,20.4878,,0.2988,,13.2027,11.8162,,12.3049,,12.2262,4.5154,,-1.4179,,-33.5732,,,,QC'd by LINCS
649,174006429,46926514,C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CC(=CC(=C4)Cl)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00241342-02/212313689,,Inhibitor,34.3466,64.5768,20,Partial curve; partial efficacy,-4.4641,1,0.8458,-49.5768,15,-2.2,0 0 0 0 0 0 0 0 0 0 0,-36.3969,,,,,,11.6594,22.6086,,11.1594,,9.8814,,13.256,10.4573,,17.7708,,12.9682,11.6309,,-0.2139,,-36.3969,,,,QC'd by KUCMLD
650,174006571,9825149,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346485-01/212313251,,Inhibitor,34.3466,79.7113,20,Partial curve; partial efficacy,-4.4641,1,0.83,-79.7113,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-60.1715,,,,,,7.9815,4.0425,,14.8831,,6.4384,,4.5102,2.6007,,7.2439,,-4.1658,0.8405,,-23.7163,,-60.1715,,,,QC'd by Selleck
651,174006684,11501591,C1C[C@H](OC1)CNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347279-01/212313838,,Inhibitor,43.2397,70.7011,20,Partial curve; partial efficacy,-4.3641,1,0.8082,-70.7011,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-53.5615,,,,,,0.7785,-6.2243,,-0.8238,,-1.8248,,3.6734,6.2909,,6.5941,,0.3733,4.0333,,-14.8855,,-53.5615,,,,QC'd by Axon Medchem
652,174006720,46926973,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347950-01/212313727,,Inhibitor,34.3466,76.7854,20,Partial curve; partial efficacy,-4.4641,1,0.8693,-76.7854,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-58.1707,,,,,,-2.211,-8.116,,10.0754,,3.5922,,4.3009,-1.0355,,4.5402,,1.1953,-5.531,,-20.4543,,-58.1707,,,,QC'd by XcessBio
653,174006726,10430360,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345826-01/212313726,,Inhibitor,24.3155,58.0634,20,Partial curve; partial efficacy,-4.6141,1,0.8296,-58.0634,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-48.3862,,,,,,-1.6135,4.5128,,14.6603,,8.635,,8.7584,3.7971,,3.8341,,1.492,-9.1763,,-22.9303,,-48.3862,,,,QC'd by SynKinase
654,174006809,5493444,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00186464-02/212312994,,Inhibitor,38.5375,83.8447,20,Partial curve; partial efficacy,-4.4141,1,0.8874,-83.8447,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-63.5187,,,,,,-0.3029,-0.6144,,3.3063,,1.422,,3.7021,1.3507,,0.7936,,1.567,1.3169,,-22.1133,,-63.5187,,,,QC'd by Microsource
655,174006822,73265288,C[C@@H]1CC[C@@]2([C@@H]([C@@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)OC1,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346600-01/212313016,,Inhibitor,24.3155,62.2887,20,Partial curve; partial efficacy,-4.6141,1,0.8387,-62.2887,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-54.7205,,,,,,12.7989,0.1465,,4.5633,,-0.7961,,5.208,8.2,,-9.7181,,0.7583,-4.1512,,-25.2419,,-54.7205,,,,QC'd by Selleck
656,174006832,71353,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253658-02/212312852,,Inhibitor,21.6712,52.5458,20,Partial curve; partial efficacy,-4.6641,1,0.8388,-52.5458,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-39.5365,,,,,,-4.7974,11.4838,,-4.6312,,-0.9114,,0.8655,-6.6285,,0.5782,,5.4161,-8.8282,,-30.2701,,-39.5365,,,,QC'd by Selleck
657,174006876,498102,C1=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)O)OC2=NC1=N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346726-01/212313017,,Inhibitor,21.6712,56.9925,20,Partial curve; partial efficacy,-4.6641,1,0.9086,-56.9925,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-43.1073,,,,,,9.5297,1.1024,,3.4062,,3.2097,,2.4338,7.5035,,4.4673,,-1.5466,-13.2652,,-25.9863,,-43.1073,,,,QC'd by Selleck
658,174006967,3080922,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182047-02/212312512,,Inhibitor,24.3155,62.6753,20,Partial curve; partial efficacy,-4.6141,1,0.8086,-62.6753,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-49.5716,,,,,,-3.4993,1.2357,,14.2166,,8.1871,,4.1857,3.3415,,8.5892,,6.4136,-2.4158,,-33.3295,,-49.5716,,,,QC'd by Microsource
659,174006975,2950007,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263209-02/212313555,,Inhibitor,27.2824,63.6535,20,Partial curve; partial efficacy,-4.5641,1,0.7664,-63.6535,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-55.9766,,,,,,-0.87,12.5715,,0.8286,,4.3002,,14.3924,-8.5212,,-10.5961,,-8.4898,-9.6431,,-15.6541,,-55.9766,,,,QC'd by KUCMLD
660,174007079,5278396,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263190-02/212313563,,Inhibitor,34.3466,87.0505,20,Partial curve; partial efficacy,-4.4641,1,0.8756,-76.0505,11,-2.2,0 0 0 0 0 0 0 0 0 0 0,-57.1578,,,,,,8.5684,0.8347,,4.1406,,13.0492,,12.5396,17.4532,,6.7822,,12.069,4.6652,,-13.3104,,-57.1578,,,,QC'd by SynKinase
661,174007124,23725625,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00238451-01/212312022,,Inhibitor,38.5375,59.2941,20,Partial curve; partial efficacy,-4.4141,1,0.8258,-59.2941,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-44.9198,,,,,,0.1121,-3.2145,,7.8535,,3.6683,,-1.1169,4.7669,,1.5862,,-2.3513,5.4038,,-18.5286,,-44.9198,,,,QC'd by Selleck
662,174007128,73265341,CC(C1=CC2=C(C=C1)OCCO2)N[C@H]3C[C@H]3C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347951-01/212312033,,Inhibitor,34.3466,62.2744,20,Partial curve; partial efficacy,-4.4641,1,0.8846,-62.2744,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-47.1776,,,,,,3.2831,3.4529,,6.8269,,4.1015,,6.0765,4.3244,,0.7825,,-2.0247,-1.1618,,-19.9032,,-47.1776,,,,QC'd by XcessBio
663,174007412,444036,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00179308-05/212312814,,Inhibitor,24.3155,68.425,20,Partial curve; partial efficacy,-4.6141,1,0.8126,-68.425,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-63.3565,,,,,,-4.1543,-1.1811,,9.7888,,0.159,,7.072,2.0804,,-9.054,,0.0799,-20.6763,,-14.7392,,-63.3565,,,,QC'd by Selleck
664,174007445,406562,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-],Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00165815-05/212312722,,Inhibitor,38.5375,54.474,20,Partial curve; partial efficacy,-4.4141,1,0.7837,-54.474,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-41.2022,,,,,,0.6469,-6.486,,9.1109,,1.2003,,4.8466,8.4213,,-2.2239,,0.6063,4.1806,,-17.6191,,-41.2022,,,,QC'd by NCI
