PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
194,405558910,3945,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015606-06/250075183,,Inhibitor,3.8274,70.6876,,63,Complete curve; partial efficacy,-5.4171,4.9549,0.9208,-74.6876,-4,-1.2,1 0 0 0 0 0 0 0 0 0 0,-71.2427,,,,-30.2903,,-22.1296,,-15.3301,-1.025,,-5.9179,,-17.0083,,0,,-0.2213,-72.3987,,-76.0418,,-71.2427,,,,QC'd by Microsource
195,405558929,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263129-08/250074636,,Inhibitor,6.8061,77.5824,,63,Complete curve; partial efficacy,-5.1671,1.4641,0.9215,-81.5824,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-75.902,,,,0,,0,,-1.1623,-11.4529,,-2.1802,,-19.6649,,-19.6991,,-5.7021,-41.7184,,-71.3468,,-75.902,,,,QC'd by Axon Medchem
196,384568172,546807,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,Active,47,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00159360-03/250075207,,Inhibitor,1.9182,112.978,,47,Partial curve; high efficacy,-5.7171,0.5,0.9573,-107.478,5.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.3535,,,,0,,4.0096,,-9.014,-1.0055,,-11.5153,,-14.6752,,-46.325,,-60.1788,-61.9154,,-70.1859,,-97.3535,,,,QC'd by APExBIO
197,137275894,10226546,CC1=C(C(=NN1)C)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4C[C@@H](CO4)O,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00250392-01/250074540,,Inhibitor,1.242,89.0911,,46,Partial curve; high efficacy,-5.9059,0.4,0.8208,-81.0911,8,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.427,,,,,0,,-4.7967,,0,,4.3222,-22.9794,,-51.1115,,-31.3064,,-50.7439,-43.8537,,-50.2076,,-83.427,,,QC'd by NCGCChem
198,363677410,24785538,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346453-03/250074980,,Inhibitor,2.7096,115.025,,46,Partial curve; high efficacy,-5.5671,0.4,0.956,-114.025,1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.0205,,,,0,,-8.3499,,-12.1506,-14.3306,,-26.6047,,-18.8837,,-39.4459,,-64.6152,-64.0634,,-70.023,,-95.0205,,,,QC'd by ChemieTek
199,384569089,66577066,[2H]C([2H])([2H])C([C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C)(C([2H])([2H])[2H])O,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00379044-02/250075131,,Inhibitor,3.8274,121.793,,46,Partial curve; high efficacy,-5.4171,0.4,0.9521,-125.793,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.8354,,,,-11.7171,,0,,-19.8938,-18.9804,,-32.9333,,-40.4974,,-34.2344,,-49.6017,-74.2078,,-88.706,,-99.8354,,,,QC'd by MedChem Express
200,363677484,25257557,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C,Active,45,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346627-08/250074581,,Inhibitor,3.1199,99.3731,,45,Partial curve; high efficacy,-5.5059,1.4163,0.9761,-103.373,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.6428,,-7.4852,-10.1787,,-9.4921,,-4.5595,,4.1051,1.4287,,-3.6081,,-12.4162,,-25.1492,-57.5412,,-91.6428,,,,,,,QC'd by Glixx
201,384568703,441314,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,Active,45,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00270540-05/250075150,,Inhibitor,4.2944,100.821,,45,Partial curve; high efficacy,-5.3671,0.3,0.8711,-109.921,-9.0996,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.4268,,,,-11.333,,-21.6835,,-25.8825,-24.5194,,-35.316,,-42.3933,,-46.2064,,-56.2949,-41.1648,,-83.2731,,-81.4268,,,,QC'd by Selleck
202,170464997,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016258-06/250074594,,Inhibitor,6.8061,111.225,,44,Partial curve; high efficacy,-5.1671,0.9,0.9899,-111.725,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.5764,,,,-8.6928,,-0.1477,,-0.9061,0,,0,,0,,-13.4137,,-32.292,-54.0996,,-77.236,,-99.5764,,,,QC'd by Specs
203,363678262,11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378895-01/250074946,,Inhibitor,3.8274,83.0283,,44,Partial curve; high efficacy,-5.4171,0.9,0.9542,-80.5283,2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-80.8569,,,,0,,-1.8933,,4.4092,0.4244,,4.9643,,0,,-16.4146,,-24.0373,-57.314,,-51.4813,,-80.8569,,,,QC'd by MedChem Express
204,384569321,71667668,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)O[C@@H]5CCN(C5)C(=O)C=C,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00507838-01/250075144,,Inhibitor,5.2682,90.7458,,44,Partial curve; high efficacy,-5.2783,1.21,0.9164,-94.7458,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.8205,,,-7.3004,,-4.9248,,-27.2774,-0.5258,,0,,-3.9246,,0,-13.5298,,-41.5613,,-60.5806,,-85.8205,,,,,QC'd by Selleck
205,405559053,135565596,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346457-02/250075147,,Inhibitor,2.7806,66.3142,,44,Partial curve; partial efficacy,-5.5559,2.7202,0.9862,-70.3142,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-69.2724,,-3.2094,-9.692,,-5.4541,,-7.2526,,-6.633,-3.4165,,0,,-4.3955,,-11.3241,-49.9504,,-69.2724,,,,,,,QC'd by Selleck
206,137276075,764764,CC1=C(C(=NN1)C2=C(C=C(C=C2)O)O)C3=CC=C(C=C3)OC,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263231-01/250074620,,Inhibitor,12.4204,129.667,,43,Partial curve; high efficacy,-4.9059,0.4,0.9309,-129.667,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.2322,,,,,0,,0.3536,,0,,-30.9888,-26.1262,,-31.421,,-39.0574,,-39.2982,-59.4712,,-83.2173,,-98.2322,,,QC'd by NCGCChem
207,170464951,1548955,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00164385-05/250074694,,Inhibitor,8.5684,98.3018,,43,Partial curve; high efficacy,-5.0671,1,0.969,-102.302,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.7384,,,,-12.16,,-5.8148,,0,-11.2479,,0,,-5.3861,,-21.4361,,-18.2763,-44.9345,,-73.6167,,-89.7384,,,,QC'd by Microsource
208,170465977,2225,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00182054-03/250074934,,Inhibitor,8.5684,76.4994,,43,Partial curve; partial efficacy,-5.0671,1.331,0.9734,-104.261,-27.7613,-2.2,0 0 0 0 0 0 0 0 0 0 0,-96.5377,,,,-24.3844,,-33.0287,,-31.1706,-24.9819,,-26.1818,,-28.0467,,-36.8867,,-30.9005,-61.5775,,-83.092,,-96.5377,,,,QC'd by APAC
209,363680965,73425805,CC1=NN=C2N1C3=CC=CC=C3C(=C[C@H]2CC4=NN=C(O4)C)C5=CC=C(C=C5)Cl,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00390670-01/250074776,,Inhibitor,9.6139,108.236,,43,Partial curve; high efficacy,-5.0171,0.6,0.9322,-112.236,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.4525,,,,0,,-16.0928,,-1.372,0,,-14.9559,,-17.2145,,-27.6615,,-36.9833,-46.2698,,-58.3642,,-98.4525,,,,QC'd by MedChem Express
210,384568482,11617559,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00242051-10/250075156,,Inhibitor,6.8061,77.7743,,43,Partial curve; partial efficacy,-5.1671,0.6,0.9547,-88.8837,-11.1094,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.0697,,,,-11.7578,,-16.4826,,-11.9508,-14.0379,,-13.4165,,-15.5833,,-31.1223,,-42.4712,-38.683,,-65.0363,,-74.0697,,,,QC'd by MedChem Express
211,384568494,16659841,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00242486-04/250074685,,Inhibitor,6.8061,90.6668,,43,Partial curve; partial efficacy,-5.1671,0.5,0.9505,-88.1668,2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-69.9736,,,,0,,0,,1.0402,0,,-6.8618,,-17.5043,,-24.4951,,-16.9731,-47.1259,,-51.3361,,-69.9736,,,,QC'd by Selleck
212,384568585,10173277,CC1=CC(=CC=C1)/C=N/NC2=CC(=NC(=N2)OCCC3=CC=CC=N3)N4CCOCC4,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263093-04/250074941,,Inhibitor,7.6366,91.635,,43,Partial curve; partial efficacy,-5.1171,0.4,0.8958,-89.635,2,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.6958,,,,-1.4539,,0.6574,,-2.3366,-6.2402,,-6.6756,,-21.0968,,-34.5223,,-32.6135,-32.7418,,-41.2106,,-74.6958,,,,QC'd by MedChem Express
213,384569279,70945511,CC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](C3=CC=C(C=C3)F)C(F)(F)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00485951-02/250075178,,Inhibitor,10.787,105.997,,43,Partial curve; high efficacy,-4.9671,4.095,0.9804,-107.497,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 1,-26.2631,,,,-9.7929,,0,,-1.8853,0,,4.4521,,0,,3.089,,-6.6454,-15.2363,,-97.9023,,-26.2631,,,,QC'd by MedChem Express
214,384569438,56682557,C1CC1C2=CN3C(=CN=C3C(=N2)NC4=C(C=C(C=C4)C(=O)N5CCOCC5)F)C6=CNN=C6,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00510464-01/250074477,,Inhibitor,8.5684,96.1313,,43,Partial curve; high efficacy,-5.0671,0.7,0.9141,-100.131,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.8345,,,,-12.0745,,-16.9113,,0,-2.3674,,0,,-0.6366,,-20.7323,,-35.0773,-52.575,,-52.5015,,-87.8345,,,,QC'd by Tocris
215,405558495,5282226,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346741-02/250074913,,Inhibitor,10.787,109.319,,43,Partial curve; high efficacy,-4.9671,1.331,0.9898,-111.319,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-100.288,,,,-2.1509,,4.89,,-6.3668,-8.8848,,-0.8211,,0,,-4.5525,,-14.4474,-38.3989,,-76.4358,,-100.288,,,,QC'd by MedChem Express
216,405558722,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263138-19/250074531,,Inhibitor,10.787,105.066,,43,Partial curve; high efficacy,-4.9671,1.4641,0.9866,-107.566,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.4332,,,,0,,0,,-0.6717,-10.8248,,-0.576,,0,,-5.1689,,-16.7527,-31.4718,,-79.0532,,-97.4332,,,,QC'd by MedChem Express
217,170465392,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00159510-05/250075061,,Inhibitor,13.58,103.208,,42,Partial curve; high efficacy,-4.8671,1.9673,0.9978,-103.708,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.7691,,,,0,,0,,0,-0.7852,,0,,1.5299,,-0.9588,,-7.2869,-18.222,,-68.0127,,-98.7691,,,,QC'd by Microsource
218,170465625,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00188865-03/250075130,,Inhibitor,12.1032,102.535,,42,Partial curve; high efficacy,-4.9171,1.3443,0.9892,-103.535,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.8743,,,,0,,2.8129,,0,-1.6941,,-1.271,,0,,-6.7233,,-15.2859,-26.3162,,-71.818,,-89.8743,,,,QC'd by Sequoia
219,225144202,8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00091034-10/250074832,,Inhibitor,15.237,93.1958,,42,Partial curve; high efficacy,-4.8171,3.5117,0.923,-97.1958,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.0018,,,,-20.4876,,-8.8595,,4.4276,-0.2186,,0,,-9.9581,,4.2521,,-21.5559,-5.0639,,-67.3071,,-97.0018,,,,QC'd by SIGMA
220,363677255,9902100,C[C@@H](C1=CC=C(C=C1)NC(=O)C)C(=O)NC2=NC=C(S2)C(C)C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263191-02/250075134,,Inhibitor,13.58,123.136,,42,Partial curve; high efficacy,-4.8671,0.9,0.963,-124.136,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.4716,,,,0.1505,,4.8894,,-2.535,2.5615,,0,,-11.4516,,-14.661,,-25.6488,-29.5008,,-81.1365,,-94.4716,,,,QC'd by SynKinase
221,384568278,9798973,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00165759-02/250074862,,Inhibitor,12.1032,109.046,,42,Partial curve; high efficacy,-4.9171,1.1,0.9393,-111.546,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.8474,,,,-4.7567,,-15.0853,,2.8277,0,,0.7367,,-6.5963,,-3.7526,,-5.1989,-52.8184,,-60.6222,,-97.8474,,,,QC'd by Tocris
222,384568279,9813758,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00165761-07/250074555,,Inhibitor,13.58,107.574,,42,Partial curve; high efficacy,-4.8671,1.3443,0.9933,-108.074,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.8015,,,,-7.9177,,0,,0.2406,-0.4394,,2.2154,,-1.1511,,0,,-7.7005,-29.2347,,-66.2835,,-94.8015,,,,QC'd by MedChem Express
223,384568888,24748204,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346657-02/250074533,,Inhibitor,12.1032,101.246,,42,Partial curve; high efficacy,-4.9171,1,0.9897,-103.246,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.6107,,,,-2.0834,,-8.21,,-1.4435,-1.8428,,0,,-2.6598,,-4.2287,,-22.0271,-34.5644,,-64.4591,,-85.6107,,,,QC'd by ChemieTek
224,384569017,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00351599-03/250074827,,Inhibitor,6.8061,70.7323,,42,Partial curve; partial efficacy,-5.1671,1.01,0.996,-70.7323,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-65.4928,,,,-1.8439,,0,,1.1201,0,,0,,-3.7264,,-4.1412,,-17.589,-33.1259,,-50.7519,,-65.4928,,,,QC'd by APExBIO
225,384569044,131955127,C1CC1CC2=C(C(=NN2C3=NC(=CS3)C(=O)O)C4=CC=CC(=C4)C5=CC=CC=C5)CC6=CC=C(C=C6)S(=O)(=O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00372530-03/250075145,,Inhibitor,8.5684,81.2472,,42,Partial curve; partial efficacy,-5.0671,1,0.9339,-85.2472,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-78.9326,,,,-15.9958,,-14.9761,,-8.8051,-6.7003,,2.0747,,0.94,,-11.5808,,-22.6022,-37.2013,,-57.3411,,-78.9326,,,,QC'd by NCGCChem
226,384569250,54576299,C1CC1C(=O)NC2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00480913-01/250075201,,Inhibitor,15.237,128.565,,42,Partial curve; high efficacy,-4.8171,0.7,0.957,-128.565,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.3978,,,,0.3753,,0,,-3.5475,1.5029,,-2.1951,,-4.2202,,-22.4022,,-32.7138,-28.4546,,-70.2815,,-97.3978,,,,QC'd by Glixx
227,405558426,6434889,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00168290-05/250074688,,Inhibitor,12.1032,104.795,,42,Partial curve; high efficacy,-4.9171,1.8851,0.9828,-107.795,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.8104,,,,-13.5042,,-2.2417,,-3.0855,0,,0,,0.4637,,-9.0088,,-1.5295,-27.4191,,-77.6664,,-99.8104,,,,QC'd by MedChem Express
228,405558620,518740,O1[As]2O[As]1O2,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00356590-01/250075126,,Inhibitor,15.237,95.1013,,42,Partial curve; high efficacy,-4.8171,3.132,0.9527,-99.1013,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.3147,,,,-10.3293,,0,,-7.4792,-1.4675,,2.2393,,0.9276,,-14.3052,,-19.6637,-7.0296,,-66.3941,,-98.3147,,,,QC'd by Enzo
229,405558863,16076883,CC(C)(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378691-02/250075197,,Inhibitor,10.787,94.1602,,42,Partial curve; partial efficacy,-4.9671,0.3,0.8095,-93.6602,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.3335,,,,0,,-1.1772,,-9.2016,-25.9727,,-20.701,,-29.9911,,-20.4797,,-34.7938,-30.1611,,-43.8042,,-74.3335,,,,QC'd by Adooq
230,124886964,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00024928-14/250074753,,Inhibitor,49.4465,110.835,,41,Partial curve; high efficacy,-4.3059,2.1211,0.9716,-112.835,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.9781,,,,,0,,4.2352,,-7.7063,,0,-6.064,,-3.7415,,0,,2.1713,-17.9988,,-37.2553,,-98.9781,,,QC'd by SIGMA
231,124893648,24871314,C[C@@H]1C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O[C@@H](C[C@H]2C(O2)/C=C\C1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181116-02/250075031,,Inhibitor,17.0962,72.84,,41,Partial curve; partial efficacy,-4.7671,3.5117,0.939,-76.84,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.8596,,,,-18.4207,,-4.4007,,0,0,,-12.5461,,0,,-6.9531,,-2.3286,-2.018,,-49.1502,,-74.8596,,,,QC'd by NCI
232,144206092,656958,CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@@H]2C(=O)CC3)C)C)C)O)(C)C=C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00167542-01/250075088,,Inhibitor,15.237,89.1711,,41,Partial curve; high efficacy,-4.8171,3.9295,0.9644,-93.1711,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.9852,,,,-16.1268,,-3.0309,,-14.074,-2.5679,,-0.2585,,3.8007,,-7.6226,,-3.6888,-4.364,,-66.2088,,-92.9852,,,,QC'd by SigmaAldrich
233,144206270,14668,CC(CN1C2=CC=CC=C2SC3=C1N=CC=C3)N(C)C.Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181101-01/250074582,,Inhibitor,24.149,83.9282,,41,Partial curve; partial efficacy,-4.6171,0.9,0.9078,-87.9282,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-66.6123,,,,-6.0864,,-4.0539,,-15.26,-5.6902,,2.0265,,-1.4151,,-3.5603,,-18.5427,-29.1596,,-32.8932,,-66.6123,,,,QC'd by NCI
234,144206880,4257,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00183853-01/250074511,,Inhibitor,21.5228,91.0245,,41,Partial curve; high efficacy,-4.6671,1.4787,0.8336,-99.7921,-8.7676,-2.1,0 0 0 0 0 0 0 0 0 0 0,-84.0001,,,,-27.178,,-16.1962,,-22.8842,-4.0148,,-13.2674,,-3.973,,-22.3111,,-15.8855,-21.1934,,-46.8227,,-84.0001,,,,QC'd by Pharmaron
