PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
164,103172894,904,CC(=O)NC1=CC=CC=C1,Unspecified,,,,Inhibition,=,6.86,%,
165,103173052,182585,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCNCC3COC4=CC=CC=C4O3,Unspecified,,,,Inhibition,=,24.1,%,
166,103173154,42574,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,79.95,%,
167,103173203,17595,CCN1CCCC1=O,Unspecified,,,,Inhibition,=,10.81,%,
168,103173300,912,CNCCC1=CN=CN1,Unspecified,,,,Inhibition,=,39.96,%,
169,103173306,1493,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,Unspecified,,,,Inhibition,=,27.13,%,
170,103173326,37463,CC1=C(N=CN1)CCN,Unspecified,,,,Inhibition,=,-6.42,%,
171,103173420,3077,CN(C)CCCSC(=N)N,Unspecified,,,,Inhibition,=,6.86,%,
172,103173444,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,Unspecified,,,,Inhibition,=,3.02,%,
173,103173478,50287,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,Unspecified,,,,Inhibition,=,-9.75,%,
174,103173691,60149,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,Unspecified,,,,Inhibition,=,90.32,%,
175,103173757,5198,CC1CCC(CC1)NC(=O)N(CCCl)N=O,Unspecified,,,,Inhibition,=,34.36,%,
176,103173774,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O,Unspecified,,,,Inhibition,=,-3.85,%,
177,103173870,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,Unspecified,,,,Inhibition,=,5.43,%,
178,103173925,3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,Unspecified,,,,Inhibition,=,-39.64,%,Outside typical range
179,103174096,5289501,C/C(=C\C1=CC=C(C=C1)C(=O)O)/C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,Unspecified,,,,Inhibition,=,-6.28,%,
180,103174146,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Unspecified,,,,Inhibition,=,8.66,%,
181,103174338,444732,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,Unspecified,,,,Inhibition,=,2.01,%,
182,103174429,1221,CC1=C(C(=O)NO1)CC(C(=O)O)N,Unspecified,,,,Inhibition,=,1.61,%,
183,103174435,56463,CC1=C(C2=CC=CC=C2N1CCN3CCOCC3)C(=O)C4=CC=C(C=C4)OC,Unspecified,,,,Inhibition,=,41.12,%,
184,103174497,10255,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,15.34,%,
185,103174500,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Unspecified,,,,Inhibition,=,3.52,%,
186,103174787,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Unspecified,,,,Inhibition,=,4.59,%,
187,103174792,4727,CC(C)(C(C(=O)O)N)S,Unspecified,,,,Inhibition,=,3.24,%,
188,103174804,312145,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,Unspecified,,,,Inhibition,=,36.44,%,
189,103174873,9829836,CCCCCCNC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CCNC[C@@H](COC3=CC=C(C=C3)O)O,Unspecified,,,,Inhibition,=,10.83,%,
190,103174986,4266,C1=C(ONC1=O)CN,Unspecified,,,,Inhibition,=,-3.29,%,
191,103175041,123924,CCN(CC)C(=O)C1=CC=C(C=C1)[C@H](C2=CC(=CC=C2)OC)N3C[C@H](N(C[C@@H]3C)CC=C)C,Unspecified,,,,Inhibition,=,-0.58,%,
192,103175166,93504,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C,Unspecified,,,,Inhibition,=,2.09,%,
193,103175225,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,-0.21,%,
194,103175226,31508,CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,-4.92,%,
195,103175236,447043,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Unspecified,,,,Inhibition,=,-1.27,%,
196,103175272,36273,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C,Unspecified,,,,Inhibition,=,-2.55,%,
197,103175312,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Unspecified,,,,Inhibition,=,-5.62,%,
198,103175608,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Unspecified,,,,Inhibition,=,3.27,%,
199,103175665,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,5.25,%,
200,103175684,5329098,CC1=CC(=C(N1)/C=C\2/C3=CC=CC=C3NC2=O)C,Unspecified,,,,Inhibition,=,6.25,%,
201,103175695,5329099,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=CC=CC=C3NC2=O,Unspecified,,,,Inhibition,=,20.41,%,
202,103175813,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,Unspecified,,,,Inhibition,=,-2.05,%,
203,103175836,129424,CCN(CC)CCNC(=O)C1=CC=C(C=C1)I,Unspecified,,,,Inhibition,=,22.54,%,
204,103176079,785,C1=CC(=CC=C1O)O,Unspecified,,,,Inhibition,=,-2.27,%,
205,103176086,8663,C1=CC=C2C=C(C=CC2=C1)O,Unspecified,,,,Inhibition,=,39.22,%,
206,103176108,107950,CC1=NN=C2N1N=C(C=C2)C3=CC(=CC=C3)C(F)(F)F,Unspecified,,,,Inhibition,=,1.91,%,
207,103176116,6597,C(C(=O)O)(Cl)Cl,Unspecified,,,,Inhibition,=,4.95,%,
208,103176119,1183,COC1=C(C=CC(=C1)C=O)O,Unspecified,,,,Inhibition,=,4.49,%,
209,103176121,243,C1=CC=C(C=C1)C(=O)O,Unspecified,,,,Inhibition,=,33.07,%,
210,103176182,443363,CSCC[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N,Unspecified,,,,Inhibition,=,-13.83,%,Outside typical range
211,103176204,996,C1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,-7.13,%,
212,103176222,9015,COC1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,15.57,%,
213,103176241,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Unspecified,,,,Inhibition,=,81.67,%,
214,103176265,9915813,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](CC2=CC=C(C=C2)OC)NC(=O)[C@H](CC3=CN=CN3C)N)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,37.64,%,
215,103176270,135511839,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],Unspecified,,,,Inhibition,=,0.51,%,
216,103176296,13019201,C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)N,Unspecified,,,,Inhibition,=,4.86,%,
217,103176321,5746,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,Unspecified,,,,Inhibition,=,6.4,%,
218,103176474,4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,Unspecified,,,,Inhibition,=,-0.4,%,
219,103176475,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,Unspecified,,,,Inhibition,=,5.22,%,
220,103176635,5282379,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Unspecified,,,,Inhibition,=,6.5,%,
221,103176655,71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,Unspecified,,,,Inhibition,=,3.38,%,
222,103176772,443390,COC1=C(C=C2C(=C1)CCN2C(=O)NC3=CC(=CC(=C3)C4=CN=CC=C4)F)C(F)(F)F,Unspecified,,,,Inhibition,=,17.67,%,
223,103176785,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Unspecified,,,,Inhibition,=,4.05,%,
224,103176795,443389,CSC1=C(C=C2C(=C1)CCN2C(=O)NC3=CN=CC=C3)C(F)(F)F,Unspecified,,,,Inhibition,=,-4.51,%,
225,103176817,5280360,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Unspecified,,,,Inhibition,=,10.64,%,
226,103176823,443391,CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC3=CN=C(C=C3)OC4=C(N=CC=C4)C,Unspecified,,,,Inhibition,=,7.47,%,
227,103176829,3994476,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)CCC3=O,Unspecified,,,,Inhibition,=,6.84,%,
228,103176908,160355,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-5.01,%,
229,103176949,3022645,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,-0.23,%,
230,103177051,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,Unspecified,,,,Inhibition,=,30.45,%,
231,103177124,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Unspecified,,,,Inhibition,=,9.92,%,
232,103177213,5469,C1CN(CCN1CCO)C(=O)CN2C3=C(C=CC(=C3)Cl)SC2=O,Unspecified,,,,Inhibition,=,-3.05,%,
233,103177239,2790,C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl,Unspecified,,,,Inhibition,=,15.84,%,
234,103177449,4018512,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,-10,%,
235,103177538,158397,CC1=C(C(=O)NO1)C[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,2.02,%,
236,103177562,10237,CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,Unspecified,,,,Inhibition,=,17.16,%,
237,103177579,10638,C1=CC2=C(C(=C1)N)C(=O)NNC2=O,Unspecified,,,,Inhibition,=,9.97,%,
238,103177712,91273,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,Unspecified,,,,Inhibition,=,-3.16,%,
239,103177753,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Unspecified,,,,Inhibition,=,3.04,%,
240,103178091,60063,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O,Unspecified,,,,Inhibition,=,-3.2,%,
241,103178134,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,Unspecified,,,,Inhibition,=,-9.61,%,
242,103178240,24839733,CC[C@@H](C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,Unspecified,,,,Inhibition,=,27.33,%,
243,103178327,3885,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C,Unspecified,,,,Inhibition,=,1.86,%,
244,103178476,31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],Unspecified,,,,Inhibition,=,0.65,%,
245,103178630,122023,CCC1=CC(=C(C=C1OCCCCCC(C)(C)C2=NNN=N2)O)C(=O)C,Unspecified,,,,Inhibition,=,-3.88,%,
246,103178666,104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,-1.25,%,
247,103178679,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Unspecified,,,,Inhibition,=,35.38,%,
248,103178786,4528,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,4.15,%,
249,103178852,441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Unspecified,,,,Inhibition,=,23.47,%,
250,103178857,3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,Unspecified,,,,Inhibition,=,-0.73,%,
251,103178862,5283387,CCCCCCCC/C=C\CCCCCCCC(=O)N,Unspecified,,,,Inhibition,=,2.99,%,
252,103178924,107780,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)N5CCN(CC5)C,Unspecified,,,,Inhibition,=,53.73,%,
253,103178943,51576,CC1(C(=O)C=C(O1)C(=O)O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,15.31,%,
254,103178944,1174,C1=CNC(=O)NC1=O,Unspecified,,,,Inhibition,=,3.18,%,
255,103178971,1983,CC(=O)NC1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,-1.06,%,
256,103178977,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,Unspecified,,,,Inhibition,=,-0.76,%,
257,103178978,8434,CCOC(=O)C1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,-3.26,%,
258,103178995,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Unspecified,,,,Inhibition,=,33.57,%,
259,103179006,4754,CCOC1=CC=C(C=C1)NC(=O)C,Unspecified,,,,Inhibition,=,-7.31,%,
260,103179008,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Unspecified,,,,Inhibition,=,2.76,%,
261,103179013,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Unspecified,,,,Inhibition,=,7.24,%,
262,103179030,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Inhibition,=,-0.4,%,
263,103179042,2537,CC1(C2CCC1(C(=O)C2)C)C,Unspecified,,,,Inhibition,=,4.08,%,
264,103179087,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Unspecified,,,,Inhibition,=,-7.01,%,
265,103179088,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Inhibition,=,21.5,%,
266,103179093,3718,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,Unspecified,,,,Inhibition,=,-8.38,%,
267,103179142,1359,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2,Unspecified,,,,Inhibition,=,-2.03,%,
268,103179144,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,Unspecified,,,,Inhibition,=,95.19,%,
269,103179145,938,C1=CC(=CN=C1)C(=O)O,Unspecified,,,,Inhibition,=,6.39,%,
270,103179169,6269,CC1=CC=C(C=C1)S(=O)(=O)N,Unspecified,,,,Inhibition,=,-18.83,%,Outside typical range
271,103179212,2337,CCOC(=O)C1=CC=C(C=C1)N,Unspecified,,,,Inhibition,=,25.3,%,
272,103179217,1110,C(CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,-5.2,%,
273,103179234,5462501,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O,Unspecified,,,,Inhibition,=,-5.15,%,
274,103179429,62956,C1CCC(CC1)[C@@H]2C[C@H](N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,Unspecified,,,,Inhibition,=,0.11,%,
275,103179440,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,Unspecified,,,,Inhibition,=,70.75,%,
276,103179506,7393,CC(C)(C)C1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,0.87,%,
277,103179760,65016,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Unspecified,,,,Inhibition,=,41.64,%,
278,103179819,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Unspecified,,,,Inhibition,=,-12.95,%,Outside typical range
279,103180027,60923,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)O,Unspecified,,,,Inhibition,=,1.34,%,
280,103180236,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Unspecified,,,,Inhibition,=,-3.51,%,
281,103180450,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Unspecified,,,,Inhibition,=,-6.33,%,
282,103180736,2690,C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N,Unspecified,,,,Inhibition,=,26.66,%,
283,103180831,176408,C1=CC=C(C=C1)CCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5,Unspecified,,,,Inhibition,=,-4.69,%,
284,103180883,1550234,COC1=C(C=CC(=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/CCC2)O,Unspecified,,,,Inhibition,=,4.31,%,
285,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Unspecified,,,,Inhibition,=,31.66,%,
286,103181004,148198,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,Unspecified,,,,Inhibition,=,9.59,%,
287,103181030,107867,CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Unspecified,,,,Inhibition,=,-3.18,%,
288,103181310,5663,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,Unspecified,,,,Inhibition,=,0.47,%,
289,103181324,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Unspecified,,,,Inhibition,=,-5.12,%,
290,103181377,5353609,COC(=O)/C=C/C1=C(C=CC(=C1)O)O,Unspecified,,,,Inhibition,=,-0.51,%,
291,103181545,5312114,C1CC(CCC1CNC2=NC3=CC=CC=C3C(=N2)N)CNS(=O)(=O)C4=CC=CC5=CC=CC=C54,Unspecified,,,,Inhibition,=,102.51,%,
292,103181569,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Unspecified,,,,Inhibition,=,4.3,%,
293,103181781,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Unspecified,,,,Inhibition,=,-0.12,%,
294,103181977,219101,C[C@@H]([C@H](C1=CC=C(C=C1)O)O)N2CCC(CC2)(C3=CC=CC=C3)O,Unspecified,,,,Inhibition,=,-6.98,%,
295,103182286,5950,C[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,13.01,%,
296,103182359,2068,CC(C)C1C2CCC(C2)C1N,Unspecified,,,,Inhibition,=,0.8,%,
297,103182460,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Unspecified,,,,Inhibition,=,9.92,%,
298,103182482,34521,CC1=CC(=CC=C1)N2CC(OC2=O)CO,Unspecified,,,,Inhibition,=,2.3,%,
299,103182897,2107,CC(CC1=CNC2=C1C=C(C=C2)O)N,Unspecified,,,,Inhibition,=,8.76,%,
300,103182957,12035,CC(=O)N[C@@H](CS)C(=O)O,Unspecified,,,,Inhibition,=,-5.13,%,
301,103183011,128355,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)NC4=CC=CC=C4C(=O)O,Unspecified,,,,Inhibition,=,-2.02,%,
302,103183095,5087,CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,Unspecified,,,,Inhibition,=,-0.53,%,
303,103183113,4283,CCNCCCNCCCCNCCCNCC,Unspecified,,,,Inhibition,=,-2.25,%,
304,103183248,71755,CC(=O)C1=CC2=C(C=C1)OC3(C2=O)CC3,Unspecified,,,,Inhibition,=,0.5,%,
305,103183357,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Unspecified,,,,Inhibition,=,-5.69,%,
306,103183537,108029,COC1=CC2=C(C=C1)NC=C2C3=CCNCC3,Unspecified,,,,Inhibition,=,9.17,%,
307,103183576,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Unspecified,,,,Inhibition,=,-3.07,%,
308,103183587,3035842,C1CNCCC1CC2=CN=CN2,Unspecified,,,,Inhibition,=,9.74,%,
309,103183748,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,2.55,%,
310,103183767,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Unspecified,,,,Inhibition,=,87.7,%,
311,103183888,66068,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,Unspecified,,,,Inhibition,=,2.02,%,
312,103183978,28693,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Unspecified,,,,Inhibition,=,69.03,%,
313,103184016,196841,CN1CCN(CC1)C(=O)C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,Unspecified,,,,Inhibition,=,0.34,%,
314,103184079,6421522,C1=CC=C(C=C1)COCCCC2=CN=CN2,Unspecified,,,,Inhibition,=,-12.09,%,Outside typical range
315,103184400,9793868,C1=C(NC=N1)CCCCCN,Unspecified,,,,Inhibition,=,15.01,%,
316,103184480,71781,C1CN(CCC1C(C2=CC=CC=C2)O)CCC3=CC=CC=C3,Unspecified,,,,Inhibition,=,10.05,%,
317,103184643,4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Unspecified,,,,Inhibition,=,2.84,%,
318,103184781,698112,C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)S(=O)(=O)N,Unspecified,,,,Inhibition,=,3.53,%,
319,103184855,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Unspecified,,,,Inhibition,=,-5.46,%,
320,103184959,208953,C1COCCN1C2=CC3=C(C=C2C(F)(F)F)NC(=O)C(=O)N3CP(=O)(O)O,Unspecified,,,,Inhibition,=,25.64,%,
321,103185079,21453,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,Unspecified,,,,Inhibition,=,0.76,%,
322,103185379,5362422,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,Unspecified,,,,Inhibition,=,8.35,%,
323,103185380,119031,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@H](C(=O)NC)C(C)(C)C,Unspecified,,,,Inhibition,=,68.66,%,
324,103185416,132519,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC,Unspecified,,,,Inhibition,=,-10.41,%,Outside typical range
325,103185469,1046,C1=CN=C(C=N1)C(=O)N,Unspecified,,,,Inhibition,=,44.3,%,
326,103185543,10094345,CC(C)C1=CC=CC2=C1N=C(C=C2C3=CC=CC=C3)C4=CC=C(N4)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Inhibition,=,21.57,%,
327,103185659,2019,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,Unspecified,,,,Inhibition,=,88.9,%,
328,103185681,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Unspecified,,,,Inhibition,=,-0.3,%,
329,103185920,50515,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,Unspecified,,,,Inhibition,=,34.15,%,
330,103186118,3035714,COC1=CC=C(C=C1)S(=O)(=O)NC2=C(N=CC=C2)NC3=CC=C(C=C3)O,Unspecified,,,,Inhibition,=,5.46,%,
331,103186197,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,Unspecified,,,,Inhibition,=,5.98,%,
332,103186198,126388,CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN2CCCC2,Unspecified,,,,Inhibition,=,-0.92,%,
333,103186309,60934,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,44.71,%,
334,103186311,65889,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl,Unspecified,,,,Inhibition,=,-28.78,%,Outside typical range
335,103186327,44273461,C[C@H]1C2CC3=C([C@]1(CCN2CC=C)C)C=C(C=C3)O,Unspecified,,,,Inhibition,=,5.73,%,
336,103186523,5287620,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,Unspecified,,,,Inhibition,=,11.4,%,
