PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,520009017,172872324,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)OCCCCOC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)OC(C)(C)C,Active,,,Potential missing data,Activity,Active
2,520047930,171663340,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)OCCCCCCOC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)OC(C)(C)C,Active,,,Potential missing data,Activity,Active
3,520049410,172872325,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)OCCCCCCCCOC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)OC(C)(C)C,Active,,,Potential missing data,Activity,Active
