PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
71,520058914,177375798,CN1C(=O)[C@@H](NC(=O)COCCOCCOC2=C(CN1C#N)C=C(C=C2)F)CCC3=CC=CC=C3,Inconclusive,,,Potential missing data,K,,,,Not Determined
72,520058936,177375731,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=CC=CC=C3Cl)C#N,Unspecified,,,,K,=,22200,/M/s,
73,520059826,177375767,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC2=C(C=CC=C2F)F)N(CC3=CC=C(C=C3)Cl)C#N,Unspecified,,,,K,=,4670,/M/s,
74,520060850,177375748,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=CC(=C(C=C3)Br)F)C#N,Unspecified,,,,K,=,14000,/M/s,
75,520060907,177375752,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=C(C=CC(=C3F)Cl)OC)C#N,Unspecified,,,,K,=,10300,/M/s,
76,520061571,177375745,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=C(C=CC(=C3)OC)OC)C#N,Unspecified,,,,K,=,4870,/M/s,
77,520061604,177375775,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N(C)N(CC2=CC=C(C=C2)Cl)C#N)NC(=O)C(F)(F)F,Unspecified,,,,K,=,87900,/M/s,
78,520062491,177375741,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=C(C(=CC=C3)Cl)F)C#N,Unspecified,,,,K,=,86100,/M/s,
79,520063443,177660258,CN(C(=O)[C@@H]1CC2=CC=CC=C2CN1C(=O)COC3=C(C=C(C=C3)Cl)Cl)N(CC4=CC=C(C=C4)Cl)C#N,Inconclusive,,,Potential missing data,K,,,,Not Determined
80,520064320,177660455,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2(CCC2)OC3=C(C=C(C=C3)Cl)Cl)N(CC4=CC=C(C=C4)Cl)C#N,Inconclusive,,,Potential missing data,K,,,,Not Determined
81,520065352,177375768,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC2=C(C=C(C=C2)F)F)N(CC3=CC=C(C=C3)Cl)C#N,Unspecified,,,,K,=,4890,/M/s,
82,520066561,177375793,CN1C(=O)[C@@H](N(CCCCOC2=C(CN1C#N)C=C(C=C2)F)C(=O)COC3=C(C=C(C=C3)Cl)Cl)CC4=CC=CC=C4,Unspecified,,,,K,=,67700,/M/s,
83,520066641,177375735,CN(C(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)N(CC3=CC(=CC=C3)Br)C#N,Unspecified,,,,K,=,43600,/M/s,
84,520068287,177375791,CN1C(=O)[C@@H](NC(=O)COCCOC2=C(CN1C#N)C=C(C=C2)F)CC3=CC=CC=C3,Unspecified,,,,K,=,25300,/M/s,
85,520068298,177661455,CC(C)(C)[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)N(CC2=C(C(=CC=C2)Cl)F)C#N)NC(=O)C3=CC=CS3,Inconclusive,,,Potential missing data,K,,,,Not Determined
