PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
4437,384569498,66598080,CC(C)(C1CCC(CC1)NC2=NN3C(=NC=C3C4=CC(=CC=C4)C(F)(F)F)C=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00511354-01/250003265,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,3.2319,,,0,,,,QC'd by Glixx
4438,384569500,90408826,CC1=C(C=C(C=N1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC(=C(N=C3)OC4CCOCC4)N5CCOCC5,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00511383-01/250002617,,Inactive,,,,0,,-4.35,4.9549,0.7749,-19.0723,-2,4,0 0 0 0,-15.8936,,,,,,,,,,0.9232,,,-7.2147,,,,,0,,,-15.8936,,,,QC'd by Glixx
4439,384569502,53380437,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00511388-01/250003091,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Glixx
4440,384569503,56602554,CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)CNC(=O)C4=CC=NC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00511392-01/250003102,,Inactive,,,,0,,-5.3,4.9549,0.8736,-10.0437,0,4,0 0 0 0,-7.2246,,,,,,,,,,0,,,0,,,,,-12.5364,,,-7.2246,,,,QC'd by Glixx
4441,384569504,11635371,CN1C(=O)N(C(=O)[C@]12CN(C[C@H]2C3=CC=C(C=C3)C#N)CC4=CC(=CS4)C(=O)O)C5=CC(=CC(=C5)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00521067-01/250002525,,Inactive,,,,0,,,,,0,0,4,,-2.4051,,,,,,,,,,0,,,0,,,,,4.6934,,,-2.4051,,,,QC'd by Key Organics
4442,384569505,71571306,COC1=C(C=C(C=C1)Cl)C2=CC(=O)NC(=S)N2CC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00521070-01/250002919,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by BOC Sciences
4443,384569506,118196485,CC1=C(N(N=N1)C)C2=CC3=C(C4=C(N3[C@@H](C5CCOCC5)C6=CC=CC=C6)C=C(C=C4)C(C)(C)O)N=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00521941-01/250003599,,Inactive,,,,0,,,,,0,0,4,,-14.1927,,,,,,,,,,-20.3285,,,-14.1153,,,,,-12.4406,,,-14.1927,,,,QC'd by ChemieTek
4444,384569507,73297272,CC1(CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)N[C@@H]4CC[C@H](OC4)C(=O)N)C5=C(C(=NC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00521942-01/250005956,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,0,,,,,QC'd by ChemieTek
4445,384569509,51353555,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC5=NOC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522007-01/250003614,,Inactive,,,,0,,,,,0,0,4,,1.3706,,,,,,,,,,0,,,0,,,,,-0.0188,,,1.3706,,,,QC'd by Tocris
4446,384569510,86290458,C1COC(OC1)C2=C(C=CC3=C2OC(=O)C4=C3CCNC4)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522008-01/250002929,,Inactive,,,,0,,,,,0,0,4,,-3.4559,,,,,,,,,,0,,,-4.2894,,,,,0,,,-3.4559,,,,QC'd by Tocris
4447,384569511,42596951,CCN1C(=O)N2CC3=C([C@H](C=C2C14CCN(CC4)CC5=CC(=CC(=C5)C)C)C)C(=CC(=C3)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522011-01/250002874,,Inactive,,,,0,,-4.4,4.9549,0.9518,-34.8854,0,4,0 0 0 0,-29.9045,,,,,,,,,,-4.0683,,,0,,,,,3.1857,,,-29.9045,,,,QC'd by Tocris
4448,384569512,44537963,CC1=CC=C(O1)C2=C3C(=NC(=N2)N)N(N=N3)CC4=NC(=CC=C4)CO[C@H]5CCOC5,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522052-01/250003649,,Inactive,,,,0,,-4.85,4.9549,0.525,6,-2.6078,4,0 0 0 1,0,,,,,,,,,,1.2494,,,-6.7565,,,,,4.4436,,,0,,,,QC'd by ChemGood
4449,384569513,10348973,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522107-03/250005996,,Inactive,,,,0,,,,,0,0,4,,-9.1156,,,,,,,,,,-5.8335,,,-9.5392,,,,,-15.0966,,,-9.1156,,,,QC'd by MedChem Express
4450,384569514,100094,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522278-02/250005429,,Inactive,,,,0,,,,,0,0,4,,0.7722,,,,,,,,,,0,,,0,,,,,4.1727,,,0.7722,,,,QC'd by MedChem Express
4451,384569515,11250647,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)C[C@@H](C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522303-02/250005683,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by MedChem Express
4452,384569516,11250647,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)C[C@@H](C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522303-03/250005660,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Glixx
4453,384569517,393111,COC1=C(C=C2C(=C1)C(=O)N3CC(=C)C[C@H]3C=N2)OCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CC(=C)CN6C5=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522455-01/250006151,,Inactive,,,,0,,-5.4,4.095,1,0,-29.8504,4,0 0 0 0,0,,,,,,,,,,-29.8753,,,-27.7511,,,,,-0.0201,,,0,,,,QC'd by MedChem Express
4454,384569518,46927297,CC1=CC(=CN=C1C2=CC(=NC=C2)F)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522465-01/250005358,,Inactive,,,,0,,-5.2,4.095,1,-13.7288,0.5,4,1 0 0 1,0,,,,,,,,,,-65.0609,,,0.3542,,,,,-13.524,,,0,,,,QC'd by MedChem Express
4455,384569520,54576693,C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522488-01/250006190,,Inactive,,,,0,,-4.9,4.9549,0.3579,-13.8363,-40.843,4,0 0 0 1,-19.1598,,,,,,,,,,-22.3526,,,-59.4141,,,,,-16.9469,,,-19.1598,,,,QC'd by MedChem Express
4456,384569521,71730058,C1=CC(=CC2=C1C=CC(=N2)/C=C/C(=O)C3=CC=NC=C3)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522492-01/250005632,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,4.5574,,,,,0,,,0,,,,QC'd by MedChem Express
4457,384569524,89730041,C1CC1C(=O)N2CC(C2)NC(=O)C3=CN=C(C4=C3C=CC(=N4)C5=CC(=CC=C5)F)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522520-01/250005412,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by MedChem Express
4458,384569528,46844147,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522579-01/250005506,,Inactive,,,,0,,,,,0,0,4,,-4.5617,,,,,,,,,,-36.1561,,,-13.8,,,,,-11.1891,,,-4.5617,,,,QC'd by MedChem Express
4459,384569530,59599728,CN1CCN(CC1)C(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522584-01/250005215,,Inactive,,,,0,,,,,0,0,4,,-5.8872,,,,,,,,,,0,,,-0.0538,,,,,-2.6217,,,-5.8872,,,,QC'd by MedChem Express
4460,384569531,9919285,CCOC(=O)C1=CCCCC1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522603-01/250005339,,Inactive,,,,0,,-4.35,4.9549,0.895,-29.2585,-4,4,0 0 0 0,-24.3821,,,,,,,,,,-8.0574,,,-3.8991,,,,,0,,,-24.3821,,,,QC'd by MedChem Express
4461,384569533,138402879,CC/C(=C/C(=O)O[C@@H]1C[C@H]([C@H]2[C@H](C1=C)CC(=O)[C@H]2[C@@H](C)OC(=O)C)C(C)C)/C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522632-01/250005711,,Inactive,,,,0,,-5.55,3.9295,0.9991,-9.4202,0.5,4,0 0 0 1,0,,,,,,,,,,0.6546,,,-1.9994,,,,,-9.5168,,,0,,,,QC'd by Glixx
4462,384569535,76849181,CC1=C(C=CC=C1Cl)S(=O)(=O)NC2=NC(=CS2)CCN3CCOCC3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00522639-01/250005820,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,1.2505,,,,,0,,,0,,,,QC'd by Glixx
4463,384569538,72188357,[2H]C1=C(C(=NC(=N1)C)[2H])C2=CC(=NC=N2)NC[C@@H](C)C3=CC=CC4=C(C=CN=C43)C(=O)NC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00532324-01/250005676,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0.357,,,0,,,,,2.0519,,,0,,,,QC'd by Astatech
4464,387065713,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00016600-08/249930877,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by SIGMA
4465,404904683,5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00163700-12/249931860,,Inactive,,,,0,,-4.95,3.132,0.9811,-41.6377,-25.3504,4,0 0 0 0,-41.7814,,,,,,,,,-26.5719,,,,-24.042,,,,-33.5211,,,,-41.7814,,,,QC'd by Tocris
4466,405558418,6237,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00160408-06/249929359,,Inactive,,,,0,,-4.6,3.132,0.7359,-9.4984,1,4,0 0 0 0,-8.7487,,,,,,,,,-2.3478,,,,4.7221,,,,0,,,,-8.7487,,,,QC'd by Bionet
4467,405558419,146170510,CC[N+]1(C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00522037-01/249929362,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Toronto Research
4468,405558420,445580,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00161345-07/249929363,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,-0.041,,,,0,,,,QC'd by Microsource
4469,405558421,5702243,C[C@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00263872-02/249929365,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Microsource
4470,405558422,470999,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00389765-01/249929367,,Inactive,,,,0,,-6.45,4.9549,0.984,-11.5995,1.5,4,0 0 0 0,-11.1557,,,,,,,,0,,,,-12.5829,,,-10.9839,,,,-11.1557,,,,,,QC'd by Microsource
4471,405558423,447715,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00480885-01/249929368,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,3.0691,,,,0,,,,4.998,,,,0,,,,QC'd by Glixx
4472,405558424,2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167781-12/249929370,,Inactive,,,,0,,-5.3,4.095,1,-15.3882,0,4,0 0 0 1,0,,,,,,,,,0,,,,-0.5326,,,,-14.9069,,,,0,,,,QC'd by Microsource
4473,405558425,3762,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00018239-11/249929371,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Microsource
4474,405558427,5283078,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00344182-03/249929373,,Inactive,,,,0,,-5,4.9549,0.9402,-20.434,-6.8781,4,0 0 0 1,-4.0857,,,,,,,,,-7.9413,,,,-5.3151,,,,-15.7783,,,,-4.0857,,,,QC'd by Cayman
4475,405558428,65055,C1=CC=C(C=C1)CCNCC2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00246113-02/249929378,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Specs
4476,405558429,5966,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00179526-05/249929382,,Inactive,,,,0,,-4.6,2.1876,0.9995,-19.9491,0,4,0 0 0 0,-17.0409,,,,,,,,,0,,,,0.2086,,,,-3.0202,,,,-17.0409,,,,QC'd by Prestwick
4477,405558430,64782,C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178692-04/249929383,,Inactive,,,,0,,-5.5,2.9023,0.9998,-11.7889,3,4,0 0 0 1,3.429,,,,,,,,,2.8985,,,,-1.0496,,,,-11.4908,,,,3.429,,,,QC'd by Microsource
4478,405558431,3611397,C(C(CO)OP(=O)([O-])[O-])O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00166037-04/249929385,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0.3431,,,,0,,,,0,,,,0,,,,QC'd by SIGMA
4479,405558432,151170,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167520-06/249929387,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,1.9372,,,,0,,,,0,,,,QC'd by APExBIO
4480,405558434,5284585,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00510749-15/249929390,,Inactive,,,,0,,-5.5,4.9549,0.9998,-23.8288,5,4,0 0 0 1,0,,,,,,,,,4.8272,,,,0,,,,-23.6074,,,,0,,,,QC'd by USP
4481,405558436,2034,CN1CC(C2=CC(=C(C=C21)O)N=NC(=N)N)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00532513-01/249929429,,Inactive,,,,0,,-6.1,2.5334,0.9782,1.5,-20.9321,4,0 0 0 0,3.2629,,,,,,,,,-16.6101,,,,0,,,,0,,,,3.2629,,,,QC'd by Carbosynth
4482,405558437,8612,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00183273-04/249929431,,Inactive,,,,0,,,,,0,0,4,,2.2875,,,,,,,,,0,,,,0,,,,0,,,,2.2875,,,,QC'd by APExBIO
4483,405558438,71775979,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](CC([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178510-09/249929432,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,2.4267,,,,0,,,,0,,,,0,,,,QC'd by Prestwick
4484,405558439,636391,CCCCCCCCN=C(N)NC(=NCC1=CC(=C(C=C1)Cl)Cl)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00538147-01/249929433,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Pharmaron
4485,405558440,4609,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167798-05/249929427,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Cayman
4486,405558442,158781,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00246968-04/249929436,,Inactive,,,,0,,,,,0,0,4,,-4.5972,,,,,,,,,0,,,,0.9879,,,,-1.1222,,,,-4.5972,,,,QC'd by Microsource
4487,405558443,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00378665-02/249929437,,Inactive,,,,0,,-6.2,4.9549,0.7858,-27.4331,-3.2331,4,0 0 0 1,-12.8307,,,,,,,,,-7.2775,,,,-33.2776,,,,-21.258,,,,-12.8307,,,,QC'd by Adooq
4488,405558444,176873,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00386242-02/249929441,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,1.9774,,,,0,,,,0,,,,0,,,,QC'd by MedChem Express
4489,405558445,16682993,CC(=O)O[Al]OC(=O)C.O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00166059-02/249929442,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,,0,,,,4.2469,,,,0,,,,,,,,QC'd by SIGMA
4490,405558446,11963622,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00166055-04/249929443,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0.6351,,,,0,,,,QC'd by Microsource
4491,405558447,60961,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00023673-10/249929445,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,-6.3595,,,,0,,,,0,,,,QC'd by Tocris
4492,405558448,444539,C1=CC=C(C=C1)/C=C/C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00165979-06/249929451,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,QC'd by Microsource
4493,405558449,5361467,CC(OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N/OC)/C3=CC=CO3)COC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00185751-06/249929452,,Inactive,,,,0,,,,,0,0,4,,1.1828,,,,,,,,,4.3484,,,,0,,,,0,,,,1.1828,,,,QC'd by Enzo
4494,405558450,6323266,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00389632-02/249929453,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,-0.6062,,,,2.348,,,,0,,,,QC'd by Adooq
4495,405558451,5892,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178839-08/249929455,,Inactive,,,,0,,,,,0,0,4,,-2.0061,,,,,,,,,4.5535,,,,0.2883,,,,0,,,,-2.0061,,,,QC'd by Adooq
