PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value
32,103770468,406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Unspecified,,,,Selectivity index,=,1
33,103770819,9556529,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],Unspecified,,,,Selectivity index,=,1
34,103770848,444025,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,Unspecified,,,,Selectivity index,=,3
35,104247904,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Unspecified,,,,Selectivity index,=,47
36,123093463,9889366,C[C@@H](CNS(=O)(=O)C(C)C)C1=CC=C(C=C1)C2=CC=C(C=C2)CCNS(=O)(=O)C,Unspecified,,,,Selectivity index,=,3
37,124956564,11513676,CC[C@H]1C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,Unspecified,,,,Selectivity index,>,6
38,136923685,11681588,C1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,Unspecified,,,,Selectivity index,=,0
39,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Selectivity index,=,1
40,160681960,11978813,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,Unspecified,,,,Selectivity index,=,3
41,160682508,5702159,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC.Cl,Unspecified,,,,Selectivity index,=,17
42,160682669,22324,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.O.[Cl-],Unspecified,,,,Selectivity index,=,1
43,160687891,121926,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1
44,160692474,9852519,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,Unspecified,,,,Selectivity index,=,4
45,160703517,9910986,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,Unspecified,,,,Selectivity index,=,0
46,160703568,135413553,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,Unspecified,,,,Selectivity index,=,2
47,160708511,11282283,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,Unspecified,,,,Selectivity index,=,3
48,160708744,24775005,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,Unspecified,,,,Selectivity index,=,0
49,163314148,53469448,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,Unspecified,,,,Selectivity index,>,100
50,163315720,3823,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,Unspecified,,,,Selectivity index,=,12
51,163333106,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Unspecified,,,,Selectivity index,=,2
52,164141656,11570805,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,Unspecified,,,,Selectivity index,=,65
53,164147217,66576990,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N.Cl,Unspecified,,,,Selectivity index,>,100
54,174505180,5351307,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2,Unspecified,,,,Selectivity index,=,1
55,242179345,10223146,CC1=NN(C2=C1C(=CC(=N2)NNC(=O)NC3=CC(=NC(=C3)Cl)Cl)C(C)C)C,Unspecified,,,,Selectivity index,=,3
56,242361486,72331,CC(C)(CC[C@](CC(=O)OC)(C(=O)O[C@H]1[C@@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Unspecified,,,,Selectivity index,=,0
57,242584970,6918543,CS(=O)(=O)O.CS(=O)(=O)O.C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,Unspecified,,,,Selectivity index,=,72
58,242591399,46926973,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,Unspecified,,,,Selectivity index,=,2
59,312365754,12761153,CCCC[C@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3,Unspecified,,,,Selectivity index,=,2
60,318375450,58298316,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)CN3)C4CCC(CC4)OC)O,Unspecified,,,,Selectivity index,=,1
61,336907714,25151352,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,Unspecified,,,,Selectivity index,=,8
62,374355250,5311180,CS(=O)(=O)O.CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,Unspecified,,,,Selectivity index,>,100
63,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Unspecified,,,,Selectivity index,=,3395
64,405270178,9864510,CCS(=O)(=O)N(CC1=CN=CC=C1)C2=CC=CC(=C2)C3=CC=C(C=C3)C#N,Unspecified,,,,Selectivity index,=,1
65,405270412,49806644,C1=CC2=C(C=C1OC(F)(F)F)NC(=N2)C3=NC=C(C=C3)OCCOCCOC4=CN=C(C=C4)C5=NC6=C(N5)C=C(C=C6)OC(F)(F)F,Unspecified,,,,Selectivity index,=,35
66,405270614,4581100,CCCCCCCCCCCCCCCCCC[S+](CCC)C1=CC=CC=C1C(=O)OCC,Unspecified,,,,Selectivity index,=,1
67,461553357,6410104,CC1=C2C(=CC=C1)C3=C(N2)N=C(N=N3)N/N=C(\C)/C4=CC=CC=N4,Unspecified,,,,Selectivity index,=,0
