PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
5537,160666491,5849,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O,Unspecified,,,,Inhibition,=,5.746,%,
5538,160666496,23497,COC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N,Unspecified,,,,Inhibition,=,7.5,%,
5539,160666498,154417,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,28.35,%,
5540,160666506,66366,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O.Cl,Unspecified,,,,Inhibition,=,9.563,%,
5541,160666518,59708,CCC(C(=O)N)N1CCCC1=O,Unspecified,,,,Inhibition,=,40.78,%,
5542,160666518,59708,CCC(C(=O)N)N1CCCC1=O,Unspecified,,,,Inhibition,=,13.6,%,
5543,160666522,3316,CCCCCCOC1=CC=CC=C1C(=O)N,Unspecified,,,,Inhibition,=,5.62,%,
5544,160666522,3316,CCCCCCOC1=CC=CC=C1C(=O)N,Unspecified,,,,Inhibition,=,9.645,%,
5545,160666524,71693,C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3,Unspecified,,,,Inhibition,=,28.25,%,
5546,160666524,71693,C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3,Unspecified,,,,Inhibition,=,9.855,%,
5547,160666540,60769,C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3,Unspecified,,,,Inhibition,=,21.75,%,
5548,160666543,7211972,CC1=CSC(=N1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,16.81,%,
5549,160666543,7211972,CC1=CSC(=N1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,17.89,%,
5550,160666547,60561,CC(=O)SC[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,Unspecified,,,,Inhibition,=,5.942,%,
5551,160666552,9883104,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C.Cl,Unspecified,,,,Inhibition,=,18.72,%,
5552,160666564,38072,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)O,Unspecified,,,,Inhibition,=,23.08,%,
5553,160666593,71234,CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2,Unspecified,,,,Inhibition,=,10.41,%,
5554,160666601,54679224,C1=C(C(=CNC1=O)Cl)O,Unspecified,,,,Inhibition,=,-0.5859,%,
5555,160666612,198747,C1[C@@H](OC2=CC=CC=C2O1)CNCCCOC3=CC4=C(C=C3)OCO4,Unspecified,,,,Inhibition,=,7.988,%,
5556,160666637,71267,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCCCC2,Unspecified,,,,Inhibition,=,-1.635,%,
5557,160666653,175804,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl,Unspecified,,,,Inhibition,=,-2.417,%,
5558,160666659,71645,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,Unspecified,,,,Inhibition,=,2.393,%,
5559,160666768,44632017,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,Unspecified,,,,Inhibition,=,2.869,%,
5560,160667126,70681199,C1CN(CCN1)C2=CC=C(C=C2)N(CC3=CC=CC=N3)C(=O)C4=CC=C(O4)C5=CC=C(C=C5)Cl.Cl,Unspecified,,,,Inhibition,=,4.895,%,
5561,160667184,10453870,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)F,Unspecified,,,,Inhibition,=,10.83,%,
5562,160667184,10453870,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)F,Unspecified,,,,Inhibition,=,2.969,%,
5563,160667665,44462760,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,Unspecified,,,,Inhibition,=,11.96,%,
5564,160667665,44462760,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,Unspecified,,,,Inhibition,=,5.767,%,
5565,160667707,11192346,C1CN(C[C@H]1NC2CCC(CC2)(C3=NC=C(C=C3)C4=NC=CC=N4)O)C(=O)CNC(=O)C5=CC(=CC=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,1.68,%,
5566,160667707,11192346,C1CN(C[C@H]1NC2CCC(CC2)(C3=NC=C(C=C3)C4=NC=CC=N4)O)C(=O)CNC(=O)C5=CC(=CC=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,18.23,%,
5567,160668474,6918155,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,Unspecified,,,,Inhibition,=,13.61,%,
5568,160668922,10149311,C1=CC(=C(C=C1C(=O)NC2=CN=C(N=C2)Cl)F)F,Unspecified,,,,Inhibition,=,15.32,%,
5569,160669643,46940575,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC,Unspecified,,,,Inhibition,=,14.37,%,
5570,160669643,46940575,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC,Unspecified,,,,Inhibition,=,7.424,%,
5571,160670220,,,Unspecified,,,,Inhibition,=,17.72,%,
5572,160670602,70682875,CC(C)(C)NC1=C(C(=CC(=N1)NC2=CC=C(C=C2)C(=O)N)N)C#N,Unspecified,,,,Inhibition,=,-19.58,%,Outside typical range
5573,160670925,156867,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,Unspecified,,,,Inhibition,=,3.269,%,
5574,160670929,,,Unspecified,,,,Inhibition,=,10.34,%,
5575,160671024,12305761,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,Unspecified,,,,Inhibition,=,6.791,%,
5576,160671025,5487888,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,Unspecified,,,,Inhibition,=,9.755,%,
5577,160671038,489181,C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3,Unspecified,,,,Inhibition,=,19.79,%,
5578,160671069,9568618,C1=C(N=C(S1)N)/C(=N/OCC(=O)[O-])/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)[O-])COC(=O)N.[Na+].[Na+],Unspecified,,,,Inhibition,=,4.914,%,
5579,160671224,14010333,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,Unspecified,,,,Inhibition,=,2.577,%,
5580,160671227,10070529,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)CCC(=O)O)C)C,Unspecified,,,,Inhibition,=,17.39,%,
5581,160671231,12894,CC1=C(OC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Unspecified,,,,Inhibition,=,-0.4324,%,
5582,160671256,5632,CCCCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F,Unspecified,,,,Inhibition,=,31.9,%,
5583,160671270,11178236,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],Unspecified,,,,Inhibition,=,20.87,%,
5584,160671281,38000,C1=CC(=CC=C1C(=O)NCC(=O)NO)Cl,Unspecified,,,,Inhibition,=,2.349,%,
5585,160671314,39324,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl,Unspecified,,,,Inhibition,=,4.86,%,
5586,160671316,159595,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4.Cl,Unspecified,,,,Inhibition,=,13.48,%,
5587,160671327,23360,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl,Unspecified,,,,Inhibition,=,-3.811,%,
5588,160671382,2515,CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,Unspecified,,,,Inhibition,=,-6.669,%,
5589,160671385,71352,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl,Unspecified,,,,Inhibition,=,5.583,%,
5590,160671398,72114,C1C[N+]2(CCN1C(=O)CCBr)CC[N+]3(CCN(CC3)C(=O)CCBr)CC2.[Cl-].[Cl-],Unspecified,,,,Inhibition,=,16.88,%,
5591,160671437,60582,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)N,Unspecified,,,,Inhibition,=,7.73,%,
5592,160671450,50258,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O.C(CO)N,Unspecified,,,,Inhibition,=,6.202,%,
5593,160671463,10969,CC(CCCC(C)(C)O)N.Cl,Unspecified,,,,Inhibition,=,13.34,%,
5594,160671470,7048810,CC[C@@H]1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,Unspecified,,,,Inhibition,=,12.42,%,
5595,160671483,5857,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Unspecified,,,,Inhibition,=,6.069,%,
5596,160671486,124246,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-8.67,%,
5597,160671486,124246,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-166.31,%,Outside typical range
5598,160671526,5745214,C/C(=N\N=C(N)N)/C1=CC(=CC(=C1)NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)/C(=N/N=C(N)N)/C)/C(=N/N=C(N)N)/C)/C(=N/N=C(N)N)/C,Unspecified,,,,Inhibition,=,-0.373,%,
5599,160671532,46213929,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,Unspecified,,,,Inhibition,=,-17.16,%,Outside typical range
5600,160671533,11949646,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,Unspecified,,,,Inhibition,=,13.29,%,
5601,160671533,11949646,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,Unspecified,,,,Inhibition,=,8.726,%,
5602,160671793,5311345,CC1=C(C=CC(=C1)CN2C=NC3=C2C[C@H](N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O)N(C)C,Unspecified,,,,Inhibition,=,8.15,%,
5603,160671793,5311345,CC1=C(C=CC(=C1)CN2C=NC3=C2C[C@H](N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O)N(C)C,Unspecified,,,,Inhibition,=,-0.3944,%,
5604,160671800,838,CNCC(C1=CC(=C(C=C1)O)O)O,Unspecified,,,,Inhibition,=,14.83,%,
5605,160671805,11534420,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)/C)OC)OC(=O)N)\C)C)O)OC,Unspecified,,,,Inhibition,=,-107.41,%,Outside typical range
5606,160671805,11534420,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)/C)OC)OC(=O)N)\C)C)O)OC,Unspecified,,,,Inhibition,=,-23.77,%,Outside typical range
5607,160671824,71895,CC1=C(C(=CC=C1)C)NC(=O)C2=CC=CC=C2C(=O)O,Unspecified,,,,Inhibition,=,6.192,%,
5608,160671827,5702220,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,Unspecified,,,,Inhibition,=,13.35,%,
5609,160671831,8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,Unspecified,,,,Inhibition,=,7.352,%,
5610,160671834,5424,C1(=C(C(=O)C(=C(C1=O)O)O)O)O,Unspecified,,,,Inhibition,=,-5.192,%,
5611,160671838,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,Unspecified,,,,Inhibition,=,16.47,%,
5612,160671846,365208,CC1(CC(CC(N1)(C)C)NC2=CC=C(C=C2)NC3=CC=CC=C3)C,Unspecified,,,,Inhibition,=,-13.53,%,Outside typical range
5613,160671852,441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],Unspecified,,,,Inhibition,=,100.1,%,
5614,160671855,863,C1CSSC1CCCCC(=O)N,Unspecified,,,,Inhibition,=,7.747,%,
5615,160671857,2782,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,13.85,%,
5616,160671857,2782,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,14.34,%,
5617,160671858,21718,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,12.75,%,
5618,160671861,1088438,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3N=C2N,Unspecified,,,,Inhibition,=,9.99,%,
5619,160671861,1088438,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3N=C2N,Unspecified,,,,Inhibition,=,6.603,%,
5620,160671862,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Unspecified,,,,Inhibition,=,11.13,%,
5621,160671863,65790,COC1=CC(=CC(=C1OC)OC)C(=S)N2CCOCC2,Unspecified,,,,Inhibition,=,15.51,%,
5622,160671868,37907,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,32.01,%,
5623,160671868,37907,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,11.3,%,
5624,160671872,2075,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,Unspecified,,,,Inhibition,=,17.03,%,
5625,160671874,68093,CC(=O)OC1=CC=CC(=C1OC(=O)C)C(=O)O,Unspecified,,,,Inhibition,=,17.23,%,
5626,160671875,35375,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,Unspecified,,,,Inhibition,=,9.348,%,
5627,160671877,65681,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Unspecified,,,,Inhibition,=,5.63,%,
5628,160671877,65681,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Unspecified,,,,Inhibition,=,10.81,%,
5629,160671882,11088,CC1=CC(=C(C=C1C2=CC(=C(C=C2C)OI)C(C)C)C(C)C)OI,Unspecified,,,,Inhibition,=,1.358,%,
5630,160671883,9571016,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl,Unspecified,,,,Inhibition,=,19.2,%,
5631,160671892,72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,Unspecified,,,,Inhibition,=,15.37,%,
5632,160671898,3002820,C1C(S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=CC=CC=C3Cl,Unspecified,,,,Inhibition,=,8.294,%,
5633,160671902,2176,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,Unspecified,,,,Inhibition,=,27.92,%,
5634,160671902,2176,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,Unspecified,,,,Inhibition,=,21.74,%,
5635,160671910,5282181,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,Unspecified,,,,Inhibition,=,-0.4279,%,
5636,160671983,60712,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,Unspecified,,,,Inhibition,=,7.82,%,
5637,160673653,23648867,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)NC(=O)C3=NN=C(O3)NC4=CC(=C(C=C4)F)F,Unspecified,,,,Inhibition,=,2.321,%,
5638,160673717,44545852,CN1CCCN(CC1)C(=O)C2=CC=CC(=C2)C3=CC=C(O3)/C=C/4\C5=C(C=CC(=C5)Cl)NC4=O,Unspecified,,,,Inhibition,=,13.42,%,
5639,160673720,59397065,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)/C(=C/C5=CC=CN5)/C(=O)N4,Unspecified,,,,Inhibition,=,10.64,%,
5640,160673720,59397065,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)/C(=C/C5=CC=CN5)/C(=O)N4,Unspecified,,,,Inhibition,=,29.54,%,
5641,160674101,25166913,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,Unspecified,,,,Inhibition,=,11.86,%,
5642,160674101,25166913,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,Unspecified,,,,Inhibition,=,22.98,%,
5643,160674267,22868923,C1[C@@H](C(=O)N(C2=CC=CC=C21)O)N,Unspecified,,,,Inhibition,=,13.46,%,
5644,160674284,46909588,CC1=C(C=CC(=C1)N2CCOCC2)NC3=NC4=C(C(=N3)NC5CCCCC5)NC=N4,Unspecified,,,,Inhibition,=,8.44,%,
5645,160674284,46909588,CC1=C(C=CC(=C1)N2CCOCC2)NC3=NC4=C(C(=N3)NC5CCCCC5)NC=N4,Unspecified,,,,Inhibition,=,-6.726,%,
5646,160675276,9941379,CCCC[C@@H](C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC2=CN=CN2)CC3=CC=CC=C3)CCCN=C(N)N)CC4=CNC5=CC=CC=C54)C(=O)O)NC(=O)C,Unspecified,,,,Inhibition,=,10.45,%,
5647,160676375,10220503,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,Unspecified,,,,Inhibition,=,7.34,%,
5648,160676375,10220503,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,Unspecified,,,,Inhibition,=,1.176,%,
5649,160676376,9952916,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C=C2)C)C(=O)O1,Unspecified,,,,Inhibition,=,20.24,%,
5650,160676376,9952916,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C=C2)C)C(=O)O1,Unspecified,,,,Inhibition,=,5.703,%,
5651,160676378,11001318,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,Unspecified,,,,Inhibition,=,16.93,%,
5652,160676378,11001318,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,Unspecified,,,,Inhibition,=,17.17,%,
5653,160676390,20787,C1=CC=C(C=C1)CNC(=O)OCCO,Unspecified,,,,Inhibition,=,5.423,%,
5654,160676418,9068,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-],Unspecified,,,,Inhibition,=,0.63,%,
5655,160676424,62865,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,Unspecified,,,,Inhibition,=,12.01,%,
5656,160676424,62865,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,Unspecified,,,,Inhibition,=,14.88,%,
5657,160676431,2755709,C1=CC=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)N,Unspecified,,,,Inhibition,=,6.93,%,
5658,160676443,65659,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,22.01,%,
5659,160676443,65659,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,7.824,%,
5660,160676473,55251,C1=CC=C(C(=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)O,Unspecified,,,,Inhibition,=,-10.48,%,Outside typical range
5661,160676537,9935681,CCOCC1=CC(=C(C(=C1)OC)C2=CC=C(C=C2)C[C@@H](C(=O)O)NC(=O)C3=C(C=CC=C3F)F)OC,Unspecified,,,,Inhibition,=,10.06,%,
5662,160676538,9966051,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,Unspecified,,,,Inhibition,=,15.65,%,
5663,160676538,9966051,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,Unspecified,,,,Inhibition,=,8,%,
5664,160676541,71454,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl,Unspecified,,,,Inhibition,=,15.31,%,
5665,160676542,163727,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl,Unspecified,,,,Inhibition,=,6.445,%,
5666,160676547,22752,CCOC(=O)NC1=NC2=CC=CC=C2N1,Unspecified,,,,Inhibition,=,-4.447,%,
5667,160676616,25167017,CCNCCS(=O)(=O)NC[C@@]1(N(N=C(S1)NC(=O)C(C)(C)C)C(=O)C(C)(C)C)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,8.815,%,
5668,160676622,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Unspecified,,,,Inhibition,=,26.38,%,
5669,160676622,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Unspecified,,,,Inhibition,=,4.79,%,
5670,160676622,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Unspecified,,,,Inhibition,=,15.79,%,
5671,160676627,9870009,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl.C(CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,29.32,%,
5672,160676640,6450830,CC(C)(C(=O)N[C@H](COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,15.72,%,
5673,160676671,71334,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,123.38,%,
5674,160676724,128798,C1CSC2=NC(=O)C(C(=O)N21)CC3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,-8.16,%,
5675,160676724,128798,C1CSC2=NC(=O)C(C(=O)N21)CC3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,9.318,%,
5676,160676745,31447,CCCCC1=CN=C(C=C1)C(=O)N,Unspecified,,,,Inhibition,=,1.663,%,
5677,160676755,68834,CC(C)(C(=O)N1CSCC1C(=O)O)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,16.96,%,
5678,160676755,68834,CC(C)(C(=O)N1CSCC1C(=O)O)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,10.16,%,
5679,160676784,3034004,CCC[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(CCC(=O)O)O)C,Unspecified,,,,Inhibition,=,13.41,%,
5680,160676796,6154037,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,Unspecified,,,,Inhibition,=,-6.769,%,
5681,160676829,6451143,C(CS(=O)(=O)[O-])CS(=O)(=O)[O-].[Na+].[Na+],Unspecified,,,,Inhibition,=,10.28,%,
5682,160676831,9838996,C[C@H]1[C@@](OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O.Cl,Unspecified,,,,Inhibition,=,-2.432,%,
5683,160676834,20058,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,Unspecified,,,,Inhibition,=,25.69,%,
5684,160676834,20058,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,Unspecified,,,,Inhibition,=,6.896,%,
5685,160676836,3037235,CC1=C2CCCC(C2=NC=C1)C(=S)N,Unspecified,,,,Inhibition,=,-2.803,%,
5686,160676838,157836,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],Unspecified,,,,Inhibition,=,17.97,%,
5687,160676840,3401,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4,Unspecified,,,,Inhibition,=,8.479,%,
5688,160676874,51754,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-],Unspecified,,,,Inhibition,=,1.516,%,
5689,160676883,9810709,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(/C(=N/NC(=O)CCCCCN6C(=O)C=CC6=O)/CO)O)N)O,Unspecified,,,,Inhibition,=,101.35,%,
5690,160677133,5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Unspecified,,,,Inhibition,=,3.35,%,
