PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,504794100,167820262,C1=CC(=CC=C1NC(=O)COC(=O)C2=CC(=NN2)C3=COC=C3)Br,Active,,,Potential missing data,Inhibition,%,Active
2,504808959,166367557,C1=CC=C(C(=C1)C2=C3C=CNC3=NC=N2)O,Active,,,Potential missing data,Inhibition,%,Active
3,504831826,172465356,CC1=C(C(=C2N1CCC2)C#N)C(=O)/C=C/C3=CC(=C(C=C3)O)[N+](=O)[O-],Active,,,Potential missing data,Inhibition,%,Active
