PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
120,103566217,9549297,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,Unspecified,,,,Selectivity index,=,0.96,Selectivity Index = Cc50/Ic50
121,103566428,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
122,103566428,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
123,103577780,11154925,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)OC(=O)[C@H](C)N)C,Unspecified,,,,Selectivity index,=,0.4,Selectivity Index = Cc50/Ic50
124,103577780,11154925,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)OC(=O)[C@H](C)N)C,Unspecified,,,,Selectivity index,=,0.4,Selectivity Index = Cc50/Ic50
125,103577996,24800541,B([C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)C1=CC=CC(=N1)C2=CC=CC=C2)(O)O,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
126,103577996,24800541,B([C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)C1=CC=CC(=N1)C2=CC=CC=C2)(O)O,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
127,103578954,16070041,C1=CC=C2C(=C1)C3=C(C=CC(=C3)Cl)C4=C2N=C(N4)C5=C(C=CC=C5C#N)C#N,Unspecified,,,,Selectivity index,=,2.48,Selectivity Index = Cc50/Ic50
128,103578954,16070041,C1=CC=C2C(=C1)C3=C(C=CC(=C3)Cl)C4=C2N=C(N4)C5=C(C=CC=C5C#N)C#N,Unspecified,,,,Selectivity index,=,2.48,Selectivity Index = Cc50/Ic50
129,103580709,21470,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC5=CC(=C(C=C5C[C@H]6C7=CC(=C(C=C7CCN6C)OC)OC)OC)OC)OC)OC,Unspecified,,,,Selectivity index,=,8.53,Selectivity Index = Cc50/Ic50
130,103580709,21470,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC5=CC(=C(C=C5C[C@H]6C7=CC(=C(C=C7CCN6C)OC)OC)OC)OC)OC)OC,Unspecified,,,,Selectivity index,=,8.53,Selectivity Index = Cc50/Ic50
131,103583760,10461815,CC1=C(NC(=C1C(=O)N2CCC[C@@H]2CN3CCCC3)C)/C=C\4/C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O,Unspecified,,,,Selectivity index,=,6.64,Selectivity Index = Cc50/Ic50
132,103583760,10461815,CC1=C(NC(=C1C(=O)N2CCC[C@@H]2CN3CCCC3)C)/C=C\4/C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O,Unspecified,,,,Selectivity index,=,6.64,Selectivity Index = Cc50/Ic50
133,103593440,135449332,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
134,103593440,135449332,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
135,103609853,24800108,CC1(CCCCCCC1)N2CCC(CC2)N3C4=CC=CC=C4N=C3[C@@H]5CCCNC5,Unspecified,,,,Selectivity index,=,2.51,Selectivity Index = Cc50/Ic50
136,103609853,24800108,CC1(CCCCCCC1)N2CCC(CC2)N3C4=CC=CC=C4N=C3[C@@H]5CCCNC5,Unspecified,,,,Selectivity index,=,2.51,Selectivity Index = Cc50/Ic50
137,103634617,44143370,CCN1CCC(CC1)N2C=C(N=N2)CNC3=CC4=C(C(=CN=C4C(=C3)Cl)C#N)NC5=CC(=C(C=C5)F)Cl,Unspecified,,,,Selectivity index,=,1.98,Selectivity Index = Cc50/Ic50
138,103634617,44143370,CCN1CCC(CC1)N2C=C(N=N2)CNC3=CC4=C(C(=CN=C4C(=C3)Cl)C#N)NC5=CC(=C(C=C5)F)Cl,Unspecified,,,,Selectivity index,=,1.98,Selectivity Index = Cc50/Ic50
139,103682831,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Unspecified,,,,Selectivity index,=,1.31,Selectivity Index = Cc50/Ic50
140,103682831,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Unspecified,,,,Selectivity index,=,1.31,Selectivity Index = Cc50/Ic50
141,103683030,44224135,CC(C)(C)C1=NN(C(=C1)C(=O)N[C@@H](CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
142,103683030,44224135,CC(C)(C)C1=NN(C(=C1)C(=O)N[C@@H](CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
143,103686626,135419190,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C(\C#N)/C(=S)N,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
144,103686626,135419190,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C(\C#N)/C(=S)N,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
145,103694307,11656518,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.63,Selectivity Index = Cc50/Ic50
146,103694307,11656518,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.63,Selectivity Index = Cc50/Ic50
147,103698309,25229526,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,Unspecified,,,,Selectivity index,=,1.01,Selectivity Index = Cc50/Ic50
148,103698309,25229526,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,Unspecified,,,,Selectivity index,=,1.01,Selectivity Index = Cc50/Ic50
149,103700185,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,Unspecified,,,,Selectivity index,=,7.66,Selectivity Index = Cc50/Ic50
150,103700185,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,Unspecified,,,,Selectivity index,=,7.66,Selectivity Index = Cc50/Ic50
151,103700867,11634725,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
152,103700867,11634725,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
153,103712586,10297043,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,8.38,Selectivity Index = Cc50/Ic50
154,103712586,10297043,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,8.38,Selectivity Index = Cc50/Ic50
155,103728510,25260757,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
156,103728510,25260757,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
157,103737810,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Unspecified,,,,Selectivity index,=,0.37,Selectivity Index = Cc50/Ic50
158,103737810,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Unspecified,,,,Selectivity index,=,0.37,Selectivity Index = Cc50/Ic50
159,103742055,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,Unspecified,,,,Selectivity index,=,0.76,Selectivity Index = Cc50/Ic50
160,103742055,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,Unspecified,,,,Selectivity index,=,0.76,Selectivity Index = Cc50/Ic50
161,103755818,44469321,C[C@H]1CC2=C([C@]3(N1)C4=C(C=CC(=C4)Cl)NC3=O)NC5=CC(=C(C=C25)F)Cl,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
162,103755818,44469321,C[C@H]1CC2=C([C@]3(N1)C4=C(C=CC(=C4)Cl)NC3=O)NC5=CC(=C(C=C25)F)Cl,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
163,103756868,5281884,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,Unspecified,,,,Selectivity index,=,0.41,Selectivity Index = Cc50/Ic50
164,103756868,5281884,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,Unspecified,,,,Selectivity index,=,0.41,Selectivity Index = Cc50/Ic50
165,103770959,636362,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
166,103770959,636362,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
167,103771482,148121,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
168,103771482,148121,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
169,104234169,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
170,104234169,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
171,104234179,3624,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N,Unspecified,,,,Selectivity index,=,0.06,Selectivity Index = Cc50/Ic50
172,104234179,3624,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N,Unspecified,,,,Selectivity index,=,0.06,Selectivity Index = Cc50/Ic50
173,104240319,11478363,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CN=C(C=C5)C,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
174,104240319,11478363,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CN=C(C=C5)C,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
175,104250512,25033539,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,Unspecified,,,,Selectivity index,=,0.58,Selectivity Index = Cc50/Ic50
176,104250512,25033539,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,Unspecified,,,,Selectivity index,=,0.11,Selectivity Index = Cc50/Ic50
177,104250512,25033539,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,Unspecified,,,,Selectivity index,=,0.11,Selectivity Index = Cc50/Ic50
178,104250512,25033539,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,Unspecified,,,,Selectivity index,=,0.58,Selectivity Index = Cc50/Ic50
179,123092542,135565635,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
180,123092542,135565635,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
181,123098486,50088,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl,Unspecified,,,,Selectivity index,=,6.07,Selectivity Index = Cc50/Ic50
182,123098486,50088,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl,Unspecified,,,,Selectivity index,=,6.07,Selectivity Index = Cc50/Ic50
183,123100761,66064,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,Unspecified,,,,Selectivity index,=,1.98,Selectivity Index = Cc50/Ic50
184,123100761,66064,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,Unspecified,,,,Selectivity index,=,1.98,Selectivity Index = Cc50/Ic50
185,123101191,46937439,C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Unspecified,,,,Selectivity index,=,2.84,Selectivity Index = Cc50/Ic50
186,123101191,46937439,C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Unspecified,,,,Selectivity index,=,2.84,Selectivity Index = Cc50/Ic50
187,124973641,46916268,COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C#N)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
188,124973641,46916268,COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C#N)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
189,134448961,53315882,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,Unspecified,,,,Selectivity index,=,2.74,Selectivity Index = Cc50/Ic50
190,134448961,53315882,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,Unspecified,,,,Selectivity index,=,0.56,Selectivity Index = Cc50/Ic50
191,134448961,53315882,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,Unspecified,,,,Selectivity index,=,2.74,Selectivity Index = Cc50/Ic50
192,134448961,53315882,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,Unspecified,,,,Selectivity index,=,0.56,Selectivity Index = Cc50/Ic50
193,134463435,49867929,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN,Unspecified,,,,Selectivity index,=,2.55,Selectivity Index = Cc50/Ic50
194,134463435,49867929,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN,Unspecified,,,,Selectivity index,=,2.55,Selectivity Index = Cc50/Ic50
195,136922080,10074640,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,Unspecified,,,,Selectivity index,=,2.77,Selectivity Index = Cc50/Ic50
196,136922080,10074640,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,Unspecified,,,,Selectivity index,=,2.77,Selectivity Index = Cc50/Ic50
197,136936437,25254071,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)[C@H](C)O,Unspecified,,,,Selectivity index,=,0.22,Selectivity Index = Cc50/Ic50
198,136936437,25254071,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)[C@H](C)O,Unspecified,,,,Selectivity index,=,0.22,Selectivity Index = Cc50/Ic50
199,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
200,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Selectivity index,=,0.33,Selectivity Index = Cc50/Ic50
201,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
202,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Selectivity index,=,0.33,Selectivity Index = Cc50/Ic50
203,160668474,6918155,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
204,160668474,6918155,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
205,160699241,49836058,CC1=CC(=C2C(=C1)[C@H](CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
206,160699241,49836058,CC1=CC(=C2C(=C1)[C@H](CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
207,160702421,153997,C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,Unspecified,,,,Selectivity index,=,1.08,Selectivity Index = Cc50/Ic50
208,160702421,153997,C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,Unspecified,,,,Selectivity index,=,1.08,Selectivity Index = Cc50/Ic50
209,160703739,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
210,160703739,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
211,163314543,9956222,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
212,163314543,9956222,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
213,163315755,115175,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)O,Unspecified,,,,Selectivity index,=,8.17,Selectivity Index = Cc50/Ic50
214,163315755,115175,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)O,Unspecified,,,,Selectivity index,=,8.17,Selectivity Index = Cc50/Ic50
215,163315791,11285792,CCCCOCCOC1=CC=C(C=C1)C2=CC/3=C(C=C2)N(CCC/C(=C3)/C(=O)NC4=CC=C(C=C4)[S@@](=O)CC5=CN=CN5CCC)CC(C)C,Unspecified,,,,Selectivity index,=,0.36,Selectivity Index = Cc50/Ic50
216,163315791,11285792,CCCCOCCOC1=CC=C(C=C1)C2=CC/3=C(C=C2)N(CCC/C(=C3)/C(=O)NC4=CC=C(C=C4)[S@@](=O)CC5=CN=CN5CCC)CC(C)C,Unspecified,,,,Selectivity index,=,0.36,Selectivity Index = Cc50/Ic50
217,163326535,25183872,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,Unspecified,,,,Selectivity index,=,0.08,Selectivity Index = Cc50/Ic50
218,163326535,25183872,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,Unspecified,,,,Selectivity index,=,0.08,Selectivity Index = Cc50/Ic50
219,163333106,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Unspecified,,,,Selectivity index,=,2.59,Selectivity Index = Cc50/Ic50
220,163333106,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Unspecified,,,,Selectivity index,=,2.59,Selectivity Index = Cc50/Ic50
221,163336445,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,Unspecified,,,,Selectivity index,=,1.18,Selectivity Index = Cc50/Ic50
222,163336445,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,Unspecified,,,,Selectivity index,=,1.18,Selectivity Index = Cc50/Ic50
223,163336959,46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
224,163336959,46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
225,164130361,3463933,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Unspecified,,,,Selectivity index,=,0.5,Selectivity Index = Cc50/Ic50
226,164130361,3463933,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Unspecified,,,,Selectivity index,=,0.5,Selectivity Index = Cc50/Ic50
227,164132155,11510579,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,Selectivity index,=,1.41,Selectivity Index = Cc50/Ic50
228,164132155,11510579,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,Selectivity index,=,1.41,Selectivity Index = Cc50/Ic50
229,174505085,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Unspecified,,,,Selectivity index,=,1.81,Selectivity Index = Cc50/Ic50
230,174505085,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Unspecified,,,,Selectivity index,=,1.81,Selectivity Index = Cc50/Ic50
231,174519852,53315878,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)N5CCC(CC5)(F)F,Unspecified,,,,Selectivity index,=,1.97,Selectivity Index = Cc50/Ic50
232,174519852,53315878,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)N5CCC(CC5)(F)F,Unspecified,,,,Selectivity index,=,1.97,Selectivity Index = Cc50/Ic50
233,174525694,16118392,CN1CCN(CC1)C2CCN(CC2)C(=O)NC3=NC=CC(=C3)OC4=CC(=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,Unspecified,,,,Selectivity index,=,5.6,Selectivity Index = Cc50/Ic50
234,174525694,16118392,CN1CCN(CC1)C2CCN(CC2)C(=O)NC3=NC=CC(=C3)OC4=CC(=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,Unspecified,,,,Selectivity index,=,5.6,Selectivity Index = Cc50/Ic50
235,194182368,3035016,CC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=CC=CC=C4C3=O)O)O[C@H]5C[C@@H]([C@@H](CO5)O)O)N,Unspecified,,,,Selectivity index,=,100,Selectivity Index = Cc50/Ic50
