PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
453,103272138,667476,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,Unspecified,,,,Hit score,=,0.02745,
454,103272403,443951,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,Unspecified,,,,Hit score,=,0.113,
455,103272786,2562,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.04213,
456,103273527,5509,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,Unspecified,,,,Hit score,=,0.1977,
457,103274041,151075,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Unspecified,,,,Hit score,=,0.01515,
458,103274161,4746,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,Unspecified,,,,Hit score,=,0.1976,
459,103274364,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,Unspecified,,,,Hit score,=,0.3402,
460,103274495,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Unspecified,,,,Hit score,=,0.08977,
461,103276514,5273755,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,Unspecified,,,,Hit score,=,0.2352,
462,103276854,60648,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,Unspecified,,,,Hit score,=,0.1375,
463,103276928,135409453,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC,Unspecified,,,,Hit score,=,-0.04384,
464,103276933,5311037,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,Unspecified,,,,Hit score,=,0.1372,
465,103277098,107706,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O,Unspecified,,,,Hit score,=,0.1753,
466,103277238,2998,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Unspecified,,,,Hit score,=,0.2361,
467,103277564,51634,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Unspecified,,,,Hit score,=,0.1529,
468,103278609,38521,C1CCC2(CC1)OCC(O2)CN=C(N)N,Unspecified,,,,Hit score,=,0.1079,
469,103279820,5283731,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,Unspecified,,,,Hit score,=,0.4579,
470,103279849,5280795,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,Unspecified,,,,Hit score,=,0.2186,
471,103280505,656604,CC(C)(C(=O)N[C@@H](CS)C(=O)O)S,Unspecified,,,,Hit score,=,0.1477,
472,103280853,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Hit score,=,0.2677,
473,103282386,638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,Unspecified,,,,Hit score,=,0.3836,
474,103283744,119369,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,Unspecified,,,,Hit score,=,0.1836,
475,103284100,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,Unspecified,,,,Hit score,=,0.1191,
476,103284327,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Unspecified,,,,Hit score,=,0.1471,
477,103286209,5311221,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O,Unspecified,,,,Hit score,=,0.04489,
478,103287107,5467,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,Unspecified,,,,Hit score,=,0.1795,
479,103288373,2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,Unspecified,,,,Hit score,=,0.1518,
480,103289646,59757,CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,Unspecified,,,,Hit score,=,0.1984,
481,103291361,14113,C1=CC=C(C=C1)C(CC(=O)O)CN,Unspecified,,,,Hit score,=,0.1202,
482,103291875,6238,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,Unspecified,,,,Hit score,=,0.0576,
483,103292372,54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Unspecified,,,,Hit score,=,0.1206,
484,103292404,31729,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,Unspecified,,,,Hit score,=,-0.06425,
485,103292500,2372,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,Unspecified,,,,Hit score,=,0.3675,
486,103292587,3447,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,Unspecified,,,,Hit score,=,0.2661,
487,103292787,34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,Unspecified,,,,Hit score,=,0.212,
488,103292815,60846,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,Unspecified,,,,Hit score,=,0.04941,
489,103292839,3306,CCNCC(C1=CC(=CC=C1)O)O,Unspecified,,,,Hit score,=,-0.03688,
490,103292864,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Hit score,=,0.1695,
491,103292969,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Unspecified,,,,Hit score,=,0.01673,
492,103292986,3995,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O,Unspecified,,,,Hit score,=,-0.1589,
493,103293005,3728,C1=CC2=C(C(=C(C=C2I)I)O)N=C1,Unspecified,,,,Hit score,=,0.1688,
494,103293043,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Unspecified,,,,Hit score,=,0.0999,
495,103293356,10783,CC1=C(SC=N1)CCCl,Unspecified,,,,Hit score,=,0.1545,
496,103293612,34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,Unspecified,,,,Hit score,=,0.1084,
497,103293682,179344,CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,Unspecified,,,,Hit score,=,0.123,
498,103293849,60726,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,Unspecified,,,,Hit score,=,0.2148,
499,103293859,5487,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,Unspecified,,,,Hit score,=,0.1488,
500,103298437,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,Unspecified,,,,Hit score,=,-0.1599,
501,103299005,5281612,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,Hit score,=,0.3872,
502,103301092,133017,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,Unspecified,,,,Hit score,=,0.08101,
503,103301246,17676,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,Unspecified,,,,Hit score,=,0.1549,
504,103301275,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Unspecified,,,,Hit score,=,0.1716,
505,103301299,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,Unspecified,,,,Hit score,=,0.09742,
506,103301322,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,Unspecified,,,,Hit score,=,0.07548,
507,103301334,3675,C1=CC=C(C=C1)CCNN,Unspecified,,,,Hit score,=,0.04153,
508,103302350,21704,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Unspecified,,,,Hit score,=,-0.02251,
509,103303527,5744,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,Unspecified,,,,Hit score,=,0.1773,
510,103303645,2239,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,Unspecified,,,,Hit score,=,0.3775,
511,103303660,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Unspecified,,,,Hit score,=,0.06665,
512,103303661,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.2667,
513,103303757,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Unspecified,,,,Hit score,=,0.03856,
514,103303791,71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Unspecified,,,,Hit score,=,-0.08079,
515,103303845,3033226,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,Unspecified,,,,Hit score,=,0.2003,
516,103303925,30951,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,Unspecified,,,,Hit score,=,0.04614,
517,103304009,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,Hit score,=,0.2006,
518,103304083,2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,Unspecified,,,,Hit score,=,0.1503,
519,103304259,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,Unspecified,,,,Hit score,=,0.3402,
520,103304486,5323714,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1034,
521,103305076,3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,Unspecified,,,,Hit score,=,0.2446,
522,103305708,3241,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,Unspecified,,,,Hit score,=,-0.03911,
523,103305836,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,Hit score,=,0.1717,
524,103306370,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Unspecified,,,,Hit score,=,0.09169,
525,103307060,6918493,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,Unspecified,,,,Hit score,=,0.06687,
526,103307946,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Unspecified,,,,Hit score,=,0.05852,
527,103307981,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Unspecified,,,,Hit score,=,0.1027,
528,103308470,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Unspecified,,,,Hit score,=,0.2208,
529,103310147,4991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,Unspecified,,,,Hit score,=,0.002406,
530,103313826,125017,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,Unspecified,,,,Hit score,=,0.0828,
531,103314999,219024,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Unspecified,,,,Hit score,=,0.115,
532,103316990,5464343,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O,Unspecified,,,,Hit score,=,0.07158,
533,103317201,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,Unspecified,,,,Hit score,=,0.1953,
534,103318016,3042,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,Unspecified,,,,Hit score,=,0.1568,
535,103321027,1050,CC1=NC=C(C(=C1O)C=O)CO,Unspecified,,,,Hit score,=,0.2466,
536,103321251,66377,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Unspecified,,,,Hit score,=,0.06754,
537,103321496,5284513,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,Unspecified,,,,Hit score,=,0.457,
538,103323138,3002190,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,Unspecified,,,,Hit score,=,0.2926,
539,103326446,150311,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,Unspecified,,,,Hit score,=,0.04755,
540,103326666,5282411,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Unspecified,,,,Hit score,=,0.02737,
541,103326781,936,C1=CC(=CN=C1)C(=O)N,Unspecified,,,,Hit score,=,0.1289,
542,103327641,5497136,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)C)O,Unspecified,,,,Hit score,=,0.1025,
543,103329495,176077,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O,Unspecified,,,,Hit score,=,0.1151,"N=2 (0.242006607,-0.011760716)"
544,103330405,461399,C1CC12CN(C[C@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)[C@@H]5C[C@@H]5F)F,Unspecified,,,,Hit score,=,0.1303,
545,103330746,5282230,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,Unspecified,,,,Hit score,=,0.2555,
546,103331451,41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Unspecified,,,,Hit score,=,0.1161,
547,103331481,71739,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,Unspecified,,,,Hit score,=,0.4815,
548,103333717,2780,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,Unspecified,,,,Hit score,=,0.01312,
549,103333818,9324,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,Unspecified,,,,Hit score,=,0.249,
550,103337287,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Unspecified,,,,Hit score,=,-0.0447,
551,103338073,387447,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,Unspecified,,,,Hit score,=,-0.9654,
552,103338210,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,Unspecified,,,,Hit score,=,0.1708,
553,103338617,6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Unspecified,,,,Hit score,=,0.1388,
554,103338831,148192,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,Unspecified,,,,Hit score,=,0.1414,
555,103339306,91270,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC,Unspecified,,,,Hit score,=,0.07718,
556,103339406,92722,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,Unspecified,,,,Hit score,=,0.1407,
557,103340697,,,Unspecified,,,,Hit score,=,0.2205,
558,103340993,4649,C1=CC(=C(C=C1N)O)C(=O)O,Unspecified,,,,Hit score,=,0.1701,
559,103341569,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,Unspecified,,,,Hit score,=,0.1856,
560,103341576,3052762,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,Unspecified,,,,Hit score,=,0.06391,
561,103341726,124087,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Unspecified,,,,Hit score,=,0.003338,
562,103341874,9997821,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)OCOC(=O)C(C)(C)C)C,Unspecified,,,,Hit score,=,0.1252,
563,103342240,448812,C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,Unspecified,,,,Hit score,=,-0.04529,
564,103343183,60835,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Unspecified,,,,Hit score,=,-0.001677,
565,103345889,6398761,C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O,Unspecified,,,,Hit score,=,-0.1282,
566,103346351,60857,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,Unspecified,,,,Hit score,=,0.1454,
567,103346479,443884,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Unspecified,,,,Hit score,=,0.1101,
568,103348690,5455,CN(C)C(=S)SSC(=S)N(C)C,Unspecified,,,,Hit score,=,0.2497,
569,103353725,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Hit score,=,0.1221,
570,103354418,5603,CCCCCC(C)N,Unspecified,,,,Hit score,=,0.3062,
571,103358164,6843,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC,Unspecified,,,,Hit score,=,0.0698,
572,103358260,4621,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,Unspecified,,,,Hit score,=,-0.01116,
573,103358344,10770,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.1991,
574,103358404,4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,Unspecified,,,,Hit score,=,0.1511,
575,103358664,3074,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Unspecified,,,,Hit score,=,0.1035,
576,103358717,6857,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,Unspecified,,,,Hit score,=,0.1395,
577,103358745,4633,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,Unspecified,,,,Hit score,=,0.147,
578,103358748,2480,CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N,Unspecified,,,,Hit score,=,0.05399,
579,103358754,6317,CC(C)NCC(C1=CC=C(C=C1)[N+](=O)[O-])O,Unspecified,,,,Hit score,=,0.2196,
580,103358973,941651,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Unspecified,,,,Hit score,=,0.03687,
581,103359097,2482,CCCCOC(=O)C1=CC=C(C=C1)N,Unspecified,,,,Hit score,=,0.2076,
582,103359404,127861,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,Unspecified,,,,Hit score,=,0.03267,
583,103359590,15443,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,Unspecified,,,,Hit score,=,0.2437,
584,103363320,68778,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.4384,
585,103363597,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Unspecified,,,,Hit score,=,0.1945,
586,103367925,6041,CNC[C@@H](C1=CC(=CC=C1)O)O,Unspecified,,,,Hit score,=,0.03283,
587,103370203,208902,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,Unspecified,,,,Hit score,=,0.1348,
588,103370406,5029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,Unspecified,,,,Hit score,=,0.0917,
589,103370789,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Unspecified,,,,Hit score,=,0.04306,
590,103371622,5531,CCN(CC)C1=CC(=NC2=NC=NN12)C,Unspecified,,,,Hit score,=,0.1013,
591,103372397,6112,C1CSS[C@@H]1CCCCC(=O)O,Unspecified,,,,Hit score,=,0.1647,
592,103372452,6710661,CC(CCC(=O)O)[C@H]1CCC2[C@@]1(CCC3C2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Unspecified,,,,Hit score,=,0.1858,
593,103374556,5284514,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,Unspecified,,,,Hit score,=,0.1912,
594,103375036,216237,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,Unspecified,,,,Hit score,=,0.1093,
595,103375662,65028,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,Unspecified,,,,Hit score,=,0.1622,
596,103375875,154234,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,Unspecified,,,,Hit score,=,0.03535,
597,103376533,4634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,Unspecified,,,,Hit score,=,0.1254,
598,103376561,3752,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,Unspecified,,,,Hit score,=,0.4068,
599,103378026,5362119,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,Unspecified,,,,Hit score,=,0.2648,
600,103378057,2266,C(CCCC(=O)O)CCCC(=O)O,Unspecified,,,,Hit score,=,0.004337,
601,103378362,5587,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,Unspecified,,,,Hit score,=,0.1524,
602,103378408,4756,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,Unspecified,,,,Hit score,=,0.2186,
603,103378648,8197,C(CNCCNCCNCCN)N,Unspecified,,,,Hit score,=,0.008276,
604,103380806,5319,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Hit score,=,0.04858,
605,103381660,6918537,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,Unspecified,,,,Hit score,=,0.2586,
606,103383455,5281718,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,Unspecified,,,,Hit score,=,0.1094,"N=2 (0.225650564,-0.00684643)"
607,103383937,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Unspecified,,,,Hit score,=,0.2462,
608,103388340,9934,C1C(NCS1)C(=O)O,Unspecified,,,,Hit score,=,0.2596,
609,103388494,5360807,CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,Unspecified,,,,Hit score,=,0.1351,
610,103388855,5353853,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.1067,
611,103389223,5152,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,Unspecified,,,,Hit score,=,-0.09671,
612,103389584,,,Unspecified,,,,Hit score,=,0.08785,
613,103390862,60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,Unspecified,,,,Hit score,=,0.1742,
614,103391481,5419,C1CC(C2=CC=CC=C2C1)C3=NCCN3,Unspecified,,,,Hit score,=,0.1519,
615,103391666,128618,CCCCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Unspecified,,,,Hit score,=,0.2723,
616,103393180,5352062,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,Unspecified,,,,Hit score,=,-0.3756,
617,103393615,5850,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,Unspecified,,,,Hit score,=,0.06742,
618,103394824,65981,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,Unspecified,,,,Hit score,=,0.06595,
619,103395114,3169,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.145,
620,103395493,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Unspecified,,,,Hit score,=,0.005506,
621,103396287,4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,Unspecified,,,,Hit score,=,0.2212,
622,103396317,77992,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,Unspecified,,,,Hit score,=,0.1063,
623,103396795,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,Unspecified,,,,Hit score,=,0.02596,"N=2 (0.187262282,-0.135338039)"
624,103397843,8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,Unspecified,,,,Hit score,=,0.02527,
625,103397964,5284583,CC[C@@H](C(=O)N)N1CCCC1=O,Unspecified,,,,Hit score,=,0.04659,
626,103397983,3277,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC,Unspecified,,,,Hit score,=,0.1272,"N=2 (0.191596828,0.062895465)"
627,103400058,4822,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1,Unspecified,,,,Hit score,=,0.1216,
628,103400617,37464,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,Unspecified,,,,Hit score,=,0.4905,
