PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0009144947 uM,Activity at 0.00155 uM,Activity at 0.00264 uM,Activity at 0.00460 uM,Activity at 0.00648 uM,Activity at 0.00912 uM,Activity at 0.014 uM,Activity at 0.027 uM,Activity at 0.041 uM,Activity at 0.057 uM,Activity at 0.082 uM,Activity at 0.124 uM,Activity at 0.189 uM,Activity at 0.247 uM,Activity at 0.423 uM,Activity at 0.739 uM,Activity at 1.117 uM,Activity at 1.700 uM,Activity at 2.222 uM,Activity at 3.666 uM,Activity at 6.643 uM,Activity at 10.000 uM,Activity at 13.36 uM,Activity at 20.00 uM,Activity at 40.00 uM,Compound QC
120,170465173,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015747-09/250024795,,Cytotoxic,12.5893,33.836,,20,Single point of activity,-4.9,4.9549,0.9875,-38.6384,-4.8024,-3,0 0 0 0 0 0 0 0,-35.6477,,,,,,-6.617,,-3.1687,,,-5.9646,,,-5.2656,,-5.5452,,,-3.3085,,-6.0112,,,-35.6477,,QC'd by Enzo
121,170465325,66069,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00016012-12/250024673,,Cytotoxic,12.5893,34.6336,,20,Partial curve; partial efficacy; poor fit,-4.9,2.9023,0.9707,-36.1336,-1.5,-2.4,0 0 0 0 0 0 0 0,-28.8613,,,,,,-2.7453,,1.4562,,,-0.5491,,,-0.74,,-4.0821,,,-2.6975,,-6.1351,,,-28.8613,,QC'd by Microsource
122,170465371,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015273-19/250024822,,Cytotoxic,11.2202,44.8802,,20,Single point of activity,-4.95,4.9549,0.9923,-48.7966,-3.9164,-3,0 0 0 0 0 0 0 0,-46.3128,,,,,,-4.4622,,-5.7304,,,-3.3349,,,-4.1334,,-5.4955,,,-1.597,,-7.2334,,,-46.3128,,QC'd by Vitas
123,170465786,3627,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00018271-07/250024675,,Cytotoxic,12.5893,31.0111,,20,Partial curve; partial efficacy; poor fit,-4.9,2.5334,0.9648,-36.1336,-5.1225,-2.4,0 0 0 0 0 0 0 0,-28.8613,,,,,,-2.6021,,-6.0874,,,-3.7957,,,-7.5197,,-5.8487,,,-6.899,,-10.1456,,,-28.8613,,QC'd by Enzo
124,170466059,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015774-06/250024537,,Cytotoxic,14.1254,37.142,,20,Single point of activity,-4.85,4.9549,0.9402,-40.8093,-3.6673,-3,0 0 0 0 0 0 0 0,-35.7977,,,,,,-2.3346,,-5.2043,,,-0.9728,,,-1.07,,-1.6051,,,-9.5817,,-4.037,,,-35.7977,,QC'd by Enzo
125,174006592,25171648,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345793-01/250024703,,Cytotoxic,12.5893,89.2776,,20,Single point of activity,-4.9,4.9549,0.9953,-89.7776,-0.5,-3,0 0 0 0 0 0 0 0,-81.8225,,,,,,-3.5121,,1.0441,,,0.9492,,,-2.1357,,-2.99,,,1.1391,,-2.8002,,,-81.8225,,QC'd by ChemieTek
126,363676640,9969021,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00165768-05/250025149,,Cytotoxic,12.5893,40.6251,,20,Single point of activity,-4.9,4.9549,0.9785,-43.7664,-3.1413,-3,0 0 0 0 0 0 0 0,-40.146,,,,,,-3.1787,,-0.1177,,,-5.9571,,,-3.2729,,-1.4363,,,-5.5804,,-4.8269,,,-40.146,,QC'd by MedChem Express
127,363677063,13818684,C/C=C(\C)/C(=O)O[C@H]1C=C(C(=O)[C@@H]([C@H]1C(C)C)OC(=O)C)CO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00180769-03/250025096,,Cytotoxic,10,106.301,,20,Single point of activity,-5,4.9549,0.9981,-111.1776,-4.8765,-3,0 0 0 0 0 0 0 0,-90.8314,,,,,-5.0831,,,-6.4608,,-6.7458,,,-5.8907,,-4.4656,,,-3.2304,,-5.4157,,,-90.8314,,,QC'd by Analyticon
128,363677107,5287855,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00186009-04/250024683,,Cytotoxic,12.5893,32.7533,,20,Partial curve; partial efficacy; poor fit,-4.9,2.0479,0.9206,-35.2533,-2.5,-2.4,0 0 0 0 0 0 0 0,-26.0444,,,,,,2.2678,,-3.0795,,,-6.4693,,,-1.4085,,-2.2201,,,-4.7028,,-9.3817,,,-26.0444,,QC'd by Selleck
129,363677266,2950007,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263209-09/250025094,,Cytotoxic,14.1254,40.2159,,20,Single point of activity,-4.85,4.9549,0.9675,-45.6542,-5.4382,-3,0 0 0 0 0 0 0 0,-40.0475,,,,,,-6.2233,,-8.6461,,,-1.6152,,,-6.9359,,-7.0309,,,-5.5582,,-4.4181,,,-40.0475,,QC'd by Aobious
130,363677270,2742550,CC1=C(C=C(N1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263214-02/250025144,,Cytotoxic,12.5893,41.2209,,20,Single point of activity,-4.9,4.9549,0.9929,-47.4002,-6.1793,-3,0 0 0 0 0 0 0 0,-43.7721,,,,,,-4.7328,,-5.5804,,,-7.3699,,,-5.6746,,-5.2979,,,-8.1234,,-7.4641,,,-43.7721,,QC'd by Tocris
131,363677470,49867940,CC1(CC[C@@H]([C@]23[C@@H]1[C@@H]([C@]([C@]45C2CC[C@H]([C@H]4O)C(=C)C5=O)(OC3)O)O)O)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346595-02/250024738,,Cytotoxic,14.1254,34.3738,,20,Single point of activity,-4.85,4.9549,0.918,-35.8738,-1.5,-3,0 0 0 0 0 0 0 0,-31.5615,,,,,,-1.4713,,-1.5662,,,-4.1291,,,-6.692,,-1.0441,,,1.1865,,2.9426,,,-31.5615,,QC'd by Selleck
132,363677485,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346630-05/250025084,,Cytotoxic,14.1254,90.0539,,20,Single point of activity,-4.85,4.9549,0.9914,-94.7202,-4.6663,-3,0 0 0 0 0 0 0 0,-83.0879,,,,,,-4.228,,-7.696,,,-4.3705,,,-7.0784,,-3.8005,,,-5.7482,,-1.8052,,,-83.0879,,QC'd by Glixx
133,363677579,45359724,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)CC4[C@@]3(CCC5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00347372-02/250024499,,Cytotoxic,3.3958,107.891,,20,Single point of activity,-5.4691,4.9549,0.9982,-113.0997,-5.2091,-3,0 0 0 0 0 0 0 0,-99.2102,,,-3.5075,,-3.8792,,,-6.5273,,-6.6667,,,-7.3635,,-4.4832,,,-8.7108,,,-99.2102,,,,,QC'd by Analyticon
134,363677623,14656910,C[C@@H]1C[C@@H]2[C@@H]([C@@H](C(=O)O2)C)[C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00347562-02/250025080,,Cytotoxic,8.9125,31.2482,,20,Single point of activity,-5.05,3.6772,0.9635,-36.4976,-5.2494,-3,0 0 0 0 0 0 0 0,-30.8314,,,,,-6.2233,,,-4.9406,,-8.8836,,,-2.7078,,-4.7031,,,-5.1781,,-7.5059,,,-30.8314,,,QC'd by Analyticon
135,363677812,10276451,C1CN(CCN1CCCCNC(=O)C2=CC3=CC=CC=C3S2)C4=C(C(=CC=C4)Cl)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370702-02/250024831,,Cytotoxic,14.1254,71.5016,,20,Single point of activity,-4.85,4.9549,0.9954,-72.5016,-1,-3,0 0 0 0 0 0 0 0,-63.5979,,,,,,-0.4227,,-3.5228,,,0.047,,,-2.3485,,-1.1273,,,-0.6576,,-1.2212,,,-63.5979,,QC'd by SynKinase
136,363677835,4695397,CC(C)C1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)N(C)C(=O)CC3=CNC4=CC=CC=C43,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370751-02/250024498,,Cytotoxic,12.5893,106.78,,20,Single point of activity,-4.9,4.9549,0.9969,-106.2803,0.5,-3,0 0 0 0 0 0 0 0,-96.7944,,,,,,-1.7886,,1.1382,,,0.9059,,,-0.3949,,-2.6249,,,1.5099,,-1.1382,,,-96.7944,,QC'd by SIGMA
137,363677865,9938990,CN(C)C(=O)NC1(CCN(CC1)CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370814-01/250024881,,Cytotoxic,12.5893,93.9824,,20,Single point of activity,-4.9,4.9549,0.9984,-97.4831,-3.5007,-3,0 0 0 0 0 0 0 0,-88.7824,,,,,,-3.4821,,-3.856,,,-5.3517,,,-2.5006,,-4.7908,,,-2.968,,-5.4452,,,-88.7824,,QC'd by Tocris
138,363677866,9910619,C1CC2CN(CCN2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370815-01/250024911,,Cytotoxic,12.5893,102.061,,20,Single point of activity,-4.9,4.9549,0.998,-108.7892,-6.7277,-3,0 0 0 0 0 0 0 0,-99.6238,,,,,,-7.5476,,-4.7731,,,-8.8643,,,-8.4881,,-6.7482,,,-5.9487,,-9.4757,,,-99.6238,,QC'd by Tocris
139,363677872,25068753,C1CC2=CC=CC=C2C3=C(C1)C(=NC(=N3)N)N4CC[C@H](C4)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370827-02/250025158,,Cytotoxic,11.2202,34.3326,,20,Partial curve; partial efficacy; poor fit,-4.95,1.8617,0.9806,-36.9345,-2.602,-2.4,0 0 0 0 0 0 0 0,-28.2788,,,,,,-3.4142,,-1.295,,,-1.766,,,-0.9183,,-5.1566,,,-4.5444,,-12.1262,,,-28.2788,,QC'd by Axon Medchem
140,363677920,16756754,CC1=C(C=C(C=C1)NC(=O)C(C)C)C2CCN(CC2)CC3=CC=C(C=C3)OC4=CC(=C(C=C4)F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370900-01/250024740,,Cytotoxic,12.5893,99.9887,,20,Single point of activity,-4.9,4.5045,0.9956,-104.1847,-4.196,-3,0 0 0 0 0 0 0 0,-93.3555,,,,,,-4.9359,,-3.6545,,,-3.5121,,,-8.3056,,-0.9967,,,-3.0375,,-9.1125,,,-93.3555,,QC'd by Tocris
141,363677933,10091491,CCCCN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370917-01/250024924,,Cytotoxic,12.5893,39.6212,,20,Single point of activity,-4.9,4.9549,0.9791,-43.3266,-3.7054,-3,0 0 0 0 0 0 0 0,-39.7602,,,,,,-0.5878,,-3.7856,,,-2.704,,,-3.6445,,-6.3249,,,-6.1839,,-4.9612,,,-39.7602,,QC'd by Tocris
142,363677959,656768,COC1=CC=C(C=C1)CCCN2CCC(CC2)COC(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370962-01/250024989,,Cytotoxic,14.1254,89.3014,,20,Single point of activity,-4.85,4.9549,0.9858,-92.3014,-3,-3,0 0 0 0 0 0 0 0,-80.9661,,,,,,-5.3112,,-4.8786,,,-7.9548,,,-2.4273,,-0.745,,,-0.8892,,0.1682,,,-80.9661,,QC'd by Tocris
143,363677973,11167112,CN1C(=O)C(=C(N=C1NC[C@H](CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370979-01/250024777,,Cytotoxic,15.8489,33.7171,,20,Single point of activity,-4.8,1.1,0.7176,-40.0843,-6.3672,-3,0 0 0 0 0 0 0 0,-30.0703,,,,,,-3.465,,-6.4696,,,-3.2227,,,-10.298,,-10.6373,,,-13.9811,,-7.5842,,,-30.0703,,QC'd by Tocris
144,363677998,10314719,CC1(CCC(C2=C1C=CC(=C2)C#CC3=CC=C(C=C3)C(=O)O)(C)C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00371028-01/250024888,,Cytotoxic,11.2202,73.9971,,20,Single point of activity,-4.95,4.9549,0.9987,-75.4971,-1.5,-3,0 0 0 0 0 0 0 0,-71.4887,,,,,,0.1168,,-2.6875,,,-2.2669,,,-1.4256,,-0.5842,,,-1.2853,,-6.567,,,-71.4887,,QC'd by Tocris
145,363678009,24882669,C1=CC=C(C=C1)CS(=O)(=O)NC2=CC(=C(C=C2)C3=CC4=C(C=C3)N(N=C4)C5=CC=C(C=C5)F)C(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00371053-01/250025082,,Cytotoxic,12.5893,31.6017,,20,Single point of activity,-4.9,4.9549,0.9877,-36.7762,-5.1746,-3,0 0 0 0 0 0 0 0,-34.0143,,,,,,-3.943,,-5.1781,,,-7.0784,,,-3.8955,,-5.9857,,,-6.3658,,-6.3183,,,-34.0143,,QC'd by Tocris
146,363678086,9705,C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378548-01/250025028,,Cytotoxic,12.5893,51.5795,,20,Single point of activity,-4.9,4.095,0.9858,-55.0726,-3.4931,-3,0 0 0 0 0 0 0 0,-48.3093,,,,,,-0.8276,,-3.5706,,,-5.415,,,-4.4691,,-1.6316,,,-6.5973,,-6.7392,,,-48.3093,,QC'd by Tocris
147,363678402,2853753,C1CN2C3=CC=CC=C3N(C2=N1)CC(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00379180-02/250025055,,Cytotoxic,12.5893,41.3118,,20,Single point of activity,-4.9,3.2975,0.9877,-44.8617,-3.5499,-3,0 0 0 0 0 0 0 0,-37.3847,,,,,,-3.476,,-0.8749,,,-3.4287,,,-3.145,,-5.6515,,,-4.4218,,-8.0161,,,-37.3847,,QC'd by Axon Medchem
148,363679036,45359804,CCC(C)C(=O)OC1CC(C23C4C1(C(OC2OCC5(C3C(=O)CC6(C57C(O7)CC6C8=COC=C8)C)C(C4)O)O)C)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00381227-01/250025076,,Cytotoxic,5.5231,30.1667,,20,Single point of activity,-5.2578,3.132,0.9191,-35.8461,-5.6793,-3,0 0 0 0 0 0 0 0,-37.3397,,,,-8.3135,,,-7.601,,-5.5582,,,-7.8385,,,-2.2328,,-6.3183,,,-7.4584,,-37.3397,,,,QC'd by Analyticon
149,363679504,12302076,C/C=C(/C)\C(=O)O[C@H]1[C@@H]2[C@@H](C(=O)O[C@@H]2C[C@H]([C@H]3[C@]1(C(=O)C=C3)C)C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00385048-01/250024536,,Cytotoxic,10,55.6887,,20,Single point of activity,-5,4.9549,0.9664,-58.6887,-3,-3,0 0 0 0 0 0 0 0,-48.249,,,,,0,,,-7.5389,,-1.07,,,-5.9339,,-4.0856,,,-4.4261,,0,,,-48.249,,,QC'd by Analyticon
150,363679674,75368808,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]([C@@]5(C[C@H]4O)C)(CCC7[C@@]6(C[C@@H]([C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O)O)O)O)O)C)C)(C)C)O)O)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00385321-01/250024893,,Cytotoxic,1.9053,33.2891,,20,Single point of activity,-5.72,4.095,0.9957,-38.482,-5.1929,-3,0 0 0 0 0 0 0 0,-35.5924,,-5.6322,,-6.3333,,,-4.7908,,-4.9778,,,-4.7441,,,-6.4267,,-8.6235,,,-35.5924,,,,,,QC'd by Analyticon
151,363679861,57509391,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)CC4[C@@]3(CCC5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)C)OC1,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00385658-01/250025130,,Cytotoxic,3.0265,73.9972,,20,Single point of activity,-5.5191,4.5045,0.9975,-77.596,-3.5989,-3,0 0 0 0 0 0 0 0,-70.5273,,,-5.791,,-3.4369,,,-4.4727,,-4.1431,,,-2.1657,,-2.5424,,,-8.8983,,,-70.5273,,,,,QC'd by Analyticon
152,363680341,91826473,CN1C=C(C2=C1C(=CC=C2)N3CCNCC3)S(=O)(=O)C4=CC=C(C=C4)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386585-01/250024950,,Cytotoxic,11.2202,52.6647,,20,Single point of activity,-4.95,4.5045,0.9951,-56.9094,-4.2446,-3,0 0 0 0 0 0 0 0,-53.4293,,,,,,-3.8849,,-1.8705,,,-3.9808,,,-6.3309,,-4.1247,,,-4.6043,,-8.9688,,,-53.4293,,QC'd by Axon Medchem
153,363680512,53364507,CC1=NC2=CC=CC=C2C(=C1)N3CCN(CC3)C(=O)OC4=NC=C(C=C4)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386928-01/250024699,,Cytotoxic,12.5893,67.6142,,20,Single point of activity,-4.9,4.9549,0.9867,-70.6142,-3,-3,0 0 0 0 0 0 0 0,-64.5739,,,,,,-2.4588,,-2.984,,,1.6472,,,-7.472,,-4.3686,,,-2.4588,,-6.2306,,,-64.5739,,QC'd by Evotec
154,363680582,52936725,CC1=CC(=CC(=C1)C2=C(C3=CC(=C(C=C3N=C2)Cl)C4=CC(=CC=C4)O)OCCCN)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387228-01/250025194,,Cytotoxic,14.1254,112.774,,20,Single point of activity,-4.85,4.9549,0.9941,-113.7739,-1,-3,0 0 0 0 0 0 0 0,-99.8016,,,,,,2.1572,,-4.9839,,,-0.1736,,,-3.149,,-2.2564,,,0.2232,,-1.215,,,-99.8016,,QC'd by Tocris
155,363680677,644335,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387818-01/250024768,,Cytotoxic,11.2202,74.8055,,20,Single point of activity,-4.95,4.095,0.9982,-75.8055,-1,-3,0 0 0 0 0 0 0 0,-69.5663,,,,,,0.2665,,0.315,,,-1.8173,,,-1.7688,,-1.2358,,,-2.7381,,-8.8927,,,-69.5663,,QC'd by ChemieTek
156,363680844,57882748,CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00389741-01/250024648,,Cytotoxic,12.5893,81.0355,,20,Single point of activity,-4.9,4.9549,0.9973,-86.4552,-5.4197,-3,0 0 0 0 0 0 0 0,-78.9081,,,,,,-6.4396,,-7.4195,,,-4.853,,,-6.7196,,-3.2664,,,-4.8063,,-8.0728,,,-78.9081,,QC'd by APExBIO
157,363681054,1100216,COC1=CC=CC(=C1)NC[C@H](CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00408808-01/250025110,,Cytotoxic,11.2202,38.3305,,20,Single point of activity,-4.95,4.095,0.9904,-41.7429,-3.4124,-3,0 0 0 0 0 0 0 0,-38.371,,,,,,-4.5669,,-1.9774,,,-4.3315,,,-4.1902,,-3.0132,,,-1.177,,-7.1563,,,-38.371,,QC'd by Glixx
158,363681062,204104,CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00408843-01/250024465,,Cytotoxic,12.5893,46.97,,20,Single point of activity,-4.9,4.9549,0.9888,-52.2889,-5.3188,-3,0 0 0 0 0 0 0 0,-48.0604,,,,,,-8.2927,,-5.8769,,,-3.7863,,,-3.1823,,-4.8084,,,-6.4344,,-6.6667,,,-48.0604,,QC'd by Glixx
159,363681149,6475,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00484055-01/250025167,,Cytotoxic,10,38.9504,,20,Single point of activity,-5,3.2975,0.9672,-37.9504,1,-3,0 0 0 0 0 0 0 0,-34.542,,,,,,0.2119,,0.7299,,,2.6136,,,3.2258,,1.6718,,,-4.4502,,-6.2868,,,-34.542,,QC'd by MedChem Express
160,363681223,16451152,C1=CC2=C(C=C1Cl)C3=C(N2CC(CNC(CO)(CO)CO)O)C=CC(=C3)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00485104-01/250024832,,Cytotoxic,11.2202,49.3415,,20,Single point of activity,-4.95,4.9549,0.9907,-52.4197,-3.0782,-3,0 0 0 0 0 0 0 0,-49.9295,,,,,,-1.3152,,-4.4622,,,-6.341,,,-2.4894,,-2.8652,,,-1.8318,,-6.6698,,,-49.9295,,QC'd by SIGMA
