PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103626913,25110701,C1=CC(=C2C=CNC2=C1)C(=O)OC3=CC(=CN=C3)Cl,Unspecified,,,Potential missing data,Activity,Non-Toxic
2,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Unspecified,,,Potential missing data,Activity,Non-Toxic
3,469802676,164611840,CC1=NN=C(S1)SC(=O)C2=CC=C(O2)C3=CC=CC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
4,482046639,164946833,C1=CC=C2C(=C1)C=C(N2)C(=O)SC3=NC=CC=N3,Unspecified,,,Potential missing data,Activity,Non-Toxic
5,482055078,168274858,CC1=NN=C(S1)SC(=O)C2=CC3=C(C=C2)NC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
6,482055296,168275028,C1=CC=C(C=C1)C2=CC=C(O2)C(=O)SC3=NC=CC=N3,Unspecified,,,Potential missing data,Activity,Non-Toxic
7,482060784,168279031,CC1=NN=C(S1)SC(=O)C2=CC3=C(C=C2)C=CN3,Unspecified,,,Potential missing data,Activity,Non-Toxic
8,482065589,168282541,C1=CC=C2C(=C1)C=CC(=N2)C(=O)SC3=NC=CC=N3,Unspecified,,,Potential missing data,Activity,Non-Toxic
9,482065971,168282841,CC1=NN=C(S1)SC(=O)C2=C3C=CNC3=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
10,482069928,168285688,CC1=NN=C(S1)SC(=O)C2=CC3=CC=CC=C3C=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
11,482075123,168289470,C1=CC=C2C(=C1)C=C(N2)C(=O)SC3=NC4=CC=CC=C4S3,Unspecified,,,Potential missing data,Activity,Non-Toxic
12,482078139,168291665,CC1=NN=C(S1)SC(=O)C2=CC=CC3=C2NC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
13,482078691,168292064,CC1=NN=C(S1)SC(=O)C2=CC3=CC=CC=C3N2C,Unspecified,,,Potential missing data,Activity,Non-Toxic
14,482080819,168293590,CSC1=NN=C(S1)SC(=O)C2=CC3=CC=CC=C3N2,Unspecified,,,Potential missing data,Activity,Non-Toxic
15,482081119,168293814,COC1=NN=C(S1)SC(=O)C2=CC3=CC=CC=C3N2,Unspecified,,,Potential missing data,Activity,Non-Toxic
16,482081261,168293909,C1=CC=C2C(=C1)C=C(N2)C(=O)SC3=NN=CS3,Unspecified,,,Potential missing data,Activity,Non-Toxic
17,482083474,168295193,CC1=NN=C(S1)SC(=O)C2=CC=C(O2)C#CC3=CC=CC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
18,482084330,168295680,CC1=NC(=NC=C1)SC(=O)C2=CC3=CC=CC=C3N2,Unspecified,,,Potential missing data,Activity,Non-Toxic
19,482087886,168297735,C1=CN=C(N=C1)SC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Br,Unspecified,,,Potential missing data,Activity,Non-Toxic
