RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
246,405558426,6434889,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00168290-05/250073670,,Inhibitor,21.5228,109.767,,41,Partial curve; high efficacy,-4.6671,1.9282,0.9671,-113.767,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.7955,,,,-2.3274,,-18.7742,,0,0,,0,,0,,0,,-9.6058,-14.5708,,-52.4014,,-99.7955,,,,QC'd by MedChem Express
247,405558495,5282226,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346741-02/250073641,,Inhibitor,21.5228,119.753,,41,Partial curve; high efficacy,-4.6671,1.4163,0.9885,-120.753,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-100.628,,,,-4.1611,,0,,-0.9027,0,,-0.3667,,1.8901,,0,,-5.4447,-25.9821,,-50.3138,,-100.628,,,,QC'd by MedChem Express
248,405558565,1546,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00018167-05/250073237,,Inhibitor,19.1822,114.565,,41,Partial curve; high efficacy,-4.7171,0.9,0.9249,-118.565,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-89.8217,,,,-29.7628,,-11.8618,,-17.9954,-18.5621,,0,,1.7945,,-10.6173,,-18.1066,-37.0187,,-59.8644,,-89.8217,,,,QC'd by APExBIO
249,405558620,518740,O1[As]2O[As]1O2,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00356590-01/250072962,,Inhibitor,19.1822,122.989,,41,Partial curve; high efficacy,-4.7171,1.1,0.9198,-126.989,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.9851,,,,0,,1.8152,,0,-25.9454,,0,,2.4082,,-20.0278,,-15.9497,-24.7111,,-68.8449,,-97.9851,,,,QC'd by Enzo
250,405558723,23725090,CCCN1C[C@@H]([C@H]([C@]([C@H](OC(=O)[C@@H]([C@H](C([C@H]([C@](C[C@H]1C)(C)O)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)CC)(C)O)O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00483049-02/250073215,,Inhibitor,21.5228,57.554,,41,Partial curve; partial efficacy,-4.6671,3.5117,0.8814,-86.3087,-28.7547,-2.2,0 0 0 0 0 0 0 0 0 0 0,-83.6324,,,,-28.2182,,-32.5851,,-20.6289,-36.152,,-32.5074,,-21.7845,,-40.73,,-28.1738,-22.329,,-54.1086,,-83.6324,,,,QC'd by Ark Pharm
251,405558826,447043,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00090753-06/250073009,,Inhibitor,24.149,82.7903,,41,Partial curve; partial efficacy,-4.6171,1.331,0.8094,-86.7903,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-68.8812,,,,0,,-25.9212,,-4.538,2.5897,,-10.4072,,-7.7328,,-18.8782,,-7.4787,-15.2357,,-36.7399,,-68.8812,,,,QC'd by FLUKA
252,405558929,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263129-08/250073492,,Inhibitor,17.0962,83.0833,,41,Partial curve; high efficacy,-4.7671,4.4495,0.9249,-87.0833,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.881,,,,4.6354,,0,,-1.0034,-5.1808,,-13.001,,-16.6876,,-18.4654,,-7.4167,0,,-57.3049,,-85.881,,,,QC'd by Axon Medchem
253,405559064,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00014483-16/250073220,,Inhibitor,21.5228,89.0348,,41,Partial curve; high efficacy,-4.6671,3.0654,0.8434,-93.0348,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.2106,,,,-5.3836,,-18.8955,,-17.8843,-10.2506,,0,,-17.2176,,-22.7846,,-4.4947,0,,-36.8965,,-91.2106,,,,QC'd by SIGMA
254,405559122,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00022185-14/250073442,,Inhibitor,24.149,96.7144,,41,Partial curve; high efficacy,-4.6171,1.8265,0.9057,-100.714,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.346,,,,-7.1986,,0,,-13.9827,-6.6314,,-3.3811,,-10.9724,,-19.9815,,-12.9247,-16.7857,,-35.6983,,-88.346,,,,QC'd by Tocris
255,124886964,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00024928-14/250073227,,Inhibitor,27.8058,106.678,,40,Partial curve; high efficacy,-4.5559,1.9673,0.9747,-108.178,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.6111,,,,,0,,0,,4.9781,,0,-15.3509,,0,,-4.2058,,0,-16.3065,,-75.9876,,-99.6111,,,QC'd by SIGMA
256,144206270,14668,CC(CN1C2=CC=CC=C2SC3=C1N=CC=C3)N(C)C.Cl,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181101-01/250073564,,Inhibitor,24.149,73.4182,,40,Partial curve; partial efficacy,-4.6171,2.3332,0.8955,-77.4182,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-71.6835,,,,-7.4335,,-12.7795,,-16.0801,-14.6555,,0,,0,,0,,0,-13.4142,,-30.7638,,-71.6835,,,,QC'd by NCI
257,170464723,214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263572-01/250073547,,Inhibitor,30.4018,96.0903,,40,Partial curve; high efficacy,-4.5171,4.095,0.9979,-95.5903,0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.5096,,,,0,,1.6906,,2.8467,0,,0,,0,,0,,0,0,,-14.3208,,-88.5096,,,,QC'd by Sequoia
258,170464766,5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015829-12/250073297,,Inhibitor,27.0956,66.6588,,40,Partial curve; partial efficacy,-4.5671,0.5,0.8234,-115.368,-48.709,-2.2,0 0 0 0 0 0 0 0 0 0 0,-87.3999,,,,-43.5644,,-43.4199,,-54.189,-57.6583,,-59.2122,,-46.4916,,-62.8742,,-63.1753,-62.1032,,-86.6289,,-87.3999,,,,QC'd by Microsource
259,170465091,5591,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00161599-09/250073276,,Inhibitor,34.1114,106.893,,40,Partial curve; high efficacy,-4.4671,4.095,0.8724,-110.893,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.3666,,,,4.2947,,4.3169,,0,0,,3.0391,,-15.3509,,-18.4177,,-26.6848,-11.2617,,-13.673,,-99.3666,,,,QC'd by Prestwick Chemical; Inc.
260,170465875,5282209,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00253604-01/250073607,,Inhibitor,30.4018,83.5884,,40,Partial curve; partial efficacy,-4.5171,4.095,0.9957,-83.5884,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-77.3397,,,,0,,3.1173,,0,0.3808,,0,,-3.611,,0,,0,0,,-10.3957,,-77.3397,,,,QC'd by GVK
261,170465914,6607,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00274271-01/250073190,,Inhibitor,27.0956,99.7369,,40,Partial curve; high efficacy,-4.5671,4.095,0.9396,-103.737,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.522,,,,0,,0,,-11.9284,3.2835,,-4.728,,-13.673,,-17.651,,0,0,,-22.229,,-95.522,,,,QC'd by GVK
262,170465977,2225,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00182054-03/250073536,,Inhibitor,34.1114,103.602,,40,Partial curve; high efficacy,-4.4671,4.095,0.95,-107.602,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.4171,,,,0,,-5.4971,,0,-17.6692,,0,,-14.7898,,0,,0,0,,-12.2485,,-96.4171,,,,QC'd by APAC
263,170466035,5282433,CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00249929-01/250073617,,Inhibitor,24.149,82.3035,,40,Partial curve; high efficacy,-4.6171,2.4064,0.9833,-83.3035,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.6701,,,,0,,0,,0,0,,0,,0,,-2.3979,,0,-9.2249,,-27.4067,,-81.6701,,,,QC'd by GVK
264,29215118,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00091585-03/250073452,,Inhibitor,27.0956,86.4898,,40,Partial curve; high efficacy,-4.5671,1.9673,0.911,-90.4898,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.7869,,,,-12.3575,,4.1228,,0,-3.0648,,-0.4036,,-17.7892,,-3.7738,,-11.605,-12.4775,,-27.8453,,-83.7869,,,,QC'd by Labotest
265,384568137,3606,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00094818-13/250073566,,Inhibitor,27.0956,97.863,,40,Partial curve; high efficacy,-4.5671,4.095,0.9712,-100.863,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.3916,,,,0,,0,,-7.363,0,,-5.3459,,-1.0861,,4.5278,,-12.7795,-3.5828,,-24.0073,,-93.3916,,,,QC'd by Adooq
266,384569251,67469117,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C(=CN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C)C(C)C)C)C,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00480919-01/250073267,,Inhibitor,27.0956,89.0102,,40,Partial curve; high efficacy,-4.5671,1.4641,0.7815,-93.0102,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.5879,,,,0,,0,,1.1445,-9.895,,-19.8955,,-24.418,,-18.5177,,-5.1614,-20.0511,,-28.8849,,-81.5879,,,,QC'd by Glixx
267,384569357,123132228,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00507938-02/250073269,,Inhibitor,27.0956,72.2645,,40,Partial curve; partial efficacy,-4.5671,4.095,0.9178,-76.2645,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-70.2761,,,,-3.828,,-16.5843,,-0.1833,-3.5724,,0,,0,,-14.1063,,0,-7.5504,,-16.8065,,-70.2761,,,,QC'd by NCGCChem
268,405559074,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016348-15/250073243,,Inhibitor,31.1986,71.338,,40,Partial curve; partial efficacy,-4.5059,2.7202,0.9934,-72.338,-1,-2.2,0 0 0 0 0 0 1 0 0 0 0,-70.6984,,,,,0,,0,,0,,0,0,,-2.0501,,-35.1631,,-6.6281,-5.3947,,-45.9859,,-70.6984,,,QC'd by Prestwick
269,405559119,23725625,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00238451-11/250073253,,Inhibitor,27.0956,80.5684,,40,Partial curve; high efficacy,-4.5671,2.3332,0.9027,-84.5684,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-82.9102,,,,-18.3399,,-5.5281,,1.739,0,,0,,-11.4951,,-8.5727,,3.7169,-13.573,,-25.2514,,-82.9102,,,,QC'd by Adooq
270,363679167,44224257,CN(C(=O)N1[C@](SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC,Inconclusive,30,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00381751-04/250073209,,Inhibitor,0.0341,61.5629,,30,Complete curve; partial efficacy,-7.4671,3.5117,0.9401,-65.5629,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-57.2421,,,,-15.1175,,1.2167,,-6.0837,-21.7512,,-64.7092,,-79.2322,,-61.4534,,-66.3648,-67.6871,,-58.2755,,-57.2421,,,,QC'd by MedChem Express
271,384567834,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Inconclusive,28,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015257-18/250073426,,Inhibitor,0.0341,63.1338,,28,Complete curve; partial efficacy,-7.4671,0.7,0.977,-55.1338,8,-1.2,0 0 0 0 0 0 0 0 0 0 0,-59.3831,,,,3.7742,,0,,-10.325,-20.7007,,-35.101,,-45.8352,,-41.0734,,-47.3841,-53.316,,-55.3722,,-59.3831,,,,QC'd by Microsource
272,384569087,447865,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C)/C,Inconclusive,28,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00379024-02/250073246,,Inhibitor,0.0607,52.7819,,28,Complete curve; partial efficacy,-7.2171,3.99,0.9098,-56.2819,-3.5,-1.2,1 0 0 0 0 0 0 0 0 0 0,-36.3076,,,,-29.3294,,-7.5504,,-4.8058,0,,-43.9858,,-58.6755,,-61.1867,,-56.6754,-62.5313,,-60.0978,,-36.3076,,,,QC'd by MedChem Express
273,405558592,448013,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Inconclusive,28,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181131-04/250073671,,Inhibitor,0.0541,57.517,,28,Complete curve; partial efficacy,-7.2671,2.8473,0.9699,-58.517,-1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-63.3331,,,,3.4276,,-3.0327,,-3.9213,-5.7832,,-45.7014,,-48.8328,,-50.7793,,-60.7377,-63.7422,,-60.6672,,-63.3331,,,,QC'd by Adooq
274,363677194,9929127,CC1=C(C=CC=N1)C(=O)NC2=C3C(=CC(=C2OC)Cl)C4=C(N3)C=NC=C4,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263021-04/250073396,,Inhibitor,0.0961,58.0009,,27,Complete curve; partial efficacy,-7.0171,0.5,0.9621,-54.0009,4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-55.264,,,,0,,0,,-8.0456,-22.7502,,-26.193,,-29.7305,,-38.7061,,-38.1717,-44.5568,,-53.5189,,-55.264,,,,QC'd by MedChem Express
275,384568172,546807,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00159360-03/250073427,,Inhibitor,0.3411,66.0339,,27,Complete curve; partial efficacy,-6.4671,0.7,0.9894,-66.5339,-0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-62.2104,,,,0,,0.1319,,-10.6564,-7.3151,,-18.8745,,-30.2175,,-39.7815,,-51.8144,-61.6084,,-64.6116,,-62.2104,,,,QC'd by APExBIO
276,384568490,11530459,CCCCOCCOC1=C(SC(=N1)C2=CC(=C(C=C2)C(=O)O)F)C,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00242477-02/250073405,,Inhibitor,0.003,40.2031,,27,Complete curve; partial efficacy,-8.5171,1.6259,0.8946,-36.2031,4,-1.2,0 0 0 0 0 0 0 0 0 0 1,-13.247,,,,0,,-16.8183,,-30.4745,-30.6639,,-43.4408,,-37.0625,,-41.8174,,-31.1779,-33.8361,,-32.6186,,-13.247,,,,QC'd by Tocris
277,384569061,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378665-03/250073208,,Inhibitor,0.1524,56.7388,,27,Complete curve; partial efficacy,-6.8171,4.9549,0.8718,-57.7388,-1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-47.6749,,,,0,,-6.4059,,0,0,,0,,-54.0197,,-76.9321,,-69.0761,-58.8422,,-33.5852,,-47.6749,,,,QC'd by MedChem Express
278,170464914,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Inconclusive,25,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016806-13/250072988,,Inhibitor,0.7637,55.0145,,25,Complete curve; partial efficacy,-6.1171,2.7202,0.9321,-60.0456,-5.031,-1.2,0 0 0 0 0 0 0 0 0 0 0,-44.3154,,,,-11.46,,-8.2411,,-3.3642,-5.9539,,-3.4126,,-0.8592,,-26.7925,,-66.5214,-60.3255,,-67.7558,,-44.3154,,,,QC'd by Microsource
279,384568205,9943465,CN1C=C(C2=CC=CC=C21)/C=C\3/C4=C(C=CC=N4)NC3=O,Inconclusive,25,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00161398-06/250073249,,Inhibitor,0.6806,51.2595,,25,Complete curve; partial efficacy,-6.1671,2.3332,0.8804,-55.2595,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-44.0524,,,,-2.8168,,-17.2176,,-14.1841,1.1945,,-2.3612,,-12.5285,,-24.7958,,-64.8536,-60.8312,,-51.5084,,-44.0524,,,,QC'd by MedChem Express
280,384568513,35802,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,Inconclusive,25,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00246966-11/250073510,,Inhibitor,0.7637,56.1141,,25,Complete curve; partial efficacy,-6.1171,1.8265,0.9423,-60.1141,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-52.604,,,,2.1923,,-3.0321,,-11.3541,-11.2014,,0,,-12.4121,,-29.1214,,-48.8739,-71.473,,-58.5701,,-52.604,,,,QC'd by MedChem Express
281,384569495,135400185,C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510946-01/250073013,,Inhibitor,3.4111,69.9358,,23,Complete curve; partial efficacy,-5.4671,4.9549,0.9771,-68.9358,1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-57.7963,,,,1.198,,0,,0,0,,2.9043,,0,,0,,0,-69.4984,,-77.2554,,-57.7963,,,,QC'd by SantaCruz Bio
282,405558751,9915743,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00241101-09/250073194,,Inhibitor,3.1199,52.4135,,23,Partial curve; partial efficacy,-5.5059,4.4495,0.9421,-55.4135,-3,-2.2,1 0 0 0 0 0 0 0 0 0 0,-55.7975,,-22.8735,0,,2.4612,,0,,-7.4837,-12.5174,,-5.1725,,-5.0281,,1.6834,-39.1522,,-55.7975,,,,,,,QC'd by Glixx
283,144206994,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00095157-04/250073112,,Inhibitor,9.6139,64.4519,,22,Partial curve; partial efficacy,-5.0171,0.6,0.9139,-65.9519,-1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-54.9599,,,,-8.0889,,2.9453,,-3.3428,0,,3.1018,,-16.22,,-16.6416,,-20.9902,-25.4231,,-37.6137,,-54.9599,,,,QC'd by SigmaAldrich
284,384568005,5745,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00021191-15/250073650,,Inhibitor,3.4111,32.4865,,22,Complete curve; partial efficacy,-5.4671,4.9549,0.9151,-31.4865,1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-21.0734,,,,0,,0,,0,0,,4.7817,,-1.5516,,0,,0.9027,-34.5581,,-37.7319,,-21.0734,,,,QC'd by MedChem Express
285,384568043,4302963,CC1=C(C2=C(N1CCN3CCOCC3)C=C(C=C2)I)C(=O)C4=CC=C(C=C4)OC,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00025012-06/250073151,,Inhibitor,9.6139,58.191,,22,Partial curve; partial efficacy,-5.0171,0.9,0.8081,-62.191,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-52.6592,,,,1.307,,-21.3275,,-9.0044,-5.4508,,0.6806,,4.9208,,-12.6905,,-25.1461,-20.7613,,-42.9742,,-52.6592,,,,QC'd by MedChem Express
286,170465832,161104,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00178069-05/250073006,,Inhibitor,19.1822,65.1972,,21,Partial curve; partial efficacy,-4.7171,0.7,0.8877,-67.6972,-2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-51.2858,,,,-10.1531,,0,,-4.8769,1.5369,,0,,-2.8317,,-14.1708,,-8.2532,-29.8542,,-27.2282,,-51.2858,,,,QC'd by Prestwick Chemical; Inc.
287,384568791,12000240,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346477-02/250073645,,Inhibitor,19.1822,51.0827,,21,Partial curve; partial efficacy,-4.7171,3.5117,0.9694,-51.5827,-0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-50.5395,,,,0,,0,,0,0,,0,,0,,-8.7876,,1.7209,1.1566,,-26.1514,,-50.5395,,,,QC'd by MedChem Express
288,384568921,54677946,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346701-09/250073195,,Inhibitor,9.6139,46.085,,21,Partial curve; partial efficacy,-5.0171,0.9,0.7642,-47.585,-1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-41.7412,,,,0,,0,,0,0,,3.628,,-24.4291,,0,,-6.5726,-24.3958,,-28.4182,,-41.7412,,,,QC'd by MedChem Express
