PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Repeated sucessfully (out of two attempts)
RESULT_TYPE,,,,,,,,STRING
RESULT_UNIT,,,,,,,,NONE
984,47198718,2986350,COC1=CC=C(C=C1)NC(=O)NCCN2CCN(CC2)C3=CC=C(C=C3)C(=O)OC,Inactive,10,,,
985,81066658,42628424,CC(C)(C)OC(=O)N1CCCC(C1)C(=O)NC2=CC=C(C=C2)C(=O)N(C)C3CCCC3,Inactive,10,,,
986,22413346,832069,CCN1C(=C(C(=N1)C)/C=C/C(=O)NC2=C(C=C(C=C2)C)C)C,Inactive,10,,,
987,14737609,9551087,CC1CCCCC1NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,Inactive,10,,,
988,17511215,135419650,COC1=CC=CC(=C1O)/C=N/NC(=O)C(=O)NC2=CC=CC=C2OC(C(F)F)(F)F,Inactive,10,,,
989,17512062,12005584,CC1=CC=C(C=C1)C#CC[N+]2(CCCCC2)CC#C.[Br-],Inactive,10,,,
990,7972121,1011052,CC1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=NC(=N3)OC)OC,Inactive,10,,,
991,49642778,155290,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,Inactive,10,,,
992,17511197,135517015,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=C(C(=CC(=C3)Br)[N+](=O)[O-])O,Inactive,10,,,
993,14731274,1818084,CC(C)NC1=NC(=NC(=N1)OCCOC(=O)C2=CC=CC=C2)NC(C)C,Inactive,10,,,
994,85270340,9166825,CC(C)COC1=CC=CC(=C1)C(=O)N(C)CC(=O)NC2=CC=CC3=CC=CC=C32,Inactive,10,,,
995,22416791,5347983,CC1=CC(=C(C=C1)CN2CCN(CC2)/N=C/C3=C(C=CS3)C)C,Inactive,10,,,
996,47196669,976171,COC1=C(C=CC(=C1)CC=C)OCCN2C=NC=N2,Inactive,10,,,
997,22403846,4182232,CC1=CC(=C(C=C1)NC(=O)C2=CC(=CC=C2)Cl)C(C3=CC=CC=C3)NCC(=O)OC,Inactive,10,,,
998,849587,652087,C1CCC(CC1)NC(=O)C(C2=CC=CO2)N(CC3=CN=CC=C3)C(=O)C4COC5=CC=CC=C5O4,Inactive,10,,,
999,49819981,24240011,CC1=CC=C(C=C1)S(=O)(=O)NC(CCSC)C(=O)NCCC2=CNC3=CC=CC=C32,Inactive,10,,,
1000,17410806,3775621,CCOC(=O)C(C)S(=O)(=O)C1=NC=C(C=C1)C(F)(F)F,Inactive,10,,,
1001,22406910,775147,CC1=NC2=CC=CC=C2C(=C1)C(=O)NN=C3CCCCC3,Inactive,10,,,
1002,17513509,12005717,CCCCCCCCCC[N+](C)(C)CC#C.[Br-],Inactive,10,,,
1003,49715235,16008764,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)CC(=O)NCC3=CC(=CC=C3)OC)C(=O)N(C1=O)C,Inactive,10,,,
1004,24809135,231556,CC1=C(C2=C(C=CC=N2)C=C1)N,Inactive,10,,,
1005,17431571,1422298,C1=CC2=C(C(=C1)OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])N=CC=C2,Inactive,10,,,
1006,56317576,24979923,C1=CC=C(C(=C1)C(=O)OCC(=O)NNC(=O)C2=CC=CS2)NCCO,Inactive,10,,,
1007,17515710,12006123,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(S3)C=CC(=C4C)C,Inactive,10,,,
1008,17512738,3784095,CC1CN(CC(O1)C)C(=S)SCC(=O)C2=CC=CC=C2,Inactive,10,,,
1009,85201433,44202517,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3CCCCC3)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@H](C)CO,Inactive,10,,,
1010,17512759,1385273,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)NC(=O)OC)F)C(=O)O,Inactive,10,,,
1011,17510716,135516997,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=C(N(N=C2)C3=CC=CC=C3)C(F)(F)F,Inactive,10,,,
1012,24814883,135472793,CC1=C(N2C=C(C=CC2=N1)Br)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,Inactive,10,,,
1013,17409921,1477665,CC1=CC=C(C=C1)SCC(=O)C2=C(N=C(S2)C3=CC=CC=C3)C,Inactive,10,,,
1014,7971031,3869511,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCOCC3)CC(=O)OC,Inactive,10,,,
1015,14727616,1226683,CC1=CC(=CC=C1)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)C,Inactive,10,,,
1016,24832098,4961669,C1CCC2=C(C1)C=C(S2)C3=NN=C(O3)CCl,Inactive,10,,,
1017,17504464,12004514,CCCCCN(C(=O)NC(=O)NC1=CC=CC=C1C)S(=O)(=O)C2=CC=CC=C2,Inactive,10,,,
1018,50086433,9613554,C1=CSC(=C1)C(=O)N/N=C/C2=CC=C(C=C2)N3C=CN=C3,Inactive,10,,,
1019,4244684,3239254,CC1=C(NC2=C1C(=O)CC(C2)C3=CC=CO3)C(=O)OCC4CCCO4,Inactive,10,,,
1020,14743889,2334502,CCN(CC1=CC=CC=C1)CC(=O)NC2=CC(=NN2C3=NC(=CC(=N3)C)C)C,Inactive,10,,,
1021,14726383,3155772,CN1C(=O)C(SC1=O)NC2=CC=CC=C2,Inactive,10,,,
1022,49732296,24793084,C1CC(CN(C1)CC2=CC=CC=C2F)NC(=O)CCN3CCOCC3,Inactive,10,,,
