PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,404704243,145984899,C#CCNC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O,Inactive,,,Potential missing data,Inhibition,%,Not Active
2,504802323,172444914,COCCNC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O,Inactive,,,Potential missing data,Inhibition,%,Not Active
3,504808789,172449407,C1COCCN1C(=O)[C@@H](CC2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O,Inactive,,,Potential missing data,Inhibition,%,Not Active
4,504829677,172463869,C1CCN(CC1)C(=O)[C@@H](CC2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O,Inactive,,,Potential missing data,Inhibition,%,Not Active
5,504831451,172465100,C1=COC(=C1)CNC(=O)[C@@H](CC2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O,Inactive,,,Potential missing data,Inhibition,%,Not Active
