reactants,products,reactionString,ruleName
NC(=[NH2+])NCC(O)=C1C=C(O)C(O)O1,CNC(N)=[NH2+].O=C=C1C=C(O)C(O)O1,NC(=[NH2+])NCC(O)=C1C=C(O)C(O)O1 >> CNC(N)=[NH2+].O=C=C1C=C(O)C(O)O1,rule0053_20
O=CC=C1C=C(O)C(=O)O1.OO,O=C1OC(=CCO)C=C1O.O=O,O=CC=C1C=C(O)C(=O)O1.OO >> O=C1OC(=CCO)C=C1O.O=O,rule0078_17
NC(=[NH2+])NCC1OC12C=C(O)C(=O)O2.O,NC(=[NH2+])NCC(O)C1(O)C=C(O)C(=O)O1,NC(=[NH2+])NCC1OC12C=C(O)C(=O)O2.O >> NC(=[NH2+])NCC(O)C1(O)C=C(O)C(=O)O1,rule0035_8
*C1=C(*)C(=O)C(*)=C(*)C1=O.NC(=[NH2+])NC(O)C=C1C=C(O)C(O)O1,*c1c(*)c(O)c(*)c(*)c1O.NC(=[NH2+])NC(=O)C=C1C=C(O)C(O)O1,*C1=C(*)C(=O)C(*)=C(*)C1=O.NC(=[NH2+])NC(O)C=C1C=C(O)C(O)O1 >> *c1c(*)c(O)c(*)c(*)c1O.NC(=[NH2+])NC(=O)C=C1C=C(O)C(O)O1,rule0467_8
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.NC(=[NH2+])NCCC1(O)C=C(O)C(=O)O1,CC(=O)OC1(CCNC(N)=[NH2+])C=C(O)C(=O)O1.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.NC(=[NH2+])NCCC1(O)C=C(O)C(=O)O1 >> CC(=O)OC1(CCNC(N)=[NH2+])C=C(O)C(=O)O1.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_19
NC(=[NH2+])NC(C=C1C=C(O)C(=O)O1)C(=O)O,NC(=[NH2+])NCC=C1OC(=O)C(O)=C1C(=O)O,NC(=[NH2+])NC(C=C1C=C(O)C(=O)O1)C(=O)O >> NC(=[NH2+])NCC=C1OC(=O)C(O)=C1C(=O)O,rule0028_50
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=CC=C1C=C(O)C(=O)O1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=C1C=C(O)C(=O)O1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=CC=C1C=C(O)C(=O)O1 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=C1C=C(O)C(=O)O1,rule0026_16
CC(CNC(N)=[NH2+])=C1C=C(O)C(=O)O1.O=C=O,CC(=C1C=C(O)C(=O)O1)C(NC(N)=[NH2+])C(=O)O,CC(CNC(N)=[NH2+])=C1C=C(O)C(=O)O1.O=C=O >> CC(=C1C=C(O)C(=O)O1)C(NC(N)=[NH2+])C(=O)O,rule0023_17
NC(=[NH2+])NCCC(=O)C=C(O)C(=O)O,NC(=[NH2+])NCC(C=O)C=C(O)C(=O)O,NC(=[NH2+])NCCC(=O)C=C(O)C(=O)O >> NC(=[NH2+])NCC(C=O)C=C(O)C(=O)O,rule0028_51
CN(CC=C1C=C(O)C(=O)O1)C(N)=[NH2+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CN(C(N)=[NH2+])C(O)C=C1C=C(O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CN(CC=C1C=C(O)C(=O)O1)C(N)=[NH2+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CN(C(N)=[NH2+])C(O)C=C1C=C(O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
