Canonical_SMILES,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Nc1ccn(C(O)[C@H](O)CO)c(=O)n1,201.182,-2.3304000000000005,6,4,4.0,0.4348458795265447,2,121.6,0,0,0,0.11897342,0.49539137,0.8033536,0.00068856915,0.00227399,0.0722061,0.0011203586,0.020827318,0.001640059,0.09138997,0.00043411256,0.12482319,0.122563146,0.47699648,0.8546814,0.009093849,0.031089207,0.0059241876,0.0011948601,0.0039574853,0.052771248,0.0006237483,0.052261192,0.00084704795,0.0146810515,0.0021080484,0.002239947,0.0005791338,0.011062745,0.25591686,0.017803958,-5.785655,9.207403,-20.832859,6.3227897,-21.629642,1.5405796,-1.3720462,14.750334,-0.9457324,-0.10520339,17.926186291739896,9.2091388400703,72.46045694200352,86.90685413005274,63.44463971880493,37.68014059753955,69.84182776801407,79.40246045694201,47.59226713532514,25.869947275922677,37.188049209138846,31.880492091388405,32.54833040421793,51.45869947275923,12.16168717047452,4.182776801405976,28.611599297012305,8.541300527240773,18.066783831282955,5.0966608084358525,14.340949033391915,12.899824253075572,38.277680140597546,56.41476274165203,54.55184534270651,24.28822495606327,44.63971880492092,58.13708260105449,29.841827768014063,12.688927943760984,14.13005272407733,23.51493848857645,14.411247803163446,13.778558875219684,13.391915641476276,6.080843585237259,24.63971880492092,15.676625659050968,9.314586994727591,31.3884007029877,16.098418277680143,11.353251318101934,17.574692442882252,24.81546572934974,7.803163444639719,33.5676625659051,13.778558875219684,6.045694200351495,13.602811950790862,6.362038664323375,84.28822495606327,34.235500878734626
CC[C@](O)(CO)Cn1ccc(N)nc1=O,213.237,-1.0411000000000004,5,3,4.0,0.5926313249928181,1,101.37,0,0,0,0.2616687,0.5383242,0.8098952,0.0007142949,0.00305685,0.08930248,0.0021019056,0.04787677,0.0030386758,0.17158401,0.0019237373,0.11451332,0.14598735,0.34617803,0.9434961,0.017938767,0.036775075,0.005636488,0.0026084196,0.0078922305,0.06939838,0.0012357625,0.15926328,0.0022106036,0.027459865,0.0047498024,0.007248898,0.0010281845,0.021046106,0.38510352,0.0377753,-5.145667,20.016106,-14.412509,5.301694,-16.398684,1.9334793,-0.94158685,7.7312393,-0.7208784,-0.58972824,19.894551845342708,14.551845342706503,61.880492091388405,78.20738137082601,63.44463971880493,59.12126537785589,55.32513181019333,68.89279437609842,47.59226713532514,25.869947275922677,37.188049209138846,55.92267135325133,35.606326889279444,52.93497363796134,12.267135325131813,5.377855887521969,33.98945518453427,14.13005272407733,29.384885764499124,9.349736379613358,23.72583479789104,22.31985940246046,34.797891036906854,61.40597539543059,46.467486818980674,30.26362038664324,63.44463971880493,65.72934973637962,29.209138840070302,21.47627416520211,29.068541300527244,38.76977152899825,21.61687170474517,20.38664323374341,20.175746924428825,15.008787346221444,37.609841827768015,34.72759226713533,13.005272407732866,43.16344463971881,31.95079086115993,20.77328646748682,38.45342706502637,37.4340949033392,12.056239015817225,31.599297012302287,27.662565905096663,20.492091388400706,18.34797891036907,4.182776801405976,87.17047451669596,29.806678383128297
CC(O)[C@@H](O)Cn1ccc(N)nc1=O,199.21,-1.4328,5,3,4.0,0.5535152350640279,2,101.37,0,0,0,0.19822088,0.67236817,0.89018995,0.0039387764,0.007077458,0.14061043,0.004249554,0.053383388,0.0029580519,0.17398885,0.002135484,0.16735022,0.12975736,0.555634,0.98395765,0.0083778035,0.022683404,0.011584749,0.002972133,0.004306426,0.05731066,0.0013721723,0.2859177,0.0020528347,0.023208423,0.0039049368,0.0050715995,0.002261124,0.012389587,0.31129193,0.0303629,-5.227365,15.400517,-26.775208,4.3894334,-17.438328,1.6127173,-1.3406605,4.1452103,-0.46595564,-1.380975,17.574692442882252,12.02108963093146,61.880492091388405,78.20738137082601,63.44463971880493,54.20035149384886,69.84182776801407,68.89279437609842,47.59226713532514,25.869947275922677,37.188049209138846,46.643233743409496,46.1511423550088,75.2548330404218,22.671353251318106,11.70474516695958,53.0755711775044,20.91388400702988,31.493848857644995,9.103690685413008,23.97188049209139,22.63620386643234,51.03690685413006,57.82073813708261,57.89103690685413,36.977152899824254,42.1792618629174,45.4481546572935,41.86291739894552,23.163444639718808,15.711775043936733,27.87346221441125,22.847100175746927,25.76449912126538,19.75395430579965,12.126537785588754,34.62214411247803,28.40070298769772,19.75395430579965,33.49736379613357,22.63620386643234,18.312829525483306,34.30579964850615,31.634446397188054,4.2179261862917405,30.052724077328648,23.866432337434095,8.014059753954307,13.848857644991211,3.4094903339191567,90.08787346221442,22.81195079086116
Nc1ccn(C[C@H](O)C(O)O)c(=O)n1,201.182,-2.5028999999999995,6,4,4.0,0.4008355974445598,1,121.6,0,1,1,0.19402409,0.47638935,0.65464824,0.0006793551,0.0031809215,0.04481391,0.0017310951,0.018534105,0.0035792273,0.07605938,0.0004540199,0.14586204,0.14262365,0.3138908,0.6355556,0.012329783,0.034149088,0.0074911914,0.0015155266,0.0067528663,0.06388866,0.00070523587,0.030098062,0.001041857,0.02383,0.003137309,0.0036159623,0.00080250343,0.0155541655,0.33963558,0.020125818,-5.975039,7.3044577,-20.61443,2.4162288,-22.4364,1.4407761,-1.5210353,12.628707,-0.7627636,-0.7714767,17.926186291739896,8.892794376098418,72.46045694200352,86.90685413005274,63.44463971880493,33.07557117750439,55.32513181019333,79.40246045694201,47.59226713532514,66.52021089630932,83.09314586994728,45.76449912126538,31.107205623901585,27.48681898066784,12.09138840070299,5.588752196836555,20.878734622144115,12.372583479789103,16.977152899824254,11.528998242530756,12.513181019332162,13.321616871704746,44.67486818980668,60.66783831282953,44.18277680140598,17.926186291739896,53.0755711775044,62.24956063268893,34.09490333919157,15.079086115992972,24.81546572934974,33.95430579964851,15.360281195079088,11.212653778558876,14.657293497363796,12.4780316344464,30.861159929701238,22.03866432337434,11.458699472759228,37.11775043936731,25.69420035149385,12.899824253075572,14.51669595782074,22.39015817223199,7.873462214411249,26.186291739894557,12.513181019332162,4.288224956063269,12.126537785588754,5.62390158172232,86.60808435852374,27.697715289982423
CC([C@H](O)CO)n1ccc(N)nc1=O,199.21,-1.2602999999999998,5,3,4.0,0.563667244306401,2,101.37,0,0,0,0.13540691,0.54455006,0.8680709,0.0014038335,0.00459889,0.14354806,0.002820543,0.038161486,0.0023785594,0.15938576,0.0014870274,0.13863306,0.1388602,0.56511563,0.9710944,0.009806228,0.028509084,0.00882658,0.002740255,0.005274064,0.055235483,0.0015840547,0.16932024,0.0019075995,0.020535521,0.0036101267,0.0049564773,0.0015190108,0.012944708,0.25997832,0.028031435,-5.286417,10.639425,-24.78797,9.327303,-17.69073,1.8600143,-1.1668779,7.052881,-0.5921137,-0.024142455,17.574692442882252,13.075571177504395,61.880492091388405,78.20738137082601,63.44463971880493,55.50087873462215,69.84182776801407,68.89279437609842,47.59226713532514,25.869947275922677,37.188049209138846,35.07908611599297,36.13356766256591,68.01405975395431,15.676625659050968,7.943760984182777,53.74340949033392,16.801405975395433,25.869947275922677,7.416520210896309,22.49560632688928,20.738137082601057,42.63620386643234,60.03514938488577,58.34797891036907,33.84885764499121,46.924428822495614,54.27065026362039,37.15289982425308,22.31985940246046,19.64850615114236,26.01054481546573,24.46397188049209,20.84358523725835,19.191564147627417,10.263620386643234,33.25131810193322,27.87346221441125,16.203866432337435,34.340949033391915,16.449912126537786,17.3286467486819,31.353251318101936,26.748681898066785,5.30755711775044,38.69947275922672,23.09314586994728,16.62565905096661,15.782073813708262,4.007029876977153,88.57644991212655,34.833040421792624
CCCCCCCCCCCOCCCOP(=O)(O)COCCn1c(CO)cc(N)nc1=O,491.5660000000003,3.431400000000001,8,3,4.0,0.1737820852600716,1,146.13,0,2,2,0.056677073,0.6870779,0.72152454,0.020238252,0.25963163,0.23731744,0.2851054,0.20246057,0.05714356,0.7271217,0.59898746,0.14028284,0.18111727,0.65861034,0.98849285,0.032046266,0.06777772,0.024553156,0.10192497,0.03424293,0.09146114,0.15077709,0.84045315,0.79218215,0.37709242,0.025141966,0.06137354,0.13061348,0.07351764,0.3032735,0.61682713,-5.498578,70.81604,59.711967,15.268721,-17.242254,2.0901809,1.6263453,68.49061,-3.1506872,9.995848,81.44112478031636,67.94376098418279,84.51669595782074,78.20738137082601,63.44463971880493,9.560632688927944,55.32513181019333,85.07908611599298,47.59226713532514,87.9261862917399,95.07908611599298,15.254833040421794,47.065026362038665,36.09841827768015,37.188049209138846,70.82601054481547,77.64499121265379,80.28119507908612,68.11950790861161,51.3884007029877,84.39367311072057,85.62390158172232,43.12829525483304,67.20562390158173,63.30404217926187,38.73462214411248,76.27416520210897,85.02636203866433,52.23198594024605,75.43057996485062,66.6432337434095,51.880492091388405,92.16168717047452,56.30931458699473,89.17398945518454,76.52021089630932,67.5219683655536,76.30931458699473,67.80316344463972,67.20562390158173,21.79261862917399,68.26010544815466,23.90158172231986,75.04393673110721,74.76274165202109,49.45518453427066,24.46397188049209,27.90861159929701,55.64147627416521,44.21792618629174,49.34973637961336,89.94727592267137
CCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)c1cn(C)c(=O)nc1N,491.56600000000026,3.509500000000002,8,3,4.0,0.1841165165723322,2,146.13,0,2,2,0.059529524,0.48358798,0.77589923,0.005850488,0.10284243,0.22659333,0.13054161,0.14730509,0.03218996,0.6473764,0.37293988,0.12914714,0.19613776,0.6972518,0.96716434,0.031626698,0.066935346,0.014099991,0.082785785,0.03231411,0.095474586,0.17290066,0.6799343,0.7176597,0.336243,0.02849988,0.044447504,0.13003533,0.096815966,0.27692074,0.50601274,-5.610686,48.865086,56.73103,18.435102,-17.294422,2.5886397,1.7489554,69.93263,-3.038829,9.877449,81.44112478031636,69.27943760984184,84.51669595782074,78.20738137082601,63.44463971880493,10.509666080843584,69.84182776801407,85.07908611599298,47.59226713532514,87.9261862917399,95.07908611599298,16.2390158172232,31.564147627416524,46.010544815465735,25.83479789103691,52.337434094903344,75.3602811950791,69.8066783831283,59.92970123022848,42.07381370826011,73.42706502636204,77.64499121265379,40.0,69.38488576449913,65.76449912126539,33.25131810193322,76.13356766256591,84.78031634446398,44.9560632688928,72.40773286467487,65.5536028119508,54.34094903339192,93.32161687170476,42.74165202108964,86.08084358523726,73.28646748681899,69.24428822495607,70.05272407732865,67.80316344463972,72.65377855887523,18.34797891036907,63.02284710017575,21.51142355008788,63.05799648506152,73.14586994727593,55.64147627416521,24.32337434094904,59.29701230228471,57.50439367311073,45.79964850615114,51.91564147627417,89.77152899824254
Nc1ccn(C(CO)[C@H](O)CO)c(=O)n1,215.209,-2.2879,6,4,4.0,0.4483267359446837,2,121.6,0,0,0,0.12724034,0.4888135,0.8090043,0.0008133448,0.0044894805,0.10050156,0.0024665254,0.026253294,0.0022365707,0.13318793,0.001682223,0.14028876,0.107846424,0.47664094,0.9193514,0.008784597,0.027555093,0.005721255,0.0022025616,0.0045808973,0.051532757,0.0010073204,0.09654277,0.0016073253,0.020052928,0.0022606752,0.0039083054,0.0008674677,0.011177526,0.29026908,0.022510542,-5.6234055,11.213484,-24.121937,8.160688,-20.605652,1.6080469,-1.4312267,5.0869355,-0.4337051,0.93364894,20.28119507908612,9.244288224956064,72.46045694200352,86.90685413005274,63.44463971880493,39.40246045694201,69.84182776801407,79.40246045694201,47.59226713532514,25.869947275922677,37.188049209138846,33.49736379613357,32.09138840070299,52.5834797891037,12.864674868189809,7.838312829525484,37.39894551845343,15.289982425307558,20.949033391915645,7.170474516695959,19.71880492091389,21.441124780316347,43.12829525483304,52.72407732864675,54.55184534270651,27.87346221441125,43.514938488576455,52.72407732864675,29.455184534270654,19.789103690685412,16.871704745166962,22.56590509666081,18.804920913884008,17.223198594024606,17.855887521968366,9.876977152899824,25.483304042179263,23.65553602811951,11.95079086115993,31.564147627416524,19.96485061511424,14.13005272407733,21.15992970123023,27.275922671353253,5.588752196836555,36.52021089630932,15.60632688927944,7.908611599297013,12.934973637961336,3.690685413005273,90.5096660808436,44.8506151142355
Nc1ccn(C(C(=O)O)[C@H](O)CO)c(=O)n1,229.192,-2.1956,6,4,4.0,0.4592593906542737,2,138.67000000000002,0,0,0,0.12076414,0.46646944,0.5862537,0.0009455759,0.007356891,0.07926269,0.0036135048,0.007828476,0.0051826425,0.07278844,0.00078028534,0.20157972,0.20501971,0.5101984,0.38532737,0.010917464,0.03255727,0.0063903136,0.0015395556,0.009889941,0.07506393,0.0014054066,0.011039178,0.0010028973,0.03930261,0.0046147928,0.0051173246,0.00060297933,0.022656497,0.3255457,0.015471732,-6.1725054,-16.715046,-28.4979,8.14522,-22.943588,1.6375172,-2.6756353,19.358883,-0.7839737,-0.5668684,22.42530755711775,9.52548330404218,72.46045694200352,86.90685413005274,63.44463971880493,41.40597539543058,69.84182776801407,83.30404217926187,47.59226713532514,25.869947275922677,37.188049209138846,32.12653778558875,30.36906854130053,21.370826010544818,13.637961335676628,12.09138840070299,30.72056239015817,19.15641476274165,11.739894551845344,16.2390158172232,11.985940246045695,16.62565905096661,59.613356766256594,70.50966608084359,56.06326889279438,13.708260105448156,49.8066783831283,59.92970123022848,31.00175746924429,15.184534270650264,35.254833040421794,42.53075571177505,23.19859402460457,8.1195079086116,14.446397188049213,21.47627416520211,37.39894551845343,28.611599297012305,9.666080843585238,44.74516695957821,24.49912126537786,9.595782073813709,11.458699472759228,6.221441124780317,3.5852372583479792,36.48506151142355,11.8804920913884,8.646748681898067,4.885764499121266,8.611599297012303,86.4323374340949,30.158172231985944
Nc1ccn(C[C@@H](CO)OCP(=O)(O)OCCCOCCCCCCCCCCO)c(=O)n1,493.5380000000005,1.8822999999999996,9,4,4.0,0.1466267986348453,2,166.36,0,2,2,0.1419659,0.36997005,0.6935752,0.0014868107,0.054074656,0.15024151,0.054498572,0.09447861,0.040596463,0.4991919,0.28013033,0.1567333,0.2773794,0.5722004,0.8595184,0.05063308,0.075529635,0.009143376,0.061819024,0.036282018,0.11341319,0.070954435,0.36245203,0.48907843,0.27541184,0.024576344,0.048395574,0.04962919,0.098234646,0.33185595,0.43155432,-5.793143,46.55265,36.52845,15.282555,-20.645815,2.1284912,0.4494914,41.65758,-2.0988283,9.096553,81.61687170474518,42.6713532513181,88.08435852372584,86.90685413005274,63.44463971880493,7.908611599297013,69.84182776801407,88.29525483304043,47.59226713532514,87.9261862917399,95.07908611599298,36.41476274165203,23.19859402460457,32.4780316344464,16.379613356766257,41.195079086116,55.92267135325133,56.344463971880494,45.58875219683656,46.0456942003515,55.7469244288225,72.79437609841828,47.557117750439375,77.36379613356767,58.76977152899825,24.42882249560633,83.90158172231986,87.02987697715291,37.96133567662567,67.97891036906854,68.18980667838314,63.05799648506152,84.3585237258348,28.57644991212654,77.4340949033392,68.85764499121267,67.34622144112478,71.73989455184535,54.72759226713533,72.82952548330405,25.166959578207383,59.156414762741655,17.539543057996486,61.26537785588753,59.22671353251319,49.49033391915642,15.53602811950791,30.08787346221441,37.3286467486819,21.54657293497364,69.49033391915643,87.83831282952549
